LOWERTRACED_MAX_RAW_LSA_MAX.csv,Associated
0.6693080357142858,NO
0.6693080357142858,NO
0.7126116071428571,NO
0.7126116071428571,NO
0.7126116071428571,NO
0.7126116071428571,NO
0.6693080357142858,NO
0.6693080357142858,NO
0.7126116071428571,NO
0.8223214285714286,YES
0.7126116071428571,NO
0.8223214285714286,YES
0.6770089285714286,NO
0.6770089285714286,NO
0.6770089285714286,NO
0.6693080357142858,NO
0.7126116071428571,NO
0.6693080357142858,NO
0.7126116071428571,NO
0.6693080357142858,NO
0.7126116071428571,NO
0.8223214285714286,YES
0.8223214285714286,YES
0.8223214285714286,YES
0.8223214285714286,YES
0.7126116071428571,NO
0.8223214285714286,YES
0.7126116071428571,NO
0.3457589285714286,YES
0.3457589285714286,YES
0.8560267857142858,NO
0.9168526785714286,NO
0.9168526785714286,NO
0.8560267857142858,NO
0.3947,YES
0.3457589285714286,YES
0.8560267857142858,NO
0.27421875,NO
0.8560267857142858,NO
0.27421875,NO
0.40513392857142855,NO
0.40513392857142855,NO
0.40513392857142855,NO
0.3457589285714286,YES
0.9168526785714286,NO
0.3457589285714286,YES
0.9168526785714286,NO
0.3457589285714286,YES
0.9168526785714286,NO
0.27421875,NO
0.27421875,NO
0.27421875,NO
0.27421875,NO
0.8560267857142858,NO
0.27421875,NO
0.8560267857142858,NO
0.8510044642857143,NO
0.8510044642857143,NO
0.6267857142857143,NO
0.6290178571428572,NO
0.6290178571428572,NO
0.6267857142857143,NO
0.8510044642857143,NO
0.8510044642857143,NO
0.6267857142857143,NO
0.9141741071428572,YES
0.6267857142857143,NO
0.9141741071428572,YES
0.5470982142857144,NO
0.5470982142857144,NO
0.5470982142857144,NO
0.8510044642857143,NO
0.6290178571428572,NO
0.8510044642857143,NO
0.6290178571428572,NO
0.8510044642857143,NO
0.6290178571428572,NO
0.9141741071428572,YES
0.9141741071428572,YES
0.9141741071428572,YES
0.9141741071428572,YES
0.6267857142857143,NO
0.9141741071428572,YES
0.6267857142857143,NO
0.3762276785714286,YES
0.3762276785714286,YES
0.8954241071428571,NO
0.9052455357142858,NO
0.9052455357142858,NO
0.8954241071428571,NO
0.3762276785714286,YES
0.3762276785714286,YES
0.8954241071428571,NO
0.4002232142857143,NO
0.8954241071428571,NO
0.4002232142857143,NO
0.5166294642857143,NO
0.5166294642857143,NO
0.5166294642857143,NO
0.3762276785714286,YES
0.9052455357142858,NO
0.3762276785714286,YES
0.9052455357142858,NO
0.3762276785714286,YES
0.9052455357142858,NO
0.4002232142857143,NO
0.4002232142857143,NO
0.4002232142857143,NO
0.4002232142857143,NO
0.8954241071428571,NO
0.4002232142857143,NO
0.8954241071428571,NO
0.34207589285714285,NO
0.34207589285714285,NO
0.8325892857142857,YES
0.7338169642857143,YES
0.7338169642857143,YES
0.8325892857142857,YES
0.34207589285714285,NO
0.34207589285714285,NO
0.8325892857142857,YES
0.9036830357142858,NO
0.8325892857142857,YES
0.9036830357142858,NO
0.5197544642857143,NO
0.5197544642857143,NO
0.5197544642857143,NO
0.34207589285714285,NO
0.7338169642857143,YES
0.34207589285714285,NO
0.7338169642857143,YES
0.34207589285714285,NO
0.7338169642857143,YES
0.9036830357142858,NO
0.9036830357142858,NO
0.9036830357142858,NO
0.9036830357142858,NO
0.8325892857142857,YES
0.9036830357142858,NO
0.8325892857142857,YES
0.6599330357142857,NO
0.6599330357142857,NO
0.7485491071428572,NO
0.9797991071428572,NO
0.9797991071428572,NO
0.7485491071428572,NO
0.6599330357142857,NO
0.6599330357142857,NO
0.7485491071428572,NO
0.7904017857142858,YES
0.7485491071428572,NO
0.7904017857142858,YES
0.6737723214285715,NO
0.6737723214285715,NO
0.6737723214285715,NO
0.6599330357142857,NO
0.9797991071428572,NO
0.6599330357142857,NO
0.9797991071428572,NO
0.6599330357142857,NO
0.9797991071428572,NO
0.7904017857142858,YES
0.7904017857142858,YES
0.7904017857142858,YES
0.7904017857142858,YES
0.7485491071428572,NO
0.7904017857142858,YES
0.7485491071428572,NO
0.5630580357142857,NO
0.5630580357142857,NO
0.6787946428571429,YES
0.6415178571428571,YES
0.6415178571428571,YES
0.6787946428571429,YES
0.5630580357142857,NO
0.5630580357142857,NO
0.6787946428571429,YES
0.7844866071428571,NO
0.6787946428571429,YES
0.7844866071428571,NO
0.5225446428571429,NO
0.5225446428571429,NO
0.5225446428571429,NO
0.5630580357142857,NO
0.6415178571428571,YES
0.5630580357142857,NO
0.6415178571428571,YES
0.5630580357142857,NO
0.6415178571428571,YES
0.7844866071428571,NO
0.7844866071428571,NO
0.7844866071428571,NO
0.7844866071428571,NO
0.6787946428571429,YES
0.7844866071428571,NO
0.6787946428571429,YES
0.5982142857142858,NO
0.5982142857142858,NO
0.7841517857142858,NO
0.9397321428571428,NO
0.9397321428571428,NO
0.7841517857142858,NO
0.5982142857142858,NO
0.5982142857142858,NO
0.7841517857142858,NO
0.7989955357142857,YES
0.7841517857142858,NO
0.7989955357142857,YES
0.6703125000000001,NO
0.6703125000000001,NO
0.6703125000000001,NO
0.5982142857142858,NO
0.9397321428571428,NO
0.5982142857142858,NO
0.9397321428571428,NO
0.5982142857142858,NO
0.9397321428571428,NO
0.7989955357142857,YES
0.7989955357142857,YES
0.7989955357142857,YES
0.7989955357142857,YES
0.7841517857142858,NO
0.7989955357142857,YES
0.7841517857142858,NO
1.0,NO
1.0,NO
0.5340401785714286,NO
0.3986607142857143,NO
0.3986607142857143,NO
0.5340401785714286,NO
1.0,NO
1.0,NO
0.5340401785714286,NO
0.5819196428571428,YES
0.5340401785714286,NO
0.5819196428571428,YES
0.3427455357142857,NO
0.3427455357142857,NO
0.3427455357142857,NO
1.0,NO
0.3986607142857143,NO
1.0,NO
0.3986607142857143,NO
1.0,NO
0.3986607142857143,NO
0.5819196428571428,YES
0.5819196428571428,YES
0.5819196428571428,YES
0.5819196428571428,YES
0.5340401785714286,NO
0.5819196428571428,YES
0.5340401785714286,NO
0.7142857142857143,NO
0.7142857142857143,NO
0.7369419642857143,NO
0.9497767857142856,NO
0.9497767857142856,NO
0.7369419642857143,NO
0.7142857142857143,NO
0.7142857142857143,NO
0.7369419642857143,NO
0.8243303571428572,YES
0.7369419642857143,NO
0.8243303571428572,YES
0.6568080357142858,NO
0.6568080357142858,NO
0.6568080357142858,NO
0.7142857142857143,NO
0.9497767857142856,NO
0.7142857142857143,NO
0.9497767857142856,NO
0.7142857142857143,NO
0.9497767857142856,NO
0.8243303571428572,YES
0.8243303571428572,YES
0.8243303571428572,YES
0.8243303571428572,YES
0.7369419642857143,NO
0.8243303571428572,YES
0.7369419642857143,NO
0.7190848214285714,NO
0.7190848214285714,NO
0.6905133928571429,NO
0.6905133928571429,NO
0.6905133928571429,NO
0.6905133928571429,NO
0.7190848214285714,NO
0.7190848214285714,NO
0.6905133928571429,NO
0.8838169642857143,YES
0.6905133928571429,NO
0.8838169642857143,YES
0.6352678571428572,NO
0.6352678571428572,NO
0.6352678571428572,NO
0.7190848214285714,NO
0.6905133928571429,NO
0.7190848214285714,NO
0.6905133928571429,NO
0.7190848214285714,NO
0.6905133928571429,NO
0.8838169642857143,YES
0.8838169642857143,YES
0.8838169642857143,YES
0.8838169642857143,YES
0.6905133928571429,NO
0.8838169642857143,YES
0.6905133928571429,NO
0.4995535714285714,NO
0.4995535714285714,NO
0.9219866071428572,YES
0.9219866071428572,YES
0.9219866071428572,YES
0.9219866071428572,YES
0.4995535714285714,NO
0.4995535714285714,NO
0.9219866071428572,YES
0.3834821428571429,NO
0.9219866071428572,YES
0.3834821428571429,NO
0.5652901785714285,NO
0.5652901785714285,NO
0.5652901785714285,NO
0.4995535714285714,NO
0.9219866071428572,YES
0.4995535714285714,NO
0.9219866071428572,YES
0.4995535714285714,NO
0.9219866071428572,YES
0.3834821428571429,NO
0.3834821428571429,NO
0.3834821428571429,NO
0.3834821428571429,NO
0.9219866071428572,YES
0.3834821428571429,NO
0.9219866071428572,YES
0.7581473214285714,NO
0.7581473214285714,NO
0.7887276785714286,YES
0.58203125,NO
0.58203125,NO
0.7887276785714286,YES
0.7581473214285714,NO
0.7581473214285714,NO
0.7887276785714286,YES
0.3553571428571429,NO
0.7887276785714286,YES
0.3553571428571429,NO
0.6029017857142858,NO
0.6029017857142858,NO
0.6029017857142858,NO
0.7581473214285714,NO
0.58203125,NO
0.7581473214285714,NO
0.58203125,NO
0.7581473214285714,NO
0.58203125,NO
0.3553571428571429,NO
0.3553571428571429,NO
0.3767,NO
0.3553571428571429,NO
0.7887276785714286,YES
0.3553571428571429,NO
0.7887276785714286,YES
0.6439732142857143,NO
0.6439732142857143,NO
0.8808035714285715,YES
0.8290178571428571,YES
0.8290178571428571,YES
0.8808035714285715,YES
0.6439732142857143,NO
0.6439732142857143,NO
0.8808035714285715,YES
0.7643973214285714,NO
0.8808035714285715,YES
0.7643973214285714,NO
0.5985491071428571,NO
0.5985491071428571,NO
0.5985491071428571,NO
0.6439732142857143,NO
0.8290178571428571,YES
0.6439732142857143,NO
0.8290178571428571,YES
0.6439732142857143,NO
0.8290178571428571,YES
0.7643973214285714,NO
0.7643973214285714,NO
0.7643973214285714,NO
0.7643973214285714,NO
0.8808035714285715,YES
0.7643973214285714,NO
0.8808035714285715,YES
0.7396205357142857,NO
0.7396205357142857,NO
0.6573660714285714,YES
0.4200892857142857,NO
0.4200892857142857,NO
0.6573660714285714,YES
0.7396205357142857,NO
0.7396205357142857,NO
0.6573660714285714,YES
0.22154017857142855,NO
0.6573660714285714,YES
0.22154017857142855,NO
0.39821428571428574,NO
0.39821428571428574,NO
0.39821428571428574,NO
0.7396205357142857,NO
0.4200892857142857,NO
0.7396205357142857,NO
0.4200892857142857,NO
0.7396205357142857,NO
0.4200892857142857,NO
0.2218,NO
0.22154017857142855,NO
0.3901,NO
0.22154017857142855,NO
0.6573660714285714,YES
0.3584,NO
0.6573660714285714,YES
0.259375,NO
0.259375,NO
0.5046875,YES
0.4627232142857143,YES
0.4627232142857143,YES
0.5046875,YES
0.259375,NO
0.259375,NO
0.5046875,YES
0.5997767857142857,NO
0.5046875,YES
0.5997767857142857,NO
0.2359375,NO
0.2359375,NO
0.2359375,NO
0.259375,NO
0.4627232142857143,YES
0.259375,NO
0.4627232142857143,YES
0.259375,NO
0.4627232142857143,YES
0.5997767857142857,NO
0.5997767857142857,NO
0.5997767857142857,NO
0.5997767857142857,NO
0.5046875,YES
0.5997767857142857,NO
0.5046875,YES
0.3024,YES
0.21127232142857144,YES
0.8641741071428571,NO
0.8641741071428571,NO
0.8641741071428571,NO
0.8641741071428571,NO
0.2394,YES
0.3693,YES
0.8641741071428571,NO
0.315625,NO
0.8641741071428571,NO
0.315625,NO
0.2131,NO
0.16,NO
0.15814732142857146,NO
0.21127232142857144,YES
0.8641741071428571,NO
0.2419,YES
0.8641741071428571,NO
0.2985,YES
0.8641741071428571,NO
0.315625,NO
0.315625,NO
0.315625,NO
0.315625,NO
0.8641741071428571,NO
0.315625,NO
0.8641741071428571,NO
0.7845982142857143,NO
0.7845982142857143,NO
0.7559151785714286,YES
0.5919642857142857,YES
0.5919642857142857,YES
0.7559151785714286,YES
0.7845982142857143,NO
0.7845982142857143,NO
0.7559151785714286,YES
0.27377232142857144,NO
0.7559151785714286,YES
0.27377232142857144,NO
0.6149553571428572,NO
0.6149553571428572,NO
0.6149553571428572,NO
0.7845982142857143,NO
0.5919642857142857,YES
0.7845982142857143,NO
0.5919642857142857,YES
0.7845982142857143,NO
0.5919642857142857,YES
0.27377232142857144,NO
0.27377232142857144,NO
0.3023,NO
0.27377232142857144,NO
0.7559151785714286,YES
0.27377232142857144,NO
0.7559151785714286,YES
0.6047991071428572,NO
0.6047991071428572,NO
0.9313616071428572,YES
0.9313616071428572,YES
0.9313616071428572,YES
0.9313616071428572,YES
0.6047991071428572,NO
0.6047991071428572,NO
0.9313616071428572,YES
0.4146205357142857,NO
0.9313616071428572,YES
0.4146205357142857,NO
0.6056919642857143,NO
0.6056919642857143,NO
0.6056919642857143,NO
0.6047991071428572,NO
0.9313616071428572,YES
0.6047991071428572,NO
0.9313616071428572,YES
0.6047991071428572,NO
0.9313616071428572,YES
0.4146205357142857,NO
0.4146205357142857,NO
0.4146205357142857,NO
0.4146205357142857,NO
0.9313616071428572,YES
0.4146205357142857,NO
0.9313616071428572,YES
0.6930803571428572,NO
0.6930803571428572,NO
0.6966517857142857,YES
0.6709821428571429,YES
0.6709821428571429,YES
0.6966517857142857,YES
0.6930803571428572,NO
0.6930803571428572,NO
0.6966517857142857,YES
0.17388392857142854,NO
0.6966517857142857,YES
0.17388392857142854,NO
0.3052455357142857,NO
0.3052455357142857,NO
0.3052455357142857,NO
0.6930803571428572,NO
0.6709821428571429,YES
0.6930803571428572,NO
0.6709821428571429,YES
0.6930803571428572,NO
0.6709821428571429,YES
0.1754,NO
0.17388392857142854,NO
0.3619,NO
0.17388392857142854,NO
0.6966517857142857,YES
0.3259,NO
0.6966517857142857,YES
0.7558035714285715,NO
0.7558035714285715,NO
0.6765625,YES
0.4604910714285715,YES
0.4604910714285715,YES
