LOWERTRACED_SUM_SINGLE_LSA_MAX.csv,Associated
0.11909472734215006,NO
0.11909472734215006,NO
0.566975597903433,NO
0.4774549619910444,NO
0.4774549619910444,NO
0.566975597903433,NO
0.11909472734215006,NO
0.11909472734215006,NO
0.566975597903433,NO
0.5513034121281544,YES
0.566975597903433,NO
0.5513034121281544,YES
0.2427,NO
0.2393696414314971,NO
0.2393696414314971,NO
0.11909472734215006,NO
0.4774549619910444,NO
0.11909472734215006,NO
0.4774549619910444,NO
0.2179,NO
0.4774549619910444,NO
0.5513034121281544,YES
0.5513034121281544,YES
0.5513034121281544,YES
0.5513034121281544,YES
0.566975597903433,NO
0.5513034121281544,YES
0.566975597903433,NO
0.1072,YES
0.2444,YES
0.5007983616231039,NO
0.556944010552258,NO
0.556944010552258,NO
0.5007983616231039,NO
0.3947,YES
0.0957,YES
0.5007983616231039,NO
0.1157624353500642,NO
0.5007983616231039,NO
0.1157624353500642,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.2811,YES
0.556944010552258,NO
0.1126,YES
0.556944010552258,NO
0.3399,YES
0.556944010552258,NO
0.1212,NO
0.1157624353500642,NO
0.1235,NO
0.1157624353500642,NO
0.5007983616231039,NO
0.1157624353500642,NO
0.5007983616231039,NO
0.3760630358568503,NO
0.3760630358568503,NO
0.14280259641084386,NO
0.2865,NO
0.21984449304036927,NO
0.1666,NO
0.3760630358568503,NO
0.3760630358568503,NO
0.2187,NO
0.4574,YES
0.1603,NO
0.4367732305876636,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3760630358568503,NO
0.21984449304036927,NO
0.3760630358568503,NO
0.21984449304036927,NO
0.3760630358568503,NO
0.2202,NO
0.4465,YES
0.4367732305876636,YES
0.4367732305876636,YES
0.4367732305876636,YES
0.1659,NO
0.4367732305876636,YES
0.14280259641084386,NO
0.1303,YES
0.1814,YES
0.6145475372279495,NO
0.66576417091881,NO
0.66576417091881,NO
0.6145475372279495,NO
0.3435,YES
0.1243,YES
0.6145475372279495,NO
0.12652296157450796,NO
0.6145475372279495,NO
0.12652296157450796,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.1923,YES
0.66576417091881,NO
0.0939984032767538,YES
0.66576417091881,NO
0.3081,YES
0.66576417091881,NO
0.12652296157450796,NO
0.12652296157450796,NO
0.12652296157450796,NO
0.12652296157450796,NO
0.6145475372279495,NO
0.1351,NO
0.6145475372279495,NO
0.0724,NO
0.02710958381061474,NO
0.9055156374744004,YES
0.3348,YES
0.2937,YES
0.9055156374744004,YES
0.0826,NO
0.02710958381061474,NO
0.9055156374744004,YES
0.371186087680933,NO
0.9055156374744004,YES
0.371186087680933,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0572,NO
0.2857613940088167,YES
0.0556,NO
0.3609,YES
0.1417,NO
0.2857613940088167,YES
0.371186087680933,NO
0.371186087680933,NO
0.371186087680933,NO
0.371186087680933,NO
0.9055156374744004,YES
0.371186087680933,NO
0.9055156374744004,YES
0.2212850150994481,NO
0.2212850150994481,NO
0.43944600645631576,NO
0.6980804609670589,NO
0.6980804609670589,NO
0.43944600645631576,NO
0.2212850150994481,NO
0.2212850150994481,NO
0.43944600645631576,NO
0.43130618903814777,YES
0.43944600645631576,NO
0.43130618903814777,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.2212850150994481,NO
0.6980804609670589,NO
0.2212850150994481,NO
0.6980804609670589,NO
0.2212850150994481,NO
0.6980804609670589,NO
0.43130618903814777,YES
0.43130618903814777,YES
0.43130618903814777,YES
0.43130618903814777,YES
0.43944600645631576,NO
0.43130618903814777,YES
0.43944600645631576,NO
0.16859314797459124,NO
0.16859314797459124,NO
0.5836023464889444,YES
0.3647,YES
0.2531,YES
0.5836023464889444,YES
0.16859314797459124,NO
0.16859314797459124,NO
0.5836023464889444,YES
0.5695268839598736,NO
0.5836023464889444,YES
0.5695268839598736,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.16859314797459124,NO
0.24960949703217744,YES
0.16859314797459124,NO
0.2623,YES
0.16859314797459124,NO
0.2555,YES
0.5695268839598736,NO
0.5695268839598736,NO
0.5695268839598736,NO
0.5695268839598736,NO
0.5836023464889444,YES
0.5695268839598736,NO
0.5836023464889444,YES
0.1415,NO
0.0745,NO
0.5708979832691172,NO
0.6461869554653059,NO
0.6461869554653059,NO
0.5708979832691172,NO
0.1653,NO
0.1536,NO
0.5708979832691172,NO
0.2737165469124232,YES
0.5708979832691172,NO
0.2737165469124232,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.056492762678329686,NO
0.6461869554653059,NO
0.056492762678329686,NO
0.6461869554653059,NO
0.2256,NO
0.6461869554653059,NO
0.2737165469124232,YES
0.2737165469124232,YES
0.2737165469124232,YES
0.3108,YES
0.5708979832691172,NO
0.2737165469124232,YES
0.5708979832691172,NO
0.4468048179388385,NO
0.4468048179388385,NO
0.303030303030303,NO
0.2652469714325384,NO
0.2652469714325384,NO
0.303030303030303,NO
0.4468048179388385,NO
0.4468048179388385,NO
0.303030303030303,NO
0.3428,YES
0.303030303030303,NO
0.3228157867333125,YES
0.1331,NO
0.0795064042486723,NO
0.0795064042486723,NO
0.4468048179388385,NO
0.2652469714325384,NO
0.4468048179388385,NO
0.31,NO
0.4468048179388385,NO
0.2819,NO
0.4042,YES
0.3296,YES
0.4941,YES
0.3228157867333125,YES
0.303030303030303,NO
0.3228157867333125,YES
0.303030303030303,NO
0.20642854663473215,NO
0.20642854663473215,NO
0.30556423339928496,NO
0.6972300322815786,NO
0.6972300322815786,NO
0.30556423339928496,NO
0.20642854663473215,NO
0.20642854663473215,NO
0.30556423339928496,NO
0.35983546808289074,YES
0.30556423339928496,NO
0.35983546808289074,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.20642854663473215,NO
0.6972300322815786,NO
0.20642854663473215,NO
0.6972300322815786,NO
0.20642854663473215,NO
0.6972300322815786,NO
0.4038,YES
0.35983546808289074,YES
0.35983546808289074,YES
0.35983546808289074,YES
0.30556423339928496,NO
0.35983546808289074,YES
0.30556423339928496,NO
0.2809885799576521,NO
0.2809885799576521,NO
0.3730257905515637,NO
0.5365337221007324,NO
0.5365337221007324,NO
0.3730257905515637,NO
0.2809885799576521,NO
0.2809885799576521,NO
0.3730257905515637,NO
0.5623242736644798,YES
0.3730257905515637,NO
0.5623242736644798,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.2809885799576521,NO
0.5365337221007324,NO
0.2809885799576521,NO
0.5365337221007324,NO
0.2809885799576521,NO
0.5365337221007324,NO
0.5623242736644798,YES
0.5623242736644798,YES
0.5623242736644798,YES
0.5623242736644798,YES
0.3730257905515637,NO
0.5623242736644798,YES
0.3730257905515637,NO
0.2254850914644729,NO
0.2254850914644729,NO
0.796001249609497,YES
0.6210906313999097,YES
0.6210906313999097,YES
0.796001249609497,YES
0.2254850914644729,NO
0.2254850914644729,NO
0.796001249609497,YES
0.0974,NO
0.796001249609497,YES
0.1059,NO
0.2131,NO
0.16335173036203962,NO
0.16335173036203962,NO
0.2254850914644729,NO
0.6210906313999097,YES
0.2254850914644729,NO
0.6210906313999097,YES
0.2254850914644729,NO
0.6210906313999097,YES
0.1271,NO
0.08,NO
0.3025,NO
0.12,NO
0.796001249609497,YES
0.2516,NO
0.796001249609497,YES
0.32486375785344856,NO
0.32486375785344856,NO
0.8934187233156305,YES
0.24219861848727825,NO
0.24219861848727825,NO
0.8934187233156305,YES
0.32486375785344856,NO
0.32486375785344856,NO
0.8934187233156305,YES
0.191,NO
0.8934187233156305,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.32486375785344856,NO
0.24219861848727825,NO
0.32486375785344856,NO
0.3673,NO
0.32486375785344856,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.8934187233156305,YES
0.3359,NO
0.8934187233156305,YES
0.11815752021937588,NO
0.11815752021937588,NO
0.800183970287063,YES
0.3324829046478531,YES
0.3324829046478531,YES
0.800183970287063,YES
0.1233,NO
0.11815752021937588,NO
0.800183970287063,YES
0.2328,NO
0.800183970287063,YES
0.22904300739352285,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.11815752021937588,NO
0.3324829046478531,YES
0.11815752021937588,NO
0.3324829046478531,YES
0.1224,NO
0.3324829046478531,YES
0.2397,NO
0.22904300739352285,NO
0.2935,NO
0.22904300739352285,NO
0.800183970287063,YES
0.22904300739352285,NO
0.800183970287063,YES
0.4397236974556562,NO
0.4397236974556562,NO
0.8552188552188551,YES
0.3024228539692457,NO
0.3024228539692457,NO
0.8552188552188551,YES
0.4397236974556562,NO
0.4397236974556562,NO
0.8552188552188551,YES
0.159,NO
0.8552188552188551,YES
0.1456,NO
0.2244,NO
0.16241452323926547,NO
0.16241452323926547,NO
0.4397236974556562,NO
0.3024228539692457,NO
0.4397236974556562,NO
0.3557,NO
0.4397236974556562,NO
0.3024228539692457,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.8552188552188551,YES
0.3584,NO
0.8552188552188551,YES
0.06928390433545073,NO
0.06928390433545073,NO
0.7777430664028602,YES
0.3021104515949877,YES
0.3021104515949877,YES
0.7777430664028602,YES
0.06928390433545073,NO
0.06928390433545073,NO
0.7777430664028602,YES
0.504581901489118,NO
0.7777430664028602,YES
0.504581901489118,NO
0.171,NO
0.1733,NO
0.1785,NO
0.06928390433545073,NO
0.3021104515949877,YES
0.06928390433545073,NO
0.3021104515949877,YES
0.1347,NO
0.3021104515949877,YES
0.504581901489118,NO
0.504581901489118,NO
0.504581901489118,NO
0.504581901489118,NO
0.7777430664028602,YES
0.504581901489118,NO
0.7777430664028602,YES
0.3024,YES
0.08683050435627755,YES
0.5173903988336978,NO
0.6987226214030337,NO
0.6987226214030337,NO
0.5173903988336978,NO
0.2394,YES
0.3693,YES
0.5173903988336978,NO
0.16387240098580305,NO
0.5173903988336978,NO
0.16387240098580305,NO
0.2131,NO
0.16,NO
0.1446,NO
0.08683050435627755,YES
0.6987226214030337,NO
0.2419,YES
0.6987226214030337,NO
0.2985,YES
0.6987226214030337,NO
0.16387240098580305,NO
0.16387240098580305,NO
0.16387240098580305,NO
0.16387240098580305,NO
0.5173903988336978,NO
0.16387240098580305,NO
0.5173903988336978,NO
0.3610156548300878,NO
0.3610156548300878,NO
1.0,YES
0.4011246485473289,YES
0.4011246485473289,YES
1.0,YES
0.3610156548300878,NO
0.3610156548300878,NO
1.0,YES
0.0938,NO
1.0,YES
0.0765,NO
0.3042,NO
0.20802526988094,NO
0.20802526988094,NO
0.3610156548300878,NO
0.4011246485473289,YES
0.3610156548300878,NO
0.4011246485473289,YES
0.3610156548300878,NO
0.4011246485473289,YES
0.1353,NO
0.0942,NO
0.3023,NO
0.1177,NO
1.0,YES
0.2621,NO
1.0,YES
0.2040334617654205,NO
0.2040334617654205,NO
0.7526293866500051,YES
0.6662501301676559,YES
0.6662501301676559,YES
0.7526293866500051,YES
0.2192,NO
0.2040334617654205,NO
0.7526293866500051,YES
0.1886,NO
0.7526293866500051,YES
0.1088,NO
0.2277,NO
0.1763,NO
0.1744,NO
0.2040334617654205,NO
0.6662501301676559,YES
0.2040334617654205,NO
0.6662501301676559,YES
0.2040334617654205,NO
0.6662501301676559,YES
0.2134,NO
0.1846,NO
0.3004,NO
0.1322,NO
0.7526293866500051,YES
0.2341,NO
0.7526293866500051,YES
0.4375368808358499,NO
0.4375368808358499,NO
0.8733555486132806,YES
0.5502447151931688,YES
0.5502447151931688,YES
0.8733555486132806,YES
0.4375368808358499,NO
0.4375368808358499,NO
0.8733555486132806,YES
0.13559998611545002,NO
0.8733555486132806,YES
0.13559998611545002,NO
0.1627442813009823,NO
0.1627442813009823,NO
0.1627442813009823,NO
0.4375368808358499,NO
0.5502447151931688,YES
0.4375368808358499,NO
0.5502447151931688,YES
0.4375368808358499,NO
0.5502447151931688,YES
0.1754,NO
0.13559998611545002,NO
0.3619,NO
0.1715,NO
0.8733555486132806,YES
0.3259,NO
0.8733555486132806,YES
0.37123815474330935,NO
0.37123815474330935,NO
0.9101496060258948,YES
0.3487625394841889,YES
0.3487625394841889,YES
0.9101496060258948,YES
0.37123815474330935,NO
0.37123815474330935,NO
0.9101496060258948,YES
0.1003,NO
0.9101496060258948,YES
0.08800000000000001,NO
0.2859,NO
0.18322399250234303,NO
0.18322399250234303,NO
0.37123815474330935,NO
0.3487625394841889,YES
0.37123815474330935,NO
0.3487625394841889,YES
0.37123815474330935,NO
0.3487625394841889,YES
0.1277,NO
0.0813,NO
