LOWERTRACED_SUM_SINGLE_LSA_SUM.csv,Associated
0.11256244820757584,NO
0.10698646521675301,NO
0.4330705216065314,NO
0.4412569594758028,NO
0.34331645823699714,NO
0.4174577692322275,NO
0.10285367782355491,NO
0.1087576598138379,NO
0.4688224125476895,NO
0.5097093339561849,YES
0.3984338272635378,NO
0.5694707516578271,YES
0.3023262129880386,NO
0.28946865220920004,NO
0.2889438538100638,NO
0.1391303671638493,NO
0.34561245123321827,NO
0.1369655737674122,NO
0.34830204302879164,NO
0.2071573596518878,NO
0.37454196298560494,NO
0.39884567213864874,YES
0.40048566713594963,YES
0.45716389424266635,YES
0.5051829477636346,YES
0.46121283576021366,NO
0.3947128847454507,YES
0.43707210939994545,NO
0.11776783980569398,YES
0.2077707652575636,YES
0.5351587431930871,NO
0.45502573333120055,NO
0.4267522195777342,NO
0.38755919343601236,NO
0.30636726449528956,YES
0.11022386281811015,YES
0.40409034300880475,NO
0.13130280749450784,NO
0.378965619650156,NO
0.13143400709429193,NO
0.17506212301505186,NO
0.15728457724431089,NO
0.15892457224161172,NO
0.2318458918179398,YES
0.40169309601897746,NO
0.12131022899986378,YES
0.3738131810648634,NO
0.27041857415445536,YES
0.3784707668571977,NO
0.14153637627766508,NO
0.11247566492549434,NO
0.14304517167518183,NO
0.11464045832193141,NO
0.4394486351506107,NO
0.13543559488770596,NO
0.38073681424724093,NO
0.2909075145630748,NO
0.3334161848931123,NO
0.16708104401117196,NO
0.31825046706754667,NO
0.2294939378136257,NO
0.18905697697500312,NO
0.328889798700562,NO
0.26617639000377824,NO
0.2232344727187524,NO
0.5726653428223705,YES
0.184924189581805,NO
0.40479545489865754,YES
0.14823535251751957,NO
0.15597612890477947,NO
0.15387693530823443,NO
0.3586721078515451,NO
0.23087153361135843,NO
0.3159666381218315,NO
0.25802985076666024,NO
0.3479137406692517,NO
0.2747577997391287,NO
0.5655149646341389,YES
0.5515422072571359,YES
0.512247927121808,YES
0.3887891037250014,YES
0.18859777837575886,NO
0.3990226725081586,YES
0.1618330600198093,NO
0.13322879657931053,YES
0.16675029432413951,YES
0.6093843759693511,NO
0.531856324164887,NO
0.5216883551816219,NO
0.48376075917610756,NO
0.2730875699491254,YES
0.1292928085857885,YES
0.5027847011447972,NO
0.13153931197630125,NO
0.478709574584421,NO
0.12727532498331912,NO
0.23187253796526658,NO
0.21868697818696786,NO
0.2178341807883714,NO
0.17390067251237112,YES
0.48364047124424264,NO
0.1016096930313505,YES
0.4432309945107502,NO
0.24986524078734562,YES
0.4494629755004933,NO
0.1511536521440192,NO
0.12878412038083586,NO
0.14649606635168488,NO
0.13816489176539665,NO
0.5336166070940528,NO
0.15771363213322254,NO
0.47634798178830784,NO
0.051367580721892694,NO
0.01987967677371672,NO
0.6722080580914248,YES
0.39317652554573,YES
0.36621500779010435,YES
0.6739136528886176,YES
0.05805876031088007,NO
0.012401299586024938,NO
0.718062318215956,YES
0.32109854446387975,NO
0.6670256738999542,YES
0.32424733485869733,NO
0.18967335642005756,NO
0.1745198026449979,NO
0.1745198026449979,NO
0.041396411138303627,NO
0.3256087316569358,YES
0.040346814340031095,NO
0.4102980733175507,YES
0.0968282420470717,NO
0.3408278852318875,YES
0.26382991915813475,NO
0.27399788814139986,NO
0.3239849356591292,NO
0.2619931247611578,NO
0.6926095958578471,YES
0.29282503071041344,NO
0.6682064702980108,YES
0.2325381109983271,NO
0.17927107348599614,NO
0.4039247985243745,NO
0.6134075616697379,NO
0.5737196827350578,NO
0.38595045335395745,NO
0.2417220829832118,NO
0.2116117748327685,NO
0.3700097019801934,NO
0.5332614837648237,YES
0.37781607816734536,NO
0.45952730868617836,YES
0.2129266809123288,NO
0.19777312713726913,NO
0.1933779405445029,NO
0.16667591190672576,NO
0.540394984389905,NO
0.16713511050596996,NO
0.515007861831688,NO
0.2636980159470429,NO
0.5288494196089071,NO
0.5246679099789673,YES
0.5059719670097378,YES
0.45211453129837864,YES
0.45887131068725806,YES
0.4203903482972749,NO
0.3840219390104481,YES
0.3385873978319095,NO
0.16130206346539838,NO
0.14746050568817937,NO
0.43905765041527584,YES
0.3890752936395986,YES
0.31586591696008953,YES
0.4562447979869885,YES
0.15474208347619506,NO
0.13630853970653373,NO
0.504591850507417,YES
0.530126269197246,NO
0.43846725221624755,YES
0.4554080971202203,NO
0.2276009273779202,NO
0.24852726354347876,NO
0.23566970276464028,NO
0.1920027698148699,NO
0.29710437419096797,YES
0.1891819784195125,NO
0.32190109855015653,YES
0.18983797641843286,NO
0.3174403121574983,YES
0.4941119790565199,NO
0.5044111476395691,NO
0.5058543432371938,NO
0.427396982566322,NO
0.46477277197295286,YES
0.43290736575725286,NO
0.4559167989875284,YES
0.11597234898642685,NO
0.07202048305876457,NO
0.5167905510238597,NO
0.53462646237726,NO
0.5114697330153724,NO
0.49160022786531904,NO
0.13158510136073076,NO
0.12390992477336286,NO
0.49173142746510307,NO
0.2961250018999213,YES
0.49474901826013656,NO
0.3261697102504726,YES
0.2530971666153285,NO
0.22141246326747643,NO
0.22121566386780028,NO
0.05811332548165353,NO
0.4788666324690318,NO
0.05988452007873843,NO
0.4829994198622299,NO
0.1711417806956268,NO
0.4748650446756178,NO
0.2889090239117977,YES
0.2604387107586552,YES
0.2903522195094224,YES
0.3695311779791065,YES
0.5183649462212685,NO
0.2743458683357663,YES
0.44791076113722483,NO
0.3414467694421154,NO
0.3670306914000083,NO
0.33182031702698944,NO
0.28912578173578746,NO
0.2542922879931178,NO
0.3212587492443721,NO
0.3670306914000083,NO
0.34262756584017195,NO
0.32906512543152405,NO
0.42273211701557006,YES
0.3386426962157609,NO
0.31173725559824983,YES
0.12555886861351057,NO
0.08646138787785877,NO
0.08068860548735984,NO
0.4130161511243236,NO
0.2471419098048862,NO
0.38776022816589084,NO
0.36345035501346107,NO
0.36506269740324737,NO
0.34501681124379974,NO
0.4630103941492784,YES
0.41407294342982165,YES
0.5219846142522163,YES
0.31482044619317534,YES
0.31148437906045917,NO
0.3732042680970849,YES
0.29810201988248436,NO
0.21590431842578695,NO
0.17195245249812469,NO
0.31465542770943156,NO
0.5971057301797504,NO
0.5777537892116007,NO
0.3061274537234673,NO
0.23197626939933508,NO
0.2004883654511591,NO
