NONETRACED_SUM_SINGLE_LSA_SUM.csv,Associated
0.2679990800246072,NO
0.5004729941773175,NO
0.30460540349097875,NO
0.3845604138279408,NO
0.2599354544793289,NO
0.32498601925999704,NO
0.3545596157699017,NO
0.18087057825047426,NO
0.4242743537030532,NO
0.2786979658550917,YES
0.2880682273854843,NO
0.39806712895135665,YES
0.5243190272840631,NO
0.728763631405557,NO
0.5368716065968479,NO
0.4119101474993838,NO
0.4416516993973534,NO
0.31775078384907224,NO
0.2416337160968896,NO
0.39561984912678416,NO
0.32100760668087464,NO
0.32778000769394705,YES
0.46665732163280116,YES
0.3715759211852408,YES
0.455052203106458,YES
0.4208979694085604,NO
0.3863972234255263,YES
0.33372922116504905,NO
0.135272604552229,YES
0.44993442279544316,YES
0.39497914496670294,NO
0.21845685416515132,NO
0.1571191734278281,NO
0.16743444169165134,NO
0.3946193807953076,YES
0.15382868098871633,YES
0.2972059428525658,NO
0.14268423729357604,NO
0.2070663180340797,NO
0.18468407846726526,NO
0.33225207757673847,NO
0.35458386181364926,NO
0.32300265361660174,NO
0.3872262025326024,YES
0.15182411232730703,NO
0.20030245712548528,YES
0.1055136779589425,NO
0.4365554165907136,YES
0.129435884871146,NO
0.2797024588335062,NO
0.24530321248300202,NO
0.24809553216090463,NO
0.2311897572931756,NO
0.3304052554428687,NO
0.23127093736677556,NO
0.23690141843282414,NO
0.1439829221469351,NO
0.3365169272232911,NO
0.04265949062301434,NO
0.25475386879003115,NO
0.24689667818402827,NO
0.0911010246260293,NO
0.15273397702162184,NO
0.11124713108932761,NO
0.13611336311375744,NO
0.32229716245703327,YES
0.13990202831407833,NO
0.0981607461656158,YES
0.16752062803339351,NO
0.32445810337629594,NO
0.21966100889653117,NO
0.20399168409780521,NO
0.2717072522861713,NO
0.15311612215647652,NO
0.1358345826917211,NO
0.1381264718796446,NO
0.17806441771359022,NO
0.532189469776325,YES
0.5770001832686787,YES
0.3047702176911896,YES
0.26142751870994557,YES
0.10191682154195215,NO
0.20742225388277813,YES
0.04674499807553163,NO
0.23161489743678093,YES
0.48142188616747505,YES
0.4566754119299763,NO
0.2741023098626721,NO
0.22025007978126343,NO
0.2665879013812293,NO
0.41608036886183675,YES
0.24552839638728058,YES
0.4279850781797484,NO
0.18979969921163065,NO
0.30498038279104156,NO
0.23207665205130856,NO
0.4663957195818411,NO
0.5203131293112191,NO
0.4620634325585494,NO
0.38117666737441563,YES
0.23031366036829048,NO
0.24611913602806018,YES
0.14827015275694705,NO
0.48158650404344494,YES
0.1829748796262458,NO
0.35333474883111,NO
0.3478110681520951,NO
0.3127936949292099,NO
0.31627481820620706,NO
0.43324362297146746,NO
0.3276555381252351,NO
0.34703146459159806,NO
0.22723205692146514,NO
0.3973784235143825,NO
0.3898749110283081,YES
0.3199603150179504,YES
0.28850514698354185,YES
0.39820946402598784,YES
0.369317996090988,NO
0.1118705587162122,NO
0.42033157397364884,YES
0.058952832021347504,NO
0.3929818403022058,YES
0.12719396020252416,NO
0.4050106265403477,NO
0.5277661864673898,NO
0.37180620951978205,NO
0.34812734650413774,NO
0.3983987205941871,YES
0.2563363403335686,NO
0.4268481645008667,YES
0.2508580105541948,NO
0.3266905063192357,YES
0.19681534595914169,NO
0.29404541706091025,NO
0.3400168976274117,NO
0.23839996136338948,NO
0.4276909844669242,YES
0.4420736001909843,NO
0.31952300277141116,YES
0.40117729757522874,NO
0.48897624663193495,NO
0.3700560770745411,NO
0.43453062653249486,NO
0.3540322888589233,NO
0.34282649383851094,NO
0.4356164959087502,NO
0.2962627030373029,NO
0.3739308304544839,NO
0.4853222598608513,YES
0.32381798818893737,NO
0.42752008421524634,YES
0.46584974186798,NO
0.6521554585648364,NO
0.4551267081558684,NO
0.369213355270604,NO
0.4865857045129741,NO
0.3317858075046709,NO
0.2362725918893156,NO
0.4250429631060616,NO
0.31677937150524454,NO
0.6399117954450616,YES
0.7751168644584312,YES
0.5064028697106937,YES
0.5203804685258376,YES
0.46346528580048607,NO
0.48375902809291915,YES
0.3056346333237428,NO
0.22634771437846352,NO
0.4501042432637963,NO
0.2279972306502583,YES
0.37497714049620373,YES
0.3522431860518695,YES
0.29246245470677057,YES
0.3015006337837306,NO
0.16187375389323244,NO
0.33079937635641654,YES
0.16982625991817796,NO
0.2986956511922918,YES
0.08644647136134857,NO
0.364822759947774,NO
0.57695983863718,NO
0.40421649498602613,NO
0.34491852494922814,NO
0.45236207019592867,YES
0.268918171958243,NO
0.3087821035533804,YES
0.19765345414341823,NO
0.31483792108727515,YES
0.4049717543406554,NO
0.5035919973920289,NO
0.34585351914637436,NO
0.2891770666979216,NO
0.29015858974015407,YES
0.37236004020327795,NO
0.2277191373630651,YES
0.29524083536357143,NO
0.4066872355573827,NO
0.3824525786158337,NO
0.3182927369159956,NO
0.21972393081573016,NO
0.3419406788637028,NO
0.36063428043092005,NO
0.24875626139355456,NO
0.4516527507136633,NO
0.2681769497868361,YES
0.33657003293044657,NO
0.34683406056740257,YES
0.5078819765414128,NO
0.6153328839471459,NO
0.47272364251358245,NO
0.3133868886230004,NO
0.32883044054472527,NO
0.25800745227185923,NO
0.21093312028226718,NO
0.4054740499109228,NO
0.24835801767094867,NO
0.3791875101659146,YES
0.45417806942398176,YES
0.3819342826199353,YES
