LOWERTRACED_RFUNDER_SINGLE_LSA_SUM.csv,Associated
0.04382649250887809,NO
0.037996677386413866,NO
0.10222371248723539,NO
0.19504351404490103,NO
0.0926445260703236,NO
0.08590023014433558,NO
0.03367575558976391,NO
0.03984850101354956,NO
0.13960311533127068,NO
0.2388242825136029,YES
0.06601027266769292,NO
0.3013061834143665,YES
0.15973693435551964,NO
0.1462940665437198,NO
0.1457453780616055,NO
0.0716038469159135,NO
0.09504503817957355,NO
0.06934050692719208,NO
0.09785706665040925,NO
0.14272759140997698,NO
0.12529149075612322,NO
0.12291384066696136,YES
0.12462849217356849,YES
0.18388684824191065,YES
0.23409184435536723,YES
0.13164713234061362,NO
0.11859291887031138,YES
0.10640746216335677,NO
0.06680282269741356,YES
0.16090289738001248,YES
0.2543475941534194,NO
0.6197817439148924,NO
0.5902211519409856,NO
0.10002895855877826,NO
0.2639877459572328,YES
0.058915425767020774,YES
0.11731264574537807,NO
0.5915319077593696,NO
0.09104418466415695,NO
0.5916690798798981,NO
0.11652771638902014,NO
0.09794089405739892,NO
0.09965554556400603,NO
0.18607398149700508,YES
0.5640212769200287,NO
0.07050646995168494,YES
0.5348722013077076,NO
0.22640258493240462,YES
0.5397418115864718,NO
0.602231333160598,NO
0.5718477084635197,NO
0.6038088125466765,NO
0.5741110484522413,NO
0.15428053222782764,NO
0.5958528295560195,NO
0.09289600829129263,NO
0.08452850893904987,NO
0.1289722759903065,NO
0.122669979119355,NO
0.18977762875127643,NO
0.09698068921369893,NO
0.14564630930789044,NO
0.12423983783207083,NO
0.05867156421941444,NO
0.18137964670558293,NO
0.4898873664476993,YES
0.1413253875112405,NO
0.31437563823139414,YES
0.1338799896358842,NO
0.14197314474706985,NO
0.13977839081861274,NO
0.15537790919205619,NO
0.0984209964792489,NO
0.11072838396000671,NO
0.12681562542866287,NO
0.14412979530871348,NO
0.14430507079605553,NO
0.4824114858788923,YES
0.46780265504259955,YES
0.4267196049442929,YES
0.2976406395269086,YES
0.14516620688604043,NO
0.3083400649281371,YES
0.11718309429821218,NO
0.08264620261846337,YES
0.11769367941351298,YES
0.26917742451723037,NO
0.45019889957476644,NO
0.43956806023380235,NO
0.13783511911112467,NO
0.2288716831019189,YES
0.07853103900260627,YES
0.1577250765877673,NO
0.1271585557299843,NO
0.1325539924707747,NO
0.12270046181280579,NO
0.1502720580390483,NO
0.13648625992592706,NO
0.13559464114249134,NO
0.12516955998232002,YES
0.39978814528051704,NO
0.049587721571078026,YES
0.3575391321577175,NO
0.204592217768362,YES
0.3640548078828245,NO
0.1476657877490055,NO
0.12427794119888434,NO
0.1427961774702413,NO
0.1340857478166771,NO
0.1899605249119812,NO
0.154524393775434,NO
0.13008489430126047,NO
0.14200362744052064,NO
0.10908231851366389,NO
0.48584840956546926,YES
0.23052536922162442,YES
0.20233649845300333,YES
0.4876316471323407,YES
0.1489994055874777,NO
0.10126350764353541,NO
0.5337900656902044,YES
0.3023349743183309,NO
0.48043011080459075,YES
0.30562710521101655,NO
0.141767386566277,NO
0.12592400664522715,NO
0.12592400664522715,NO
0.13157854628034935,NO
0.15988172714941093,YES
0.13048116931612078,NO
0.24842633095060282,YES
0.1895337672036701,NO
0.17579369313072504,YES
0.2424593437076101,NO
0.2530901830485743,NO
0.30535276096995945,NO
0.2405389340202101,NO
0.5071786743076618,YES
0.272774382344424,NO
0.48166465988934787,YES
0.09917544314215605,NO
0.04348356220755666,NO
0.25066680891923615,NO
0.5895048086448919,NO
0.5480102421849995,NO
0.23187422840682204,NO
0.10877749157915594,NO
0.07729648991784914,NO
0.21520781576260078,NO
0.2771638902013382,YES
0.22336955693405067,NO
0.2000731584642819,YES
0.12955906783923427,NO
0.11371568791818445,NO
0.10912042188047735,NO
0.030315038636813958,NO
0.5131685235707427,NO
0.030795141058663947,NO
0.48662571824846446,NO
0.13175382176769138,NO
0.5010973769642285,NO
0.26817911630671687,YES
0.24863208913139564,YES
0.19232293365441772,YES
0.19938729786163906,YES
0.26788191004557166,NO
0.12113060310008995,YES
0.1823550928960083,NO
0.07607718217981742,NO
0.06160552346405329,NO
0.06659706451662069,YES
0.2662739479660423,YES
0.18973190471110024,YES
0.08456661230586335,YES
0.06921857615338892,NO
0.049945893219124855,NO
0.13511453872064136,YES
0.22480986419960067,NO
0.06597978997424213,YES
0.14669034155858013,NO
0.1477343738092698,NO
0.16961332703357668,NO
0.15617045922177683,NO
0.10817545838350279,NO
0.1701162914755148,YES
0.10522625779213851,NO
0.19604182225541447,YES
0.10591211839478136,NO
0.1913779701574431,YES
0.18715611711450825,NO
0.19792412857600097,NO
0.19943302190181525,NO
0.11740409382573046,NO
0.0934828001402204,YES
0.1231653228879304,NO
0.08422368200454192,YES
0.09032784136806328,NO
0.044375180990992365,NO
0.19468534239685417,NO
0.1312127539589398,NO
0.10700187468564724,NO
0.16834829525536876,NO
0.1066513237109631,NO
0.09862675466004175,NO
0.1684854673758973,NO
0.12969623995976284,YES
0.17164042614805441,NO
0.16110865556080534,YES
0.16604685189983387,NO
0.13291978479218422,NO
0.13271402661139137,NO
0.029834936214963956,NO
0.0729146027342976,NO
0.03168675984209965,NO
0.07723552453094756,NO
0.14800871805032692,NO
0.06873085305817622,NO
0.12215177333069151,YES
0.09238542317599183,YES
0.12366066665650575,YES
0.2064440413954977,YES
0.19633140784319703,NO
0.10692566795202023,YES
0.122669979119355,NO
0.06598741064760483,NO
0.09273597415067594,NO
0.17739403453689165,NO
0.12818734663394857,NO
0.09176814863361328,NO
0.16635167883434182,NO
0.09273597415067594,NO
0.06722195973236195,NO
0.1745134200057917,NO
0.26649494749356056,YES
0.18452698480437732,NO
0.1504473335263904,YES
0.08456661230586335,NO
0.043689320388349516,NO
0.037653747085092434,NO
0.1408148023959397,NO
0.08429226806480622,NO
0.11440916919419,NO
0.20589535291338343,NO
0.0906783923427474,NO
0.18662266997911933,NO
0.3086067884958315,YES
0.25744158753867497,YES
0.3702656566734237,YES
0.15367087835881177,YES
0.15613235585496335,NO
0.21471247199402538,YES
0.14214079956104922,NO
0.09197390681440612,NO
0.046021246437335205,NO
0.1577098352410419,NO
0.4892167471917819,NO
0.46898385941381776,NO
0.14879364740668485,NO
0.10877749157915594,NO
0.07585618265229915,NO
0.14385545106765635,NO
0.2539894225053726,YES
0.14913657770800626,NO
0.1513846763500023,YES
0.1477343738092698,NO
0.13326271509350565,NO
0.13093078904451996,NO
0.027434424105713978,NO
0.42563746932678975,NO
0.028600387130206822,NO
0.41137156879181846,NO
0.12441511331941292,NO
0.4246086784228254,NO
0.2854704241666794,YES
0.24815960738290835,YES
0.20049229549923028,YES
0.19198762402645897,YES
0.17506210848790596,NO
0.14589779152885948,YES
0.10386977793357823,NO
0.09648534544512355,NO
0.09559372666168785,NO
0.09783420463032115,NO
0.37411409672158635,NO
0.27404703479599457,NO
0.08240234107085705,NO
0.08811784609288077,NO
0.08311106369358799,NO
0.12122205118044231,NO
0.34819618661504936,YES
0.06539299812531436,NO
0.20759476307326516,YES
0.1385438417338556,NO
0.13374281751535566,NO
0.13353705933456278,NO
0.10485284479736633,NO
0.24716129917239485,NO
0.1031381932907592,NO
0.24304613555653776,NO
