LOWERTRACED_MAX_MULTI_LSA_SUM.csv,Associated
0.4803991922785956,NO
0.47381352118481235,NO
0.5430656165867831,NO
0.6220936697121823,NO
0.5064182939119656,NO
0.5246257375241898,NO
0.468932376727067,NO
0.47590544023813175,NO
0.5852913900704523,NO
0.7247474030579227,YES
0.5021569773218705,NO
0.7953303014865881,YES
0.6168414959774277,NO
0.601655713219998,NO
0.6010358853523479,NO
0.5117779780783864,NO
0.5091300408329351,NO
0.5092211881243295,NO
0.5123066586546423,NO
0.5921231654225424,NO
0.5432980520371519,NO
0.5938087660168201,YES
0.5957457281032269,YES
0.6626871378094474,YES
0.7194013876994397,YES
0.5763038859895244,NO
0.5889276215590749,YES
0.5477918040776157,NO
0.2733111662069217,YES
0.37961164550892923,YES
0.8182503952125527,NO
0.723889159636431,NO
0.6904959332667768,NO
0.6439238074359367,NO
0.49606180614370876,YES
0.2644011406094502,YES
0.6634483852669179,NO
0.22056704786869114,NO
0.6337741261031649,NO
0.22072200483560367,NO
0.37228023579745145,NO
0.35128356678080125,NO
0.35322052886720806,NO
0.40804624893738173,YES
0.6608991525864804,NO
0.27749500431356044,YES
0.627970797117564,NO
0.4536035972096707,YES
0.6334717694429595,NO
0.23265369128786983,NO
0.19833072311674055,NO
0.2344356964073641,NO
0.2008875130707976,NO
0.7052092878498493,NO
0.22544819232643637,NO
0.6358660451564843,NO
0.6227993219219817,NO
0.673005379201647,NO
0.49578159558097956,NO
0.6162764747723749,NO
0.5114480866560366,NO
0.5217368875388313,NO
0.6676593638431643,NO
0.5935899336589664,NO
0.56210317741955,NO
0.9540478991830785,YES
0.5168557430810861,NO
0.755780460018474,YES
0.49406977453301304,NO
0.5032122355808534,NO
0.5007329241102527,NO
0.7028345953323124,NO
0.5130751348086183,NO
0.6523961026022783,NO
0.5451512269595156,NO
0.6901281240454836,NO
0.5649082402408655,NO
0.9456027444863446,YES
0.9290998275101583,YES
0.8826902159198503,YES
0.7368757100551432,YES
0.5211945381546373,NO
0.7489623534743219,YES
0.48958331690447765,NO
0.3131412182377648,YES
0.35273272328392075,YES
0.8461253003851977,NO
0.7219411573589971,NO
0.7099319924232748,NO
0.6977540045664334,NO
0.47832534496654056,YES
0.3084925092303884,YES
0.7202227647687528,NO
0.3032787133025366,NO
0.6917881613403003,NO
0.2982426118778788,NO
0.4906546097266187,NO
0.47508143455190766,NO
0.47407421426697616,NO
0.3611778779806546,YES
0.6649944720186359,NO
0.27579658921184086,YES
0.6172677262095713,NO
0.45089796182301956,YES
0.6246281821379173,NO
0.32644477985596243,NO
0.3000246169973731,NO
0.320943807530567,NO
0.3111040401316202,NO
0.7566376519932015,NO
0.33419262820158985,NO
0.6889989359358745,NO
0.24372003705298412,NO
0.20653036499397265,NO
0.6496258032396127,YES
0.7291070299204949,YES
0.6972633732199665,YES
0.6516402438094758,YES
0.251622842365524,NO
0.1976978178799575,NO
0.7037832631755481,YES
0.7001865266560157,NO
0.6435050030465671,YES
0.7039054938619169,NO
0.4833473175753007,NO
0.4654497878969015,NO
0.4654497878969015,NO
0.23194330756763043,NO
0.649304191960533,YES
0.2307036518323301,NO
0.7493289141025824,YES
0.2974126260881818,NO
0.6672792001223884,YES
0.6325478105986888,NO
0.6445569755344112,NO
0.7035955799280917,NO
0.6303784130619131,NO
0.6737216115945139,YES
0.6667933002863617,NO
0.64489961574878,YES
0.5361884975929755,NO
0.4732759690264813,NO
0.633325684058122,NO
0.8469437202604855,NO
0.8000692377694398,NO
0.612096579591103,NO
0.5470354852768539,NO
0.5114728613704241,NO
0.5932693081112285,NO
0.8225359607936531,YES
0.602489247642525,NO
0.7354501453888014,YES
0.5804509234594072,NO
0.5625533937810079,NO
0.5573623353894376,NO
0.4584001002028767,NO
0.7607101681736528,NO
0.45894244958707053,NO
0.7307259950760748,NO
0.5729907772347056,NO
0.7470739550853486,NO
0.8123862794608814,YES
0.7903049116758434,YES
0.7266950767582425,YES
0.7346753605542388,YES
0.6527727834056467,NO
0.6462724109306304,YES
0.5561571145356733,NO
0.42305538863838177,NO
0.406707428629108,NO
0.5129400238993851,YES
0.6858183751888005,YES
0.5993523876515989,YES
0.5332393865649288,YES
0.4153075402927544,NO
0.3935360864415415,NO
0.5903410288722025,YES
0.7075523712490296,NO
0.5122427175482785,YES
0.6193043785923338,NO
0.49205940831936235,NO
0.5167750445419137,NO
0.5015892617844839,NO
0.4593153188959178,NO
0.5771935413831047,YES
0.45598374410729814,NO
0.6064804081295762,YES
0.45675852894186086,NO
0.6012118712545496,YES
0.6650166838315353,NO
0.6771808057341702,NO
0.6788853323702082,NO
0.5862210661565048,NO
0.5433115894142444,YES
0.5927292587668319,NO
0.5328519941476474,YES
0.48167157429443985,NO
0.4297609903787365,NO
0.6904931075035974,NO
0.7652707527990829,NO
0.7379208481390183,NO
0.6607413698563882,NO
0.5001114533570331,NO
0.49104647079264896,NO
0.6608963268233008,NO
0.6708002981903024,YES
0.6644603370622894,NO
0.7062854436132758,YES
0.6192051483039376,NO
0.5817830407945573,NO
0.5815506053441886,NO
0.41333555188600646,NO
0.6994140418612502,NO
0.41542747093932586,NO
0.7042951863189955,NO
0.5468309788811662,NO
0.6946878543704175,NO
0.6622776650101123,YES
0.6286520031900894,YES
0.6639821916461504,YES
0.7574987211778728,YES
0.692352591106548,NO
0.6450774416828194,YES
0.6091406998745099,NO
0.7349608940662129,NO
0.7651775026141596,NO
0.4994262386437178,NO
0.3807693541120244,NO
0.339628279396743,NO
0.4869522028072578,NO
0.7651775026141596,NO
0.7363555067684259,NO
0.49617214233855433,NO
0.6259712739486716,YES
0.5074840009231704,NO
0.49487767994065646,YES
0.29124234218178363,NO
0.24506516604184447,NO
0.23824705949769237,NO
0.8194899195170076,NO
0.33118312470000916,NO
0.7896607033863422,NO
0.46855247586798254,NO
0.7628531481104714,NO
0.4467810220167696,NO
0.6735430627908238,YES
0.6157441141324435,YES
0.7431962194180137,YES
0.4985191686631013,YES
0.475407908772273,NO
0.567475018939185,YES
0.4596022981471931,NO
0.5671539333834875,NO
0.515243349467784,NO
0.6233245852962531,NO
0.8067449389924303,NO
0.7838887863728294,NO
0.6132523824469375,NO
0.5861361618302745,NO
0.5489464897712631,NO
0.6076739316380858,NO
0.8122271167069108,YES
0.6136397748642188,NO
0.6963193054563253,YES
0.5887432240827574,NO
0.5723952640734837,NO
0.5697609956359704,NO
0.49424668045113385,NO
0.7349223848284645,NO
0.4955638146698905,NO
0.7188068602695594,NO
0.603801256058305,NO
0.7337602075766204,NO
0.8477897406133406,YES
0.8056414456131276,YES
0.7517938996110174,YES
0.7421865676624395,YES
0.6429266416106904,NO
0.6901210267798235,YES
0.5625039757830782,NO
0.5154393128585105,NO
0.514432092573579,NO
0.5222531479001821,NO
0.6621792890222125,NO
0.5491381816595091,NO
0.5048204891225205,NO
0.5059869378768451,NO
0.5003310085845372,NO
0.5486733107587715,NO
0.9184016852588743,YES
0.48560582522536455,NO
0.759570794173513,YES
0.5628358386681115,NO
0.5574123448261723,NO
0.5571799093758035,NO
0.5248916878401759,NO
0.5187666161446498,NO
0.5229547257537691,NO
0.5141179071372733,NO
0.5909808342283774,NO
0.5561887236540299,NO
0.8389862397161937,YES
0.8336402243577107,YES
0.8210112315543381,YES
0.6751192472061747,YES
0.5451093005197828,NO
0.6651245228403153,YES
0.5152800843891174,NO
0.38389136241740235,NO
0.3360096596414252,NO
1.0,YES
0.7161188366162131,YES
0.7003132259911333,YES
0.8258283691902968,YES
0.4743862310943301,NO
0.3835814484835773,NO
0.8582918537584755,YES
0.2929080310029594,NO
