UPPERTRACED_RFUNDER_MULTI_LSA_MEDIAN.csv,Associated
0.4812944444444445,NO
0.47704444444444455,NO
0.0572,NO
0.30011919191919195,NO
0.53355,NO
0.47964343434343437,NO
0.46379343434343434,NO
0.05920252525252526,NO
0.09960151515151515,NO
0.22951060606060608,YES
0.4752444444444445,NO
0.5124343434343435,YES
0.1314510101010101,NO
0.5509439393939394,NO
0.11620050505050505,NO
0.0571,NO
0.46964343434343436,NO
0.1918136363636364,NO
0.03735,NO
0.10895,NO
0.44623888888888896,NO
0.4833944444444445,YES
0.4745434343434344,YES
0.08845050505050506,YES
0.4987878787878788,YES
0.5180439393939393,NO
0.47014343434343436,YES
0.06025,NO
0.42228686868686865,YES
0.4908868686868687,YES
0.48628181818181826,NO
0.08400050505050506,NO
0.5018444444444445,NO
0.44953939393939396,NO
0.5761378787878788,YES
0.4165368686868687,YES
0.0682,NO
0.0528,NO
0.04905,NO
0.05795050505050505,NO
0.08985,NO
0.0864010101010101,NO
0.07755,NO
0.14560050505050506,YES
0.41203737373737376,NO
0.4552898989898991,YES
0.38068636363636366,NO
0.2204550505050505,YES
0.09130707070707073,NO
0.0606,NO
0.37683383838383844,NO
0.06680050505050505,NO
0.40878686868686864,NO
0.09515,NO
0.38928333333333337,NO
0.4291878787878788,NO
0.48874444444444454,NO
0.5211444444444445,NO
0.06655,NO
0.3351691919191919,NO
0.5756,NO
0.5176434343434344,NO
0.5075934343434344,NO
0.050702525252525256,NO
0.12450151515151515,NO
0.33476060606060604,YES
0.5245944444444446,NO
0.4441843434343435,YES
0.11260101010101009,NO
0.5477939393939394,NO
0.11185050505050506,NO
0.09595,NO
0.5109934343434344,NO
0.19976363636363642,NO
0.09735,NO
0.08775,NO
0.4989888888888889,NO
0.6676944444444446,YES
0.6469434343434344,YES
0.18770050505050506,YES
0.4673378787878788,YES
0.5223439393939394,NO
0.5306934343434344,YES
0.06255,NO
0.43383686868686866,YES
0.4593868686868687,YES
0.48598181818181824,NO
0.08815050505050505,NO
0.5197944444444446,NO
0.465989393939394,NO
0.5505378787878787,YES
0.43083686868686866,YES
0.08655,NO
0.0476,NO
0.0682,NO
0.04940050505050505,NO
0.11445,NO
0.1145010101010101,NO
0.10375,NO
0.10120050505050505,YES
0.42008737373737376,NO
0.44003989898989904,YES
0.37918636363636365,NO
0.20455505050505052,YES
0.09100707070707072,NO
0.06255,NO
0.38388383838383844,NO
0.06405050505050505,NO
0.4213368686868687,NO
0.11005,NO
0.40088333333333337,NO
0.4451878787878788,NO
0.4705434343434344,NO
0.4566444444444445,NO
0.5398969696969698,YES
0.6017434343434344,YES
0.5155368686868687,YES
0.5058434343434344,YES
0.47564343434343437,NO
0.21862121212121213,NO
0.5445439393939394,YES
0.5040934343434343,NO
0.5157449494949495,YES
0.5064934343434344,NO
0.5425934343434343,NO
0.5815484848484848,NO
0.4805383838383839,NO
0.4780949494949496,NO
0.5502434343434344,YES
0.5176989898989899,NO
0.42287424242424243,YES
0.44963787878787875,NO
0.5466919191919192,YES
0.4604434343434344,NO
0.46819343434343436,NO
0.5062934343434343,NO
0.45904343434343436,NO
0.5200934343434344,YES
0.4825434343434344,NO
0.5014934343434344,YES
0.5216444444444446,NO
0.48104444444444455,NO
0.09875,NO
0.3210191919191919,NO
0.59885,NO
0.5193934343434343,NO
0.5185434343434343,NO
0.08650252525252525,NO
0.08805151515151516,NO
0.30746060606060605,YES
0.5232944444444445,NO
0.4886343434343435,YES
0.10945101010101009,NO
0.5271939393939394,NO
0.08950050505050505,NO
0.027000000000000003,NO
0.5077934343434344,NO
0.1637136363636364,NO
0.0541,NO
0.10095,NO
0.45353888888888894,NO
0.6392944444444445,YES
0.6149434343434343,YES
0.14460050505050506,YES
0.5234878787878787,YES
0.5506939393939394,NO
0.5219934343434344,YES
0.04895,NO
0.4835934343434344,NO
0.48314444444444454,NO
0.5231469696969697,YES
0.6166934343434344,YES
0.49523686868686867,YES
0.5008934343434344,YES
0.4785934343434344,NO
0.24232121212121213,NO
0.5427939393939394,YES
0.5642434343434344,NO
0.5024949494949495,YES
0.5072934343434343,NO
0.5469434343434344,NO
0.6133984848484848,NO
0.5025883838383839,NO
0.5221449494949496,NO
0.5465934343434343,YES
0.5603989898989898,NO
0.3735742424242424,YES
0.4497878787878788,NO
0.5469419191919191,YES
0.5367934343434344,NO
0.5446434343434343,NO
0.5457434343434344,NO
0.48594343434343434,NO
0.5073934343434343,YES
0.4901434343434344,NO
0.5006434343434344,YES
0.5151944444444445,NO
0.48169444444444454,NO
0.11905,NO
0.28691919191919196,NO
0.57735,NO
0.5341934343434344,NO
0.5169934343434344,NO
0.10205252525252526,NO
0.11510151515151515,NO
0.20551060606060606,YES
0.5466944444444445,NO
0.4657843434343435,YES
0.13605101010101012,NO
0.5411939393939393,NO
0.10670050505050506,NO
0.02665,NO
0.48684343434343436,NO
0.1643636363636364,NO
0.05565,NO
0.1128,NO
0.43833888888888894,NO
0.5383944444444445,YES
0.5065934343434344,YES
0.10010050505050505,YES
0.5341878787878788,YES
0.5596439393939394,NO
0.5171934343434343,YES
0.06655,NO
0.4918944444444445,NO
0.5113944444444445,NO
0.11199999999999999,NO
0.290269191919192,NO
0.5718,NO
0.5382934343434344,NO
0.5012934343434343,NO
0.07360252525252525,NO
0.12505151515151516,NO
0.2774606060606061,YES
0.5616444444444445,NO
0.43023434343434347,YES
0.0766510101010101,NO
0.4761439393939394,NO
0.037400505050505045,NO
0.102,NO
0.5006934343434344,NO
0.2191136363636364,NO
0.155,NO
0.06545,NO
0.529838888888889,NO
0.6465444444444446,YES
0.5991434343434343,YES
0.252100505050505,YES
0.4679378787878788,YES
0.5358939393939394,NO
0.5679934343434343,YES
0.0863,NO
0.5163944444444445,NO
0.4828944444444445,NO
0.09765,NO
0.30901919191919197,NO
0.6023499999999999,NO
0.5254934343434343,NO
0.5185434343434343,NO
0.08545252525252525,NO
0.10270151515151515,NO
0.2850106060606061,YES
0.5358444444444446,NO
0.4475843434343435,YES
0.1227010101010101,NO
0.5414439393939394,NO
0.10540050505050505,NO
0.0249,NO
0.5050934343434343,NO
0.1621136363636364,NO
0.06035,NO
0.0956,NO
0.45888888888888896,NO
0.6463444444444445,YES
0.6090434343434343,YES
0.14500050505050505,YES
0.5125378787878788,YES
0.5496939393939394,NO
0.5344934343434343,YES
0.0584,NO
0.4807944444444445,NO
0.48014444444444454,NO
0.054000000000000006,NO
0.336219191919192,NO
0.57135,NO
0.4770934343434344,NO
0.46459343434343436,NO
0.051852525252525254,NO
0.08620151515151515,NO
0.32591060606060607,YES
0.4747944444444445,NO
0.4607843434343435,YES
0.11600101010101009,NO
0.5417939393939394,NO
0.10730050505050505,NO
0.04245,NO
0.4860934343434344,NO
0.17756363636363642,NO
0.04875,NO
0.0851,NO
0.4647888888888889,NO
0.6130444444444445,YES
0.5994934343434344,YES
0.16205050505050506,YES
0.4416378787878788,YES
0.5081439393939394,NO
0.49074343434343437,YES
0.0495,NO
0.48779343434343436,NO
0.4568934343434344,NO
0.6890934343434343,YES
0.3291257575757576,YES
0.32397626262626267,YES
0.5766934343434343,YES
0.5461934343434344,NO
0.5481994949494949,NO
0.5976434343434344,YES
0.06385151515151516,NO
0.5987934343434343,YES
0.08830353535353536,NO
0.5661459595959596,NO
0.5596484848484848,NO
0.4524878787878788,NO
0.5349989898989899,NO
0.48399343434343434,YES
0.4780934343434344,NO
0.36592474747474746,YES
0.20746010101010104,NO
0.560999494949495,YES
0.11910555555555555,NO
0.5298989898989899,NO
0.5855934343434344,NO
0.49434343434343436,NO
0.6042934343434343,YES
0.5601434343434344,NO
0.5434439393939394,YES
0.08995,NO
0.1379560606060606,NO
0.33631565656565654,YES
0.1078,NO
0.07675,NO
0.2281520202020202,YES
0.09135,NO
0.05990050505050505,NO
0.2724,YES
0.0955,NO
0.21905,YES
0.0764,NO
0.18340202020202023,NO
0.16015,NO
0.1324,NO
0.11075252525252527,NO
0.26101515151515153,NO
0.0699,NO
0.18365,NO
0.07255,NO
0.1419510101010101,NO
0.27631767676767677,NO
0.1498060606060606,NO
0.18835,NO
0.09585,NO
0.4573767676767677,YES
0.1982530303030303,NO
0.29521515151515154,YES
0.47424343434343436,NO
0.4626444444444445,NO
0.5934469696969698,YES
0.5740434343434344,YES
0.48028686868686865,YES
0.5449934343434344,YES
0.49599343434343435,NO
0.23582121212121213,NO
0.5793439393939394,YES
0.5507434343434343,NO
0.5798949494949496,YES
0.4890934343434344,NO
0.5525934343434343,NO
0.5878984848484848,NO
0.48623838383838386,NO
0.47229494949494955,NO
0.5240934343434344,YES
0.5119989898989898,NO
0.37742424242424244,YES
0.43998787878787876,NO
0.5148419191919191,YES
0.5541934343434344,NO
0.5398934343434344,NO
0.5810934343434344,NO
0.4920934343434344,NO
0.5558434343434344,YES
0.5322934343434343,NO
0.5333434343434343,YES
0.0818,NO
0.1631080808080808,NO
0.19910050505050506,YES
0.0881,NO
0.08245,NO
0.20985,YES
0.16990858585858587,NO
0.0765,NO
0.2369,YES
0.0795,NO
0.2465,YES
0.12835555555555556,NO
0.1829070707070707,NO
0.14780707070707072,NO
0.12950656565656565,NO
0.08875,NO
0.1053,NO
0.0827,NO
0.18290050505050506,NO
0.0451,NO
0.1836550505050505,NO
0.1109,NO
0.09325050505050506,NO
0.2051510101010101,NO
0.35042424242424247,NO
0.201,YES
0.1994020202020202,NO
0.16700050505050507,YES
0.45769343434343435,NO
0.4536444444444445,NO
0.4968969696969698,YES
0.5326934343434344,YES
0.43123686868686867,YES
0.46064343434343435,YES
0.4537934343434344,NO
0.21702121212121211,NO
0.49959393939393937,YES
0.49194343434343435,NO
0.47119494949494956,YES
0.4840434343434344,NO
