UPPERTRACED_SUM_MULTI_VSM_SUM.csv,Associated
0.2043079708778151,NO
0.03195141272775282,NO
0.20694858349994338,NO
0.32760571881247874,NO
0.17580821607755853,NO
0.2643064619563167,NO
0.21273906974989626,NO
0.04605982873740993,NO
0.20046022105699948,NO
0.5495869327398242,YES
0.15447583839450754,NO
0.3037836206571353,YES
0.1802029499415293,NO
0.2667018748349617,NO
0.03268701195820287,NO
0.123580670715606,NO
0.24712361839375308,NO
0.11799766117167754,NO
0.16596250330076576,NO
0.06692066845222377,NO
0.22332038175713909,NO
0.43132521030593385,YES
0.571221094722547,YES
0.4722358444301935,YES
0.26236372552717946,YES
0.22077407672865818,NO
0.33573503338488814,YES
0.1519295333660266,NO
0.3736089629937003,YES
0.0920442113999019,YES
0.1818816251084537,NO
0.11098117620430797,NO
0.04502244520728806,NO
0.09002602889584668,NO
0.28314911916707536,YES
0.24774604851182613,YES
0.04577690595646761,NO
0.05820664679920027,NO
0.023558036893130636,NO
0.03670451544758383,NO
0.08772492361084913,NO
0.1611905390622053,NO
0.020766532121166394,NO
0.2597231129050511,YES
0.08282092874118221,NO
0.3612735297446151,YES
0.007789807235278584,NO
0.3270210117318646,YES
0.03874155947036854,NO
0.03604436229205173,NO
0.09428873212871097,NO
0.047210381379908704,NO
0.022652683994115207,NO
0.1212041193556905,NO
0.07816213361499869,NO
0.04077860349315326,NO
0.2071183371685088,NO
0.04858727224716133,NO
0.21047568750235768,NO
0.34082764344184996,NO
0.19167075332905806,NO
0.2786412161907277,NO
0.22926176015692784,NO
0.04285337055339695,NO
0.20985325738428456,NO
0.5892904296653966,YES
0.1730921573805123,NO
0.27803764759138405,YES
0.17309215738051226,NO
0.26551359915500394,NO
0.031046059828737406,NO
0.13823607076841823,NO
0.26272209438303973,NO
0.12099664264966614,NO
0.18859632577615149,NO
0.05892338451092082,NO
0.24321928401674897,NO
0.5008487683428269,YES
0.6362556113018221,YES
0.5096759591082274,YES
0.25049983024633143,YES
0.2223961673393941,NO
0.3585763325662982,YES
0.15279716322758308,NO
0.37796597382021196,YES
0.0801614546003244,YES
0.1817684559960768,NO
0.11254668225885547,NO
0.05179373043117431,NO
0.09623146855784828,NO
0.2734920215775774,YES
0.25314044286845977,YES
0.05269908333018974,NO
0.0562450488513335,NO
0.030781998566524575,NO
0.033479195744841365,NO
0.09700479082575728,NO
0.1717907125881776,NO
0.030649967935418153,NO
0.2429740842732656,YES
0.08585763325662982,NO
0.35552076653212117,YES
0.007223961673393939,NO
0.3210230487758874,YES
0.038628390357991614,NO
0.036779961522501785,NO
0.09694820626956879,NO
0.046172997849786866,NO
0.027386925195216717,NO
0.12682485193707796,NO
0.08253800596023991,NO
0.04681428948658945,NO
0.21662454260817082,NO
0.030442491229393777,NO
0.2620996642649666,YES
0.6000603568599343,YES
0.5189181032856764,YES
0.3418084424157833,YES
0.2252819797050058,NO
0.014919461315025077,NO
0.30414198951299554,YES
0.21047568750235768,NO
0.21949149345505298,YES
0.11822399939643138,NO
0.21609642008374513,NO
0.3135916103964691,NO
0.09807989739333811,NO
0.09379833264174434,NO
0.5049794409445848,YES
0.08595194085027727,NO
0.6209589196122072,YES
0.09589196122071747,NO
0.5454373986193367,YES
0.1543815308008601,NO
0.3119695197857332,NO
0.28718548417518575,NO
0.09945678826059073,NO
0.30446263533139684,YES
0.2607039118789845,NO
0.2079671055113358,YES
0.219529216492512,NO
0.03346033422611187,NO
0.22262250556414798,NO
0.3354898336414048,NO
0.20044135953827,NO
0.2793013693462597,NO
0.2333924327586857,NO
0.056358217963710426,NO
0.1961032102304877,NO
0.5789920404390961,YES
0.1726017578935456,NO
0.29480553774189894,YES
0.1719038817005545,NO
0.25774265343845487,NO
0.022614960956656223,NO
0.11222603644045417,NO
0.26151495718435247,NO
0.10739748764570523,NO
0.1722811120751443,NO
0.06390282545550566,NO
0.22607416349164433,NO
0.49013542570447766,YES
0.6241842393149496,YES
0.4934173299634087,YES
0.2716813157795466,YES
0.2330906484590139,NO
0.3552944283073673,YES
0.1476668301331623,NO
0.22154739899656722,NO
0.04043909615602246,NO
0.2557810554905881,YES
0.6056999509600512,YES
0.5112603266815043,YES
0.339941152061564,YES
0.22639480931004563,NO
0.023859821192802437,NO
0.3034818363574635,YES
0.23316609453393183,NO
0.21449319099173864,YES
0.1185257836961032,NO
0.2177373722132106,NO
0.325606397827153,NO
0.10639782715304236,NO
0.11041533064242334,NO
0.5036025500773321,YES
0.1020596778452601,NO
0.6023614621449318,YES
0.09594854577690595,NO
0.5455317062129842,YES
0.18318306990078842,NO
0.3408087819231204,NO
0.30206722245275186,NO
0.10960428533705532,NO
0.29967180957410683,YES
0.26357086272586666,NO
0.20764645969293444,YES
0.217096080576408,NO
0.033705533969595226,NO
0.23028028216832014,NO
0.3226262778678939,NO
0.19233090648459014,NO
0.2848843788901882,NO
0.23280772567807156,NO
0.06222415028858123,NO
0.20630729186314078,NO
0.5405334037496698,YES
0.18142894865894602,NO
0.2861858236825229,YES
0.18193820966464222,NO
0.26302387868271154,NO
0.029103323399600124,NO
0.11209400580934775,NO
0.25361198083669695,NO
0.10764268738918858,NO
0.17286581915575838,NO
0.06837300539439434,NO
0.2203402617978799,NO
0.4520728809083707,YES
0.5833113282281489,YES
0.47663057829416433,YES
0.275717680787657,YES
0.23646686031159225,NO
0.35348372250933646,YES
0.15430608472594215,NO
0.20830661284846658,NO
0.04490927609491115,NO
0.22762080802746232,NO
0.3238899996227696,NO
0.19023727790561695,NO
0.28643102342600624,NO
0.2268852087970123,NO
0.05149194613150248,NO
0.2100607340903089,NO
0.5676751292014033,YES
0.18706854275906296,NO
0.27277528386585687,YES
0.1595307254140103,NO
0.23848504281564747,NO
0.002961258440529628,NO
0.1405183145346863,NO
0.25883662152476516,NO
0.12829605039797803,NO
0.21034365687125128,NO
0.05051114715756911,NO
0.2548568410728432,NO
0.49287034592025347,YES
0.6182239993964314,YES
0.5339695952318081,YES
0.25072616847108525,YES
0.2275076389150854,NO
0.3726470255384963,YES
0.16175638462408992,NO
0.2175487570259157,NO
0.034158210419102934,NO
0.22220755215209925,NO
0.3309630691463276,NO
0.20176166584933414,NO
0.28160247463125726,NO
0.2333924327586857,NO
0.05596212607039117,NO
0.20162963521822774,NO
0.5705232185295559,YES
0.17733599909464712,NO
0.2793202308649892,YES
0.17690218416386885,NO
0.26311818627635897,NO
0.028612923912633433,NO
0.11143385265381567,NO
0.2604964351729601,NO
0.1067939190463616,NO
0.17463880191633027,NO
0.06188464295145043,NO
0.22809234599569955,NO
0.49279489984533553,YES
0.62195858010487,YES
0.4935682221132446,YES
0.2675506431777887,YES
0.23271341808442408,NO
0.3600098079897393,YES
0.15123165717303555,NO
0.2041193556905202,NO
0.033120826888981096,NO
0.20574144630125618,NO
0.3412237353351692,NO
0.19006752423705156,NO
0.2633445245011128,NO
0.21304085404956807,NO
0.04328718548417517,NO
0.19540533403749666,NO
0.5859519408502772,YES
0.15430608472594215,NO
0.28429967180957405,YES
0.17437474065411743,NO
0.2632502169074654,NO
0.029329661624353985,NO
0.11805424572786599,NO
0.2533290580557546,NO
0.11262212833377341,NO
0.17026292957108902,NO
0.057923724018257926,NO
0.2303180052057791,NO
0.48023312837149645,YES
0.6183560300275377,YES
0.5,YES
0.2408050096193745,YES
0.2170394960202195,NO
0.3435059791014372,YES
0.1478743068391867,NO
0.38468067448790977,NO
0.11975178241351994,NO
0.770002640612622,YES
0.39218755894224605,YES
0.3190048662718322,YES
0.9413595382700214,YES
0.4638236070768418,NO
0.12507073069523558,NO
0.9586932739824209,YES
0.22573465615451355,NO
0.751141121883134,YES
0.1587385416273718,NO
0.497529141046437,NO
0.47959183673469385,NO
0.16379342864687466,NO
0.19627296389905313,NO
0.45786336715832354,YES
0.17411067939190458,NO
0.6129050511147157,YES
0.2366177524614282,NO
0.43204194801765433,YES
0.2983703647817722,NO
0.38822664000905355,NO
0.6636802595344976,NO
0.2666641517975027,NO
0.8215134482628541,YES
0.675713908483911,NO
0.6746953864725187,YES
0.11929910596401222,NO
0.036195254441887655,NO
0.18195707118337165,YES
0.09555245388358669,NO
0.06469500924214416,NO
0.3293598400543212,YES
0.1357840733335848,NO
0.02063450149005997,NO
0.39897770568486174,YES
0.07116451016635858,NO
0.23622166056810895,YES
0.04149534120487381,NO
0.18073107246595493,NO
0.1844656531743936,NO
0.0693726658870572,NO
0.050511147157569124,NO
0.14396997246218263,NO
0.029442830736730922,NO
0.16264287600437588,NO
0.02046474782149458,NO
0.12780565091101134,NO
0.07899204043909613,NO
0.11637557056094155,NO
0.18855860273869252,NO
0.07435210683164209,NO
0.2596476668301332,YES
0.21162624014485648,NO
0.22624391716020975,YES
0.21802029499415293,NO
0.032705873476932344,NO
0.28230035082424837,YES
0.5896110754837979,YES
0.5056207325813874,YES
0.3565770115809725,YES
0.23295861782790744,NO
0.02140782375796898,NO
0.3172696065487193,YES
0.22807348447697007,NO
0.2436908219849862,YES
0.11166019087856954,NO
0.21986872382964273,NO
0.3159870232751141,NO
0.10023011052849976,NO
0.0916103964691237,NO
0.49511486664906246,YES
0.08380172771511563,NO
0.6038137990871024,YES
0.0922516881059263,NO
0.5334226111886529,YES
0.18974687841865026,NO
0.339016937643819,NO
0.31540231619449993,NO
0.11192425214078239,NO
0.31794862122298084,YES
0.27947112301482513,NO
0.21998189294201964,YES
0.0933267946735071,NO
0.03436568712512731,NO
0.24003168735146552,YES
0.07991625485684106,NO
0.06846731298804179,NO
0.26730544343430535,YES
0.10394582971820893,NO
0.02849975480025651,NO
0.34092195103549733,YES
0.03923195895733523,NO
0.29135387981440264,YES
0.026481572296201288,NO
0.17358255686747895,NO
0.11260326681504393,NO
0.0445131842015919,NO
0.027217171526651325,NO
0.11162246784111057,NO
0.02336942170583576,NO
0.20195028103662904,NO
0.009657097589497898,NO
0.12199630314232901,NO
0.0842732656833528,NO
0.0839526198649515,NO
0.22177373722132104,NO
0.08108566901806932,NO
0.2332604021275793,YES
0.21196574748198727,NO
0.2534045041306726,YES
0.21177713229469236,NO
0.0293108001056245,NO
0.24587875815760685,YES
0.5740125994945112,YES
0.4871175827077596,YES
0.32475762948432607,YES
0.2170394960202195,NO
0.014315892715681448,NO
0.28718548417518575,YES
0.20589233845109206,NO
0.20268588026707912,YES
0.10975517748689123,NO
0.20751442906182804,NO
0.309800445131842,NO
0.09526953110264438,NO
0.0949300237655136,NO
0.4924176694707457,YES
0.08704590893658759,NO
0.5818024067297898,YES
0.09457165490965333,NO
0.5202006865592816,YES
0.1473650458334905,NO
0.31266739597872417,NO
0.27320909879663513,NO
0.09674072956354446,NO
0.28479007129654077,YES
0.2496510619035045,NO
0.19465087328831718,YES
0.410426647553661,YES
0.05503791165264626,YES
0.1870119582028745,NO
0.11039646912369383,NO
0.050888377532158864,NO
0.097457467275265,NO
0.2538571805801803,YES
0.2993511637557056,YES
0.046531366705647136,NO
0.0525859142178128,NO
0.033667810932136256,NO
0.029386246180542454,NO
0.09402467086649816,NO
0.16258629144818737,NO
0.018786072654570142,NO
0.22262250556414798,YES
0.08629144818740803,NO
0.3856614734618432,YES
