NONETRACED_MEDIAN_RAW_VSM_SUM.csv,Associated
0.132817753866846,NO
0.09515803631472763,NO
0.20880968392737054,NO
0.37743779421654344,NO
0.11835911230665772,NO
0.17535305985205113,NO
0.10810356422326833,NO
0.1003698722259583,NO
0.3064895763281776,NO
0.4112306657700067,YES
0.11684599865501011,NO
0.558507061197041,YES
0.41139878950907866,NO
0.38887020847343645,NO
0.3607935440484196,NO
0.18594485541358438,NO
0.13399462004034968,NO
0.17955615332885003,NO
0.1403833221250841,NO
0.3567585743106927,NO
0.20427034297242774,NO
0.12659717552118357,YES
0.14055144586415602,YES
0.2921990585070612,YES
0.39677202420981844,YES
0.28194351042367183,NO
0.1351714862138534,YES
0.2123402824478816,NO
0.18846671149966374,YES
0.39542703429724274,YES
0.5793544048419637,NO
0.2748823133826497,NO
0.19435104236718223,NO
0.20830531271015468,NO
0.6766980497646268,YES
0.14845326160053798,YES
0.2473100201748487,NO
0.17821116341627438,NO
0.16459314055144586,NO
0.17047747141896438,NO
0.3068258238063215,NO
0.27269670477471425,NO
0.24764626765299264,NO
0.4648621385339611,YES
0.14122394082044387,NO
0.17871553463349027,YES
0.06842636180228648,NO
0.5590114324142569,YES
0.07599193006052456,NO
0.20292535305985204,NO
0.13937457969065234,NO
0.22242770679219903,NO
0.1319771351714862,NO
0.33456624075319435,NO
0.19889038332212508,NO
0.17989240080699395,NO
0.16577000672494957,NO
0.24966375252185613,NO
0.2510087424344318,NO
0.4964694014794888,NO
0.26059179556153333,NO
0.324142568930733,NO
0.26513113651647613,NO
0.07548755884330868,NO
0.4075319435104237,NO
0.7686617350369872,YES
0.2933759246805649,NO
0.3325487558843309,YES
0.3675184936112979,NO
0.3910558170813719,NO
0.35238735709482183,NO
0.31859448554135844,NO
0.2785810356422327,NO
0.20914593140551446,NO
0.35608607935440484,NO
0.29539340954942833,NO
0.3895427034297243,NO
0.7505043712172159,YES
0.7273032952252858,YES
0.6413920645595159,YES
0.29774714189643575,YES
0.3140551445864156,NO
0.3528917283120377,YES
0.2402488231338265,NO
0.23167451244115667,YES
0.2906859448554136,YES
0.582212508406187,NO
0.28984532616005376,NO
0.25689307330195027,NO
0.2637861466039005,NO
0.5928043039677203,YES
0.19855413584398118,YES
0.3068258238063215,NO
0.1605581708137189,NO
0.22831203765971753,NO
0.14307330195023538,NO
0.39122394082044387,NO
0.3668459986550101,NO
0.33742434431741763,NO
0.3196032279757902,YES
0.17232683254875591,NO
0.12995965030262274,YES
0.06691324815063887,NO
0.5079018157363819,YES
0.07885003362474781,NO
0.21301277740416946,NO
0.16879623402824478,NO
0.2145258910558171,NO
0.17602555480833895,NO
0.3893745796906523,NO
0.24260255548083387,NO
0.2320107599193006,NO
0.1513113651647613,NO
0.0363147276395427,NO
0.2720242098184264,YES
0.582044384667115,YES
0.5035305985205111,YES
0.30295897780766645,YES
0.17131809011432417,NO
0.015467383994620044,NO
0.4147612642905178,YES
0.2510087424344318,NO
0.25386684599865506,YES
0.2454606590450572,NO
0.3966039004707465,NO
0.36012104909213183,NO
0.31893073301950237,NO
0.10188298587760591,NO
0.417955615332885,YES
0.09700739744451917,NO
0.6403833221250841,YES
0.2429388029589778,NO
0.4509078681909886,YES
0.10289172831203766,NO
0.14307330195023538,NO
0.2903496973772697,NO
0.09364492266308003,NO
0.3345662407531944,YES
0.21082716879623403,NO
0.26042367182246134,YES
0.28227975790181575,NO
0.11516476126429054,NO
0.3604572965702757,NO
0.4505716207128446,NO
0.3394418291862811,NO
0.3258238063214526,NO
0.3027908540685945,NO
0.19737726967047747,NO
0.2989240080699395,NO
0.6793880295897781,YES
0.28530598520511097,NO
0.4855413584398117,YES
0.35390047074646935,NO
0.32212508406186957,NO
0.2765635507733692,NO
0.0891055817081372,NO
0.26748486886348355,NO
0.08927370544720914,NO
0.20780094149293882,NO
0.3387693342299933,NO
0.2331876260928043,NO
0.6553463349024883,YES
0.6240753194351043,YES
0.49209818426361807,YES
0.4872225958305313,YES
0.40265635507733694,NO
0.3192669804976463,YES
0.19788164088769333,NO
0.18880295897780766,NO
0.12088096839273704,NO
0.2015803631472764,YES
0.6343308675184937,YES
0.42888365837256226,YES
0.2590786819098857,YES
0.1696368527236046,NO
0.09011432414256892,NO
0.3796234028244789,YES
0.4394754539340955,NO
0.19821788836583726,YES
0.2402488231338265,NO
0.39408204438466715,NO
0.45746469401479495,NO
0.3912239408204438,NO
0.24445191661062543,NO
0.3971082716879623,YES
0.23671822461331538,NO
0.4541022192333557,YES
0.24041694687289844,NO
0.44199731002017484,YES
0.3448217888365837,NO
0.38769334229993274,NO
0.394418291862811,NO
0.17316745124411567,NO
0.2708473436449227,YES
0.21284465366509753,NO
0.24176193678547409,YES
0.26630800268997984,NO
0.11886348352387358,NO
0.4223268325487559,NO
0.34330867518493613,NO
0.27370544720914597,NO
0.37794216543375925,NO
0.3076664425016813,NO
0.2523537323470074,NO
0.3735709482178884,NO
0.3387693342299933,YES
0.3577673167451244,NO
0.4097175521183591,YES
0.44603227975790183,NO
0.37020847343644925,NO
0.3340618695359785,NO
0.09431741761936785,NO
0.20830531271015468,NO
0.09767989240080699,NO
0.2190652320107599,NO
0.3794552790854069,NO
0.19485541358439815,NO
0.32599193006052457,YES
0.26630800268997984,YES
0.3589441829186281,YES
0.5292535305985206,YES
0.437626092804304,NO
0.3182582380632145,YES
0.2510087424344318,NO
0.18207800941492938,NO
0.2183927370544721,NO
0.41089441829186274,NO
0.35053799596503027,NO
0.2531943510423672,NO
0.4130800268997982,NO
0.2510087424344318,NO
0.156186953597848,NO
0.41089441829186274,NO
0.5786819098856758,YES
0.4203093476798924,NO
0.2874915938130464,YES
0.2442837928715535,NO
0.15198386012104909,NO
0.10053799596503024,NO
0.3412911903160726,NO
0.2505043712172159,NO
0.2785810356422327,NO
0.5581708137188971,NO
0.21536650975117683,NO
0.5001681237390719,NO
0.6896435776731675,YES
0.5739744451916611,YES
0.8744115669132482,YES
0.30581708137188973,YES
0.3705447209145932,NO
0.4873907195696032,YES
0.3162407531943511,NO
0.26546738399462005,NO
0.12373907195696032,NO
0.3626429051782112,NO
0.4075319435104236,NO
0.3518829858776059,NO
0.35591795561533285,NO
0.31069266980497645,NO
0.19552790854068594,NO
0.3480161398789509,NO
