LOWERTRACED_MAX_RAW_VSM_SUM.csv,Associated
0.15722530996152206,NO
0.1481402308678923,NO
0.17250961949551097,NO
0.3071825566481403,NO
0.14760581445061993,NO
0.1470713980333476,NO
0.1414065840102608,NO
0.15102607952116287,NO
0.23076100897819585,NO
0.599828986746473,YES
0.11607524583155199,NO
0.6971996579734931,YES
0.3753740914920907,NO
0.354424967935015,NO
0.3535699016673793,NO
0.20051303976058144,NO
0.15134672937152632,NO
0.196985891406584,NO
0.15572894399315945,NO
0.31135100470286453,NO
0.19848225737494662,NO
0.41919623770842246,YES
0.4218683197947842,YES
0.5142154766994442,YES
0.5924540401881147,YES
0.21836254809747757,NO
0.412462590850791,YES
0.1790294997862335,NO
0.4097905087644293,YES
0.556434373663959,YES
0.4475203078238564,NO
0.24422830269345874,NO
0.19816160752458317,NO
0.20703292005130403,NO
0.717079948696024,YES
0.3974989311671655,YES
0.23396750748182993,NO
0.1685549380076956,NO
0.19303120991876876,NO
0.16876870457460452,NO
0.286340316374519,NO
0.2573749465583583,NO
0.26004702864472,NO
0.5956605386917488,YES
0.1573321932449765,NO
0.41556220607097055,YES
0.11190679777682769,NO
0.6585079093629758,YES
0.11949551090209493,NO
0.1852287302265926,NO
0.13787943565626337,NO
0.1876870457460454,NO
0.1414065840102608,NO
0.29157759726378796,NO
0.17528858486532706,NO
0.1959170585720394,NO
0.1778537836682343,NO
0.24711415134672943,NO
0.2688114578879863,NO
0.4334117144078666,NO
0.2887986318939718,NO
0.304617357845233,NO
0.23973920478837113,NO
0.13755878580589997,NO
0.36030354852501073,NO
0.9488029072253099,YES
0.2978837109876016,NO
0.6752885848653272,YES
0.29093629756306116,NO
0.30354852501068835,NO
0.3001282599401454,NO
0.28826421547669945,NO
0.29104318084651565,NO
0.21868319794784097,NO
0.3352928601966653,NO
0.2707353569901668,NO
0.36254809747755457,NO
0.9371526293287731,YES
0.9143864899529714,YES
0.8503634031637453,YES
0.649209063702437,YES
0.30386917486105175,NO
0.6658828559213339,YES
0.2602607952116289,NO
0.3409576742197521,YES
0.39557503206498507,YES
0.4748824283882001,NO
0.2938221462163318,NO
0.2772552372808893,NO
0.2702009405728944,NO
0.5688328345446771,YES
0.334544677212484,YES
0.3011970927746901,NO
0.19666524155622062,NO
0.2619709277469004,NO
0.18971782813168026,NO
0.37612227447627194,NO
0.35463873450192396,NO
0.35324925181701583,NO
0.407225309961522,YES
0.21526293287729797,NO
0.2894399315946986,YES
0.14942283026934589,NO
0.5309961522017956,YES
0.15957674219752033,NO
0.2286233433091065,NO
0.192176143651133,NO
0.2210346301838393,NO
0.20746045318512185,NO
0.3514322359982899,NO
0.2393116716545533,NO
0.2581231295425396,NO
0.13670371953826424,NO
0.08539974348011972,NO
0.40669089354424975,YES
0.7066053869174862,YES
0.6626763574176999,YES
0.4094698589140659,YES
0.14760581445061993,NO
0.07321504916631039,NO
0.4814023086789227,YES
0.21088071825566485,NO
0.3982471141513468,YES
0.2160111158614793,NO
0.36457887986318943,NO
0.3398888413852074,NO
0.3398888413852074,NO
0.12045746045318512,NO
0.5965156049593845,YES
0.11874732791791362,NO
0.7345019238991022,YES
0.21077383497221036,NO
0.6213125267208208,YES
0.11757161179991452,NO
0.134138520735357,NO
0.21558358272766148,NO
0.11457887986318943,NO
0.43993159469858917,YES
0.16481402308678922,NO
0.40017101325352716,YES
0.26902522445489524,NO
0.18223599828986747,NO
0.37900812312954263,NO
0.44388627618640447,NO
0.37922188969645154,NO
0.3497221034630184,NO
0.28398888413852075,NO
0.23492945703292006,NO
0.32374946558358275,NO
0.8627618640444636,YES
0.3364685763146644,NO
0.7426250534416419,YES
0.30761008978195814,NO
0.2829200513039761,NO
0.27575887131252674,NO
0.16171440786660968,NO
0.3249251817015819,NO
0.16246259085079096,NO
0.2835613510047029,NO
0.31979478409576745,NO
0.30611372381359564,NO
0.8487601539119283,YES
0.8182984181274049,YES
0.7305472424112869,YES
0.7415562206070971,YES
0.405835827276614,NO
0.6196023941855495,YES
0.2725523728088927,NO
0.12441214194100045,NO
0.10185976913210773,NO
0.3208636169303122,YES
0.6423685335613512,YES
0.523086789226165,YES
0.3488670371953827,YES
0.11372381359555367,NO
0.08368961094484823,NO
0.42764001710132543,YES
0.4498717400598547,NO
0.31990166737922193,YES
0.32813168020521594,NO
0.3449123557075674,NO
0.3790081231295426,NO
0.35805899957246695,NO
0.17443351859769135,NO
0.4925181701581874,YES
0.1698375374091492,NO
0.532920051303976,YES
0.17090637024369387,NO
0.5256519880290722,YES
0.39119281744335194,NO
0.40797349294570334,NO
0.41032492518170166,NO
0.28249251817015825,NO
0.36276186404446353,YES
0.29147071398033353,NO
0.3483326207781104,YES
0.24273193672509624,NO
0.17112013681060284,NO
0.40861479264643014,NO
0.3572039333048312,NO
0.31947413424540405,NO
0.36757161179991454,NO
0.26817015818725953,NO
0.25566481402308683,NO
0.3677853783668235,NO
0.5447840957674219,YES
0.37270200940572895,NO
0.5937366395895682,YES
0.4258230012825995,NO
0.37419837537409156,NO
0.3738777255237281,NO
0.1484608807182557,NO
0.2663531423685336,NO
0.15134672937152632,NO
0.2730867892261651,NO
0.33262077811030355,NO
0.25983326207781104,NO
0.5330269345874308,YES
0.4866395895681916,YES
0.5353783668234289,YES
0.6643864899529714,YES
0.4111799914493373,NO
0.5092988456605387,YES
0.296387345019239,NO
0.12751175716118002,NO
0.1691962377084224,NO
0.374091492090637,NO
0.35827276613937586,NO
0.3015177426250535,NO
0.3568832834544678,NO
0.1691962377084224,NO
0.1294356562633604,NO
0.3696023941855494,NO
0.783561351004703,YES
0.3852073535699017,NO
0.6027148353997436,YES
0.12558785805899958,NO
0.06188542112013681,NO
0.05247969217614362,NO
0.24412141941000431,NO
0.28986746472851654,NO
0.20297135528003424,NO
0.4793715262932879,NO
0.16598973920478838,NO
0.44933732364258244,NO
0.849187687045746,YES
0.7694527575887131,YES
0.9452757588713128,YES
0.6077383497221034,YES
0.3409576742197521,NO
0.7028644719965798,YES
0.3191534843950407,NO
0.2439076528430954,NO
0.172295852928602,NO
0.39162035057716976,NO
0.43319794784095783,NO
0.4016673792218897,NO
0.377725523728089,NO
0.2700940572894399,NO
0.21879008123129545,NO
0.3700299273193673,NO
0.7887986318939719,YES
0.37825994014536135,NO
0.628901239846088,YES
0.3616930312099188,NO
0.3391406584010261,NO
0.33550662676357423,NO
0.14333048311244123,NO
0.33411714407866616,NO
0.14514749893116718,NO
0.31188542112013684,NO
0.29446344591705864,NO
0.3325138948268492,NO
0.8378580589995726,YES
0.779713552800342,YES
0.7054296707994869,YES
0.6921761436511331,YES
0.4186618212911501,NO
0.6203505771697306,YES
0.3077169730654127,NO
0.14065840102607952,NO
0.13926891834117147,NO
0.23642582300128262,NO
0.4400384779820437,NO
0.28409576742197523,NO
0.21237708422402735,NO
0.12761864044463447,NO
0.11981616075245832,NO
0.27287302265925617,NO
0.901881145788799,YES
0.18587002992731938,NO
0.6827704147071398,YES
0.33593415989739206,NO
0.3284523300555794,NO
0.32813168020521594,NO
0.15369816160752459,NO
0.24219752030782393,NO
0.15102607952116293,NO
0.23578452330055583,NO
0.2448696023941856,NO
0.2938221462163318,NO
0.7923257802479693,YES
0.7849508336896109,YES
0.7675288584865327,YES
0.56626763574177,YES
0.26795639162035056,NO
0.5524796921761437,YES
0.22680632749038054,NO
