UPPERTRACED_RFSMOTE_RAW_LSA_SUM.csv,Associated
0.04299702000851427,NO
0.08663260962111537,NO
0.19958847736625518,NO
0.17262664963814395,NO
0.03831417624521074,NO
0.05498793812970059,NO
0.03249609763019726,NO
0.038881793671065715,NO
0.11054349368525615,NO
0.23683837093798785,YES
0.034411806442457796,NO
0.23052362707535123,YES
0.20547750815950053,NO
0.14899957428693064,NO
0.19100326380019872,NO
0.26330353341847595,NO
0.040797502483326246,NO
0.26096211153682425,NO
0.04370654179083299,NO
0.1453100610188733,NO
0.07918263090676884,NO
0.09564353625656309,YES
0.04775081595004968,YES
0.4780048247481199,YES
0.5157513835674756,YES
0.11650347665673337,NO
0.04150702426564496,YES
0.5870583226905067,NO
0.0667659997161913,YES
0.16411238825031932,YES
0.22924648786717758,NO
0.7342131403434087,NO
0.07215836526181355,NO
0.1973180076628353,NO
0.2707535121328225,YES
0.05860649921952605,YES
0.08748403575989784,NO
0.06563076486448134,NO
0.22349936143039598,NO
0.06577266922094509,NO
0.11820632893429829,NO
0.1557400312189585,NO
0.10075209308925785,NO
0.19015183766141627,YES
0.045054633177238554,NO
0.6524052788420606,YES
0.014899957428693064,NO
0.4305378175109977,YES
0.01993756208315596,NO
0.07669930466865334,NO
0.045267489711934165,NO
0.07833120476798638,NO
0.04760891159358593,NO
0.1257272598268767,NO
0.4248616432524479,NO
0.06222506030935151,NO
0.05356889456506316,NO
0.14921243082162627,NO
0.2128565346956152,NO
0.22236412657868598,NO
0.09798495813821485,NO
0.1089115935859231,NO
0.09465020576131689,NO
0.026819923371647514,NO
0.1458776784447283,NO
0.3861927061160778,YES
0.10444160635731518,NO
0.13367390378884636,YES
0.1787285369660849,NO
0.14452958705832272,NO
0.18483042429402588,NO
0.3184333759046403,NO
0.09947495388108415,NO
0.27224350787569185,NO
0.1288491556690791,NO
0.11522633744855967,NO
0.15403717894139354,NO
0.35717326521924225,YES
0.2923939264935434,YES
0.6188448985383852,YES
0.4711224634596283,YES
0.12260536398467432,NO
0.12743011210444163,YES
0.5903221228891727,NO
0.08315595288775367,YES
0.11941251596424012,YES
0.22882077479778634,NO
0.740102171136654,NO
0.0976301972470555,NO
0.2206612743011211,NO
0.23442599687810423,YES
0.07889882219384135,YES
0.11352348517099477,NO
0.0582517383283667,NO
0.2506740456932028,NO
0.053639846743295035,NO
0.1531148006243792,NO
0.19561515538527038,NO
0.13793103448275865,NO
0.12714630339151414,YES
0.056477933872569906,NO
0.6307648644813396,YES
0.01277139208173691,NO
0.4079750248332625,YES
0.019511849013764723,NO
0.07946643961969632,NO
0.05527174684262808,NO
0.07442883496523345,NO
0.06541790832978574,NO
0.14687100893997448,NO
0.4413225486022421,NO
0.08492975734355046,NO
0.042074641691499944,NO
0.008017596140201507,NO
0.09032212288917271,YES
0.22825315737193136,YES
0.1990918121186321,YES
0.09216687952320139,YES
0.04931176387115086,NO
0.007024265644955301,NO
0.13991769547325106,YES
0.08968355328508587,NO
0.08471690080885484,YES
0.09308925784021571,NO
0.14431673052362712,NO
0.12792677735206473,NO
0.12792677735206473,NO
0.03128991060025543,NO
0.15517241379310348,YES
0.051440329218107005,NO
0.4454377749396907,YES
0.09124450120618703,NO
0.17163331914289773,YES
0.027742301688661854,NO
0.03873988931460196,NO
0.09280544912728822,NO
0.025755640698169442,NO
0.11238825031928483,YES
0.05910316446714916,NO
0.08599404001702854,YES
0.10025542784163476,NO
0.09230878387966511,NO
0.2585497374769406,NO
0.2022846601390663,NO
0.13097772101603522,NO
0.11139491982403861,NO
0.11018873279409679,NO
0.07762168298566767,NO
0.09415354051369379,NO
0.3474528168014759,YES
0.10259684972328652,NO
0.19675039023698032,YES
0.17425854973747698,NO
0.11529728962679156,NO
0.1531148006243792,NO
0.22059032212288923,NO
0.09493401447424438,NO
0.22108698737051233,NO
0.06747552149851002,NO
0.13395771250177382,NO
0.08954164892862213,NO
0.31687242798353915,YES
0.24698453242514554,YES
0.5576841209025118,YES
0.5508017596140202,YES
0.1628352490421456,NO
0.11508443309209596,YES
0.5710231304101037,NO
0.06059316021001846,NO
0.04562225060309352,NO
0.06655314318149567,YES
0.24946785866326102,YES
0.17028522775649216,YES
0.08514261387824607,YES
0.05349794238683129,NO
0.04065559812686251,NO
0.13743436923513555,YES
0.17503902369802754,NO
0.06591457357740883,YES
0.09422449269192566,NO
0.15048957002979996,NO
0.17312331488576704,NO
0.15921668795232016,NO
0.09379877962253444,NO
0.14999290478217686,YES
0.11203348942812545,NO
0.3754789272030652,YES
0.09145735774088265,NO
0.17198808003405708,YES
0.13608627784872998,NO
0.14722576983113383,NO
0.14878671775223504,NO
0.06392791258691642,NO
0.09436639704838941,YES
0.06988789555839366,NO
0.08478785298708671,YES
0.09110259684972329,NO
0.09323116219667946,NO
0.2873563218390805,NO
0.1538952745849298,NO
0.10046828437633037,NO
0.13239676458067265,NO
0.10798921526890877,NO
0.09968781041577977,NO
0.1325386689371364,NO
0.20278132538668941,YES
0.1358024691358025,NO
0.16432524478501495,YES
