UPPERTRACED_RFNONE_RAW_VSM_SUM.csv,Associated
0.2881394467601364,NO
0.06949602122015916,NO
0.20530503978779846,NO
0.4038651004168246,NO
0.4347101174687383,NO
0.24031830238726798,NO
0.27692307692307694,NO
0.420159151193634,NO
0.39060250094732857,NO
0.3511936339522547,YES
0.07434634331186057,NO
0.37476316786661623,YES
0.49958317544524444,NO
0.41652140962485795,NO
0.47654414550966284,NO
0.22031072375899968,NO
0.25547555892383483,NO
0.27843880257673365,NO
0.22068965517241385,NO
0.23827207275483142,NO
0.41015536187949986,NO
0.2989010989010989,YES
0.22500947328533544,YES
0.33596059113300497,YES
0.4596438044713907,YES
0.4272830617658204,NO
0.2865479348237969,YES
0.3463433118605532,NO
0.1695339143615006,YES
0.24319818112921565,YES
0.6083364910951119,NO
0.44289503599848434,NO
0.41780977643046613,NO
0.2710875331564987,NO
0.5389920424403183,YES
0.44880636604774543,YES
0.4341796134899583,NO
0.49420234937476326,NO
0.048957938613111034,NO
0.4034103827207276,NO
0.2926866237211065,NO
0.2873057976506253,NO
0.09973474801061008,NO
0.4074270557029178,YES
0.43433118605532406,NO
0.17362637362637368,YES
0.07624100037893142,NO
0.5732474422129595,YES
0.3923455854490338,NO
0.1422508525956802,NO
0.3284577491474044,NO
0.4244031830238727,NO
0.09602122015915121,NO
0.4598711633194392,NO
0.23372489579386135,NO
0.41477832512315277,NO
0.2994316028798788,NO
0.13633952254641912,NO
0.21947707464948846,NO
0.4569912845774915,NO
0.49844638120500195,NO
0.2979158772262221,NO
0.34331186055323987,NO
0.40727548313755213,NO
0.4283440697233801,NO
0.5107237589996212,YES
0.14914740431981816,NO
0.2713148920045472,YES
0.471011746873816,NO
0.4117468738158394,NO
0.46995073891625616,NO
0.27919666540356197,NO
0.31815081470253886,NO
0.2904888215233043,NO
0.31163319439181514,NO
0.20613868889730963,NO
0.49010989010989015,NO
0.5782493368700266,YES
0.4863205759757485,YES
0.4863963622584313,YES
0.4119742326638879,YES
0.4338006820765442,NO
0.3783251231527094,YES
0.34982948086396365,NO
0.18704054566123535,YES
0.19545282303902997,YES
0.6078817733990148,NO
0.4491852974611596,NO
0.44501705191360375,NO
0.2960212201591512,NO
0.5001894657067072,YES
0.470481242895036,YES
0.4619931792345586,NO
0.4863205759757485,NO
0.07798408488063663,NO
0.3904509283819629,NO
0.32997347480106104,NO
0.32989768851837825,NO
0.13944676013641533,NO
0.3401288366805608,YES
0.4465327775672604,NO
0.15051155740810918,YES
0.07396741189844638,NO
0.5491474043198182,YES
0.39189086775293674,NO
0.14520651762031073,NO
0.339143615005684,NO
0.42023493747631685,NO
0.11504357711254265,NO
0.482455475558924,NO
0.25130731337627893,NO
0.4390299355816598,NO
0.4387267904509285,NO
0.09162561576354683,NO
0.2401667298219023,YES
0.4708601743084503,YES
0.8110647972716939,YES
0.378552482000758,YES
0.30246305418719216,NO
0.022356953391436153,NO
0.353770367563471,YES
0.277377794619174,NO
0.1356574460022736,YES
0.26585827965138314,NO
0.4873057976506253,NO
0.3864342553997727,NO
0.4319060250094733,NO
0.4044713906782873,NO
0.8323607427055704,YES
0.43357332322849573,NO
0.5664266767715044,YES
0.445774914740432,NO
0.47859037514209934,YES
0.2794240242516105,NO
0.329064039408867,NO
0.40197044334975374,NO
0.1636225843122395,NO
0.3167866616142479,YES
0.27502841985600607,NO
0.22796513830996595,YES
0.3492989768851838,NO
0.07555892383478591,NO
0.26828344069723387,NO
0.4355437665782494,NO
0.53368700265252,NO
0.30056839712012134,NO
0.35990905646078064,NO
0.4615384615384617,NO
0.3730958696475939,NO
0.46934444865479363,YES
0.14717696097006447,NO
0.338688897309587,YES
0.4662372110647974,NO
0.3805229253505116,NO
0.43607427055702924,NO
0.17468738158393335,NO
0.3133004926108375,NO
0.2358469117089807,NO
0.24607805987116338,NO
0.22614626752557787,NO
0.42122015915119365,NO
0.5352027283061767,YES
0.4378173550587344,YES
0.421068586585828,YES
0.497082228116711,YES
0.4767715043577113,NO
0.3651383099658962,YES
0.3292156119742327,NO
0.45850701023114826,NO
0.13179234558544906,NO
0.21477832512315273,YES
0.49352027283061783,YES
0.7802955665024631,YES
0.37104964001515733,YES
0.3069344448654794,NO
0.05827965138309967,NO
0.3511178476695719,YES
0.3685486926866238,NO
0.1155740810913225,YES
0.26707086017430853,NO
0.4938992042440319,NO
0.4347101174687382,NO
0.4653277756726033,NO
0.47123910572186445,NO
0.8268283440697235,YES
0.4982948086396364,NO
0.4917014020462296,YES
0.44600227358848055,NO
0.4789693065555135,YES
0.39514967790829864,NO
0.44494126563092085,NO
0.46176582038651015,NO
0.20439560439560442,NO
0.29753694581280793,YES
0.2865479348237969,NO
0.22667677150435778,YES
0.3395225464190981,NO
0.07654414550966276,NO
0.29905267146646464,NO
0.38385752178855637,NO
0.5010989010989012,NO
0.3230011367942403,NO
0.35755968169761276,NO
0.4851079954528231,NO
0.41409624857900723,NO
0.31481621826449413,YES
0.18264494126563094,NO
0.30405456612353166,YES
0.5065555134520652,NO
0.40174308450170526,NO
0.46214475179992426,NO
0.1741568776051535,NO
0.28154604016672985,NO
0.23683213338385756,NO
0.24842743463433126,NO
0.24410761652140966,NO
0.398181129215612,NO
0.38226600985221687,YES
0.2735884804850322,YES
0.3536187949981054,YES
0.5133004926108375,YES
0.49033724895793873,NO
0.3578628268283441,YES
0.3558923834785904,NO
0.30420613868889734,NO
0.1215611974232664,NO
0.28836680560818495,NO
0.38893520272830623,NO
0.4926866237211065,NO
0.3292156119742327,NO
0.3337627889352028,NO
0.44198560060629033,NO
0.4291777188328913,NO
0.4238726790450929,YES
0.20530503978779846,NO
0.25017051913603644,YES
0.41652140962485795,NO
0.3031451307313377,NO
0.3571049640015158,NO
0.28836680560818495,NO
0.302538840469875,NO
0.31981811292156126,NO
0.3990147783251233,NO
0.1723380068207655,NO
0.536870026525199,NO
0.5461917392951876,YES
0.41386888973095876,YES
0.584009094353922,YES
0.41288366805608184,YES
0.45433876468359236,NO
0.43486169003410385,YES
0.38582796513831,NO
0.3413414172034862,NO
0.07836301629405079,NO
0.26661614247821147,NO
0.4173550587343691,NO
0.5389920424403184,NO
0.3098143236074271,NO
0.35990905646078064,NO
0.45994694960212207,NO
0.3953012504736644,NO
0.4353164077302009,YES
0.16619931792345588,NO
0.27646835922697993,YES
0.4863205759757485,NO
0.4021220159151195,NO
0.4601743084501706,NO
0.17150435771125427,NO
0.3092080333459644,NO
0.23342175066312998,NO
0.2555513452065177,NO
0.21803713527851465,NO
0.429329291398257,NO
0.5458885941644563,YES
0.4288745737021599,YES
0.4216748768472907,YES
0.48048503220917016,YES
0.47525577870405467,NO
0.38408488063660484,YES
0.34353921940128845,NO
0.2873815839333081,NO
0.07419477074649491,NO
0.20045471769609707,NO
0.4585827965138311,NO
0.49200454717696107,NO
0.2364532019704434,NO
0.27813565744600227,NO
0.40901856763925737,NO
0.370291777188329,NO
0.49730958696475946,YES
0.07366426676771504,NO
0.29647593785524823,YES
0.47616521409624857,NO
0.4026525198938992,NO
0.46305418719211827,NO
0.19810534293292917,NO
0.28040924592648736,NO
0.2568397120121258,NO
0.2379689276241001,NO
0.2021220159151194,NO
0.4382720727548314,NO
0.49541492989768865,YES
0.4143993937097386,YES
0.44751799924213725,YES
0.373020083364911,YES
0.41227737779461926,NO
0.3177718832891247,YES
0.3300492610837439,NO
0.30572186434255405,NO
0.4483516483516484,NO
0.6866237211064798,YES
0.26494884425918913,YES
0.21917392951875714,YES
0.41773399014778334,YES
0.41697612732095496,NO
0.4873057976506253,NO
0.4949602122015916,YES
0.3970443349753695,NO
0.9135278514588862,YES
0.3352785145888595,NO
0.4468359226979917,NO
0.36839712012125814,NO
0.27578628268283445,NO
0.2854869268662373,NO
0.3302766199317924,YES
0.19249715801439943,NO
0.5482379689276242,YES
0.5452065176203108,NO
0.3096627510420614,YES
0.30587343690791974,NO
0.3383857521788557,NO
0.5449033724895794,NO
0.4217506631299735,NO
0.7399772641151953,YES
0.5593785524820009,NO
0.7916635089048883,YES
0.21705191360363774,NO
0.09943160287987876,NO
0.26222053808260704,YES
0.18347859037514214,NO
0.1061007957559682,NO
0.35043577112542634,YES
0.12823039029935585,NO
0.050170519136036394,NO
0.5314892004547177,YES
0.11936339522546421,NO
0.4127320954907162,YES
0.16619931792345588,NO
0.2674497915877227,NO
0.300719969685487,NO
0.1980295566502463,NO
0.14209928003031455,NO
0.20121258052292534,NO
0.13361121636983708,NO
0.4272830617658204,NO
0.07699886320575977,NO
0.17446002273588485,NO
0.1406593406593407,NO
0.19317923455854494,NO
0.29041303524062145,NO
0.11989389920424406,NO
0.5425539977264117,YES
0.327699886320576,NO
0.336415308829102,YES
0.4443349753694582,NO
0.10071996968548694,NO
0.32133383857521797,YES
0.4288745737021599,YES
0.7576354679802956,YES
0.4378931413414172,YES
0.3333080712391058,NO
0.0484274346343312,NO
0.4065176203107238,YES
0.3480863963622585,NO
0.23289124668435018,YES
0.23948465327775675,NO
0.5024630541871922,NO
0.3960591133004927,NO
0.44054566123531647,NO
0.3956801818870785,NO
0.7927245168624482,YES
0.42493368700265266,NO
0.49753694581280794,YES
0.43114816218264496,NO
0.4303145130731338,YES
0.421523304281925,NO
0.4377415687760516,NO
0.515346722243274,NO
0.21371731716559308,NO
0.37097385373247443,YES
0.35043577112542634,NO
0.27624100037893146,YES
0.10617658203865102,NO
0.09177718832891249,NO
0.5339901477832513,YES
0.1384615384615385,NO
0.10716180371352785,NO
0.9671845395983328,YES
0.12474422129594545,NO
0.16635089048882157,NO
0.34884425918908685,YES
0.32247063281546046,NO
1.0,YES
0.07737779461917393,NO
0.13709738537324745,NO
0.09147404319818114,NO
0.09412656309208037,NO
0.10155361879499811,NO
0.12663887836301632,NO
0.09238347859037516,NO
0.35786282682834414,NO
0.035392194012883675,NO
0.21432360742705572,NO
0.2791208791208792,NO
0.4190223569533915,NO
0.3005683971201213,NO
0.13830996589617284,NO
0.332322849564229,YES
0.3447517999242138,NO
0.8263736263736265,YES
0.41924971580144,NO
0.08707843880257676,NO
0.17499052671466467,YES
0.36619931792345595,YES
0.683289124668435,YES
0.3100416824554756,YES
0.2693444486547935,NO
0.019931792345585453,NO
0.2856384994316029,YES
0.2589617279272452,NO
0.06813186813186814,YES
0.23183023872679048,NO
0.45282303902993565,NO
0.37120121258052297,NO
0.42061386888973107,NO
0.40901856763925737,NO
0.7818870784388028,YES
0.43796892762410017,NO
0.40909435392194016,YES
0.4404698749526337,NO
0.3771883289124669,YES
0.2512315270935961,NO
0.3318681318681319,NO
0.3458128078817735,NO
0.15270935960591137,NO
0.23774156877605157,YES
0.23061765820386515,NO
0.17446002273588485,YES
0.3174687381583934,YES
0.09450549450549453,YES
0.6289503599848428,NO
0.44054566123531647,NO
0.44137931034482764,NO
0.30094732853353545,NO
0.4212959454338765,YES
0.6561576354679803,YES
0.43721106479727173,NO
0.4716180371352785,NO
0.0895793861311103,NO
0.3740053050397878,NO
0.31799924213717323,NO
0.2929139825691551,NO
0.09177718832891249,NO
0.2583554376657825,YES
0.4482758620689656,NO
0.2716180371352786,YES
0.07010231148162185,NO
0.541871921182266,YES
0.38969306555513455,NO
0.127699886320576,NO
0.34043198181129225,NO
