LOWERTRACED_SUM_MULTI_LSA_SUM.csv,Associated
0.13819428249392363,NO
0.13165368515935433,NO
0.5464827315158819,NO
0.48946716022814124,NO
0.37458349175152983,NO
0.5281690589790878,NO
0.12680594831137948,NO
0.13373128666562933,NO
0.5884195026610615,NO
0.49192024134121676,YES
0.5058540798376161,NO
0.5620200551270125,YES
0.2654991762628155,NO
0.250417328291338,NO
0.24980174265984917,NO
0.16935830508804794,NO
0.3772766788892936,NO
0.16681901435815638,NO
0.3804315552506741,NO
0.24915359256979347,NO
0.4112108368251179,NO
0.36187777668919174,YES
0.3638014817875945,YES
0.430284729988393,YES
0.4866108152696252,YES
0.5794935110044729,NO
0.35703003984121684,YES
0.5511765719559846,NO
0.10823779539693686,YES
0.21381073119727906,YES
0.6362902156059306,NO
0.4759555843191115,NO
0.4427909084226483,NO
0.4631567567496842,NO
0.32946388171325164,YES
0.09938875194428427,YES
0.4825477041415838,NO
0.1481544203312073,NO
0.45307654203405384,NO
0.14830831673907952,NO
0.14466570351809993,NO
0.12381274025141432,NO
0.12573644534981704,NO
0.2420507220418312,YES
0.41339669451905453,NO
0.11239299840948679,YES
0.380693707846208,NO
0.28729626595626356,YES
0.3861570303256718,NO
0.16015834014524033,NO
0.12607028580154384,NO
0.1619281488357709,NO
0.12860957653143545,NO
0.5240227860631469,NO
0.1530021571791822,NO
0.45515414354032885,NO
0.29375406510850194,NO
0.3436165012591008,NO
0.5441096885521342,NO
0.5411616391806806,NO
0.43705071925512445,NO
0.5698873368707308,NO
0.3383070751875093,NO
0.2647445922245886,NO
0.6099773511214439,NO
0.670490101826027,YES
0.565039600022756,NO
0.47357964795352275,YES
0.2010837866237129,NO
0.21016367468817382,NO
0.20770133216221837,NO
0.37324155977450296,NO
0.4386666315377828,NO
0.32314827901209575,NO
0.4705231879673321,NO
0.36062205432898103,NO
0.49014497997103995,NO
0.662102747596991,YES
0.6457127801585997,YES
0.5996208060008701,YES
0.45480428619311203,YES
0.569348699443178,NO
0.46680820600714507,YES
0.5379538322372454,NO
0.13522229973353905,YES
0.174542831944891,YES
0.7114977933571236,NO
0.545264299082747,NO
0.53333732747265,NO
0.564141982819474,NO
0.2992758705253244,YES
0.13060540749737248,YES
0.5864569619609459,NO
0.1584865126263234,NO
0.5582169711163936,NO
0.15348487937047628,NO
0.20769583315444945,NO
0.19222924416329146,NO
0.191228917512122,NO
0.18293018617392687,YES
0.4887073691897064,NO
0.09813326543633429,YES
0.44130727556506305,NO
0.2720362063319417,YES
0.4486173549389934,NO
0.18149402560322014,NO
0.15525468806100684,NO
0.17603070312375635,NO
0.16625828122387049,NO
0.6226226178109172,NO
0.1891888459968311,NO
0.5554468357746937,NO
0.10792300563079167,NO
0.07098786774145911,NO
0.7557747425766285,YES
0.527801890356712,YES
0.49617617853897084,YES
0.7577753958789674,YES
0.1157717224322748,NO
0.06221577249274261,NO
0.809561537127969,YES
0.3634691842027397,NO
0.7496958344656759,YES
0.36716269799167295,NO
0.1964836356864086,NO
0.1787086005771673,NO
0.1787086005771673,NO
0.096226878632503,NO
0.44854524030251913,YES
0.09499570736952524,NO
0.5478853715840365,YES
0.1612481109585155,NO
0.4663972236156965,YES
0.29629340216651606,NO
0.3082203737766131,NO
0.3668549051759285,NO
0.294138852456305,NO
0.7797056340007585,YES
0.3303045083062765,NO
0.7510809021365259,YES
0.2820255224631919,NO
0.21954358086707104,NO
0.6515183298838702,NO
0.696330648292458,NO
0.6497769849111117,NO
0.6304345220053762,NO
0.29279827101424727,NO
0.257479045407573,NO
0.6117361084489016,NO
0.6275357811991167,YES
0.6208929447172986,NO
0.5410459999749296,YES
0.22313443855565185,NO
0.20535940344641057,NO
0.20020387378269122,NO
0.20476952571133805,NO
0.6106872973115681,NO
0.20530816313889078,NO
0.5809083423882937,NO
0.3185759193328439,NO
0.5971444134188129,NO
0.6174555664834863,YES
0.5955253283616951,YES
0.5323508529301493,YES
0.5402765179355685,YES
0.6708323290718337,NO
0.45247861724446753,YES
0.5748779187635051,NO
0.18181730324298562,NO
0.1655812322124665,NO
0.549275299496116,YES
0.5244023734301547,YES
0.4385281778374564,YES
0.5694357289273767,YES
0.17412248284937465,NO
0.15250003754332786,NO
0.6261465552282893,YES
0.4967083496837094,NO
0.548582765660691,YES
0.4090643454004808,NO
0.2154761401653869,NO
0.24002261722100582,NO
0.22494076924952838,NO
0.21782906268508478,NO
0.4165209915117291,YES
0.2145202899158321,NO
0.44560741259957853,YES
0.21528977195519322,NO
0.4403749347319231,YES
0.4544637857227853,NO
0.46654465374075454,NO
0.468237514227349,NO
0.376207462319762,NO
0.5794389954390708,YES
0.38267111145039523,NO
0.5690509879076961,YES
0.22042228917690415,NO
0.16886699253971083,NO
0.7603097702123295,NO
0.6131911793169394,NO
0.5860284633274929,NO
0.7307616599008633,NO
0.2387359617136982,NO
0.2297330218531734,NO
0.7309155563087356,NO
0.41368288017917715,YES
0.7344551736897966,NO
0.44892515758191537,YES
0.27283110987568826,NO
0.23566512737454742,NO
0.2354342827627391,NO
0.1525539733052556,NO
0.5477852059712465,NO
0.15463157481153056,NO
0.5526329428192214,NO
0.28513572868717224,NO
0.5430913655311438,NO
0.40521857774620523,YES
0.37182305723793363,YES
0.40691143823279957,YES
0.49978792038368375,YES
0.762156527106796,NO
0.38813607647238885,YES
0.6795141560794146,NO
0.33150880785424197,NO
0.3615186073893247,NO
0.4217798581588154,NO
0.330635028575881,NO
0.2897755322858069,NO
0.4093911973251018,NO
0.3615186073893247,NO
0.3328938755250919,NO
0.41854803359349885,NO
0.46005737165204624,YES
0.4297824713681709,NO
0.329861010592149,YES
0.08859193242381243,NO
0.0427308028778912,NO
0.03595936093151354,NO
0.4154592983485374,NO
0.28138817805677097,NO
0.38583423983313525,NO
0.4178173436354931,NO
0.3592101612712414,NO
0.3961948983294464,NO
0.5073035688688174,YES
0.44990020873247966,YES
0.5764800042073799,YES
0.3334775761771461,YES
0.39792591493862156,NO
0.4019614776802835,YES
0.38222848133565523,NO
0.2950463150875886,NO
0.24349101845039528,NO
0.6789981478339464,NO
0.6794213889274213,NO
0.656721668766269,NO
0.668994881322252,NO
0.3138986250519355,NO
0.2769634871626029,NO
0.6634546106388522,NO
0.5874126240902452,YES
0.6693796223419327,NO
0.47229811100182534,YES
0.24029678283912786,NO
0.22406071180860876,NO
0.22144447287478103,NO
0.2226380551837096,NO
0.6080904038786479,NO
0.2239461746506235,NO
0.5920851774599372,NO
0.3314428155493684,NO
0.6069361808196062,NO
0.6227318496969193,YES
0.5808720267556758,YES
0.5273930250200798,YES
0.5178514477320022,YES
0.698466043429782,NO
0.46614225468693654,YES
0.6185938077441004,NO
0.20972474941936226,NO
0.20872442276819286,NO
0.4663801383656208,NO
0.5862417537924691,NO
0.4739743242496853,NO
0.4490667924799962,NO
0.2003370685391569,NO
0.19471984965182093,NO
0.4926194759078341,NO
0.667399388510617,YES
0.42998363790384103,NO
0.5096555704415926,YES
0.2261812019253861,NO
0.22079482764985847,NO
0.22056398303805008,NO
0.21911243029956762,NO
0.4438106283067304,NO
0.2171887252011649,NO
0.43919373607056383,NO
0.28474924825706904,NO
0.4809766108078713,NO
0.5885274794761047,YES
0.5832180534045133,YES
0.5706754961629275,YES
0.4257820281512333,YES
0.4890798585267731,NO
0.41585570984347514,YES
0.4594548000113709,NO
0.18894077715057905,NO
0.14138678711806346,NO
0.9497315006622473,YES
0.5066556476116101,YES
0.49095821400864365,YES
0.7767519382138733,YES
0.27881627934795494,NO
0.1886329843348346,NO
0.8089932356631033,YES
0.12075835239579986,NO
0.8107630443536338,YES
0.1272989497303692,NO
0.2048457579351971,NO
0.15598364843576756,NO
0.15429078794917317,NO
0.1760904270932488,NO
0.47295233428759403,YES
0.17401282558697384,NO
0.5788330629036808,YES
0.2705058733228551,NO
0.4981913451786379,YES
0.14361196896482437,NO
0.1073693649109168,NO
0.2785791186687604,NO
0.13814864648536063,NO
0.8192273467866058,YES
0.2394124828652806,NO
0.7178096139988135,YES
0.28599402454539474,NO
0.26660307715349507,NO
0.8304064013964881,YES
0.36674187438387024,NO
0.3189570397395462,NO
0.8738051884164539,YES
0.28814857425560575,NO
0.23197638538224585,NO
0.9729914232900991,YES
0.2367795489607133,NO
0.8908876896902702,YES
0.20738533505711948,NO
0.3054351509096409,NO
0.3007413104695381,NO
0.2580350572849974,NO
0.27914563439508094,NO
0.3693581133176979,NO
0.2551377947670148,NO
0.48347229975494826,NO
0.2592160495756286,NO
0.4037539604771389,NO
0.24301235347953815,NO
0.22708407526476354,NO
0.37967236367006857,NO
0.23731818638826613,NO
0.845719093979774,YES
0.34827749646413597,NO
0.7749267463585534,YES
0.21854335108379447,NO
0.18514783057552298,NO
0.8473536217444376,YES
0.5897477931117953,YES
0.5465029024997018,YES
0.8271931923131769,YES
0.2520158197960021,NO
0.193612133008495,NO
0.872284839819737,YES
0.44602963728212036,NO
0.85758773286794,YES
0.35115250182889746,NO
0.23391423178911308,NO
0.21052197779253579,NO
0.2095216511413664,NO
0.19222706533764505,NO
0.5128765373796219,YES
0.19114979048253955,NO
0.582514661941801,YES
0.2513232859605771,NO
0.5219564254440829,YES
0.45133906335371193,NO
0.42933187702798464,NO
0.49273719707133884,NO
0.355769394065064,NO
0.8438909525673125,YES
0.41763575002969594,NO
0.8092642607960633,YES
0.2941446954152874,NO
0.29491417745464854,NO
0.7538891135795039,YES
0.2661038073991243,NO
0.25740866035434395,NO
0.7782047460233145,YES
0.2976073645924123,NO
0.2859881857980598,NO
0.8198337243527497,YES
0.10888652669434924,NO
0.8346077795084826,YES
0.0985754673669106,NO
0.17810691057470468,NO
0.12408927141155586,NO
0.10369799736848688,NO
0.30484049576240657,NO
0.292573989553146,NO
0.2955297630861373,NO
0.4042258334644408,NO
0.23766471372618309,NO
0.3354341391455589,NO
0.15720999876622593,NO
0.12227551417923226,NO
0.28671382599069817,NO
0.15274700293793164,NO
0.7645849139266232,YES
0.26232124534295154,NO
0.7044883666525217,YES
0.04475330901528997,NO
0.022976967301370985,NO
0.4198994193153088,YES
0.3049860952246793,YES
0.2498911812064249,YES
0.41851435164445877,YES
0.03875134910827342,NO
0.016359421762865575,NO
0.47068523391314104,YES
0.2743801018871378,NO
0.41143511688233675,YES
0.26222228566523254,NO
0.09821325725753945,NO
0.09998306594806992,NO
0.1039843725527476,NO
0.057449762664748036,NO
0.2807474109848048,YES
0.05606469499389806,NO
0.2715905747164078,YES
0.11246772847906626,NO
0.2468902012529166,YES
0.1972780015431561,NO
0.24067678856312186,NO
0.23944561730014408,NO
0.21266764233037805,NO
0.4297487894191308,YES
0.2148221920405891,NO
0.4270556022813669,YES
