NONETRACED_MEDIAN_SINGLE_VSM_SUM.csv,Associated
0.09006640841173218,NO
0.07498616491422247,NO
0.16380741560597678,NO
0.31045932484781413,NO
0.09338682899833979,NO
0.13475373547315994,NO
0.09297177642501385,NO
0.06543995572772553,NO
0.24335915882678472,NO
0.30866076369673495,YES
0.094355285002767,NO
0.4436912008854455,YES
0.3184836745987826,NO
0.3072772551189818,NO
0.2981460985058108,NO
0.13447703375760928,NO
0.15619811842833425,NO
0.12797454344216935,NO
0.13876591034864422,NO
0.2928887659103487,NO
0.16947980077476477,NO
0.09560044272274489,YES
0.0994742667404538,YES
0.23464305478693975,YES
0.320420586607637,YES
0.2255118981737687,NO
0.10431654676258993,YES
0.20157719977863864,NO
0.16657443276148315,YES
0.34172661870503596,YES
0.5237963475373548,NO
0.24557277255118987,NO
0.18234643054786942,NO
0.2028223574986165,NO
0.615661317100166,YES
0.12354731599335918,YES
0.24239070282235753,NO
0.131294964028777,NO
0.15343110127282794,NO
0.15356945213060325,NO
0.256087437742114,NO
0.2465412285556171,NO
0.23616491422246821,NO
0.3830935251798562,YES
0.21043165467625902,NO
0.13572219147758718,YES
0.1311566131710017,NO
0.48408965135583837,YES
0.0994742667404538,NO
0.2042058660763697,NO
0.13890426120641947,NO
0.23741007194244612,NO
0.16906474820143885,NO
0.3115661317100166,NO
0.21181516325401223,NO
0.20157719977863864,NO
0.12022689540675151,NO
0.22910902047592702,NO
0.22648035417819595,NO
0.4002490315439956,NO
0.21209186496956284,NO
0.30658550083010516,NO
0.23367459878251245,NO
0.04952960708356392,NO
0.37479247371333707,NO
0.6077753182069728,YES
0.3039568345323741,NO
0.2642501383508578,YES
0.30257332595462094,NO
0.3229109020475927,NO
0.305617044825678,NO
0.24612617598229108,NO
0.2811289429994466,NO
0.15384615384615385,NO
0.3399280575539569,NO
0.2542888765910349,NO
0.3256779192030991,NO
0.6210570005534035,YES
0.5889596015495296,YES
0.5715273934698396,YES
0.26660210293303827,YES
0.2962091864969563,NO
0.3292750415052574,YES
0.25747094631986717,NO
0.24086884338682907,YES
0.29205866076369674,YES
0.6117874930824572,NO
0.2908135030437189,NO
0.2876314333148866,NO
0.30935251798561153,NO
0.6137244050913117,YES
0.18497509684560043,YES
0.36247924737133375,NO
0.1328168234643055,NO
0.25816270060874374,NO
0.15315439955727728,NO
0.3432484781405645,NO
0.3657996679579414,NO
0.35320973990038734,NO
0.29842280022136136,YES
0.3219424460431655,NO
0.1169064748201439,YES
0.2262036524626453,NO
0.49239070282235753,YES
0.18013281682346433,NO
0.28085224128389596,NO
0.22426674045379086,NO
0.3393746541228556,NO
0.24252905368013283,NO
0.41104039845047047,NO
0.3045102379634754,NO
0.30962921970116214,NO
0.12728278915329277,NO
0.07927504150525734,NO
0.2847260653016049,YES
0.4742667404537908,YES
0.43123962368566693,YES
0.36649142224681797,YES
0.20835639180962923,NO
0.006225788599889329,NO
0.47689540675152187,YES
0.1737686773657997,NO
0.32526286662977316,YES
0.2004703929164361,NO
0.32415605976757056,NO
0.2970392916436082,NO
0.30118981737686773,NO
0.08079690094078583,NO
0.4341449916989486,YES
0.0644714997232983,NO
0.6465135583840621,YES
0.23063087991145548,NO
0.42114001106806864,YES
0.11040398450470394,NO
0.13046485888212506,NO
0.34961261759822915,NO
0.15522966242390707,NO
0.3814333148865524,YES
0.28278915329275045,NO
0.33038184836745993,YES
0.22689540675152192,NO
0.12589928057553962,NO
0.2980077476480355,NO
0.3586054233536248,NO
0.2856945213060321,NO
0.31294964028776984,NO
0.27296624239070283,NO
0.15453790813503043,NO
0.29164360819037083,NO
0.5323741007194245,YES
0.271721084670725,NO
0.39526840066408414,YES
0.28763143331488655,NO
0.26978417266187055,NO
0.2367183176535695,NO
0.06087437742114003,NO
0.26521859435528505,NO
0.05879911455451024,NO
0.2042058660763697,NO
0.31751521859435533,NO
0.21278361925843942,NO
0.5444106253458771,YES
0.5110680686220256,YES
0.4424460431654677,YES
0.4261206419479801,YES
0.3735473159933592,NO
0.29565578306585505,YES
0.24169894853348095,NO
0.1633923630326508,NO
0.15066408411732152,NO
0.18857221914775874,YES
0.579966795794134,YES
0.37921970116214726,YES
0.2646651909241838,YES
0.21015495296070835,NO
0.07028223574986166,NO
0.3561151079136691,YES
0.3472606530160487,NO
0.2003320420586608,YES
0.20296070835639185,NO
0.3289983397897067,NO
0.43359158826784727,NO
0.34781405644715,NO
0.1981184283342557,NO
0.43539014941892645,YES
0.1878804648588821,NO
0.4262589928057554,YES
0.21167681239623687,NO
0.4135307138904261,YES
0.3162700608743775,NO
0.35459324847814055,NO
0.40509131156613176,NO
0.18040951853901493,NO
0.28431101272827897,YES
0.2607913669064748,NO
0.27628666297731047,YES
0.22468179302711677,NO
0.13309352517985612,NO
0.3557000553403431,NO
0.2755949086884339,NO
0.24239070282235753,NO
0.34615384615384615,NO
0.30132816823464303,NO
0.20973990038738244,NO
0.3280298837852795,NO
0.25221361372440515,YES
0.32830658550083014,NO
0.333010514665191,YES
0.37091864969562816,NO
0.28749308245711125,NO
0.28721638074156064,NO
0.07318760376314334,NO
0.2634200332042059,NO
0.06903707802988379,NO
0.228693967902601,NO
0.34809075816270063,NO
0.20351411178749307,NO
0.29344216934144995,YES
0.22966242390702823,YES
0.3601272827891533,YES
0.490868843386829,YES
0.3897343663530714,NO
0.33688433868289985,YES
0.27905368013281684,NO
0.15522966242390707,NO
0.22744881018262314,NO
0.3832318760376315,NO
0.2942722744881019,NO
0.25193691200885454,NO
0.45379081350304373,NO
0.2719977863862756,NO
0.14291643608190369,NO
0.414775871610404,NO
0.4499169894853348,YES
0.4551743220807969,NO
0.2324294410625346,YES
0.1912008854454898,NO
0.15343110127282789,NO
0.09629219701162146,NO
0.2796070835639181,NO
0.3396513558384063,NO
0.22717210846707253,NO
0.5904814609850582,NO
0.22025456557830658,NO
0.4767570558937466,NO
0.6238240177089098,YES
0.4950193691200886,YES
0.8717487548422801,YES
0.33854454897620373,YES
0.39623685666851133,NO
0.5329275041505257,YES
0.38198671831765363,NO
0.20766463752075265,NO
0.13710570005534034,NO
0.29358052019922526,NO
0.3136413945766464,NO
0.28956834532374104,NO
0.329136690647482,NO
0.286524626452684,NO
0.15370780298837855,NO
0.3368843386828999,NO
0.476480354178196,YES
0.31184283342556723,NO
0.27960708356391817,YES
0.32581627006087444,NO
0.3039568345323741,NO
0.28043718871057,NO
0.05824571112340897,NO
0.2715827338129497,NO
0.05713890426120641,NO
0.22924737133370232,NO
0.30188157166574436,NO
0.22274488101826234,NO
0.5719424460431655,YES
0.4987548422800221,YES
0.4539291643608191,YES
0.4037078029883786,YES
0.37576092971776426,NO
0.34269507470946325,YES
0.2678472606530161,NO
0.09504703929164361,NO
0.07969009407858328,NO
0.14692861095738796,NO
0.4205866076369674,NO
0.18566685113447706,NO
0.14056447149972334,NO
0.09048146098505812,NO
0.04468732706142778,NO
0.21983951300498067,NO
0.5715273934698395,YES
0.09006640841173218,NO
0.29371887105700056,YES
0.2797454344216934,NO
0.27421140011068074,NO
0.2650802434975097,NO
0.09477033757609298,NO
0.183038184836746,NO
0.09075816270060875,NO
0.15011068068622024,NO
0.2603763143331489,NO
0.20475926950747098,NO
0.4488101826231323,YES
0.4346983951300498,YES
0.4394023242944106,YES
0.15868843386829,YES
0.20489762036524634,NO
0.15619811842833425,YES
0.15218594355285003,NO
0.23519645821804097,NO
0.11317100166021031,NO
0.7879081350304372,YES
0.25249031543995576,YES
0.26604869950193694,YES
0.5200608743774212,YES
0.45434421693414506,NO
0.17971776425013836,NO
0.6759822910902048,YES
0.13087991145545103,NO
0.5574156059767571,YES
0.15536801328168237,NO
0.33425567238516884,NO
0.2793303818483675,NO
0.20143884892086333,NO
0.1292197011621472,NO
0.3595738793580521,YES
0.12313226342003321,NO
0.4557277255118982,YES
0.393884892086331,NO
0.29413392363032653,YES
0.21236856668511345,NO
0.1610403984504704,NO
0.4993082457111234,NO
0.2548422800221362,NO
0.5582457111234089,YES
0.4183729939125623,NO
0.507332595462092,YES
0.28901494189263977,NO
0.25705589374654125,NO
0.6063918096292198,YES
0.3897343663530715,NO
0.34297177642501386,NO
0.7480630879911456,YES
0.3734089651355839,NO
0.1382125069175429,NO
0.9849197565024903,YES
0.2598229109020476,NO
0.7724128389596017,YES
0.23076923076923078,NO
0.47482014388489224,NO
0.48574986164914224,NO
0.3723021582733813,NO
0.22578859988931937,NO
0.5370780298837853,NO
0.18262313226342008,NO
0.6790260099612618,NO
0.21319867183176539,NO
0.5081627006087437,NO
0.3810182623132264,NO
0.3314886552296625,NO
0.7281405644714998,NO
0.39748201438848924,NO
0.6411178749308246,YES
0.6480354178195906,NO
0.6314333148865524,YES
0.21223021582733814,NO
0.161732152739347,NO
0.5029053680132818,YES
0.5453790813503044,YES
0.4818760376314334,YES
0.5807969009407858,YES
0.36123408965135584,NO
0.11220254565578307,NO
0.7347814056447151,YES
0.35998893193137804,NO
0.6333702268954068,YES
0.22924737133370232,NO
0.41892639734366355,NO
0.46195351411178753,NO
0.38682899833978973,NO
0.08729939125622581,NO
0.65218594355285,YES
0.08965135583840621,NO
0.7905368013281683,YES
0.3154399557277256,NO
0.5507747648035418,YES
0.5477310459324849,NO
0.4547592695074709,NO
0.7791920309905922,NO
0.4548976203652464,NO
0.5203375760929718,YES
0.6618705035971224,NO
0.5828721638074157,YES
0.27587161040398456,NO
0.2606530160486995,NO
0.6214720531267295,YES
0.31945213060320976,NO
0.3125345877144438,NO
0.7367183176535697,YES
0.3420033204205867,NO
0.20918649695628116,NO
0.8337022689540676,YES
0.21319867183176539,NO
0.8366076369673493,YES
0.20973990038738244,NO
0.33079690094078584,NO
0.28361925843940233,NO
0.16685113447703376,NO
0.23727172108467076,NO
0.4702545655783067,NO
0.2214997232982845,NO
0.6466519092418374,NO
0.13613724405091315,NO
0.5330658550083011,NO
0.38599889319313785,NO
0.3154399557277256,NO
0.7257885998893194,NO
0.4196181516325402,NO
0.6553680132816824,YES
0.6813779745434423,NO
0.6166297731045933,YES
0.10279468732706142,NO
0.053818483674598794,NO
0.10957387935805203,YES
0.32415605976757056,YES
0.21236856668511345,YES
0.1961815163254012,YES
0.131294964028777,NO
0.0,NO
0.2538738240177089,YES
0.1440232429441063,NO
0.14277808522412838,YES
0.14485334809075817,NO
0.23879358052019928,NO
0.2701992252351965,NO
0.23588821250691755,NO
0.11856668511344771,NO
0.3765910348644162,YES
0.11483121195351413,NO
0.2909518539014942,YES
0.27545655783065853,NO
0.23132263420033206,YES
0.05464858882125069,NO
0.16021029330381847,NO
0.20697288323187607,NO
0.10597675705589375,NO
0.19438295517432208,YES
0.15094078583287218,NO
0.14637520752628663,YES
0.44396790260099617,YES
0.08439402324294411,YES
0.6561981184283343,NO
0.23561151079136694,NO
0.25470392916436085,NO
0.30852241283895965,NO
0.4452130603209741,YES
0.5161870503597124,YES
0.28265080243497515,NO
0.10127282789153293,NO
0.283895960154953,NO
0.11206419479800776,NO
0.3045102379634754,NO
0.28278915329275045,NO
0.24363586054233544,NO
0.12755949086884338,YES
0.27407304925290543,NO
0.3267847260653016,YES
0.1793027116768124,NO
0.46057000553403427,YES
0.13904261206419477,NO
0.19784172661870503,NO
0.18884892086330934,NO
0.31834532374100727,NO
0.24225235196458222,NO
0.43345323741007197,NO
0.2884615384615385,NO
0.24349750968456002,NO
0.14969562811289433,NO
0.1268677365799668,NO
0.5363862755949088,YES
0.2598229109020476,YES
0.1939679026009961,YES
0.6045932484781406,YES
0.22578859988931932,NO
0.08370226895406753,NO
1.0,YES
0.12285556170448257,NO
0.6824847814056447,YES
0.12714443829551741,NO
0.43137797454344223,NO
0.30644714997232986,NO
0.2664637520752629,NO
0.11400110680686222,NO
0.3249861649142225,YES
0.10459324847814054,NO
0.5383231876037633,YES
0.12078029883785281,NO
0.40605976757055895,YES
0.26300498063087996,NO
0.1956281128943,NO
0.6324017708909796,NO
0.28444936358605427,NO
0.5285002767017156,YES
0.54344216934145,NO
0.7086330935251799,YES
0.2208079690094079,NO
0.12313226342003321,NO
0.6420863309352519,YES
0.36967349197565036,YES
0.3684283342556724,YES
0.43691200885445497,YES
0.4183729939125623,NO
0.17681239623685668,NO
0.5186773657996679,YES
0.25553403431101274,NO
0.5141117874930825,YES
0.19175428887659102,NO
0.36178749308245717,NO
0.3200055340343111,NO
0.2854178195904815,NO
0.13544548976203652,NO
0.44493635860542335,YES
0.12437742114001106,NO
0.494327614831212,YES
0.34352517985611514,NO
0.3641394576646375,YES
0.42197011621472064,NO
0.348229109020476,NO
0.624792473713337,NO
0.34352517985611514,NO
0.4792473713337023,YES
0.48574986164914224,NO
0.4312396236856668,YES
0.23962368566685116,NO
0.20171555063641394,NO
0.7869396790260101,YES
0.27213613724405095,YES
0.36732152739346985,YES
0.5839789706696182,YES
0.40564471499723304,NO
0.2405921416712784,NO
0.5843940232429441,YES
0.13530713890426121,NO
0.6693414499169895,YES
0.146513558384062,NO
0.19728832318760375,NO
0.17307692307692307,NO
0.07650802434975097,NO
0.27421140011068074,NO
