DIRECT_NA_NA_LSA_MEDIAN.csv,Associated
0.36276966966966967,NO
0.37878993993994,NO
0.32836178678678685,NO
0.5161391891891892,NO
0.42539496996997006,NO
0.4227868618618619,NO
0.40623303303303304,NO
0.22069924924924925,NO
0.3919762762762763,NO
0.39977319819819823,YES
0.3599103603603604,NO
0.45076614114114116,YES
0.4996814564564565,NO
0.5404163663663665,NO
0.4827716216216217,NO
0.3965801051051051,NO
0.4726592342342343,NO
0.3470228228228228,NO
0.3657565315315316,NO
0.34116659159159163,NO
0.43183385885885894,NO
0.30593573573573574,YES
0.37137492492492497,YES
0.31392740240240247,YES
0.43508070570570573,YES
0.4221184684684685,NO
0.3748108858858859,YES
0.31592755255255256,NO
0.22148663663663665,YES
0.46979759759759765,YES
0.5120376876876878,NO
0.4625836336336337,NO
0.41799496996997004,NO
0.3252133633633634,NO
0.43266343843843846,YES
0.29292319819819823,YES
0.40444249249249253,NO
0.4682936186186187,NO
0.4028882132132132,NO
0.4796548798798799,NO
0.4298931681681682,NO
0.25436869369369375,NO
0.35729849849849854,NO
0.43531351351351355,YES
0.29519752252252257,NO
0.2739238738738739,YES
0.37708190690690696,NO
0.5339233483483483,YES
0.3503672672672673,NO
0.4499111861861862,NO
0.2916406906906907,NO
0.45913175675675677,NO
0.4156161411411412,NO
0.4706192192192193,NO
0.3289886636636637,NO
0.4448725975975976,NO
0.43192199699699707,NO
0.4634774024024024,NO
0.26287132132132135,NO
0.4885484234234234,NO
0.5133815315315315,NO
0.44910330330330334,NO
0.43239039039039046,NO
0.36694774774774774,NO
0.29957147147147145,NO
0.5142668168168169,YES
0.46997732732732733,NO
0.35445683183183185,YES
0.31468093093093097,NO
0.4051811561561562,NO
0.3113795795795796,NO
0.3097262762762763,NO
0.5043433183183184,NO
0.30162259759759763,NO
0.2914659909909911,NO
0.1928081831831832,NO
0.34771261261261266,NO
0.6327376126126127,YES
0.6318473723723724,YES
0.39722394894894897,YES
0.4933454204204205,YES
0.42228933933933943,NO
0.4317478978978979,YES
0.23836644144144148,NO
0.294692042042042,YES
0.4029184684684685,YES
0.49545578078078084,NO
0.45232860360360366,NO
0.42257222222222224,NO
0.36892500000000006,NO
0.4116148648648649,YES
0.3425554054054054,YES
0.5214223723723724,NO
0.4988012012012012,NO
0.43034339339339345,NO
0.46617807807807815,NO
0.5180254504504505,NO
0.3864007507507508,NO
0.4425731981981983,NO
0.3595696696696697,YES
0.3326675675675676,NO
0.29015848348348355,YES
0.35930000000000006,NO
0.48156501501501503,YES
0.38436719219219223,NO
0.47935743243243245,NO
0.36597672672672676,NO
0.45028190690690695,NO
0.41324496996997007,NO
0.47402334834834836,NO
0.38821441441441445,NO
0.5099060060060061,NO
0.3449931681681682,NO
0.3435156906906907,NO
0.5168966966966968,YES
0.4391248498498499,YES
0.4433965465465466,YES
0.49543956456456467,YES
0.418129954954955,NO
0.22398310810810815,NO
0.3609213963963964,YES
0.23153678678678682,NO
0.4939902402402403,YES
0.26950360360360365,NO
0.3676343843843844,NO
0.33881711711711715,NO
0.279413963963964,NO
0.40716606606606615,NO
0.4594153903903904,YES
0.3624940690690691,NO
0.5089972972972974,YES
0.23770435435435436,NO
0.47791291291291293,YES
0.30969609609609616,NO
0.30876554054054056,NO
0.46107349849849855,NO
0.34085990990990994,NO
0.5134433183183184,YES
0.47115420420420423,NO
0.38115150150150146,YES
0.4821361861861862,NO
0.4027317567567568,NO
0.38760135135135143,NO
0.5429982732732733,NO
0.4527820570570571,NO
0.49022079579579586,NO
0.5244683933933935,NO
0.32293355855855865,NO
0.31351561561561564,NO
0.6481436186186187,YES
0.41973776276276276,NO
0.5784301051051051,YES
0.40143333333333336,NO
0.4757973723723724,NO
0.34134752252252254,NO
0.37196996996997006,NO
0.5408392642642643,NO
0.34285300300300303,NO
0.2520635885885886,NO
0.38313843843843853,NO
0.3862059309309309,NO
0.5545534534534535,YES
0.6637081081081082,YES
0.46805037537537547,YES
0.5186207957957958,YES
0.516986936936937,NO
0.5081642642642643,YES
0.29787079579579584,NO
0.31844106606606615,NO
0.3943681681681682,NO
0.2980070570570571,YES
0.4791311561561562,YES
0.4821712462462463,YES
0.4448814564564565,YES
0.34412800300300306,NO
0.31496914414414423,NO
0.31243716216216216,YES
0.29459594594594596,NO
0.4330206456456457,YES
0.18504647147147146,NO
0.4127595345345346,NO
0.43668626126126125,NO
0.39207019519519526,NO
0.33104902402402403,NO
0.4923175675675676,YES
0.28887462462462465,NO
0.3518237987987988,YES
0.12439714714714716,NO
0.4184313063063063,YES
0.4817198948948949,NO
0.4568183933933935,NO
0.4277475975975977,NO
0.37981884384384385,NO
0.40891711711711715,YES
0.4282662162162163,NO
0.2979066066066066,YES
0.4721670420420421,NO
0.4149714714714715,NO
0.38589496996996997,NO
0.47534909909909917,NO
0.3901315315315316,NO
0.4552366366366367,NO
0.5149416666666666,NO
0.33665360360360364,NO
0.503806981981982,NO
0.5083276276276277,YES
0.43121959459459464,NO
0.502792942942943,YES
0.5379713963963965,NO
0.5305725225225226,NO
0.4584442942942944,NO
0.39381403903903905,NO
0.47601726726726734,NO
0.3404530780780781,NO
0.3349292792792793,NO
0.39526996996997,NO
0.43322439939939944,NO
0.45046276276276276,YES
0.5018671171171172,YES
0.4009809309309309,YES
0.4924401651651652,YES
0.4853494744744745,NO
0.45785000000000003,YES
0.4168690690690691,NO
0.4047135135135136,NO
0.42637192192192197,NO
0.26524699699699694,NO
0.3058856606606607,NO
0.4388232732732733,NO
0.307075,NO
0.3862536786786787,NO
0.42916831831831836,NO
0.1099,NO
0.39737597597597596,YES
0.3656515765765766,NO
0.29236493993993995,YES
0.17203048048048047,NO
0.253716966966967,NO
0.2056795795795796,NO
0.3725048798798799,NO
0.39133123123123126,NO
0.38549024024024026,NO
0.327484984984985,NO
0.24046876876876877,NO
0.38733701201201204,NO
0.5618503753753754,YES
0.5021216966966967,YES
0.3829828078078078,YES
0.43946906906906913,YES
0.2709087837837838,NO
0.3909228978978979,YES
0.1474861861861862,NO
0.5060716216216217,NO
0.3898482732732733,NO
0.3591458708708709,NO
0.4933668918918919,NO
0.4439885135135136,NO
0.49228551051051056,NO
0.5080926426426426,NO
0.37316921921921925,NO
0.39202635135135144,NO
0.627898948948949,YES
0.4325223723723724,NO
0.5039247747747748,YES
0.41351028528528533,NO
0.49591261261261266,NO
0.36161126126126125,NO
0.32008581081081083,NO
0.5442391141141142,NO
0.3299448198198199,NO
0.27788003003003003,NO
0.34161163663663663,NO
0.43481794294294296,NO
0.6053346846846848,YES
0.6747,YES
0.44653783783783785,YES
0.5158821321321322,YES
0.47511794294294296,NO
0.4846751501501502,YES
0.3475328828828829,NO
0.4151037537537538,NO
0.31300855855855864,NO
0.29189414414414416,NO
0.5392418168168168,NO
0.5044393393393394,NO
0.42952740240240245,NO
0.3468791291291292,NO
0.2927411411411412,NO
0.2972136636636637,NO
0.5396698198198198,YES
0.3743346096096096,NO
0.4280200450450451,YES
0.3806747747747748,NO
0.4714409159159159,NO
0.3850015015015015,NO
0.2597923423423424,NO
0.5304005255255256,NO
0.3046196696696697,NO
0.33548986486486493,NO
0.2511566816816817,NO
0.4422663663663664,NO
0.4715748498498499,YES
0.5495343843843844,YES
0.40024324324324334,YES
0.4172981981981983,YES
0.42995495495495495,NO
0.41108280780780787,YES
0.24169219219219223,NO
0.39368085585585594,NO
0.36287469969969977,NO
0.6644722222222222,YES
0.4377286786786787,YES
0.38511126126126133,YES
0.48943145645645647,YES
0.4288545045045045,NO
0.4520394144144145,NO
0.537690015015015,YES
0.4061512012012013,NO
0.5399192192192193,YES
0.45061328828828834,NO
0.4949696696696697,NO
0.36538746246246256,NO
0.4044995495495496,NO
0.39992357357357355,NO
0.3120843093093093,YES
0.4272428678678679,NO
0.42775930930930933,YES
0.5521613363363365,NO
0.3976003003003003,YES
0.42494264264264264,NO
0.3090972222222222,NO
0.5508370870870871,NO
0.4509534534534535,NO
0.614722897897898,YES
0.4598840840840841,NO
0.48026996996997007,YES
0.44496126126126134,NO
0.39881208708708715,NO
0.5032766516516517,YES
0.3317583333333334,NO
0.3899538288288289,NO
0.5188546546546546,YES
0.44073063063063067,NO
0.47395660660660666,NO
0.5823192942942943,YES
0.22458220720720726,NO
0.5525240990990992,YES
0.26202312312312315,NO
0.43304797297297304,NO
0.4141383633633634,NO
0.4031394894894895,NO
0.35548873873873876,NO
0.4119117867867868,NO
0.36072207207207213,NO
0.35909106606606606,NO
0.3511723723723724,NO
0.34473475975975976,NO
0.3104640390390391,NO
0.2712570570570571,NO
0.36529256756756756,NO
0.35241906906906906,NO
0.5077367867867868,YES
0.45379834834834837,NO
0.40496126126126125,YES
0.48481366366366374,NO
0.3759796546546547,NO
0.4748198198198198,YES
0.45008851351351353,YES
0.4648282282282282,YES
0.5794,YES
0.4305970720720721,NO
0.40447139639639645,NO
0.45864369369369373,YES
0.40309294294294296,NO
0.5779412912912913,YES
0.31995270270270276,NO
0.4182218468468468,NO
0.4379786786786787,NO
0.36398971471471475,NO
0.28485893393393397,NO
0.5074958708708709,YES
0.3513980480480481,NO
0.5026801801801802,YES
0.31927057057057057,NO
0.4480805555555556,YES
0.4750958708708709,NO
0.4851483483483484,NO
0.49045307807807814,NO
0.3989662162162163,NO
0.5673051801801803,YES
0.5274263513513514,NO
0.43439789789789796,YES
0.43132139639639644,NO
0.4071404654654655,NO
0.4063247747747748,YES
0.23304181681681685,NO
0.3033114864864865,NO
0.45084099099099106,YES
0.32724632132132137,NO
0.46956493993994,NO
0.45227162162162166,YES
0.1817897897897898,NO
0.5053682432432434,YES
0.22764234234234235,NO
0.32325480480480484,NO
0.2582655405405405,NO
0.18523701201201204,NO
0.33710773273273276,NO
0.30354512012012014,NO
0.4116226726726727,NO
0.28286126126126127,NO
0.2879678678678679,NO
0.296062912912913,NO
0.2793027777777778,NO
0.19649579579579582,NO
0.32028460960960964,NO
0.364052927927928,NO
0.41768543543543546,YES
0.4257277777777778,NO
0.33523265765765764,YES
0.2390500750750751,NO
0.24812642642642652,NO
0.3333655405405406,YES
0.33253731231231237,YES
0.33863858858858864,YES
0.2953503003003003,YES
0.31548040540540545,NO
0.18048183183183183,NO
0.2776361861861862,YES
0.1719018018018018,NO
0.32462792792792794,YES
0.1348632882882883,NO
0.3540341591591592,NO
0.37690900900900903,NO
0.32254579579579584,NO
0.14031809309309312,NO
0.3366352852852853,YES
0.1043204954954955,NO
0.31036809309309316,YES
0.18066644144144145,NO
0.21544234234234233,YES
0.27265578078078084,NO
0.2982281531531532,NO
0.3139915915915916,NO
0.29907845345345346,NO
0.2178154654654655,YES
0.36274384384384384,NO
0.2579667417417418,YES
0.4285085585585586,YES
0.25420510510510513,YES
0.49527920420420424,NO
0.4969758258258259,NO
0.3817431681681682,NO
0.32276621621621626,NO
0.336056981981982,YES
0.47453363363363366,YES
0.44932912912912915,NO
0.44780990990990993,NO
0.3266945945945946,NO
0.38105067567567574,NO
0.5105008258258259,NO
0.3467511261261262,NO
0.35913370870870875,NO
0.3308636636636637,YES
0.3003153153153153,NO
0.4618377627627628,YES
0.33249136636636645,NO
0.4799557057057057,YES
0.3564063063063063,NO
0.3864917417417418,NO
0.3778064564564565,NO
0.5037814564564564,NO
0.29618340840840846,NO
0.42899827327327333,NO
0.3508070570570571,NO
0.4850477477477478,NO
0.43656336336336343,NO
0.3735962462462463,NO
0.4128782282282283,YES
0.2793122372372373,YES
0.30122049549549557,YES
0.4754452702702703,YES
0.35012860360360365,NO
0.456334984984985,NO
0.5422256756756757,YES
0.1830204954954955,NO
0.5319246246246246,YES
0.29083070570570574,NO
0.46211313813813815,NO
0.41682972972972976,NO
0.39150593093093095,NO
0.3275198948948949,NO
0.32859099099099104,YES
0.38469917417417426,NO
0.3270425675675676,YES
0.2811963963963965,NO
0.31142860360360364,YES
0.253366966966967,NO
0.23159699699699696,NO
0.32931253753753764,NO
0.40668220720720727,NO
0.46521066066066064,YES
0.40573093093093093,NO
0.5099565315315315,YES
0.43338385885885894,NO
0.3396722222222222,NO
0.6013312312312312,YES
0.46627432432432436,YES
0.4290380630630631,YES
0.5066082582582583,YES
0.4060996246246247,NO
0.47402515015015023,NO
0.5539647147147148,YES
0.5059460210210212,NO
0.5685380630630631,YES
0.44732417417417425,NO
0.5454847597597599,NO
0.4196533783783784,NO
0.4416951201201202,NO
0.33568828828828834,NO
0.3993858858858859,YES
0.4010819819819821,NO
0.4399734984984986,YES
0.4345955705705706,NO
0.4227784534534535,YES
0.5121523273273273,NO
0.45937019519519523,NO
0.5434057057057058,NO
0.45902417417417424,NO
0.5727927177177178,YES
0.49036081081081084,NO
0.4805831081081081,YES
0.3636934684684685,NO
0.40465908408408413,NO
0.5519451951951952,YES
0.323970945945946,YES
0.3893082582582583,YES
0.42263903903903904,YES
0.3165780780780781,NO
0.5037257507507509,NO
0.4399494744744745,YES
0.2842666666666667,NO
0.5234565315315316,YES
0.29537552552552554,NO
0.33808581081081085,NO
0.2538732732732733,NO
0.36769249249249253,NO
0.40434639639639647,NO
0.24720060060060062,YES
0.4786298798798799,NO
0.39144534534534536,YES
0.42320330330330336,NO
0.33548791291291297,YES
0.4538317567567568,NO
0.2755417417417418,NO
0.4702236486486487,NO
0.4420281531531532,NO
0.4371457957957958,YES
0.4369740240240241,NO
0.35788513513513515,YES
0.39604496996997,NO
0.34539316816816823,NO
0.3589511261261261,YES
0.2221081831831832,YES
0.2439763513513514,YES
0.409718918918919,YES
0.29713581081081086,NO
0.42124031531531536,NO
0.47255172672672674,YES
0.14310232732732733,NO
0.4632330330330331,YES
0.24867342342342347,NO
0.4193201201201202,NO
0.28856291291291297,NO
0.3081927177177177,NO
0.28794496996997,NO
0.277525975975976,YES
0.38784016516516523,NO
0.2919542792792793,YES
0.23817184684684686,NO
0.278051951951952,YES
0.19218145645645646,NO
0.1678084084084084,NO
0.29085285285285284,NO
0.37137912912912924,NO
0.4074283033033034,YES
0.35695412912912916,NO
0.4876432432432433,YES
0.32322192192192195,NO
0.4200153903903905,NO
0.3711728978978979,YES
0.4844186186186187,YES
0.5167466966966967,YES
0.4371788288288289,YES
0.3629253003003003,NO
0.2759638888888889,NO
0.3591698198198199,YES
0.2474801801801802,NO
0.46376996996997005,YES
0.14663198198198202,NO
0.3938725975975977,NO
0.4287328078078078,NO
0.3824844594594595,NO
0.3689183933933934,NO
0.44325495495495504,YES
0.3267224474474475,NO
0.37993018018018027,YES
0.12021043543543544,NO
0.41685608108108113,YES
0.41817349849849855,NO
0.43735045045045046,NO
0.3604861861861862,NO
0.4053012762762763,NO
0.3986820570570571,YES
0.42097417417417426,NO
0.324191966966967,YES
0.33975157657657656,NO
0.3798126876876877,NO
0.3979740990990991,YES
0.28882770270270275,YES
0.43622064564564567,YES
0.38682905405405404,YES
0.2929970720720721,NO
0.34933160660660667,NO
0.30139617117117123,YES
0.1493262762762763,NO
0.5186448198198198,YES
0.11256734234234236,NO
0.20922432432432436,NO
0.22756951951951954,NO
0.23400202702702708,NO
0.41191441441441445,NO
0.38455645645645653,YES
0.4460042792792793,NO
0.49323183183183184,YES
0.1733537537537538,NO
0.42902432432432436,YES
0.34384436936936935,NO
0.2861224474474474,NO
0.41900412912912915,NO
0.36666801801801807,NO
0.3387116366366366,YES
0.42768153153153154,NO
0.24529992492492494,YES
0.3399673423423424,NO
0.2996831081081081,NO
0.373150975975976,NO
0.4171492492492493,NO
0.3315195945945946,NO
0.3457103603603604,NO
0.31743490990990997,NO
0.238106981981982,NO
0.4415838588588589,NO
0.2704903153153153,NO
0.3447117117117118,NO
0.2956086336336337,NO
0.6080217717717717,YES
0.47714624624624624,YES
0.46595030030030027,YES
0.2456948948948949,NO
0.3978341591591592,NO
0.28473551051051055,NO
0.2276573573573574,NO
0.29254624624624626,NO
0.3224245495495496,NO
0.27239924924924924,NO
0.30371959459459463,NO
0.28282274774774774,NO
0.34245915915915925,NO
0.4288445945945946,NO
0.322751951951952,NO
0.5381047297297298,NO
0.22505060060060061,YES
0.45066554054054053,YES
0.39689054054054057,NO
0.49016689189189194,NO
0.4449323573573574,NO
0.27664549549549555,NO
0.3481054804804805,YES
0.2924143393393394,YES
0.3535801801801802,NO
0.37498340840840844,NO
0.34609444444444454,NO
0.4360937687687688,NO
0.3826933933933934,NO
0.2642953453453454,NO
0.32326704204204204,NO
0.39858858858858864,YES
0.34136463963963964,NO
0.2937811561561562,YES
0.4504054804804805,NO
0.4804343093093093,YES
0.44503243243243246,NO
0.3484559309309309,NO
0.23223633633633636,NO
0.3648565315315315,NO
0.3766042042042042,NO
0.35920135135135145,NO
0.2803048798798799,NO
0.3603906906906908,NO
0.31814421921921926,NO
0.29657439939939945,NO
0.4623177927927928,YES
0.36624069069069076,YES
0.4330828828828829,YES
0.46836929429429436,YES
0.3591248498498499,NO
0.24953633633633637,NO
0.419065990990991,YES
0.1862213963963964,NO
0.4473591591591592,YES
0.20816148648648652,NO
0.3580466966966967,NO
0.3486404654654655,NO
0.2815975975975976,NO
0.3529646396396397,NO
0.44835157657657665,YES
0.32779602102102107,NO
0.5459347597597599,YES
0.14710765765765765,NO
0.45422537537537544,YES
0.28415660660660663,NO
0.29595472972972975,NO
0.42978400900900904,NO
0.33312072072072074,NO
0.46073340840840854,YES
0.4470253753753754,NO
0.3651185435435436,YES
0.4149232732732733,YES
0.24696501501501503,YES
0.5400632882882883,NO
0.545936936936937,NO
0.3397350600600601,NO
0.2812120870870871,NO
0.3453104354354355,YES
0.4774526276276277,YES
0.347028978978979,NO
0.42477079579579585,NO
0.29089864864864867,NO
0.3802273273273274,NO
0.45989159159159165,NO
0.27595105105105106,NO
0.3048795045045045,NO
0.38737109609609616,YES
0.2815432432432433,NO
0.5028000750750752,YES
0.35034174174174176,NO
0.528551951951952,YES
0.3326945945945946,NO
0.3371686186186187,NO
0.31807695195195196,NO
0.518818018018018,NO
0.2728803303303303,NO
0.4458967717717718,NO
0.30827687687687694,NO
0.44577387387387396,NO
0.3541297297297298,NO
0.38514594594594603,NO
0.28331501501501505,NO
0.46969879879879883,NO
0.4333112612612613,NO
0.42259879879879886,NO
0.3924213213213214,NO
0.29509226726726734,NO
0.35534054054054054,NO
0.3123595345345346,YES
0.3967451201201202,NO
0.23652274774774779,YES
0.4269470720720721,NO
0.4455015015015015,NO
0.37853145645645647,NO
0.3881268018018018,NO
0.39848370870870875,NO
0.3359499249249249,NO
0.2809893393393394,NO
0.2598030780780781,NO
0.3147825825825826,NO
0.4298747747747748,YES
0.436413963963964,YES
0.287007957957958,YES
0.4486397897897898,YES
0.3680741741741742,NO
0.3738096846846847,YES
0.3407030780780781,NO
0.41079894894894897,YES
0.2181875375375376,YES
0.4523361861861862,NO
0.5559267267267268,NO
0.33448948948948953,NO
0.22642064564564562,NO
0.27080382882882886,YES
0.48822890390390394,YES
0.31879331831831836,NO
0.3374991741741742,NO
0.2496392642642643,NO
0.30620457957957964,NO
0.41038963963963965,NO
0.29549376876876876,NO
0.30949572072072074,NO
0.34392462462462464,YES
0.3011278528528529,NO
0.5130766516516516,YES
0.39459376876876884,NO
0.45977154654654656,YES
0.37700225225225226,NO
0.2723954204204204,NO
0.2511251501501502,NO
0.4271572072072073,NO
0.2400841591591592,NO
0.35400765765765774,NO
0.2724165915915916,NO
0.3945873873873874,NO
0.41025165165165167,NO
0.4506012012012013,NO
0.41888843843843854,NO
0.49956066066066074,NO
0.38716403903903907,NO
0.45966366366366374,NO
0.5473114864864866,NO
0.2541304804804805,NO
0.4015107357357358,NO
0.460563963963964,YES
0.4087792792792793,NO
0.496662012012012,YES
0.5200325075075075,NO
0.5520108858858859,NO
0.43875495495495503,NO
0.4637734234234234,NO
0.46395285285285287,NO
0.35658536036036037,NO
0.31238100600600605,NO
0.43655975975975986,NO
0.376207882882883,NO
0.37963415915915916,YES
0.44598723723723727,YES
0.3842974474474475,YES
0.46322042042042055,YES
0.5003316066066067,NO
0.4120920420420421,YES
0.3935346846846847,NO
