UPPERTRACED_RFUNDER_MULTI_VSM_SUM.csv,Associated
0.3815895890008088,NO
0.412102051319756,NO
0.22770384530549226,NO
0.6703183589441954,NO
0.4870230130137491,NO
0.5410631571208001,NO
0.5177560473494597,NO
0.5978972134401884,NO
0.4442320417616353,NO
0.6559811778545697,YES
0.2624071759429454,NO
0.6861995441511655,YES
0.7852363796779651,NO
0.8222924784942286,NO
0.11587383280641132,NO
0.6834056319388282,NO
0.7322255716491436,NO
0.7103889419895597,NO
0.6470112491728551,NO
0.7008308212631426,NO
0.6837732519667673,NO
0.5317256084111464,YES
0.533563708550842,YES
0.5970884493787223,YES
0.39357400191162417,YES
0.4357032571134476,NO
0.5270935960591134,YES
0.7174472465259909,NO
0.5532681420483789,YES
0.49974266598044265,YES
0.6775237114918022,NO
0.6714212190280128,NO
0.7353135798838322,NO
0.6664951106536285,NO
0.6764208514079848,YES
0.6109844864348212,YES
0.7070803617381076,NO
0.6844349680170577,NO
0.31865304021763113,NO
0.6478200132343211,NO
0.7830306595103302,NO
0.4910668333210793,NO
0.08852290272774062,NO
0.40908756709065514,YES
0.6337034041614589,NO
0.5572384383501214,YES
0.006911256525255503,NO
0.7243585030512465,YES
0.6811999117711934,NO
0.5047422983604148,NO
0.6045143739430926,NO
0.7270053672524082,NO
0.5407690610984488,NO
0.6952429968384679,NO
0.7405337842805677,NO
0.7323726196603192,NO
0.3925446658333947,NO
0.47695022424821715,NO
0.24145283435041542,NO
0.7218586868612603,NO
0.5488567017131095,NO
0.5969414013675466,NO
0.5821630762443939,NO
0.5853981324902582,NO
0.48084699654437185,NO
0.8107492096169401,YES
0.3349753694581281,NO
0.5858392765237852,YES
0.7575178295713552,NO
0.8176604661421957,NO
0.1094772443202706,NO
0.7405337842805678,NO
0.7930299242702744,NO
0.7220792588780238,NO
0.7352400558782444,NO
0.669656642893905,NO
0.7613410778619222,NO
0.8027350930078672,YES
0.7870744798176607,YES
0.7430336004705538,YES
0.34732740239688265,YES
0.44202632159400046,NO
0.6161311668259688,YES
0.7208293507830309,NO
0.5702521873391664,YES
0.4534225424601133,YES
0.6770825674582753,NO
0.6775237114918022,NO
0.7617086978898612,NO
0.6906845084920228,NO
0.6387765605470187,YES
0.6320123520329389,YES
0.7340636717888391,NO
0.676788471435924,NO
0.3468127343577678,NO
0.6352474082788032,NO
0.81920447025954,NO
0.5323873244614368,NO
0.12704948165576063,NO
0.34379825012866705,YES
0.6455407690610986,NO
0.534813616645835,YES
0.0047055363576207695,NO
0.7009778692743183,YES
0.6807587677376664,NO
0.5076097345783399,NO
0.6148812587309759,NO
0.7229615469450777,NO
0.5592235865009927,NO
0.7171531505036396,NO
0.7575913535769431,NO
0.7559003014484231,NO
0.41739577972207936,NO
0.3600470553635763,NO
0.7467833247555329,YES
0.7206087787662673,YES
0.6903904124696716,YES
0.57958973604882,YES
0.38813322549812523,NO
0.2560841114623925,NO
0.798176604661422,YES
0.43732078523637974,NO
0.7703845305492245,YES
0.7496507609734581,NO
0.7659730902139551,NO
0.741636644364385,NO
0.7122270421292553,NO
0.6709065509888981,NO
0.6448790530108082,YES
0.6623777663407104,NO
0.7397985442246895,YES
0.7256819351518273,NO
0.6619366223071834,YES
0.41724873171090365,NO
0.6565693698992723,NO
0.7861186677450188,NO
0.6798764796706126,NO
0.60054407764135,YES
0.7511947650908023,NO
0.41879273582824794,YES
0.44092346151018313,NO
0.417983971766782,NO
0.2888022939489744,NO
0.7010513932799061,NO
0.5830453643114478,NO
0.5995147415631205,NO
0.5982648334681274,NO
0.6380413204911406,NO
0.4272479964708478,NO
0.770605102565988,YES
0.3330637453128447,NO
0.6512021174913611,YES
0.7528858172193222,NO
0.7873685758400119,NO
0.07661201382251306,NO
0.6391441805749579,NO
0.7883243879126537,NO
0.6690684508492024,NO
0.6716417910447763,NO
0.6890669803690906,NO
0.6945077567825897,NO
0.7609734578339828,YES
0.740019116241453,YES
0.6796559076538491,YES
0.42989486067200944,YES
0.48371443276229703,NO
0.6033379898536874,YES
0.7008308212631426,NO
0.4365855451805016,NO
0.3990147783251233,NO
0.7221527828836116,YES
0.7425924564370269,YES
0.6605396662010148,YES
0.5723108594956254,YES
0.39247114182780685,NO
0.2909344901110213,NO
0.7956032644658483,YES
0.5257701639585326,NO
0.7509006690684511,YES
0.7508271450628631,NO
0.7723696787000958,NO
