UPPERTRACED_SUM_RAW_LSA_MAX.csv,Associated
0.41478411456813175,NO
0.4136750141069794,NO
0.2870235246045181,NO
0.3897417936294826,NO
0.4541279940847974,NO
0.5064892105928822,NO
0.5135524293191679,NO
0.16998423909870994,NO
0.1689,NO
0.26106668223298884,YES
0.4257583717626913,NO
0.33799999999999997,YES
0.2427,NO
0.4408187885509699,NO
0.2223,NO
0.32430486642149703,NO
0.6103360379818262,NO
0.2423481797131905,NO
0.2673515848461852,NO
0.2179,NO
0.4099974704726324,NO
0.39935399762613577,YES
0.5559511995797093,YES
0.2871597299243087,YES
0.3797598894791118,YES
0.40431576284708026,NO
0.5292354989979179,YES
0.17770902652112155,NO
0.4036347362481271,YES
0.3689023797015157,YES
0.3362,NO
0.19965754091024068,NO
0.3471679022434961,NO
0.278753915902944,NO
0.3947,YES
0.4051135368629968,YES
0.1364,NO
0.20749907574961568,NO
0.30428268441227396,NO
0.2212363551456424,NO
0.1797,NO
0.2476407292821979,NO
0.19045395287295933,NO
0.2811,YES
0.34594205436538045,NO
0.2931333060922693,YES
0.09442920242056307,NO
0.3399,YES
0.2188430330978927,NO
0.3223396182359465,NO
0.32021870682777803,NO
0.1235,NO
0.37291070768392576,NO
0.2334170023154904,NO
0.2985426030782401,NO
0.1008,NO
0.41478411456813175,NO
0.4136750141069794,NO
0.2870235246045181,NO
0.3897417936294826,NO
0.4541279940847974,NO
0.5064892105928822,NO
0.5135524293191679,NO
0.16998423909870994,NO
0.2187,NO
0.4574,YES
0.4257583717626913,NO
0.2015,YES
0.2371140038526647,NO
0.4408187885509699,NO
0.21631350573035235,NO
0.32430486642149703,NO
0.6103360379818262,NO
0.2423481797131905,NO
0.2673515848461852,NO
0.1755,NO
0.4099974704726324,NO
0.4465,YES
0.5559511995797093,YES
0.3653,YES
0.3797598894791118,YES
0.40431576284708026,NO
0.5292354989979179,YES
0.17770902652112155,NO
0.4036347362481271,YES
0.3689023797015157,YES
0.3356,NO
0.19965754091024068,NO
0.3471679022434961,NO
0.278753915902944,NO
0.3435,YES
0.4051135368629968,YES
0.1731,NO
0.20749907574961568,NO
0.30428268441227396,NO
0.2212363551456424,NO
0.2289,NO
0.2476407292821979,NO
0.2075,NO
0.22859144241433654,YES
0.34594205436538045,NO
0.2931333060922693,YES
0.09442920242056307,NO
0.3081,YES
0.2188430330978927,NO
0.3223396182359465,NO
0.32021870682777803,NO
0.11800000000000001,NO
0.37291070768392576,NO
0.2334170023154904,NO
0.2985426030782401,NO
0.1328,NO
0.6161344930243418,NO
0.5244683128052458,NO
0.5080458428190611,YES
0.6520343237405871,YES
0.5206156480454536,YES
0.6223610219290564,YES
0.5957815266670557,NO
0.4650438775708754,NO
0.5218025801179148,YES
0.7086568209678359,NO
0.5525655244877706,YES
0.679469966726986,NO
0.5971241219621348,NO
0.5992839491759577,NO
0.4846574436207265,NO
0.4889770980483722,NO
0.658688926507501,YES
0.5052633627147665,NO
0.37337769735177934,YES
0.455840289533594,NO
0.5816745471173116,YES
0.5841457007763702,NO
0.6889070495981943,NO
0.6022999241141789,NO
0.5750783180588794,NO
0.6684957095324265,YES
0.662366470141848,NO
0.5480902068375071,YES
0.41478411456813175,NO
0.4136750141069794,NO
0.2870235246045181,NO
0.3897417936294826,NO
0.4541279940847974,NO
0.5064892105928822,NO
0.5135524293191679,NO
0.16998423909870994,NO
0.16116980911797327,NO
0.4028,YES
0.4257583717626913,NO
0.2904,YES
0.2371140038526647,NO
0.4408187885509699,NO
0.21631350573035235,NO
0.32430486642149703,NO
0.6103360379818262,NO
0.2423481797131905,NO
0.2673515848461852,NO
0.2019,NO
0.4099974704726324,NO
0.39935399762613577,YES
0.5559511995797093,YES
0.2871597299243087,YES
0.3797598894791118,YES
0.40431576284708026,NO
0.5292354989979179,YES
0.17770902652112155,NO
0.6161344930243418,NO
0.5244683128052458,NO
0.5080458428190611,YES
0.6520343237405871,YES
0.5206156480454536,YES
0.6223610219290564,YES
0.5957815266670557,NO
0.4650438775708754,NO
0.5218025801179148,YES
0.7086568209678359,NO
0.5525655244877706,YES
0.679469966726986,NO
0.5971241219621348,NO
0.5992839491759577,NO
0.4846574436207265,NO
0.4889770980483722,NO
0.658688926507501,YES
0.5052633627147665,NO
0.37337769735177934,YES
0.455840289533594,NO
0.5816745471173116,YES
0.5841457007763702,NO
0.6889070495981943,NO
0.6022999241141789,NO
0.5750783180588794,NO
0.6684957095324265,YES
0.662366470141848,NO
0.5480902068375071,YES
0.41478411456813175,NO
0.4136750141069794,NO
0.2870235246045181,NO
0.3897417936294826,NO
0.4541279940847974,NO
0.5064892105928822,NO
0.5135524293191679,NO
0.16998423909870994,NO
0.1999,NO
0.26106668223298884,YES
0.4257583717626913,NO
0.2447,YES
0.2519,NO
0.4408187885509699,NO
0.21631350573035235,NO
0.32430486642149703,NO
0.6103360379818262,NO
0.2423481797131905,NO
0.2673515848461852,NO
0.2256,NO
0.4099974704726324,NO
0.39935399762613577,YES
0.5559511995797093,YES
0.2871597299243087,YES
0.3797598894791118,YES
0.40431576284708026,NO
0.5292354989979179,YES
0.17770902652112155,NO
0.41478411456813175,NO
0.4136750141069794,NO
0.2870235246045181,NO
0.3897417936294826,NO
0.4541279940847974,NO
0.5064892105928822,NO
0.5135524293191679,NO
0.16998423909870994,NO
0.2198,NO
0.3428,YES
0.4257583717626913,NO
0.18294320238164727,YES
0.2371140038526647,NO
0.4408187885509699,NO
0.21631350573035235,NO
0.32430486642149703,NO
0.6103360379818262,NO
0.2423481797131905,NO
0.31,NO
0.1309,NO
0.4099974704726324,NO
0.4042,YES
0.5559511995797093,YES
0.4941,YES
0.3797598894791118,YES
0.40431576284708026,NO
0.5292354989979179,YES
0.17770902652112155,NO
0.41478411456813175,NO
0.4136750141069794,NO
0.2870235246045181,NO
0.3897417936294826,NO
0.4541279940847974,NO
0.5064892105928822,NO
0.5135524293191679,NO
0.16998423909870994,NO
0.1751,NO
0.3579,YES
0.4257583717626913,NO
0.2083,YES
0.2371140038526647,NO
0.4408187885509699,NO
0.21631350573035235,NO
0.32430486642149703,NO
0.6103360379818262,NO
0.2423481797131905,NO
0.2673515848461852,NO
0.1912,NO
0.4099974704726324,NO
0.4038,YES
0.5559511995797093,YES
0.2871597299243087,YES
0.3797598894791118,YES
0.40431576284708026,NO
0.5292354989979179,YES
0.17770902652112155,NO
0.41478411456813175,NO
0.4136750141069794,NO
0.2870235246045181,NO
0.3897417936294826,NO
0.4541279940847974,NO
0.5064892105928822,NO
0.5135524293191679,NO
0.16998423909870994,NO
0.16116980911797327,NO
0.4397,YES
0.4257583717626913,NO
0.2347,YES
0.2371140038526647,NO
0.4408187885509699,NO
0.21631350573035235,NO
0.32430486642149703,NO
0.6103360379818262,NO
0.2423481797131905,NO
0.2673515848461852,NO
0.1702,NO
0.4099974704726324,NO
0.39935399762613577,YES
0.5559511995797093,YES
0.314,YES
0.3797598894791118,YES
0.40431576284708026,NO
0.5292354989979179,YES
0.17770902652112155,NO
0.8494931216313505,NO
0.8632498589302043,NO
0.8392971805498801,YES
0.5664000933979334,YES
0.6525791450197497,YES
1.0,YES
0.920611756464888,NO
0.6697410153133695,NO
0.7596754421808417,YES
0.4737221022318214,NO
0.9841223512929776,YES
0.5388087871889167,NO
0.7485066059580098,NO
0.7931430350436829,NO
0.6502247387776544,NO
0.7364037903994707,NO
0.8157531181289279,YES
0.6886735547642674,NO
0.4924211468487926,YES
0.4306228474694997,NO
0.6620551436966122,YES
0.671375479150857,NO
0.7207985523320296,NO
0.6712198159282391,NO
0.8199949409452648,NO
0.9389216430253148,YES
0.9913801490475354,NO
0.7399062129083727,YES
0.1799,NO
0.2304594010857509,NO
0.3595,YES
0.2156,NO
0.1535,NO
0.4159,YES
0.2355184558208316,NO
0.14387173350456287,NO
0.5448,YES
0.191,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.17868192166248315,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3794,YES
0.3359,NO
0.2874,YES
0.6161344930243418,NO
0.5244683128052458,NO
0.5080458428190611,YES
0.6520343237405871,YES
0.5206156480454536,YES
0.6223610219290564,YES
0.5957815266670557,NO
0.4650438775708754,NO
0.5218025801179148,YES
0.7086568209678359,NO
0.5525655244877706,YES
0.679469966726986,NO
0.5971241219621348,NO
