Random_MAX.csv,Associated
0.9607142857142856,NO
0.6595238095238095,NO
0.2785714285714286,NO
0.9023809523809524,NO
0.6071428571428571,NO
0.7488095238095238,NO
0.2380952380952381,NO
0.6285714285714286,NO
0.1689,NO
0.2469,YES
0.1988095238095238,NO
0.8095238095238095,YES
0.4476190476190477,NO
0.2571428571428571,NO
0.7738095238095238,NO
0.6380952380952379,NO
0.14523809523809525,NO
0.6797619047619048,NO
0.9940476190476192,NO
0.325,NO
0.22023809523809526,NO
0.3809523809523809,YES
0.6964285714285714,YES
0.1668,YES
0.6940476190476189,YES
0.24523809523809526,NO
0.3952380952380952,YES
0.6392857142857142,NO
0.13333333333333333,YES
0.7214285714285714,YES
0.9297619047619048,NO
0.9392857142857144,NO
0.1148,NO
0.5035714285714286,NO
0.875,YES
0.8880952380952379,YES
0.4107142857142857,NO
0.3357142857142857,NO
0.7880952380952381,NO
0.7357142857142858,NO
0.9892857142857144,NO
0.8595238095238096,NO
0.9797619047619048,NO
0.4130952380952381,YES
0.4773809523809524,NO
0.3595238095238095,YES
0.31666666666666665,NO
0.9785714285714284,YES
0.375,NO
0.1212,NO
0.3488095238095238,NO
0.43095238095238103,NO
0.2619047619047619,NO
0.1903,NO
0.11190476190476192,NO
0.20595238095238091,NO
0.7726190476190476,NO
0.2107142857142857,NO
0.27380952380952384,NO
0.2865,NO
0.1512,NO
0.2773809523809524,NO
0.955952380952381,NO
0.07976190476190476,NO
0.625,NO
0.4574,YES
0.5583333333333333,NO
0.9214285714285714,YES
0.9071428571428573,NO
0.9773809523809524,NO
0.45,NO
0.5571428571428572,NO
0.2023809523809524,NO
0.14761904761904762,NO
0.8154761904761905,NO
0.4523809523809524,NO
0.3797619047619048,NO
0.5702380952380952,YES
0.4252,YES
0.3653,YES
0.25357142857142856,YES
0.5285714285714286,NO
0.1927,YES
0.8392857142857143,NO
0.455952380952381,YES
0.4738095238095238,YES
0.7892857142857143,NO
0.5511904761904762,NO
0.35,NO
0.5333333333333333,NO
0.8654761904761905,YES
0.6488095238095238,YES
0.7511904761904762,NO
0.5964285714285714,NO
0.9059523809523811,NO
0.8059523809523811,NO
0.2904761904761905,NO
0.2333333333333333,NO
0.2075,NO
0.6773809523809524,YES
0.0927,NO
0.8011904761904762,YES
0.480952380952381,NO
0.8976190476190476,YES
0.7904761904761904,NO
0.6059523809523809,NO
0.9333333333333332,NO
0.8809523809523809,NO
0.8511904761904762,NO
0.8464285714285714,NO
0.18214285714285716,NO
0.8261904761904761,NO
0.3690476190476191,NO
0.23095238095238094,NO
0.6226190476190476,YES
0.3348,YES
0.988095238095238,YES
0.9642857142857144,YES
0.7285714285714285,NO
0.2261904761904762,NO
0.4321428571428572,YES
0.38333333333333336,NO
0.9464285714285714,YES
0.2869047619047619,NO
0.8452380952380952,NO
0.1934,NO
0.2607142857142857,NO
0.14404761904761906,NO
0.2392857142857143,YES
0.9714285714285714,NO
0.725,YES
0.85,NO
0.8488095238095238,YES
0.7071428571428572,NO
0.6952380952380952,NO
0.22976190476190475,NO
0.4380952380952381,NO
0.5488095238095239,YES
0.3583333333333333,NO
0.3880952380952381,YES
0.6833333333333333,NO
0.24761904761904766,NO
0.25476190476190474,NO
0.4880952380952381,NO
0.1977,NO
0.6238095238095238,NO
0.1684,NO
0.3023809523809524,NO
0.4142857142857143,NO
0.5797619047619048,YES
0.9202380952380952,NO
0.2904,YES
0.2226190476190476,NO
0.7464285714285714,NO
0.1689,NO
0.4857142857142857,NO
0.23214285714285715,NO
0.7166666666666667,NO
0.4226190476190476,NO
0.3535714285714286,NO
0.7642857142857142,NO
0.6988095238095238,YES
0.9916666666666668,YES
0.4690476190476191,YES
0.8404761904761905,YES
0.7452380952380953,NO
0.6583333333333333,YES
0.6190476190476191,NO
0.1976190476190476,NO
0.5773809523809523,NO
0.6178571428571429,YES
0.7630952380952379,YES
1.0,YES
0.9726190476190476,YES
0.8714285714285714,NO
0.1761904761904762,NO
0.29404761904761906,YES
0.9821428571428572,NO
0.26666666666666666,YES
0.17261904761904762,NO
0.5071428571428571,NO
0.75,NO
0.2375,NO
0.17023809523809524,NO
0.31785714285714284,YES
0.669047619047619,NO
0.3654761904761905,YES
0.4202380952380952,NO
0.2630952380952381,YES
0.6321428571428571,NO
0.5523809523809524,NO
0.4392857142857143,NO
0.44642857142857145,NO
0.7976190476190477,YES
0.1116,NO
0.5869047619047619,YES
0.4952380952380953,NO
0.0745,NO
0.2381,NO
0.8202380952380952,NO
0.6916666666666667,NO
0.1997,NO
0.30595238095238103,NO
0.1536,NO
0.5083333333333333,NO
0.1989,YES
0.9845238095238096,NO
0.2447,YES
0.8226190476190476,NO
0.4666666666666667,NO
0.225,NO
0.7178571428571429,NO
0.2357142857142857,NO
0.4797619047619048,NO
0.7297619047619047,NO
0.8833333333333333,NO
0.9357142857142856,NO
0.4761904761904762,YES
0.9904761904761904,YES
0.4845238095238095,YES
0.5666666666666667,YES
0.37857142857142856,NO
0.25952380952380955,YES
0.6869047619047619,NO
0.9440476190476189,NO
0.911904761904762,NO
0.3928571428571429,NO
0.44404761904761897,NO
0.6511904761904762,NO
0.5273809523809524,NO
0.1339,NO
0.9035714285714286,NO
0.6928571428571428,NO
0.794047619047619,YES
0.2344,NO
0.4654761904761905,YES
0.1773809523809524,NO
0.1630952380952381,NO
0.19047619047619047,NO
0.204,NO
0.1327,NO
0.4619047619047619,NO
0.580952380952381,NO
0.16071428571428573,NO
0.5321428571428571,NO
0.4042,YES
0.7095238095238096,YES
0.575,YES
0.1783,YES
0.4369047619047619,NO
0.8238095238095238,YES
0.6464285714285715,NO
0.7035714285714286,NO
0.7261904761904762,NO
0.555952380952381,NO
0.8428571428571429,NO
0.9309523809523811,NO
0.2071428571428572,NO
0.7833333333333333,NO
0.7047619047619048,NO
0.8916666666666667,NO
0.5095238095238095,YES
0.4023809523809524,NO
0.2416666666666667,YES
0.8273809523809523,NO
0.2041,NO
0.4892857142857143,NO
0.0988095238095238,NO
0.1869047619047619,NO
0.7142857142857143,NO
0.8797619047619047,NO
0.6130952380952381,NO
0.9178571428571428,NO
0.4038,YES
0.5988095238095238,YES
0.8821428571428571,YES
0.2675,YES
0.7809523809523811,NO
0.7273809523809524,YES
0.655952380952381,NO
0.8416666666666667,NO
0.7678571428571429,NO
0.10800000000000001,NO
0.7702380952380953,NO
0.8785714285714286,NO
0.6309523809523809,NO
0.11428571428571427,NO
0.3416666666666667,NO
0.9678571428571427,NO
0.6845238095238095,YES
0.39404761904761904,NO
0.8583333333333333,YES
0.7988095238095239,NO
0.5857142857142857,NO
0.2045,NO
0.961904761904762,NO
0.4916666666666666,NO
0.2928571428571429,NO
0.6119047619047621,NO
0.5476190476190477,NO
0.6738095238095239,NO
0.6976190476190476,YES
0.3303,YES
0.32142857142857145,YES
0.4297619047619048,YES
0.8023809523809524,NO
0.8119047619047619,YES
0.6011904761904762,NO
0.5392857142857143,NO
0.15357142857142858,NO
0.7761904761904762,YES
0.4404761904761905,YES
0.1238095238095238,YES
0.3773809523809524,YES
0.8619047619047621,NO
0.9869047619047621,NO
0.43333333333333335,YES
0.475,NO
0.3404761904761905,YES
0.1059,NO
0.2131,NO
0.3630952380952381,NO
0.8940476190476191,NO
0.2511904761904762,NO
0.9833333333333332,YES
0.8547619047619047,NO
0.2369,YES
0.5190476190476191,NO
0.13452380952380952,YES
0.1271,NO
0.7011904761904761,NO
0.3025,NO
0.125,NO
0.3399,YES
0.8083333333333333,NO
0.4214285714285714,YES
0.5011904761904762,NO
0.5023809523809524,NO
0.3595,YES
0.6107142857142858,NO
0.35714285714285715,NO
0.5916666666666667,YES
0.6035714285714285,NO
0.6154761904761905,NO
0.5448,YES
0.32857142857142857,NO
0.65,YES
0.1528,NO
0.3264,NO
0.9547619047619048,NO
0.7690476190476191,NO
0.4928571428571429,NO
0.21899999999999997,NO
0.7440476190476191,NO
0.9142857142857144,NO
0.7190476190476189,NO
0.8988095238095238,NO
0.26785714285714285,NO
0.5059523809523809,NO
0.3767,NO
0.7130952380952381,NO
0.3904761904761905,YES
0.3359,NO
0.4154761904761905,YES
0.35119047619047616,NO
0.0364,NO
0.5726190476190476,YES
0.6666666666666666,YES
