NONETRACED_MEDIAN_RAW_LSA_SUM.csv,Associated
0.5796527842896704,NO
0.6060491877320991,NO
0.4526584150692452,NO
0.4303187444643224,NO
0.4123774780282484,NO
0.6438847833822594,NO
0.6398852141567567,NO
0.31991558130193,NO
0.45988535338045367,NO
0.47770434865217126,YES
0.5799901151175232,NO
0.5644383368009587,YES
0.5453046603494597,NO
0.7229822698622054,NO
0.4774172202514788,NO
0.4571936679424743,NO
0.6606980921849234,NO
0.3779579405211797,NO
0.1636695763054371,NO
0.2768381315688504,NO
0.47789746010933964,NO
0.4154148477158919,YES
0.5238475860863113,YES
0.45355632601767404,YES
0.6895529404249516,YES
0.601928248201455,NO
0.6492825680056573,YES
0.3623449037779988,NO
0.35529256836190626,YES
0.47532730876908635,YES
0.4697172489561293,NO
0.23903480305784378,NO
0.2632113256020503,NO
0.35303550654699434,NO
0.5877040087825584,YES
0.2402679974268185,YES
0.2561826582144233,NO
0.18990497163726658,NO
0.3238402154200072,NO
0.21239549521254744,NO
0.3341408034763338,NO
0.3572739672570434,NO
0.24990997550072416,NO
0.4087363688740038,YES
0.3145765163200883,NO
0.25700014700384466,YES
0.025202109812281395,NO
0.32838529584830833,YES
0.15790121095952564,NO
0.27266248531497106,NO
0.30111956326345257,NO
0.2156956701020796,NO
0.2738901107360715,NO
0.4027261637770242,NO
0.34094982500809745,NO
0.2049797859476609,NO
0.61205005665176,NO
0.6474724961539453,NO
0.4803726936468542,NO
0.6107985994096095,NO
0.552199099714059,NO
0.7344915652961184,NO
0.711907761843944,NO
0.3008443917214314,NO
0.5072523671099576,NO
0.6823144547365333,YES
0.6387267092063307,NO
0.4550441359593106,YES
0.5348631287741393,NO
0.6851590405521774,NO
0.5437690229731383,NO
0.6109045732118046,NO
0.7247776003813091,NO
0.4869782028923314,NO
0.35393104250294727,NO
0.294661713032935,NO
0.5914757425229707,NO
0.8284461857416097,YES
0.9569420415844804,YES
0.6254226565273596,YES
0.6082815987630383,YES
0.6728705837936246,NO
0.7471380726444681,YES
0.37125571175453387,NO
0.4660647562172593,YES
0.4899924778255551,YES
0.5678809293427454,NO
0.30070787060222026,NO
0.38776731461648173,NO
0.5181850307500103,NO
0.7115122027522885,YES
0.32940768916098473,YES
0.369354079848066,NO
0.2343055378682313,NO
0.4541669447728257,NO
0.2390993373361511,NO
0.4976886818914603,NO
0.5551585041314632,NO
0.42422328532709175,NO
0.41326785451778847,YES
0.44117352473042815,NO
0.2917155758148784,YES
0.05678705285136271,NO
0.35664787010265286,YES
0.23763822558579392,NO
0.3927534884749394,NO
0.37356510530020515,NO
0.30448312588320026,NO
0.41485909947655986,NO
0.5440937417719818,NO
0.545989640937991,NO
0.32000476636421005,NO
0.4386852696824428,NO
0.46781741876809135,NO
0.47238395602496674,YES
0.6206231243189811,YES
0.6465374861851191,YES
0.708866543030564,YES
0.595371057768416,NO
0.3293345557719892,NO
0.4788651466987808,YES
0.3958478579820016,NO
0.577717411110788,YES
0.3916243023971454,NO
0.5520216304487139,NO
0.6189643968153807,NO
0.4664325524658357,NO
0.3830963595869643,NO
0.7381172779474168,YES
0.27278401941269714,NO
0.4944554162727113,YES
0.2638590433775996,NO
0.5844513337425418,YES
0.4448830172887167,NO
0.5674780814810779,NO
0.45331317592592957,NO
0.4707042630705458,NO
0.6537818684065806,YES
0.633568962615571,NO
0.3651226622191518,YES
0.7550113364942571,NO
0.6854787636771925,NO
0.6018481536276167,NO
0.6787509832673589,NO
0.7181099318500002,NO
0.8824892214242337,NO
0.8281889494875952,NO
0.5452782897433492,NO
0.4746192334261353,NO
0.7053022525984669,YES
0.7335146244256511,NO
0.5933038315589818,YES
0.592653820687249,NO
0.7969776173338415,NO
0.5815013473987485,NO
0.4654879606308143,NO
0.9112633199200855,NO
0.46814361170019547,NO
0.2681229738345441,NO
0.37636178178487234,NO
0.5716610165049691,NO
0.883714062371397,YES
0.9803611053214981,YES
0.6012974829584051,YES
0.8377143072413111,YES
0.8046488430306049,NO
0.8741089376290122,YES
0.4411876108926982,NO
0.5277000695709002,NO
0.5075231981484886,NO
0.41338300070471756,YES
0.5563131599561526,YES
0.5318199444497449,YES
0.6335187601884106,YES
0.5624159078633952,NO
0.2865776481268474,NO
0.4369231890580001,YES
0.48850393081728793,NO
0.5669754839354278,YES
0.3762258339397071,NO
0.4975447901059451,NO
0.6716529497201807,NO
0.457047319268191,NO
0.4254564796960665,NO
0.6470115019247675,YES
0.36869227591024656,NO
0.3733597912954888,YES
0.24282668328615423,NO
0.5281726111772879,YES
0.5186017190850709,NO
0.6317477528681104,NO
0.45717286628423814,NO
0.5006634009155185,NO
0.5616899791287298,YES
0.5982529882933345,NO
0.35873172125941766,YES
0.7407311619077412,NO
0.6411559170275903,NO
0.6688611051167573,NO
0.5527451841909033,NO
0.5755096508638216,NO
0.9178320577303342,NO
0.8236526319625668,NO
0.5411811001374628,NO
0.6166274861155072,NO
0.43845309369386254,YES
0.8276173952638554,NO
0.5494993884394374,YES
0.6962077512383742,NO
0.7830208512054928,NO
0.5602070010683371,NO
0.4491146806065075,NO
0.7655240359475584,NO
0.4809434289076713,NO
0.2570989958286124,NO
0.3981836221337832,NO
0.5153537121337136,NO
0.5986250431491089,YES
0.7290060697437014,YES
0.531948521628606,YES
0.8298976337294792,YES
0.8844910943924379,NO
0.8694526420358107,YES
0.49060973018038057,NO
0.3863719655888158,NO
0.4239451655185489,NO
0.37775246272387875,NO
0.44984961793332245,NO
0.4065763541654297,NO
0.5371782550602694,NO
0.45527049731114,NO
0.19691291926294976,NO
0.3157518919067217,NO
0.4736094521424684,YES
0.49714448102933795,NO
0.31430380166683514,YES
0.26559966717346817,NO
0.37658093626298206,NO
0.2239780059317484,NO
0.3853524386463688,NO
0.4849389033185605,NO
0.31811681113855084,NO
0.3640315579172626,NO
0.1381819760183087,NO
0.537189720541187,NO
0.6143854113220805,YES
0.6730226652083666,YES
0.6327169954871047,YES
0.4324283110568593,YES
0.48430690963112677,NO
0.6199126739835542,YES
0.25508377376476843,NO
0.8329024905890924,NO
0.6608490270515736,NO
0.6208200849018861,NO
0.6566684670201582,NO
0.6916385933001462,NO
0.9084455960883053,NO
0.843544504287885,NO
0.5227747446575977,NO
0.5623197616162724,NO
0.6404904277566189,YES
0.8118329495809572,NO
0.5371163414633148,YES
0.6207987099696041,NO
0.8027009397190056,NO
0.5859972900516888,NO
0.46736649778286266,NO
0.895515154294662,NO
0.5445977315546003,NO
0.27550387717521674,NO
0.3813961925594761,NO
0.5379629034364912,NO
0.8867524967108401,YES
0.9999999999999999,YES
0.5641155835131297,YES
0.8682322234884299,YES
0.8020920407859914,NO
0.9126206690681389,YES
0.45679122956226836,NO
0.5961868267356997,NO
0.5983330828671728,NO
0.47207569838086927,NO
0.5088197802476789,NO
0.6131966866398073,NO
0.6322873675378657,NO
0.6414802263449726,NO
0.3351919423875963,NO
0.37722349457211846,NO
0.6826996129990708,YES
0.5470637927073808,NO
0.4814353799353265,YES
0.5395433380846831,NO
0.7091284473732378,NO
0.48590511577474094,NO
0.43357698845221326,NO
0.7007510299482456,NO
0.43181417076114004,NO
0.18122879653807997,NO
0.28207155033366593,NO
0.5109533424538504,NO
0.7437103033315822,YES
0.7905378661839152,YES
0.5810518186504883,YES
0.6074336445528934,YES
0.6140015634002193,NO
0.7045324274511457,YES
0.3469389827579641,NO
0.6058392875350157,NO
0.5144677580439562,NO
0.785936277313949,YES
0.33223049056288545,YES
0.42629296842529385,YES
0.8008718679274872,YES
0.7018011042077087,NO
0.45029824582236777,NO
0.6024419836428535,YES
0.3015294542062549,NO
0.7577913061353017,YES
0.33962638092504316,NO
0.5281837490730362,NO
0.5798820120117292,NO
0.40353128622631307,NO
0.40829011597743414,NO
0.5603347592842755,YES
0.3907932188232076,NO
0.2564942736065039,YES
0.32019812351025523,NO
0.4115298514032725,YES
0.43441577027762424,NO
0.48623720523988856,NO
0.5243783559565015,NO
0.5521145827404382,NO
0.7931467544704113,YES
0.7223586295965829,NO
0.4525893764948631,YES
0.6186994623098931,NO
0.6006927607362967,NO
0.529068556614702,YES
0.3808953148359637,NO
0.45796947151913114,NO
0.8223313171831115,YES
0.6070053269443305,NO
0.37855316277338524,NO
0.6880319624849464,YES
0.41561885137993204,NO
0.8184856310907807,YES
0.40085278609138886,NO
0.6108673103988226,NO
0.7019997846127511,NO
0.4856826035486481,NO
0.4346843082199717,NO
0.649193628632254,NO
0.39119475634419854,NO
0.39764613676762706,NO
0.25923796319007353,NO
0.48575049557493843,NO
0.4515255436582991,NO
0.5287433464381049,NO
0.49876627330512535,NO
0.6725624899421114,NO
0.7459822702716868,YES
0.756707818188593,NO
