UPPERTRACED_RFUNDER_RAW_LSA_MEDIAN.csv,Associated
0.48365851063829784,NO
0.47940851063829787,NO
0.509327659574468,NO
0.5550085106382978,NO
0.4803585106382979,NO
0.4867893617021276,NO
0.4709393617021276,NO
0.1562904255319149,NO
0.08445,NO
0.6128117021276596,YES
0.47760851063829785,NO
0.26474468085106384,YES
0.5947542553191489,NO
0.5583585106382979,NO
0.1164691489361702,NO
0.5039085106382979,NO
0.4767893617021276,NO
0.12459893617021277,NO
0.48415851063829785,NO
0.10895,NO
0.5041585106382979,NO
0.48575851063829784,YES
0.4816893617021276,YES
0.535527659574468,YES
0.5774468085106383,YES
0.530777659574468,NO
0.4772893617021276,YES
0.1028031914893617,NO
0.4206212765957446,YES
0.48922127659574466,YES
0.4872489361702127,NO
0.5417159574468086,NO
0.4297404255319149,NO
0.5556,NO
0.5696904255319148,YES
0.41487127659574463,YES
0.0682,NO
0.4251404255319149,NO
0.42139042553191486,NO
0.4252404255319149,NO
0.10580744680851063,NO
0.44864042553191485,NO
0.4498904255319149,NO
0.5128904255319149,YES
0.40532127659574463,NO
0.43927872340425533,YES
0.01705,NO
0.5582478723404254,YES
0.3929404255319149,NO
0.4276212765957446,NO
0.41079042553191486,NO
0.06175,NO
0.4071212765957446,NO
0.4674904255319149,NO
0.4389287234042553,NO
0.07167659574468085,NO
0.49110851063829786,NO
0.5235085106382978,NO
0.518677659574468,NO
0.5900585106382978,NO
0.5224085106382979,NO
0.5247893617021276,NO
0.5147393617021276,NO
0.1477904255319149,NO
0.10935,NO
0.7180617021276596,YES
0.5269585106382979,NO
0.19649468085106386,YES
0.575904255319149,NO
0.5552085106382978,NO
0.11211914893617021,NO
0.5427585106382978,NO
0.5181393617021276,NO
0.13254893617021277,NO
0.5441585106382979,NO
0.08775,NO
0.5569085106382978,NO
0.6700585106382979,YES
0.6540893617021276,YES
0.634777659574468,YES
0.5459968085106383,YES
0.535077659574468,NO
0.5378393617021276,YES
0.1051031914893617,NO
0.4321712765957446,YES
0.45772127659574463,YES
0.48694893617021273,NO
0.5458659574468085,NO
0.44769042553191485,NO
0.57205,NO
0.5440904255319149,YES
0.4291712765957446,YES
0.08655,NO
0.4199404255319149,NO
0.44054042553191486,NO
0.4166904255319149,NO
0.13040744680851063,NO
0.47674042553191487,NO
0.4760904255319149,NO
0.4684904255319149,YES
0.41337127659574463,NO
0.42402872340425535,YES
0.01555,NO
0.5423478723404255,YES
0.39264042553191486,NO
0.4295712765957446,NO
0.41784042553191486,NO
0.059000000000000004,NO
0.41967127659574466,NO
0.48239042553191486,NO
0.4505287234042553,NO
0.08767659574468085,NO
0.4776893617021276,NO
0.47496595744680853,NO
0.5116893617021276,YES
0.6088893617021276,YES
0.5883393617021276,YES
0.5129893617021276,YES
0.4827893617021276,NO
0.45330851063829786,NO
0.5519585106382978,YES
0.5112393617021276,NO
0.5077393617021276,YES
0.5136393617021277,NO
0.5497393617021276,NO
0.5435085106382979,NO
0.5435085106382979,NO
0.47540851063829787,NO
0.5627085106382979,YES
0.47460851063829784,NO
0.5634287234042553,YES
0.5176585106382978,NO
0.5689893617021275,YES
0.4675893617021276,NO
0.4753393617021276,NO
0.5134393617021276,NO
0.4661893617021276,NO
0.5272393617021276,YES
0.4896893617021276,NO
0.5086393617021276,YES
0.5240085106382979,NO
0.4834085106382979,NO
0.550877659574468,NO
0.5759085106382978,NO
0.5456585106382978,NO
0.5265393617021276,NO
0.5256893617021277,NO
0.1835904255319149,NO
0.0729,NO
0.6907617021276596,YES
0.5256585106382978,NO
0.24094468085106385,YES
0.5727542553191489,NO
0.5346085106382978,NO
0.0897691489361702,NO
0.4738085106382979,NO
0.5149393617021276,NO
0.09649893617021277,NO
0.5009085106382979,NO
0.10095,NO
0.5114585106382978,NO
0.6416585106382978,YES
0.6220893617021276,YES
0.5916776595744679,YES
0.6021468085106383,YES
0.5634276595744679,NO
0.5291393617021276,YES
0.0915031914893617,NO
0.4907393617021276,NO
0.5014659574468086,NO
0.4949393617021276,YES
0.6238393617021276,YES
0.5680393617021275,YES
0.5080393617021276,YES
0.4857393617021276,NO
0.47700851063829786,NO
0.5502085106382979,YES
0.5713893617021276,NO
0.4944893617021276,YES
0.5144393617021276,NO
0.5540893617021276,NO
0.5753585106382979,NO
0.5655585106382979,NO
0.5194585106382978,NO
0.5590585106382978,YES
0.5173085106382979,NO
0.5141287234042553,YES
0.5178085106382978,NO
0.5692393617021276,YES
0.5439393617021276,NO
0.5517893617021276,NO
0.5528893617021275,NO
0.4930893617021276,NO
0.5145393617021277,YES
0.4972893617021276,NO
0.5077893617021276,YES
0.5175585106382978,NO
0.48405851063829786,NO
0.571177659574468,NO
0.5418085106382978,NO
0.5241585106382979,NO
0.5413393617021276,NO
0.5241393617021276,NO
0.1991404255319149,NO
0.09995,NO
0.5888117021276597,YES
0.5490585106382978,NO
0.21809468085106384,YES
0.599354255319149,NO
0.5486085106382979,NO
0.10696914893617021,NO
0.47345851063829786,NO
0.4939893617021276,NO
0.09714893617021277,NO
0.5024585106382978,NO
0.1128,NO
0.49625851063829785,NO
0.5407585106382978,YES
0.5137393617021276,YES
0.547177659574468,YES
0.6128468085106383,YES
0.572377659574468,NO
0.5243393617021276,YES
0.1091031914893617,NO
0.49425851063829784,NO
0.5137585106382978,NO
0.564127659574468,NO
0.5451585106382979,NO
0.5186085106382978,NO
0.5454393617021276,NO
0.5084393617021276,NO
0.1706904255319149,NO
0.1099,NO
0.6607617021276596,YES
0.5640085106382978,NO
0.18254468085106385,YES
0.539954255319149,NO
0.48355851063829786,NO
0.03766914893617021,NO
0.5488085106382978,NO
0.5078393617021276,NO
0.15189893617021277,NO
0.6018085106382979,NO
0.06545,NO
0.5877585106382979,NO
0.6489085106382979,YES
0.6062893617021277,YES
0.699177659574468,YES
0.5465968085106383,YES
0.548627659574468,NO
0.5751393617021276,YES
0.1288531914893617,NO
0.5187585106382978,NO
0.48525851063829784,NO
0.549777659574468,NO
0.5639085106382978,NO
0.5491585106382979,NO
0.5326393617021276,NO
0.5256893617021277,NO
0.1825404255319149,NO
0.08755,NO
0.6683117021276597,YES
0.5382085106382979,NO
0.19989468085106385,YES
0.586004255319149,NO
0.5488585106382978,NO
0.1056691489361702,NO
0.47170851063829783,NO
0.5122393617021276,NO
0.09489893617021276,NO
0.5071585106382979,NO
0.0956,NO
0.5168085106382978,NO
0.6487085106382978,YES
0.6161893617021276,YES
0.592077659574468,YES
0.5911968085106383,YES
0.5624276595744679,NO
0.5416393617021276,YES
0.1009531914893617,NO
0.48315851063829784,NO
0.48250851063829786,NO
0.506127659574468,NO
0.5911085106382978,NO
0.5181585106382979,NO
0.4842393617021276,NO
0.4717393617021276,NO
0.1489404255319149,NO
0.07105,NO
0.7092117021276596,YES
0.47715851063829784,NO
0.21309468085106384,YES
0.579304255319149,NO
0.5492085106382979,NO
0.1075691489361702,NO
0.48925851063829784,NO
0.4932393617021276,NO
0.11034893617021277,NO
0.49555851063829787,NO
0.0851,NO
0.5227085106382978,NO
0.6154085106382978,YES
0.6066393617021276,YES
0.609127659574468,YES
0.5202968085106383,YES
0.520877659574468,NO
0.4978893617021276,YES
0.0920531914893617,NO
0.4949393617021276,NO
0.4640393617021276,NO
0.6962393617021276,YES
0.5130393617021276,YES
0.5028393617021276,YES
0.5838393617021276,YES
0.5533393617021276,NO
0.5000585106382979,NO
0.6047893617021276,YES
0.500827659574468,NO
0.6059393617021276,YES
0.49975851063829785,NO
0.5480393617021276,NO
0.5216085106382978,NO
0.5205085106382978,NO
0.4919085106382979,NO
0.4964585106382978,YES
0.4852393617021276,NO
0.570577659574468,YES
0.5532585106382979,NO
0.5075393617021275,YES
0.5050393617021276,NO
0.48680851063829783,NO
0.5927393617021276,NO
0.5014893617021277,NO
0.6114393617021276,YES
0.5672893617021276,NO
0.5455393617021276,YES
0.08995,NO
0.07735,NO
0.6212393617021276,YES
0.32588510638297874,NO
0.07675,NO
0.21326914893617022,YES
0.09135,NO
0.05485,NO
0.2724,YES
0.11145744680851064,NO
0.22436914893617022,YES
0.14022978723404256,NO
0.4557531914893617,NO
0.2505755319148936,NO
0.1324,NO
0.0855,NO
0.4499255319148936,NO
0.1071340425531915,NO
0.20492659574468086,NO
0.07786914893617021,NO
0.14780744680851063,NO
0.12614574468085107,NO
0.14771063829787234,NO
0.18835,NO
0.21287127659574467,NO
0.1897,YES
0.16795,NO
0.569231914893617,YES
0.4813893617021276,NO
0.48096595744680853,NO
0.5652393617021276,YES
0.5811893617021275,YES
0.5530893617021276,YES
0.5521393617021276,YES
0.5031393617021276,NO
0.47050851063829785,NO
0.5867585106382979,YES
0.5578893617021277,NO
0.5718893617021276,YES
0.4962393617021276,NO
0.5597393617021276,NO
0.5498585106382978,NO
0.5492085106382979,NO
0.46960851063829784,NO
0.5365585106382978,YES
0.46890851063829786,NO
0.5179787234042553,YES
0.5080085106382979,NO
0.5371393617021276,YES
0.5613393617021276,NO
0.5470393617021276,NO
0.5882393617021275,NO
0.4992393617021276,NO
0.5629893617021275,YES
0.5394393617021276,NO
0.5404893617021276,YES
0.0818,NO
0.0823,NO
0.2046882978723404,YES
0.24235531914893615,NO
0.08245,NO
0.20985,YES
0.08405,NO
0.10841489361702128,NO
0.25285744680851063,YES
0.23375531914893616,NO
0.2465,YES
0.08343829787234043,NO
0.5324127659574468,NO
0.0771,NO
0.07448829787234043,NO
0.09938829787234042,NO
0.1053,NO
0.09865744680851063,NO
0.19912659574468086,NO
0.0451,NO
0.4735755319148936,NO
0.12685744680851063,NO
0.0882,NO
0.19505,NO
0.10800000000000001,NO
0.20631914893617023,YES
0.1792,NO
0.17258829787234042,YES
0.4648393617021276,NO
0.4719659574468085,NO
0.4686893617021276,YES
0.5398393617021277,YES
0.5040393617021276,YES
0.4677893617021276,YES
0.4609393617021276,NO
0.45170851063829787,NO
0.5070085106382979,YES
0.4990893617021276,NO
0.4631893617021276,YES
0.4911893617021276,NO
0.5269893617021276,NO
0.5334585106382979,NO
0.5360585106382978,NO
0.47840851063829787,NO
0.5294085106382979,YES
0.47750851063829786,NO
0.4596287234042553,YES
0.5141585106382979,NO
0.5020893617021276,YES
0.4489893617021276,NO
0.4771893617021276,NO
0.4763893617021276,NO
0.4589893617021276,NO
0.4750893617021276,YES
0.46038936170212763,NO
0.4733393617021276,YES
0.5182212765957446,YES
0.39112127659574464,YES
0.5008489361702128,NO
0.5401659574468085,NO
0.4452904255319149,NO
0.5753,NO
0.49204042553191485,YES
0.5516712765957447,YES
0.0702,NO
0.41024042553191487,NO
0.4481904255319149,NO
0.4058404255319149,NO
0.12250744680851064,NO
0.4523404255319149,NO
0.44464042553191485,NO
0.4145404255319149,YES
0.4145212765957446,NO
0.5039287234042553,YES
0.013000000000000001,NO
0.5375478723404254,YES
0.39119042553191485,NO
0.4180212765957446,NO
0.4186904255319149,NO
0.06295,NO
0.4266712765957446,NO
0.4811904255319149,NO
0.45797872340425533,NO
0.07107659574468085,NO
0.4834393617021276,NO
