UPPERTRACED_SUM_RAW_LSA_SUM.csv,Associated
0.3158215700883409,NO
0.308399129694795,NO
0.24857260726977878,NO
0.4067049064845451,NO
0.34111420751558597,NO
0.3997123416478639,NO
0.38068194007882433,NO
0.12224854565991858,NO
0.19345624105027123,NO
0.330870657959807,YES
0.31495200285823177,NO
0.3408942234026344,YES
0.30912444164732134,NO
0.45133408927399377,NO
0.27729958533183335,NO
0.27721566813296183,NO
0.4644788701068384,NO
0.21136010987316886,NO
0.20271142747599655,NO
0.10681194739349195,NO
0.34379416510262856,NO
0.30714699394549566,YES
0.43003981862293883,YES
0.28915360172037397,YES
0.417224049782725,YES
0.37231128027783794,NO
0.4026061195301772,YES
0.16884574179772244,NO
0.33308605367337,YES
0.41223601977838475,YES
0.30773033819188755,NO
0.2146888269314073,NO
0.2953394233735783,NO
0.23971303844032357,NO
0.49507207661181984,YES
0.3253452921516564,YES
0.09405851863275791,NO
0.1803473910210055,NO
0.2493134993574133,NO
0.19111308402041013,NO
0.17149802608285356,NO
0.247658970471706,NO
0.20541679183555225,NO
0.33220292935097107,YES
0.2648853754610407,NO
0.25190164897679046,YES
0.0377784909696764,NO
0.3234390417294064,YES
0.1393648541340286,NO
0.281104704925753,NO
0.2452473997248992,NO
0.11023129256158565,NO
0.2884977841443673,NO
0.26579295064567604,NO
0.25553929188781915,NO
0.06651461330551053,NO
0.32733090567193107,NO
0.3765282168406109,NO
0.2630172096464994,NO
0.46085285443150303,NO
0.4060762962793401,NO
0.4584176775104717,NO
0.44834756404677756,NO
0.10911708895380895,NO
0.23192368481287481,NO
0.4934689895266351,YES
0.39119169561664474,NO
0.23545635043887178,YES
0.2800035053049488,NO
0.44646772590643546,NO
0.2705793692528243,NO
0.3372341496661806,NO
0.5283595447889129,NO
0.2236418840865302,NO
0.2954040630485352,NO
0.07406054949119495,NO
0.42528644054348547,NO
0.5918678728791436,YES
0.6963766581680331,YES
0.4424826697299482,YES
0.36863765997011927,YES
0.37895425249386994,NO
0.4961484375954641,YES
0.1723989594946697,NO
0.3509293860210837,YES
0.36357238610280196,YES
0.30726687501402494,NO
0.2211000675585079,NO
0.3230699701823628,NO
0.2651262693597946,NO
0.45552321876753676,YES
0.3474370369631114,YES
0.1224070163453593,NO
0.17231402927138548,NO
0.2788978988776486,NO
0.1779043834513234,NO
0.20950200666759436,NO
0.291070021464845,NO
0.24589257603556078,NO
0.2636103790272924,YES
0.27732163740035626,NO
0.22834227076877014,YES
0.03546117508036293,NO
0.29887549330268365,YES
0.1389013909561659,NO
0.28411721558186054,NO
0.2561387844046725,NO
0.10598288009784432,NO
0.3078859937516233,NO
0.28881162181285647,NO
0.27345986809851,NO
0.09123264945818746,NO
0.4703482103082568,NO
0.36246465743444706,NO
0.43938218827431463,YES
0.7007665228076809,YES
0.5675064333437977,YES
0.5296919890254886,YES
0.46250566688712214,NO
0.3077571277276941,NO
0.5040018838045668,YES
0.5936466625858113,NO
0.4676686450051485,YES
0.5748093143115804,NO
0.5669722718835479,NO
0.5507972735094221,NO
0.46225533262288354,NO
0.36038585919522775,NO
0.6263456161841983,YES
0.37173009735059387,NO
0.5056820283802846,YES
0.40006077244674587,NO
0.5847773107060552,YES
0.43003557113482216,NO
0.5229300826331829,NO
0.5148912168844536,NO
0.42086874628955373,NO
0.5873427048512341,YES
0.5245981024790225,NO
0.4656021263051764,YES
0.37815736751087314,NO
0.3145786387329642,NO
0.3127622574037618,NO
0.4389928412089794,NO
0.44199469256369883,NO
0.46112121271467077,NO
0.46526397003876585,NO
0.16442369484542363,NO
0.17561290870255755,NO
0.45129384034113007,YES
0.3891833551792398,NO
0.30412614462552745,YES
0.2751371419373905,NO
0.4146432543598639,NO
0.23605136250205364,NO
0.2307148626207383,NO
0.5234159375583776,NO
0.16794905888002998,NO
0.22858812157333028,NO
0.09445292931715346,NO
0.3550717690972875,NO
0.5479933587081418,YES
0.6469405858626791,YES
0.3758984598436747,YES
0.45538251809342,YES
0.42275152280189443,NO
0.4827080054374461,YES
0.15138862876489434,NO
0.4905088585452839,NO
0.4034039048123183,NO
0.41350549417698096,YES
0.7238624378378385,YES
0.5361454249750888,YES
0.5220448465907542,YES
0.467063054802772,NO
0.34437071877884684,NO
0.5012983486003677,YES
0.6865710297472813,NO
0.4471990213162129,YES
0.5760452161192143,NO
0.573692487962557,NO
0.6000016142258446,NO
0.49631987619579154,NO
0.4284377024780665,NO
0.6207068141868688,YES
0.43769635633305054,NO
0.4295195794848487,YES
0.4002925040356773,NO
0.5851635300209408,YES
0.5479869499008775,NO
0.6410359491251925,NO
0.5758366247733977,NO
0.46242594457124186,NO
0.5677227636550467,YES
0.536339169651544,NO
0.4642889806345655,YES
0.36819290918682523,NO
0.31558280895166674,NO
0.34412326577247065,NO
0.3863125266585866,NO
0.4087798314835391,NO
0.483985396155897,NO
0.4628694102864752,NO
0.18844653623130658,NO
0.21740183857317705,NO
0.2937936037307915,YES
0.4253334830525298,NO
0.26882569924498567,YES
0.31623087704121594,NO
0.43627153599345625,NO
0.2626232513661814,NO
0.23017415557989848,NO
0.49105075897096606,NO
0.16895322909873245,NO
0.23098268132562086,NO
0.11275972484272984,NO
0.33158963475224434,NO
0.39211524322032276,YES
0.4795531347912698,YES
0.30715142179404187,YES
0.4719127047705227,YES
0.4365781742747981,NO
0.47529259459164286,YES
0.17857846853283896,NO
0.33219726903948943,NO
0.36146566356007337,NO
0.33323188109269736,NO
0.3914878654780533,NO
0.4002057626930794,NO
0.49031939292002036,NO
0.43861483731166095,NO
0.14449477819732784,NO
0.23277336730562306,NO
0.40494752255486066,YES
0.44842939808268745,NO
0.2139053126682565,YES
0.2244651678244027,NO
0.33577727026022897,NO
0.15556325727989925,NO
0.34658065708641156,NO
0.5124473090156272,NO
0.253535259058674,NO
0.3844662370611494,NO
0.03960978660340143,NO
0.47294590400036574,NO
0.5591937188398236,YES
0.6225315251619107,YES
0.541972765244473,YES
0.36956458632584466,YES
0.39988733936066817,NO
0.5537723593763922,YES
0.20908979440879963,NO
0.370046761898276,NO
0.3174366616631175,NO
0.3110628924182653,NO
0.42045431409447165,NO
0.4474017629720969,NO
0.4705449639978788,NO
0.46526397003876585,NO
0.1628015737229042,NO
0.1982453605548524,NO
0.41661134586440524,YES
0.4085715647864958,NO
0.2407089331213156,YES
0.29560676562632615,NO
0.43665775530834183,NO
0.26061491092877637,NO
0.22747062037569946,NO
0.5192447689576133,NO
0.16547725526476226,NO
0.2382436044454697,NO
0.0861878359786021,NO
0.36333686243583885,NO
0.5588847433879152,YES
0.6378258100313795,YES
0.37651641074749165,YES
0.4384661121014317,YES
0.4212066455423521,NO
0.5020189711817249,YES
0.16598771886756913,NO
0.3150491314585698,NO
0.31318824919937616,NO
0.24362900003924334,NO
0.4624749755540225,NO
0.39951056792628525,NO
0.39577290463603104,NO
0.3819178418864582,NO
0.11089369780228261,NO
0.1727548857724043,NO
0.47979682577968563,YES
0.31425680809143774,NO
0.2611013129472741,YES
0.2852560879873926,NO
0.4371984623491816,NO
0.2635501777219068,NO
0.254583216280667,NO
0.4898921010263094,NO
0.1893456089246909,NO
0.22032302823477887,NO
0.06996662475340781,NO
0.37245163826713845,NO
0.5074403306451563,YES
0.6230722322027505,YES
0.40285656802268804,YES
0.3289343143998819,YES
0.3570169954083691,NO
0.4344305910767488,YES
0.1522383112576426,NO
0.6772525623618354,NO
0.6401420903512264,NO
0.9803606159495041,YES
0.48654284993316355,YES
0.5373531304355654,YES
0.9308494776333602,YES
0.8224081751611193,NO
0.5380961162071867,NO
0.7775786840785824,YES
0.379654344046327,NO
0.9527267558580054,YES
0.43649554214398734,NO
0.6812796590514534,NO
0.6667087081817998,NO
0.5546137302593442,NO
0.5769982691861676,NO
0.6453199467016892,YES
0.5380440070730746,NO
0.501853397301366,YES
0.4355794764921297,NO
0.5519336809890832,YES
0.5552708749875118,NO
0.5570653064524349,NO
0.6906363703629876,NO
0.6645859741419355,NO
0.9263088076265288,YES
0.8986234531293817,NO
0.6707741900798426,YES
0.21585584909098568,NO
0.23600956998451342,NO
0.35807279530304165,YES
0.18496506891925218,NO
0.1657791485638027,NO
0.45927852130780367,YES
0.2615456609256088,NO
0.13436617234331827,NO
0.5506544911753474,YES
0.15795206954650068,NO
0.47236854922323934,YES
0.13221745287456269,NO
0.32557623015469767,NO
0.3217661566609789,NO
0.2548026653243442,NO
0.2086053943910701,NO
0.24676461119754797,NO
0.1429622901962939,NO
0.2778855312774218,NO
0.10452121362549097,NO
0.23539088862095678,NO
0.21383800065293476,NO
0.19899080373732655,NO
0.33238585691066236,NO
0.2182672289563379,NO
0.41386009029654725,YES
0.3733752535059775,NO
0.3071595214803335,YES
0.4760642561685633,NO
0.37173392099170094,NO
0.5221103655228054,YES
0.6579734227183589,YES
0.5130495099449313,YES
0.59017393373657,YES
0.4939439191188082,NO
0.33432901659182185,NO
0.5577636124366391,YES
0.6657151867434602,NO
0.5667725212047878,YES
0.5479284499955442,NO
0.5824210444789709,NO
0.5606072441075157,NO
0.4710611330022747,NO
0.3514255710898823,NO
0.5859470758471668,YES
0.3629242969712027,NO
0.4354673569340866,YES
0.38515270689216263,NO
0.5355729699896327,YES
0.5748678142169138,NO
0.6336977821423665,NO
0.6304480358982184,NO
0.47192693971742705,NO
0.6425720668798717,YES
0.6014557461412524,NO
0.5148064670215989,YES
0.2357149467137886,NO
0.22822086565461117,NO
0.40723363458685385,YES
0.1524267818945363,NO
0.1816941558756896,NO
0.49344620248936166,YES
0.2463301875518508,NO
0.16455124724422415,NO
0.4604156141570973,YES
0.13442140622187268,NO
0.5394397187423388,YES
0.169281076263589,NO
0.25176243176720714,NO
0.22134481666144393,NO
0.1588512128810533,NO
0.18433270571410848,NO
0.26925403572618467,NO
0.1712587494159516,NO
0.337582446697744,NO
0.08151810906638662,NO
0.2808210024790391,NO
0.216567772287623,NO
0.19580765257579266,NO
0.35599302612350986,NO
0.28597528421835267,NO
0.4528402145922379,YES
0.42932219453372317,NO
0.3345719696054801,YES
0.4504965375231381,NO
0.3578300256558201,NO
0.3729524661139953,YES
0.5940927480362844,YES
0.4372732803643809,YES
0.45986353689417614,YES
0.4287500987661227,NO
0.30528532411242637,NO
0.4345596509881398,YES
0.5748764038823723,NO
0.3988443630925386,YES
0.5401268198348556,NO
0.5318263142289604,NO
0.5352712570510219,NO
0.4507459970392933,NO
0.3650204909738547,NO
0.5749012034414392,YES
0.3762102414032666,NO
0.3453237688397928,YES
0.3946537020383479,NO
0.4814250220426747,YES
0.4013008541073352,NO
0.5257881055633362,NO
0.45765351441841096,NO
0.4097456300208491,NO
0.5067773557661026,YES
0.4793331987744327,NO
0.4110679590433328,YES
0.4838660742046995,YES
0.26068356061728415,YES
0.328740668921663,NO
0.21229426717911673,NO
0.3193622647594612,NO
0.27014712045330713,NO
0.3751123574083595,YES
0.5366845012570445,YES
0.09714827315184252,NO
0.15732871985382504,NO
0.2907162099131472,NO
0.16114246518528927,NO
0.19729747631721015,NO
0.2533750163320126,NO
0.19730618622295518,NO
0.18026425087498474,YES
0.27909824624882995,NO
0.3517779638062008,YES
0.03152173806853004,NO
0.2914600824568806,YES
0.13666131892982955,NO
0.2662738832341468,NO
0.25745193007528344,NO
0.11208514527303645,NO
0.3187001345684195,NO
0.2869577691014057,NO
0.28496920368210016,NO
0.06558768694978512,NO
0.6594864738770988,NO
0.657212984069169,NO
0.8237873056948909,YES
0.46514629988850253,YES
0.5045244886702912,YES
0.9554902699230602,YES
0.7166613267454481,NO
0.5081254973720658,NO
0.9467427439984654,YES
0.37687356497915075,NO
0.989958297812975,YES
0.41378584642871535,NO
0.7516488182236056,NO
0.6953661813463097,NO
0.5970978548967577,NO
0.5722091496815863,NO
0.6556706243406228,YES
0.5301651330494088,NO
0.5507487625658802,YES
0.3345445037180626,NO
0.6019877041982541,YES
0.5616048717516353,NO
0.5680339349951853,NO
0.6904818826370335,NO
0.6628093652934619,NO
0.8928622149574377,YES
0.9067340587419789,NO
0.7905021776943717,YES
0.685672143426341,NO
0.6419186991997,NO
0.9171751360342235,YES
0.547024794644245,YES
0.5976033435577155,YES
0.9014968097020564,YES
0.818932201327149,NO
0.5458205025048982,NO
0.7597353517308686,YES
0.4501007470814563,NO
0.924378258145404,YES
0.4387356141703237,NO
0.6925572630461123,NO
0.6873328195966897,NO
0.5754695732631654,NO
0.5805514868831149,NO
0.6860274624906292,YES
0.5385847141139144,NO
0.4939745232777003,YES
0.4231432145528141,NO
0.5714763783222935,YES
0.6219323287367625,NO
0.6378623871264977,NO
0.6890142492404683,NO
0.6740097254251436,NO
0.8985010169547671,YES
0.8851057771083864,NO
0.6750998464065611,YES
0.6983401369545879,NO
0.6901961135603972,NO
0.9931058533407281,YES
0.5013736716247698,YES
0.5967536610649672,YES
0.9656092159730622,YES
0.824957222639364,NO
