LOWERTRACED_RFNONE_SINGLE_VSM_SUM.csv,Associated
0.044760437097226116,NO
0.03880638834407397,NO
0.07326982347996638,NO
0.1447184085177921,NO
0.040137293359484454,NO
0.05659848697114038,NO
0.03439338750350238,NO
0.040697674418604654,NO
0.11144578313253012,NO
0.8315354441019892,YES
0.03628467357803306,NO
0.8953488372093021,YES
0.16314093583636874,NO
0.14941159988792377,NO
0.1488512188288036,NO
0.07312972821518632,NO
0.042588960493135326,NO
0.0708181563463155,NO
0.04546091342112637,NO
0.14576912300364248,NO
0.07347996637713645,NO
0.7131549453628467,YES
0.7149061361725974,YES
0.7754272905575792,YES
0.8267021574670775,YES
0.1033202577752872,NO
0.708741944522275,YES
0.07754272905575792,NO
0.5795741103950686,YES
0.6756794620341832,YES
0.2286354721210423,NO
0.10374054356962735,NO
0.07355001400952647,NO
0.07102829924348557,NO
0.7809610535163911,YES
0.5715186326702157,YES
0.08868030260577192,NO
0.06710563182964416,NO
0.061852059400392276,NO
0.06724572709442421,NO
0.11901092743065284,NO
0.10002801905295602,NO
0.10177920986270662,NO
0.7013869431213224,YES
0.04679181843653685,NO
0.58335668254413,YES
0.017021574670776127,NO
0.7425749509666574,YES
0.02199495657046792,NO
0.07803306248248809,NO
0.04700196133370692,NO
0.07964415802745867,NO
0.049313533202577746,NO
0.12643597646399551,NO
0.07151863267021574,NO
0.06374334547492294,NO
0.05519753432333987,NO
0.10058840011207622,NO
0.08636873073690109,NO
0.19382179882319975,NO
0.09904735219949566,NO
0.10983468758755954,NO
0.09575511347716446,NO
0.028789576912300364,NO
0.14632950406276268,NO
0.9999999999999999,YES
0.10542168674698794,NO
0.8207481087139255,YES
0.13673297842532922,NO
0.14499859904735218,NO
0.1427570748108714,NO
0.1275567385822359,NO
0.10051835247968618,NO
0.0819557298963295,NO
0.12951807228915663,NO
0.11606892687027177,NO
0.14738021854861305,NO
0.9923648080694871,YES
0.9774446623704118,YES
0.9354861305687867,YES
0.8036564864107593,YES
0.10934435416082935,NO
0.8145839170636033,YES
0.08076492014569907,NO
0.7848837209302326,YES
0.8206780610815354,YES
0.22821518632670215,NO
0.10955449705799943,NO
0.09869711403754552,NO
0.09407397029980387,NO
0.9342252731857664,YES
0.780680862986831,YES
0.11438778369291118,NO
0.059820678061081545,NO
0.08868030260577192,NO
0.055267581955729894,NO
0.15347436256654523,NO
0.1393947884561502,NO
0.13848416923507983,NO
0.8283132530120482,YES
0.058069487251330903,NO
0.7511207621182404,YES
0.01492014569907537,NO
0.9094284113196974,YES
0.021574670776127763,NO
0.08076492014569907,NO
0.05687867750070047,NO
0.07579153824600729,NO
0.06689548893247409,NO
0.14731017091622303,NO
0.08776968338470159,NO
0.08615858783973102,NO
0.043849817876155786,NO
0.010226954328943681,NO
0.09148220790137293,YES
0.5568786775007004,YES
0.5280891005884001,YES
0.0933034463435136,YES
0.05099467637993836,NO
0.002241524236480808,NO
0.14044550294200056,YES
0.09085177920986272,NO
0.08594844494256094,YES
0.09421406556458392,NO
0.14478845615018213,NO
0.1286074530680863,NO
0.1286074530680863,NO
0.033202577752871956,NO
0.4847296161389745,YES
0.03208181563463155,NO
0.5751611095544971,YES
0.09239282712244326,NO
0.5009806668534603,YES
0.029700196133370695,NO
0.040557579153824595,NO
0.09393387503502382,NO
0.027738862426449983,NO
0.11326702157467078,YES
0.06066124964976184,NO
0.0872093023255814,YES
0.10128887643597646,NO
0.04441019893527599,NO
0.13147940599607733,NO
0.17399831885682263,NO
0.13161950126085736,NO
0.11228635472121042,NO
0.11109554497057998,NO
0.07894368170355842,NO
0.0952647800504343,NO
0.9757635191930513,YES
0.1036004483048473,NO
0.8970299803866629,YES
0.13231997758475764,NO
0.11613897450266181,NO
0.11144578313253012,NO
0.030961053516391147,NO
0.09603530400672457,NO
0.03145138694312132,NO
0.06892687027178482,NO
0.13456150182123844,NO
0.08370692070608013,NO
0.9665872793499579,YES
0.9466237041188007,YES
0.8891145979265902,YES
0.8963295040627627,YES
0.14906136172597365,NO
0.8164051555057439,YES
0.06171196413561221,NO
0.062132249929952366,NO
0.04735219949565704,NO
0.5513449145418884,YES
0.858013449145419,YES
0.7798402913981507,YES
0.5696973942280751,YES
0.05512748669094984,NO
0.03544410198935276,NO
0.6213224992995237,YES
0.175119080975063,NO
0.5507144858503782,YES
0.09533482768282432,NO
0.15088260016811433,NO
0.17322779490053236,NO
0.15949845895208742,NO
0.09491454188848418,NO
0.7598066685346035,YES
0.09190249369571307,NO
0.786284673578033,YES
0.09260297001961333,NO
0.7815214345755113,YES
0.1366629307929392,NO
0.14766040907817315,NO
0.1492014569907537,NO
0.06542448865228355,NO
0.5788035864387784,YES
0.07130848977304567,NO
0.569347156066125,YES
0.0922527318576632,NO
0.04532081815634631,NO
0.15991874474642756,NO
0.12622583356682543,NO
0.10149901933314655,NO
0.13302045390865788,NO
0.10892406836648921,NO
0.10072849537685626,NO
0.13316054917343792,NO
0.8259316335107874,YES
0.1363827402633791,NO
0.8580134491454188,YES
0.16958531801625107,NO
0.13575231157186887,NO
0.1355421686746988,NO
0.030470720089660966,NO
0.066685346035304,NO
0.032362006164191645,NO
0.07109834687587559,NO
0.1511627906976744,NO
0.06241244045951247,NO
0.8182263939478845,YES
0.7878257214906137,YES
0.819767441860465,YES
0.9043149341552255,YES
0.16159988792378815,NO
0.8026758195572989,YES
0.08636873073690109,NO
0.05961053516391146,NO
0.0869291117960213,NO
0.150042028579434,NO
0.13091902493695715,NO
0.09372373213785375,NO
0.13876435976463997,NO
0.0869291117960213,NO
0.06087139254693191,NO
0.14710002801905295,NO
0.8847015970860186,YES
0.15732698234799664,NO
0.7661810030820959,YES
0.08636873073690109,NO
0.04462034183244606,NO
0.03845615018212384,NO
0.13603250210142895,NO
0.086088540207341,NO
0.10906416363126926,NO
0.2102829924348557,NO
0.08482768282432053,NO
0.1905996077332586,NO
0.927710843373494,YES
0.8754553096105352,YES
0.9906836648921268,YES
0.769473241804427,YES
0.1283272625385262,NO
0.8318156346315495,YES
0.11403754553096106,NO
0.09393387503502382,NO
0.04700196133370692,NO
0.12993835808349677,NO
0.15718688708321657,NO
0.13652283552815914,NO
0.1208321658727935,NO
0.11109554497057998,NO
0.07747268142336788,NO
0.11578873634071168,NO
0.9443121322499298,YES
0.12118240403474362,NO
0.8395208741944522,YES
0.15088260016811433,NO
0.136102549733819,NO
0.13372093023255813,NO
0.028019052956010086,NO
0.0922527318576632,NO
0.029209862706640513,NO
0.07768282432053797,NO
0.12706640515550574,NO
0.09120201737181284,NO
0.9764639955169515,YES
0.9383580834967777,YES
0.8896749789857104,YES
0.8809890725693472,YES
0.14766040907817315,NO
0.8339170636032501,YES
0.07495096665732698,NO
0.044059960773325864,NO
0.043149341552255534,NO
0.06878677500700477,NO
0.1952927991033903,NO
0.0930933034463435,NO
0.05302605771924909,NO
0.035514149621742784,NO
0.03040067245727094,NO
0.09267301765200336,NO
0.9525777528719529,YES
0.035654244886522836,NO
0.8089801064724013,YES
0.14149621742785093,NO
0.13659288316054918,NO
0.1363827402633791,NO
0.05260577192490894,NO
0.06563463154945362,NO
0.05085458111515831,NO
0.06143177360605212,NO
0.11235640235360043,NO
0.0994676379938358,NO
0.8807789296721772,YES
0.8759456430372653,YES
0.8645278789576912,YES
0.7326281871672738,YES
0.08945082656206221,NO
0.7235920425889605,YES
0.0624824880919025,NO
0.06801625105071449,NO
0.024726814233678902,NO
0.8613757355001401,YES
0.09337349397590361,YES
0.07908377696833847,YES
