NONETRACED_SUM_RAW_LSA_MEDIAN.csv,Associated
0.36854892839885167,NO
0.3519485119808987,NO
0.2878927034478838,NO
0.3518542451891645,NO
0.3140352050822887,NO
0.4198345498990932,NO
0.39281374747733144,NO
0.23337582644040814,NO
0.2770894929081038,NO
0.3385447954861999,YES
0.3653982206304539,NO
0.3852246667235155,YES
0.3606410946249396,NO
0.4373366462010744,NO
0.32714727125437026,NO
0.2962205480230806,NO
0.41987548108353934,NO
0.2681002941928883,NO
0.1609181191552258,NO
0.20174866973650551,NO
0.3212992908103806,NO
0.3087831485745146,YES
0.3806607600693556,YES
0.27839872090048606,YES
0.43262613342429146,YES
0.41687233591995676,NO
0.4131201443961229,YES
0.24454692163383646,NO
0.2435675961456468,YES
0.31373093999602053,YES
0.31059879196157014,NO
0.2283346110116256,NO
0.2202791108837156,NO
0.27840492311190707,NO
0.4059284940735055,YES
0.16716866632557345,YES
0.19429789374946704,NO
0.2006070549444302,NO
0.2548500056848867,NO
0.2023201415536795,NO
0.24059898382649725,NO
0.25819505699098944,NO
0.20455747562604815,NO
0.27823795656746536,YES
0.25640778545237486,NO
0.17724596515164437,YES
0.08462909098661207,NO
0.23504195304283562,YES
0.17876065489895115,NO
0.23244701969813247,NO
0.2386432861487735,NO
0.19032081947642196,NO
0.2343667917341747,NO
0.30943469912736987,NO
0.282272446775248,NO
0.17344937324123816,NO
0.42021313493078644,NO
0.43485497001222245,NO
0.30748971177624285,NO
0.40336199226855396,NO
0.3953393479434922,NO
0.48422663653676695,NO
0.46839226429038394,NO
0.2751160129046928,NO
0.29877753190642675,NO
0.4672307410249851,YES
0.4472302421761746,NO
0.3331339572496518,YES
0.3419758534436201,NO
0.45144738353088315,NO
0.33226260765754245,NO
0.35312006338648694,NO
0.4953703319973849,NO
0.3052421875444131,NO
0.22503966203348397,NO
0.18732789716039905,NO
0.39012330803558737,NO
0.5393652326539893,YES
0.5965501435433899,YES
0.3903828671726216,YES
0.4432585074329894,YES
0.4394492467525084,NO
0.5063013942184702,YES
0.24534753275915966,NO
0.3174665913419175,YES
0.336777428157244,YES
0.3545769534692021,NO
0.2749222904408629,NO
0.2844330277706717,NO
0.36065748699582156,NO
0.44238613882493394,YES
0.22633663483130095,YES
0.26073492936528236,NO
0.24075113271368068,NO
0.33299491771126455,NO
0.23880155055285526,NO
0.3158371123617862,NO
0.3474502259742474,NO
0.27717457576532784,NO
0.27741261334242917,YES
0.32795797021119355,NO
0.2059330334555584,YES
0.10895979505983343,NO
0.24647915209914445,YES
0.22533965208493217,NO
0.28403318694750007,NO
0.306493149711492,NO
0.22753557317870446,NO
0.3018327975327592,NO
0.38453764958358194,NO
0.35887202040874333,NO
0.2331803644012393,NO
0.37541719109746735,NO
0.3391875785224979,NO
0.3319250788778033,YES
0.3893166595605583,YES
0.41423864728120297,YES
0.46434699127369883,YES
0.41687914783547936,NO
0.2156327705295472,NO
0.3101328032176458,YES
0.26300772433984243,NO
0.4225929123674711,YES
0.27503650123646284,NO
0.3451463360905033,NO
0.4150323384781558,NO
0.30335984480259226,NO
0.28213173588016255,NO
0.49155020891958723,YES
0.25393058184815664,NO
0.30862287740541766,YES
0.16041539040959607,NO
0.3853096131434581,YES
0.29164816520280834,NO
0.36499465194281,NO
0.2856022554788096,NO
0.34206590773428835,NO
0.4399113370853585,YES
0.4461349648958244,NO
0.26550280407037885,YES
0.5168691395923936,NO
0.4464021659418436,NO
0.4030335621500241,NO
0.4525842670759785,NO
0.46197213979136464,NO
0.5579686208464796,NO
0.5496998436656149,NO
0.3459633395867088,NO
0.32207569142434833,NO
0.5099756516301412,YES
0.5036034180381456,NO
0.45057079673687495,YES
0.4073713751740996,NO
0.5015247377845996,NO
0.36288864585998126,NO
0.34310102043716784,NO
0.562556335806259,NO
0.32366050851311784,NO
0.21896882123873682,NO
0.2503701415536795,NO
0.40595638697023956,NO
0.5587964483670163,YES
0.6328185270458486,YES
0.41353311588641595,YES
0.5535286290895653,YES
0.5449005230095789,NO
0.5729758861317188,YES
0.2939259813535715,NO
0.3558927901424064,NO
0.3365170034962053,NO
0.2618153108211818,YES
0.3882423850942269,YES
0.38254755549870667,YES
0.41185712600551433,YES
0.3789334939313834,NO
0.22099901082970924,NO
0.2655685000426366,YES
0.30831306386970236,NO
0.3664788664335863,YES
0.2480516173502743,NO
0.31422872004775304,NO
0.41710063812853526,NO
0.3032885293198032,NO
0.2874179144993036,NO
0.46204818652113355,YES
0.2628339302464398,NO
0.232149118842557,YES
0.13464230692703447,NO
0.35793106364230687,YES
0.3561451763736107,NO
0.42406311077001785,NO
0.285393064438191,NO
0.3413444643415479,NO
0.37703510559677095,YES
0.4074315624911174,NO
0.2204030669963901,YES
0.4864928725732639,NO
0.43097814871663676,NO
0.41617771098035866,NO
0.3976420511071317,NO
0.4163682200619653,NO
0.5573341533782439,NO
0.527208142179017,NO
0.34646260197265566,NO
0.3609999985787783,NO
0.3871194806855973,YES
0.5150580497996077,NO
0.4112346252238424,YES
0.4340708606918507,NO
0.5004811062789574,NO
0.3771680353031466,NO
0.32981790312953013,NO
0.5126986867911657,NO
0.30764668428981545,NO
0.21532425599044938,NO
0.25775750547170345,NO
0.37492397743099964,NO
0.4361091199795344,YES
0.49283923850942263,YES
0.3562705451806373,YES
0.5438198857337767,YES
0.5413579844234103,NO
0.5462037989255564,YES
0.3172392925158466,NO
0.2902941488303345,NO
0.2916380418407663,NO
0.2366908842841306,NO
0.2423623930530684,NO
0.2722419999431511,NO
0.33784045223273923,NO
0.3111869460788494,NO
0.21252952872289016,NO
0.1778343964071516,NO
0.3030619766351155,YES
0.3344408402262584,NO
0.21286236320741303,YES
0.1815978951706887,NO
0.23626820584974845,NO
0.14982818424717884,NO
0.2524078906227793,NO
0.32708732980870353,NO
0.23374059151246407,NO
0.20311546004945852,NO
0.10308395014354339,NO
0.3007521659418436,NO
0.3993229328330633,YES
0.4059244705949233,YES
0.3486389258406526,YES
0.31347563031181597,YES
0.2968354083169893,NO
0.38324495182058493,YES
0.15737529632472075,NO
0.5252912921747533,NO
0.46082287172053094,NO
0.4084143330206646,NO
0.445437739120548,NO
0.4756551931440266,NO
0.5762911273130382,NO
0.5602950513061026,NO
0.3600493505016912,NO
0.34837970921804384,NO
0.49474545777550377,YES
0.5298611011625594,NO
0.41575285381313776,YES
0.4291913419175123,NO
0.5255811673914896,NO
0.38786314630055996,NO
0.3466148460816918,NO
0.57075,NO
0.32994828884909466,NO
0.2308468591000824,NO
0.24896403172166798,NO
0.4198692476052414,NO
0.5790424916858532,YES
0.6382243455274152,YES
0.4189287100992013,YES
0.5553980486626304,YES
0.5536501037491827,NO
0.5968669779142151,YES
0.3127418322389926,NO
0.3906960959040391,NO
0.3664964526306813,NO
0.2845718996049003,NO
0.402010127625707,NO
0.37204497740257525,NO
0.42715493448168046,NO
0.4057225562093175,NO
0.24703148290270316,NO
0.2543236420226827,NO
0.45533932662516696,YES
0.37400850885421105,NO
0.34897360364969726,YES
0.34248366732042856,NO
0.43763777038742496,NO
0.31974666012904696,NO
0.2848677823256872,NO
0.45829046218129105,NO
0.2667265626332395,NO
0.17519609306159573,NO
0.1811106307381825,NO
0.35178044683209686,NO
0.46034128080497994,YES
0.532692139222876,YES
0.35903376822716804,YES
0.39433574514652797,YES
0.4137373511270288,NO
0.44863586595037086,YES
0.22790595776129158,NO
0.35791121486029387,NO
0.3124934353770501,NO
0.47933145021460444,YES
0.2805974972286177,YES
0.2983813521503084,YES
0.47610259372956987,YES
0.42972044143145444,NO
0.26477752906398333,NO
0.35810685597339476,YES
0.2541233819391149,NO
0.47326725931610814,YES
0.26970762485432476,NO
0.33373228589295356,NO
0.35366501236462866,NO
0.2748597168926409,NO
0.266483701429749,NO
0.36712249936045016,YES
0.25486537477615756,NO
0.22367014723856626,YES
0.22376474375373068,NO
0.29414186776953466,YES
0.31070045052727324,NO
0.32934652227054373,NO
0.34237589181660555,NO
0.35061851567607516,NO
0.485738351667093,YES
0.4628356158153548,NO
0.29166547426167533,YES
0.37410906313066705,NO
0.3483414442454734,NO
0.373633061879992,YES
0.2691655097922174,NO
0.2890236704471163,NO
0.5192899278019385,YES
0.39262767829226003,NO
0.24680730650066796,NO
0.4340923907791137,YES
0.24081991700065378,NO
0.5055967155566925,YES
0.23736756772121312,NO
0.35043885051590346,NO
0.41540141411557374,NO
0.30410489752991676,NO
0.28061952474346946,NO
0.4051425343225036,NO
0.25240618231431733,NO
0.2567860677638498,NO
0.14680883289275465,NO
0.32284798186521135,NO
0.3092583653108212,NO
0.34367684829879763,NO
0.3307279881185867,NO
0.35652337483300645,NO
0.46874266507489837,YES
0.47808899548051503,NO
0.29131519001733885,YES
0.46192467240840224,NO
0.41663949859299054,NO
0.426953433671584,YES
0.42439202126147635,YES
0.45002841306386965,YES
0.5762564352917768,YES
0.508133897558341,NO
0.304547616611239,NO
0.3921315752821124,YES
0.38015031977487845,NO
0.5557716494698842,YES
0.32439838975583407,NO
0.4117038529319803,NO
0.49282715244023756,NO
0.3673654643131235,NO
0.32339549188482414,NO
0.547056500667974,YES
0.30439015661862934,NO
0.29691268013984823,YES
0.19532779625365962,NO
0.4147071615360564,YES
0.4595290881441687,NO
0.5180738054631762,NO
0.4030175876183167,NO
0.4506467340325743,NO
0.543666794576618,YES
0.5679266919644125,NO
0.3418086182882806,YES
0.2835139933486825,NO
0.2701712941644638,NO
0.3147188269236235,YES
0.17614468320968701,NO
0.2171249666012904,NO
0.41894013387908247,YES
0.2875476265597908,NO
0.21761310082146612,NO
0.3301037179159205,YES
0.15995535942696337,NO
0.44232302947613766,YES
0.17018210966146496,NO
0.22461863505869645,NO
0.24232412665927633,NO
0.17029950399363292,NO
0.2159280222279071,NO
0.29801055399221166,NO
0.20997040163724737,NO
0.20014186208464796,NO
0.0830821494556721,NO
0.2463716253091157,NO
0.2462926835507802,NO
0.2513207185696824,NO
0.27310349478411644,NO
0.28859463915181494,NO
0.3848634490207783,YES
0.38911444245473403,NO
0.2431230763764532,YES
