NONETRACED_SUM_MULTI_VSM_SUM.csv,Associated
0.2850555241859589,NO
0.04436288349331827,NO
0.2645398080180688,NO
0.3575757575757575,NO
0.2144174665913796,NO
0.3363824581215885,NO
0.2711838885751929,NO
0.07937135328439675,NO
0.32894786373047236,NO
0.3353472614342179,YES
0.19279126670431013,NO
0.22219085262563515,YES
0.28955392433653293,NO
0.35938264633916805,NO
0.12606813476378692,NO
0.15488424618859398,NO
0.2959533220402785,NO
0.16868059476755126,NO
0.24989648033126288,NO
0.16437041219649912,NO
0.26836062488236395,NO
0.23248635422548464,YES
0.38321099190664404,YES
0.33585544889892704,YES
0.19708262751741007,YES
0.29892715979672496,NO
0.28526256352343304,YES
0.23195934500282323,NO
0.2817617165443252,YES
0.09512516469038208,YES
0.3180124223602484,NO
0.27895727460944847,NO
0.17609636740071521,NO
0.327442123094297,NO
0.3503293807641633,YES
0.09102202145680403,YES
0.31285526068134756,NO
0.18162996423865985,NO
0.19789196310935442,NO
0.10077169207603988,NO
0.25763222284961407,NO
0.3107284020327498,NO
0.10148691887822321,NO
0.2178053830227743,YES
0.24406173536608317,NO
0.17664219838132877,YES
0.21072840203274978,NO
0.22680218332392243,YES
0.19851308112177668,NO
0.15512892904197245,NO
0.2626388104648974,NO
0.25774515339732723,NO
0.10658761528326745,NO
0.3011481272350837,NO
0.2580839450404667,NO
0.21964991530208916,NO
0.3841144362883493,NO
0.106154714850367,NO
0.41829474872953126,NO
0.5622811970638056,NO
0.36837944664031613,NO
0.5483907396950874,NO
0.41923583662714087,NO
0.09435347261434214,NO
0.5004329004329005,NO
0.6437982307547524,YES
0.3583474496517974,NO
0.3110483719179371,YES
0.3766421983813288,NO
0.48895162808206283,NO
0.13730472426124596,NO
0.24526632787502345,NO
0.47699981178242035,NO
0.21837003576134006,NO
0.4389422172030867,NO
0.1760210803689064,NO
0.4423677771503859,NO
0.5552795031055899,YES
0.7622435535479013,YES
0.6564652738565782,YES
0.2993035949557688,YES
0.46132128740824385,NO
0.5246376811594202,YES
0.36002258610954263,NO
0.3058535667231319,YES
0.07995482778091471,YES
0.33171466214944473,NO
0.30400903444381705,NO
0.20077169207603984,NO
0.36418219461697715,NO
0.3446828533785055,YES
0.10654997176736304,YES
0.3597590814982118,NO
0.20602296254470165,NO
0.2265763222284961,NO
0.114944475814041,NO
0.3004329004329004,NO
0.3493506493506493,NO
0.13476378693769997,NO
0.18411443628834928,YES
0.2683041596085074,NO
0.1724825898738942,YES
0.22433653303218515,NO
0.22019574628270278,YES
0.21195181629964233,NO
0.17541878411443623,NO
0.2964238659890833,NO
0.281159420289855,NO
0.12902315076228116,NO
0.33088650479954823,NO
0.2837191793713532,NO
0.25586297760210797,NO
0.423338979860719,NO
0.08162996423865988,NO
0.49452286843591187,YES
0.6527009222661396,YES
0.5137963485789572,YES
0.6321475625823451,YES
0.4233578016186712,NO
0.10212685864859776,NO
0.6200828157349896,YES
0.3422736683606248,NO
0.4295689817428947,YES
0.2017692452475061,NO
0.44805194805194803,NO
0.5390927912667042,NO
0.19440993788819871,NO
0.19892715979672498,NO
0.5963297571993224,YES
0.21230942970073402,NO
0.6707698099002446,YES
0.21134952004517216,NO
0.5824392998306042,YES
0.278524374176548,NO
0.4921701486918878,NO
0.5127799736495388,NO
0.20628646715603233,NO
0.5479954827780914,YES
0.49164313946922633,NO
0.4320910973084886,YES
0.4660643704121964,NO
0.0890269151138716,NO
0.45081874647092024,NO
0.5730472426124599,NO
0.38484848484848483,NO
0.5675324675324676,NO
0.44560511951816295,NO
0.16094485224920002,NO
0.4959156785243741,NO
0.6248823640127987,YES
0.36181065311500094,NO
0.3394504046677959,YES
0.40342555994729906,NO
0.5111424807076981,NO
0.15111989459815545,NO
0.2256352343308865,NO
0.48558253340862023,NO
0.25928853754940706,NO
0.4131564088085827,NO
0.23833992094861656,NO
0.42128740824392996,NO
0.5288725766986636,YES
0.7450216450216449,YES
0.6263881046489742,YES
0.3308488612836438,YES
0.4974402409185017,NO
0.5222849614153962,YES
0.3644268774703557,NO
0.32616224355354784,NO
0.061490683229813645,NO
0.327442123094297,YES
0.5427442123094296,YES
0.3937135328439675,YES
0.44121964991530194,YES
0.32343308865047987,NO
0.07363071710897796,NO
0.42719744024091844,YES
0.3984754376058723,NO
0.27265198569546395,YES
0.1999999999999999,NO
0.3373423677771503,NO
0.43425559947299075,NO
0.1536420101637493,NO
0.16933935629587799,NO
0.4591003199698851,YES
0.17492941840767923,NO
0.4573875399962356,YES
0.14767551289290415,NO
0.43681535855448894,YES
0.31882175795219264,NO
0.5091097308488612,NO
0.4389986824769433,NO
0.18708827404479572,NO
0.37681159420289856,YES
0.37236965932618105,NO
0.29954827780914733,YES
0.4303406738189346,NO
0.08494259363824579,NO
0.4606625258799172,NO
0.4714285714285713,NO
0.3229813664596272,NO
0.570223978919631,NO
0.4168642951251646,NO
0.15591944287596454,NO
0.5435159043854695,NO
0.4209674383587427,YES
0.3865236213062299,NO
0.2626388104648974,YES
0.4259363824581215,NO
0.4941652550348202,NO
0.17739506869941646,NO
0.19930359495576883,NO
0.42638810464897414,NO
0.23092414831545266,NO
0.3965932618106531,NO
0.23888575192923012,NO
0.3714097496706192,NO
0.35638998682476936,YES
0.5342744212309428,YES
0.5150762281197063,YES
0.28929041972520225,YES
0.49800489365706746,NO
0.474910596649727,YES
0.3896668548842461,NO
0.3553359683794466,NO
0.08891398456615844,NO
0.4712027103331451,NO
0.4701863354037267,NO
0.3274233013363448,NO
0.5916243177112741,NO
0.38450969320534534,NO
0.09378881987577638,NO
0.5300207039337475,NO
0.5322228496141539,YES
0.4269904009034443,NO
0.25441370223978915,YES
0.3214379823075475,NO
0.40530773574251827,NO
0.05761340109166192,NO
0.22113683418031238,NO
0.4389986824769433,NO
0.20703933747412,NO
0.48055712403538486,NO
0.13764351590438545,NO
0.43945040466779595,NO
0.49945416901938633,YES
0.6586862412949369,YES
0.68575192923019,YES
0.27632222849614146,YES
0.4905702992659513,NO
0.5621870882740447,YES
0.3800301148127234,NO
0.4634481460568416,NO
0.09352531526444567,NO
0.4669678147939017,NO
0.5669678147939017,NO
0.38929041972520223,NO
0.5950122341426689,NO
0.4510634293242989,NO
0.15744400527009222,NO
0.5398268398268398,NO
0.5984942593638245,YES
0.39000564652738556,NO
0.31449275362318835,YES
0.4294748729531338,NO
0.5290607942781854,NO
0.1706757011104837,NO
0.22034632034632035,NO
0.491210239036326,NO
0.25053642010163746,NO
0.43237342367777143,NO
0.23342744212309424,NO
0.42915490306794646,NO
0.5215132693393563,YES
0.7304347826086957,YES
0.6313005834744964,YES
0.3245059288537549,YES
0.5161302465650291,NO
0.5385657820440428,YES
0.3942781855825333,NO
0.35821569734613207,NO
0.06967814793901748,NO
0.33873517786561264,NO
0.5192923019009975,NO
0.3313005834744965,NO
0.4338791643139469,NO
0.35292678336156597,NO
0.09745906267645395,NO
0.3939017504234895,NO
0.5766986636551853,YES
0.2566158479201957,NO
0.28456615847920186,YES
0.3436853002070393,NO
0.44470167513645775,NO
0.1382081686429512,NO
0.1933935629587803,NO
0.41537737624694143,NO
0.20280444193487668,NO
0.3480895915678524,NO
0.1747600225861095,NO
0.3779032561641257,NO
0.46388104648974204,YES
0.662902315076228,YES
0.5426877470355731,YES
0.24675324675324672,YES
0.37645398080180686,NO
0.41776773950686985,YES
0.2897044984001505,NO
0.45691699604743075,NO
0.09883305100696403,NO
0.6726519856954638,YES
0.47630340673818927,YES
0.3530020703933747,YES
0.7721249764728024,YES
0.4834368530020703,NO
0.15111989459815545,NO
0.7610954263128175,YES
0.3180688876341049,NO
0.5822134387351777,YES
0.18912102390363256,NO
0.4843026538678712,NO
0.5307359307359306,NO
0.17186147186147183,NO
0.22454357236965927,NO
0.4876717485413137,YES
0.24530397139092786,NO
0.5712403538490495,YES
0.2527197440240918,NO
0.45691699604743075,YES
0.31906644080557117,NO
0.47890080933559187,NO
0.628816111424807,NO
0.2516469038208168,NO
0.6719744024091849,YES
0.6137398833051005,NO
0.5329004329004328,YES
0.46670431018257097,NO
0.13295689817428946,NO
0.7026350461133068,YES
0.5221155655938263,NO
0.3949745906267645,NO
0.904517221908526,YES
0.5016186711838886,NO
0.1255223037831733,NO
0.9496517974778841,YES
0.35142104272539043,NO
0.6954263128176171,YES
0.21008846226237526,NO
0.5801618671183888,NO
0.6236213062300018,NO
0.23024656502917368,NO
0.23120647468473549,NO
