NONETRACED_MAX_MULTI_VSM_SUM.csv,Associated
0.17645756457564576,NO
0.0822140221402214,NO
0.13416974169741697,NO
0.3361623616236163,NO
0.12723247232472323,NO
0.1580811808118081,NO
0.15202952029520295,NO
0.1270848708487085,NO
0.23084870848708489,NO
0.5236162361623616,YES
0.08177121771217712,NO
0.5346863468634686,YES
0.3426568265682657,NO
0.32095940959409597,NO
0.2750553505535055,NO
0.20649446494464946,NO
0.17616236162361626,NO
0.20177121771217715,NO
0.11712177121771218,NO
0.21985239852398525,NO
0.19586715867158672,NO
0.26140221402214026,YES
0.37763837638376385,YES
0.2808118081180812,YES
0.41955719557195575,YES
0.19749077490774908,NO
0.15372693726937264,YES
0.16265682656826563,NO
0.234169741697417,YES
0.33675276752767525,YES
0.3571217712177122,NO
0.19690036900369007,NO
0.14826568265682655,NO
0.21062730627306275,NO
0.6257564575645755,YES
0.17202952029520296,YES
0.19070110701107013,NO
0.1509963099630996,NO
0.1372693726937269,NO
0.13276752767527672,NO
0.2715129151291513,NO
0.23498154981549818,NO
0.20678966789667896,NO
0.5775645756457565,YES
0.10900369003690037,NO
0.2355719557195572,YES
0.09785977859778595,NO
0.45616236162361623,YES
0.07232472324723248,NO
0.14715867158671586,NO
0.13697416974169746,NO
0.15719557195571954,NO
0.10036900369003689,NO
0.2560147601476015,NO
0.1417712177121771,NO
0.13372693726937268,NO
0.24147601476014763,NO
0.1677490774907749,NO
0.27498154981549816,NO
0.5761623616236162,NO
0.2885608856088561,NO
0.3675276752767528,NO
0.29675276752767527,NO
0.0644280442804428,NO
0.33306273062730635,NO
0.9840590405904058,YES
0.272029520295203,NO
0.43114391143911446,YES
0.28560885608856085,NO
0.367970479704797,NO
0.231070110701107,NO
0.32354243542435424,NO
0.36944649446494465,NO
0.26826568265682654,NO
0.34317343173431736,NO
0.18708487084870845,NO
0.4224354243542436,NO
0.8902583025830259,YES
1.0,YES
0.7580811808118081,YES
0.3707011070110701,YES
0.29424354243542433,NO
0.4950553505535056,YES
0.21557195571955717,NO
0.2735055350553505,YES
0.2374907749077491,YES
0.3280442804428045,NO
0.23911439114391142,NO
0.20619926199261995,NO
0.22472324723247233,NO
0.49011070110701105,YES
0.21520295202952033,YES
0.24892988929889298,NO
0.1802952029520295,NO
0.16678966789667898,NO
0.15239852398523984,NO
0.35011070110701104,NO
0.31261992619926204,NO
0.2774169741697417,NO
0.4050922509225092,YES
0.14642066420664207,NO
0.2171217712177122,YES
0.12966789667896678,NO
0.3675276752767528,YES
0.09749077490774909,NO
0.1744649446494465,NO
0.17675276752767527,NO
0.17210332103321035,NO
0.14701107011070108,NO
0.2685608856088561,NO
0.17675276752767527,NO
0.18199261992619925,NO
0.19025830258302584,NO
0.028856088560885618,NO
0.2817712177121771,YES
0.6503321033210332,YES
0.564280442804428,YES
0.3453136531365314,YES
0.19549815498154982,NO
0.0825830258302583,NO
0.35062730627306277,YES
0.27070110701107014,NO
0.2511439114391144,YES
0.17107011070110706,NO
0.328339483394834,NO
0.336309963099631,NO
0.268929889298893,NO
0.11313653136531367,NO
0.4610332103321034,YES
0.15557195571955718,NO
0.5950553505535056,YES
0.19166051660516603,NO
0.5318081180811809,YES
0.16612546125461253,NO
0.30583025830258304,NO
0.2762361623616236,NO
0.08649446494464945,NO
0.3406642066420665,YES
0.22878228782287824,NO
0.24678966789667894,YES
0.28715867158671593,NO
0.0841328413284133,NO
0.3570479704797048,NO
0.5337269372693727,NO
0.3109963099630996,NO
0.36494464944649446,NO
0.3004428044280443,NO
0.205239852398524,NO
0.27439114391143915,NO
0.9075276752767528,YES
0.29284132841328414,NO
0.565830258302583,YES
0.28287822878228785,NO
0.32686346863468635,NO
0.2182287822878229,NO
0.1540221402214022,NO
0.3084870848708487,NO
0.21077490774907753,NO
0.2297416974169742,NO
0.24066420664206645,NO
0.2626568265682657,NO
0.8165313653136532,YES
0.9144649446494466,YES
0.6066420664206642,YES
0.5138745387453875,YES
0.33601476014760145,NO
0.43416974169741707,YES
0.17129151291512917,NO
0.1493726937269373,NO
0.056088560885608846,NO
0.2222140221402214,YES
0.5742435424354244,YES
0.4481918819188192,YES
0.29387453874538744,YES
0.14686346863468636,NO
0.07985239852398525,NO
0.30346863468634694,YES
0.4594833948339483,NO
0.20051660516605163,YES
0.23439114391143917,NO
0.30391143911439117,NO
0.3245018450184502,NO
0.27653136531365313,NO
0.1670848708487085,NO
0.38191881918819187,YES
0.16833948339483396,NO
0.41985239852398526,YES
0.17084870848708483,NO
0.3847970479704797,YES
0.3797047970479705,NO
0.4487084870848709,NO
0.37062730627306273,NO
0.18014760147601477,NO
0.2816236162361624,YES
0.22383763837638382,NO
0.21535055350553506,YES
0.27173431734317344,NO
0.08797047970479706,NO
0.3247970479704797,NO
0.31461254612546125,NO
0.23845018450184502,NO
0.3463468634686347,NO
0.2291512915129152,NO
0.22915129151291513,NO
0.32797047970479704,NO
0.4845756457564576,YES
0.28309963099630997,NO
0.4627306273062731,YES
0.3793357933579336,NO
0.3399261992619926,NO
0.29638376383763837,NO
0.15933579335793358,NO
0.19992619926199262,NO
0.1888560885608856,NO
0.22051660516605165,NO
0.24450184501845018,NO
0.16435424354243544,NO
0.35660516605166054,YES
0.4216236162361624,YES
0.37756457564575646,YES
0.4690774907749078,YES
0.3583763837638377,NO
0.3427306273062731,YES
0.24022140221402216,NO
0.2354981549815498,NO
0.14841328413284133,NO
0.4181549815498155,NO
0.3971955719557196,NO
0.26250922509225094,NO
0.43881918819188187,NO
0.2687084870848709,NO
0.09453874538745387,NO
0.3634686346863469,NO
0.7581549815498156,YES
0.38546125461254616,NO
0.32147601476014764,YES
0.21173431734317344,NO
0.24081180811808117,NO
0.04804428044280441,NO
0.321549815498155,NO
0.3398523985239852,NO
0.2861992619926199,NO
0.4211070110701107,NO
0.11896678966789669,NO
0.4534317343173432,NO
0.7115867158671587,YES
0.8089298892988931,YES
0.8278966789667896,YES
0.27741697416974165,YES
0.34391143911439115,NO
0.5583763837638376,YES
0.24863468634686348,NO
0.2716605166051661,NO
0.07830258302583028,NO
0.34369003690036903,NO
0.4957195571955719,NO
0.30501845018450185,NO
0.36095940959409595,NO
0.28870848708487085,NO
0.20324723247232473,NO
0.2861992619926199,NO
0.8404428044280443,YES
0.30118081180811807,NO
0.46332103321033213,YES
0.3292988929889299,NO
0.3324723247232472,NO
0.26383763837638374,NO
0.13926199261992622,NO
0.2915867158671586,NO
0.183690036900369,NO
0.25143911439114397,NO
0.21800738007380077,NO
0.25734317343173435,NO
0.7971955719557197,YES
0.8698892988929888,YES
0.5840590405904058,YES
0.46110701107011076,YES
0.3218450184501845,NO
0.43667896678966794,YES
0.18937269372693727,NO
0.21660516605166052,NO
0.0825092250922509,NO
0.22819188191881917,NO
0.5558671586715869,NO
0.27025830258302586,NO
0.23881918819188197,NO
0.22066420664206643,NO
0.09616236162361623,NO
0.22457564575645755,NO
0.9343911439114392,YES
0.1667158671586716,NO
0.44258302583025827,YES
0.312619926199262,NO
0.3454612546125461,NO
0.2563837638376384,NO
0.19025830258302584,NO
0.276309963099631,NO
0.18280442804428043,NO
0.2130627306273063,NO
0.16907749077490775,NO
0.2994833948339483,NO
0.7774169741697416,YES
0.8912177121771219,YES
0.6321033210332104,YES
0.32140221402214025,YES
0.224649446494465,NO
0.3419926199261992,YES
0.17195571955719557,NO
0.21173431734317344,NO
0.05571955719557195,NO
0.7169003690036899,YES
0.29306273062730626,YES
0.24752767527675273,YES
0.5476752767527675,YES
0.3149077490774908,NO
0.16413284132841327,NO
0.5755719557195572,YES
0.205239852398524,NO
0.4928413284132841,YES
0.11564575645756457,NO
0.3562361623616236,NO
0.2759409594095941,NO
0.23535055350553508,NO
0.165239852398524,NO
0.20605166051660517,YES
0.19512915129151293,NO
0.3997047970479705,YES
0.25416974169741696,NO
0.23151291512915134,YES
0.24147601476014757,NO
0.26309963099631,NO
0.49704797047970484,NO
0.16309963099630997,NO
0.5603690036900368,YES
0.4405166051660517,NO
0.41985239852398526,YES
0.31586715867158677,NO
0.16435424354243544,NO
0.6236162361623616,YES
0.31129151291512913,NO
0.26199261992619927,NO
0.8181549815498156,YES
0.3426568265682657,NO
0.11771217712177122,NO
0.9532103321033211,YES
0.26730627306273064,NO
0.6752029520295204,YES
0.1751291512915129,NO
0.48634686346863476,NO
0.4814022140221401,NO
0.38376383763837646,NO
0.21940959409594102,NO
0.3771955719557195,NO
0.19173431734317342,NO
0.5949077490774909,NO
0.18863468634686348,NO
0.4301845018450185,NO
0.28,NO
0.3169741697416974,NO
0.5712915129151293,NO
0.24952029520295205,NO
0.6857564575645757,YES
0.5666420664206642,NO
0.5261254612546125,YES
0.22036900369003687,NO
0.04523985239852399,NO
0.4681180811808119,YES
0.5084870848708487,YES
0.4236162361623617,YES
0.4895940959409595,YES
0.23070110701107016,NO
0.1462730627306273,NO
0.5597047970479705,YES
0.5447232472324723,NO
0.4323985239852398,YES
0.25365313653136534,NO
0.3870110701107011,NO
0.36044280442804427,NO
0.31284132841328416,NO
0.12413284132841328,NO
0.34656826568265686,YES
0.17468634686346862,NO
0.5453874538745388,YES
0.1887084870848708,NO
0.3937269372693727,YES
0.49763837638376385,NO
0.5529151291512915,NO
0.5434686346863469,NO
0.22959409594095942,NO
0.4348339483394834,YES
0.44937269372693733,NO
0.4016974169741698,YES
0.24915129151291515,NO
0.16464944649446495,NO
0.6301107011070111,YES
0.2862730627306273,NO
0.2513653136531365,NO
0.6746125461254612,YES
0.2753505535055351,NO
0.13955719557195567,NO
0.7927675276752768,YES
0.2940221402214022,NO
0.7354243542435425,YES
0.15623616236162363,NO
0.420959409594096,NO
0.28376383763837637,NO
0.1754981549815498,NO
0.21904059040590407,NO
0.3063468634686347,NO
0.2056088560885609,NO
0.5369741697416974,NO
0.13756457564575647,NO
0.39431734317343176,NO
0.30464944649446496,NO
0.3316605166051661,NO
0.5699630996309963,NO
0.26036900369003696,NO
0.5871586715867159,YES
0.5389667896678967,NO
0.5769003690036901,YES
0.07047970479704797,NO
0.0,NO
0.0900369003690037,YES
0.29594095940959414,YES
0.20383763837638375,YES
0.10900369003690037,YES
0.06457564575645756,NO
0.01756457564575646,NO
0.17025830258302582,YES
0.12678966789667895,NO
0.08051660516605165,YES
0.10177121771217713,NO
0.2562361623616236,NO
0.24029520295202955,NO
0.2174169741697417,NO
0.0670848708487085,NO
0.2291512915129152,YES
0.072619926199262,NO
0.2546125461254613,YES
0.10243542435424353,NO
0.22745387453874538,YES
0.03660516605166052,NO
0.1267158671586716,NO
0.10826568265682658,NO
0.04405904059040591,NO
0.10280442804428046,YES
0.0825092250922509,NO
0.1011808118081181,YES
0.6480442804428045,YES
0.05579335793357934,YES
0.36022140221402216,NO
0.2226568265682657,NO
0.1956457564575646,NO
0.22280442804428047,NO
0.2900369003690037,YES
0.5852398523985239,YES
0.24154981549815496,NO
0.16287822878228786,NO
0.19276752767527677,NO
0.12088560885608855,NO
0.3616236162361624,NO
0.2974907749077491,NO
0.2484870848708487,NO
0.15653136531365314,YES
0.14191881918819188,NO
0.5599261992619927,YES
0.11830258302583026,NO
0.4508487084870849,YES
0.08959409594095939,NO
0.16273062730627308,NO
0.1843542435424354,NO
0.190479704797048,NO
0.14383763837638375,NO
0.2605904059040591,NO
0.19955719557195573,NO
0.1709963099630996,NO
0.2304059040590406,NO
0.09756457564575642,NO
0.5637638376383765,YES
0.29350553505535054,YES
0.23431734317343172,YES
0.7090036900369003,YES
0.2614760147601476,NO
0.08878228782287824,NO
0.9154243542435424,YES
0.1993357933579336,NO
0.6712915129151291,YES
0.11151291512915128,NO
0.5290774907749077,NO
0.37453874538745385,NO
0.32878228782287827,NO
0.13276752767527672,NO
0.2816974169741697,YES
0.12383763837638374,NO
0.5119557195571957,YES
0.1322509225092251,NO
0.3324723247232472,YES
0.2259778597785978,NO
0.24590405904059043,NO
0.5220664206642067,NO
0.1955719557195572,NO
0.5954981549815498,YES
0.488560885608856,NO
0.6681918819188192,YES
0.2715129151291513,NO
0.05579335793357933,NO
0.5369003690036901,YES
0.4135055350553506,YES
0.3596309963099631,YES
0.4521771217712177,YES
0.2814760147601476,NO
0.21498154981549816,NO
0.51690036900369,YES
0.42428044280442806,NO
0.4318081180811808,YES
0.21830258302583028,NO
0.33881918819188195,NO
0.2945387453874539,NO
0.25431734317343174,NO
0.1653136531365314,NO
0.2932841328413284,YES
0.22819188191881923,NO
0.3999261992619927,YES
0.23667896678966793,NO
0.27837638376383766,YES
0.4012546125461255,NO
0.4405166051660517,NO
0.5090036900369004,NO
0.21151291512915132,NO
0.44671586715867156,YES
0.4402952029520295,NO
0.3882656826568266,YES
0.208929889298893,NO
0.10154981549815496,NO
0.7574907749077491,YES
0.2806642066420664,YES
0.2810332103321033,YES
0.5574907749077491,YES
0.3319557195571956,NO
0.1677490774907749,NO
0.5890036900369005,YES
0.29099630996309966,NO
0.5581549815498155,YES
0.13867158671586716,NO
0.2974169741697417,NO
0.21202952029520294,NO
0.09225092250922508,NO
0.2471586715867159,NO
0.26361623616236163,YES
0.23808118081180818,NO
0.5085608856088562,YES
0.20981549815498157,NO
0.36915129151291515,YES
0.29594095940959414,NO
0.33409594095940953,NO
0.541328413284133,NO
0.1994833948339484,NO
0.5211070110701107,YES
0.4992619926199262,NO
0.4427306273062731,YES
0.22745387453874538,NO
0.10929889298892988,NO
0.5776383763837638,YES
0.2952029520295203,YES
0.2297416974169742,YES
0.6338745387453875,YES
0.25394833948339485,NO
0.08243542435424354,NO
0.9157933579335794,YES
0.19210332103321032,NO
0.6916605166051661,YES
0.11535055350553507,NO
0.5259040590405903,NO
0.33874538745387456,NO
0.2611808118081181,NO
0.1461992619926199,NO
0.2783025830258303,YES
0.14,NO
0.5418450184501845,YES
0.12177121771217712,NO
0.345239852398524,YES
0.2177121771217712,NO
0.2307011070110701,NO
0.5560885608856089,NO
0.20132841328413287,NO
0.5571217712177121,YES
0.49107011070110707,NO
0.727970479704797,YES
0.1752029520295203,NO
0.07505535055350553,NO
0.18863468634686348,YES
0.5414022140221402,YES
0.43343173431734316,YES
0.27062730627306275,YES
0.157859778597786,NO
0.08317343173431734,NO
0.2694464944649447,YES
0.34494464944649456,NO
0.17815498154981546,YES
0.20730627306273064,NO
0.3480442804428044,NO
0.3497416974169742,NO
0.2985239852398524,NO
0.19520295202952032,NO
0.37276752767527677,YES
0.19527675276752765,NO
0.4269372693726938,YES
0.1588929889298893,NO
0.4234686346863468,YES
0.24701107011070111,NO
0.3457564575645756,NO
0.299409594095941,NO
0.1581549815498155,NO
0.2506273062730627,YES
0.20974169741697418,NO
0.18007380073800738,YES
0.19653136531365317,NO
0.07904059040590407,NO
0.41040590405904065,YES
0.5814022140221402,YES
0.5585977859778597,YES
0.4365313653136531,YES
0.18523985239852397,NO
0.08317343173431734,NO
0.4526937269372694,YES
0.3248708487084871,NO
0.41682656826568265,YES
0.1534317343173432,NO
0.22516605166051662,NO
0.23571955719557203,NO
0.08708487084870849,NO
0.18509225092250925,NO
0.45845018450184505,YES
0.17763837638376384,NO
0.8416974169741698,YES
0.15107011070110704,NO
0.6647232472324722,YES
0.2733579335793358,NO
0.32339483394833946,NO
0.43291512915129154,NO
0.15741697416974165,NO
0.3935055350553505,YES
0.3769741697416974,NO
0.3414022140221402,YES
0.22767527675276755,NO
0.07778597785977857,NO
0.23940959409594098,NO
0.31468634686346864,NO
0.14678966789667897,NO
0.26354243542435424,NO
0.24966789667896677,NO
0.08649446494464945,NO
0.48066420664206644,NO
0.1881918819188192,NO
0.16988929889298893,NO
0.1360147601476015,NO
0.7259040590405903,YES
0.6174169741697416,YES
0.5909963099630996,YES
0.11874538745387454,NO
0.2048708487084871,NO
0.1366051660516605,NO
0.12302583025830259,NO
0.19121771217712175,NO
0.13904059040590405,NO
0.0825830258302583,NO
0.20302583025830256,NO
0.19173431734317342,NO
0.10228782287822878,NO
0.26546125461254616,NO
0.16789667896678967,NO
0.3751291512915129,NO
0.2549077490774908,YES
0.3678966789667897,YES
0.3107011070110701,NO
0.20051660516605163,NO
0.09033210332103321,NO
0.09557195571955719,NO
0.5740221402214022,YES
0.20059040590405902,YES
0.13461254612546125,NO
0.19387453874538746,NO
0.06509225092250921,NO
0.19431734317343174,NO
0.22774907749077494,NO
0.23188191881918818,NO
0.18214022140221403,NO
0.5935055350553505,YES
0.09571955719557194,NO
0.29476014760147606,YES
0.06154981549815497,NO
0.47881918819188196,YES
0.12457564575645756,NO
0.12391143911439113,NO
0.10479704797047971,NO
0.1329151291512915,NO
0.11808118081180811,NO
0.16280442804428047,NO
0.11719557195571957,NO
