NONETRACED_MEDIAN_MULTI_LSA_MEDIAN.csv,Associated
0.38114477020602217,NO
0.4054209191759112,NO
0.31017147385103017,NO
0.30213819334389863,NO
0.2852338351822504,NO
0.42228098256735336,NO
0.42693415213946107,NO
0.2407645800316957,NO
0.3120648969889065,NO
0.32610451664025353,YES
0.38995213946117274,NO
0.37314025356576863,YES
0.35936505546751185,NO
0.4720888272583201,NO
0.32301608557844685,NO
0.3181935023771791,NO
0.4320908082408875,NO
0.27296188589540415,NO
0.1423420760697306,NO
0.2055229001584786,NO
0.32379215530903327,NO
0.28677091917591124,YES
0.35686006339144216,YES
0.3064586370839937,YES
0.45013074484944526,YES
0.4070969096671949,NO
0.43189746434231385,YES
0.2632016640253566,NO
0.2800263074484945,YES
0.35387591125198103,YES
0.33400729001584784,NO
0.19166790808240888,NO
0.2101337559429477,NO
0.27846053882725835,NO
0.4283325673534073,YES
0.19345221870047546,YES
0.20785927099841522,NO
0.1611597464342314,NO
0.2576474643423137,NO
0.18047527733755941,NO
0.26080879556259906,NO
0.2813316957210777,NO
0.20146045958795564,NO
0.3054667987321712,YES
0.2553166402535658,NO
0.2153729001584786,YES
0.061225911251980986,NO
0.23829389857369254,YES
0.154019175911252,NO
0.2206633914421553,NO
0.23852923930269415,NO
0.18793858954041204,NO
0.2275009508716323,NO
0.3059265451664025,NO
0.28851735340729,NO
0.1787676703645008,NO
0.41365419968304273,NO
0.42198526148969884,NO
0.33457694136291605,NO
0.3989948494453248,NO
0.37037020602218707,NO
0.48979762282091915,NO
0.4709322503961965,NO
0.2250339936608558,NO
0.3430068938193344,NO
0.44046703645007923,YES
0.4268219492868463,NO
0.31033795562599054,YES
0.35784865293185425,NO
0.4427898573692552,NO
0.35977147385103014,NO
0.4109262282091918,NO
0.4756198890649762,NO
0.3262763866877971,NO
0.24731038034865294,NO
0.21651386687797147,NO
0.38783375594294767,NO
0.5268355784469096,YES
0.6060231378763867,YES
0.4102648969889065,YES
0.41164825673534067,YES
0.4314048335974643,NO
0.49333890649762274,YES
0.2638178288431061,NO
0.33743605388272585,YES
0.35436877971473846,YES
0.38362805071315376,NO
0.22434405705229793,NO
0.27800451664025355,NO
0.3664240095087163,NO
0.4719679080824089,YES
0.24301370839936604,YES
0.26919659270998414,NO
0.1910231378763867,NO
0.3295906497622821,NO
0.19094270998415214,NO
0.34840404120443746,NO
0.38500618066561015,NO
0.2957072107765452,NO
0.29246537242472265,YES
0.31348549920760693,NO
0.22577662440570526,YES
0.08528058637083995,NO
0.2528019809825674,YES
0.19442836767036453,NO
0.2865991283676703,NO
0.2784635499207607,NO
0.2338217115689382,NO
0.3028480982567353,NO
0.3784731378763867,NO
0.3867853407290016,NO
0.2365664025356577,NO
0.3173014263074485,NO
0.32420475435816165,NO
0.3257467511885895,YES
0.3998683042789224,YES
0.43904492868462763,YES
0.46611172741679874,YES
0.39886735340728996,NO
0.24382171156893814,NO
0.33791545166402526,YES
0.2761683835182251,NO
0.38330625990491285,YES
0.2738140253565769,NO
0.3788522187004754,NO
0.411874326465927,NO
0.3328331220285261,NO
0.2716665610142631,NO
0.48713613312202847,YES
0.22589825673534075,NO
0.3381362123613313,YES
0.1975338351822504,NO
0.38750396196513476,YES
0.3087862123613312,NO
0.3848801109350238,NO
0.3121441362916006,NO
0.3335351822503962,NO
0.4407420760697306,YES
0.42121901743264656,NO
0.26386156893819335,YES
0.48746148969889064,NO
0.445870998415214,NO
0.4030289223454834,NO
0.43892567353407286,NO
0.4621622028526149,NO
0.5564248019017433,NO
0.527147702060222,NO
0.35681259904912843,NO
0.33854976228209194,NO
0.4510038034865293,YES
0.4760370047543582,NO
0.3909408874801902,YES
0.3902572900158479,NO
0.5077683042789223,NO
0.3827859746434231,NO
0.3143415213946118,NO
0.57345,NO
0.3200401743264659,NO
0.19831553090332807,NO
0.262003882725832,NO
0.37388137876386685,NO
0.5566764659270999,YES
0.6130484944532488,YES
0.3926205229793978,YES
0.5330716323296354,YES
0.512746117274168,NO
0.5586286053882725,YES
0.30251576862123614,NO
0.3756168779714739,NO
0.3530819334389857,NO
0.2966156101426307,YES
0.3753967511885896,YES
0.3676355784469097,YES
0.42847551505546755,YES
0.3857713946117274,NO
0.2126484944532488,NO
0.31120507131537245,YES
0.33057353407290013,NO
0.38045641838351824,YES
0.2690672741679873,NO
0.3409082408874802,NO
0.4492710776545166,NO
0.31843304278922346,NO
0.30383066561014266,NO
0.42999960380348656,YES
0.2692916006339144,NO
0.2681349445324881,YES
0.187877971473851,NO
0.35902971473851025,YES
0.35046901743264663,NO
0.43062488114104597,NO
0.31474786053882725,NO
0.34448827258320125,NO
0.3842623613312202,YES
0.40138240887480187,NO
0.25895055467511885,YES
0.47595998415213947,NO
0.41700435816164816,NO
0.4364034072900158,NO
0.3685736925515055,NO
0.37935079239302694,NO
0.580040174326466,NO
0.5281729793977813,NO
0.3639434231378763,NO
0.4004650554675119,NO
0.298043502377179,YES
0.5218221077654517,NO
0.363336529318542,YES
0.44686917591125197,NO
0.5033451664025356,NO
0.3680921553090333,NO
0.30755332805071317,NO
0.49445721077654525,NO
0.3207892234548336,NO
0.1923377971473851,NO
0.27405198098256733,NO
0.34610213946117274,NO
0.396842234548336,YES
0.47478565768621234,YES
0.3548558637083994,YES
0.5278247226624405,YES
0.5616129160063391,NO
0.5458056259904914,YES
0.33091212361331224,NO
0.29715285261489693,NO
0.30744128367670365,NO
0.2758272583201268,NO
0.3148713946117275,NO
0.29386814580031695,NO
0.38792385103011096,NO
0.33864175911251976,NO
0.17146806656101424,NO
0.2349,NO
0.32789762282091917,YES
0.35065879556259905,NO
0.24111854199683042,YES
0.21651038034865294,NO
0.2820946909667195,NO
0.19994112519809823,NO
0.290391442155309,NO
0.35319627575277346,NO
0.24816204437400952,NO
0.25543581616481775,NO
0.12943573692551508,NO
0.3733192551505547,NO
0.40871648177496034,YES
0.4593721077654516,YES
0.4130563391442155,YES
0.3246888272583201,YES
0.3492733755942947,NO
0.4399099049128368,YES
0.20842757527733755,NO
0.5214349445324881,NO
0.4334579239302694,NO
0.40985285261489696,NO
0.42613328050713145,NO
0.44208851030110935,NO
0.5688639461172742,NO
0.5344773375594294,NO
0.34447099841521395,NO
0.37013716323296353,NO
0.41290404120443747,YES
0.5139435816164818,NO
0.35791386687797155,YES
0.4095492868462758,NO
0.5108257527733756,NO
0.38580958795562603,NO
0.31689683042789224,NO
0.5648070522979398,NO
0.35994175911251985,NO
0.20496172741679874,NO
0.26418161648177496,NO
0.35645007923930266,NO
0.5535244057052298,YES
0.6220058637083994,YES
0.372220206022187,YES
0.542426703645008,YES
0.5185805071315371,NO
0.5769725039619652,YES
0.31820586370839943,NO
0.40322797147385103,NO
0.39514928684627576,NO
0.32321553090332805,NO
0.3436858954041204,NO
0.40811703645007924,NO
0.4200281299524565,NO
0.42545602218700473,NO
0.24807385103011093,NO
0.2824208399366085,NO
0.44370103011093504,YES
0.37523906497622816,NO
0.3280274960380348,YES
0.3596638668779715,NO
0.46274072900158475,NO
0.32966679873217114,NO
0.31136838351822504,NO
0.460426703645008,NO
0.31081172741679874,NO
0.14859152139461174,NO
0.2084161648177496,NO
0.34630412044374004,NO
0.47525610142630736,YES
0.5084542789223455,YES
0.38194057052297936,YES
0.40199421553090336,YES
0.4107666402535657,NO
0.4569546751188589,YES
0.25086687797147383,NO
0.4133945324881141,NO
0.3557512678288431,NO
0.5055423930269414,YES
0.24409358161648176,YES
0.3030298732171157,YES
0.5225996038034866,YES
0.46089912836767033,NO
0.3091929477020603,NO
0.40022551505546755,YES
0.2211445324881141,NO
0.4950759904912836,YES
0.24966156893819333,NO
0.3579366877971474,NO
0.3962144215530903,NO
0.28348605388272585,NO
0.28687892234548334,NO
0.3881999207606972,YES
0.27948692551505544,NO
0.19115206022187003,YES
0.23055855784469098,NO
0.2903962757527734,YES
0.30235744849445323,NO
0.3351664025356576,NO
0.3535083201267829,NO
0.37547147385103014,NO
0.5160276545166402,YES
0.47306624405705233,NO
0.31066648177496037,YES
0.41047297939778127,NO
0.40431117274167994,NO
0.35982131537242473,YES
0.27974928684627576,NO
0.3143688589540412,NO
0.5371893026941362,YES
0.4132596671949286,NO
0.26691418383518223,NO
0.4590085578446909,YES
0.2962725832012678,NO
0.5286775752773375,YES
0.2925251980982567,NO
0.41617147385103015,NO
0.46393367670364505,NO
0.3403041204437401,NO
0.30806339144215533,NO
0.43784786053882724,NO
0.27364405705229794,NO
0.2876515847860539,NO
0.20270055467511888,NO
0.34292369255150557,NO
0.32191529318542,NO
0.36980618066561016,NO
0.35693161648177496,NO
0.43955047543581616,NO
0.49090839936608555,YES
0.48886917591125195,NO
0.30792345483359745,YES
0.44302995245641835,NO
0.39676576862123614,NO
0.4240669572107766,YES
0.41941473851030103,YES
0.4626301109350238,YES
0.5498338351822505,YES
0.473892472266244,NO
0.32005499207606974,NO
0.4020339936608558,YES
0.3432225039619651,NO
0.497872266244057,YES
0.2958355784469097,NO
0.4333252773375593,NO
0.49785982567353404,NO
0.3828080824088748,NO
0.3205416798732171,NO
0.5206137083993662,YES
0.31964358161648176,NO
0.2859508716323297,YES
0.21304231378763866,NO
0.40616901743264655,YES
0.45839992076069724,NO
0.5079866085578447,NO
0.4392420760697306,NO
0.41908122028526146,NO
0.539487321711569,YES
0.5260403328050713,NO
0.3472171156893819,YES
0.3308095087163233,NO
0.31813597464342314,NO
0.34341608557844694,YES
0.23845657686212363,NO
0.2644032488114105,NO
0.4972905705229794,YES
0.36445808240887484,NO
0.24052535657686214,NO
0.38180887480190173,YES
0.23480903328050712,NO
0.5171022187004755,YES
0.24970174326465924,NO
0.29821426307448495,NO
0.31689793977812997,NO
0.24352511885895406,NO
0.2727832805071315,NO
0.3694640253565768,NO
0.22552884310618065,NO
0.2570893026941363,NO
0.1410786053882726,NO
0.29113335974643423,NO
0.2743310618066561,NO
0.2865954041204437,NO
0.31955475435816166,NO
0.3556228209191759,NO
0.44703803486529314,YES
0.5058640253565768,NO
0.2769460380348653,YES
0.21312812995245642,NO
0.22473090332805074,NO
0.1823109350237718,YES
0.22622242472266246,YES
0.22994302694136293,YES
0.2862049128367671,YES
0.2516211568938193,NO
0.1225703645007924,NO
0.18203042789223456,YES
0.18814675118858953,NO
0.23802329635499206,YES
0.15984263074484945,NO
0.25259587955625995,NO
0.28256917591125197,NO
0.23475316957210776,NO
0.20929413629160065,NO
0.2970413629160064,YES
0.15966196513470682,NO
0.17312385103011094,YES
0.1114268621236133,NO
0.22918161648177499,YES
0.18281695721077657,NO
0.23300586370839935,NO
0.17822408874801904,NO
0.22243264659271,NO
0.24437654516640248,YES
0.2484958795562599,NO
0.18181038034865293,YES
0.3207721077654516,YES
0.18634247226624406,YES
0.3134353407290016,NO
0.17961870047543582,NO
0.20607202852614898,NO
0.28657179080824086,NO
0.3093790808240888,YES
0.3148005546751189,YES
0.17400348652931852,NO
0.10366862123613314,NO
0.27969310618066556,NO
0.11917749603803487,NO
0.2305595087163233,NO
0.22451267828843108,NO
0.18194738510301106,NO
0.15670079239302695,YES
0.24718304278922343,NO
0.2358469889064976,YES
0.07936291600633914,NO
0.19392115689381934,YES
0.14008613312202853,NO
0.18313153724247228,NO
0.22632226624405705,NO
0.1572447702060222,NO
0.22506204437400953,NO
0.29218993660855785,NO
0.27884310618066555,NO
0.1528110935023772,NO
0.3722788431061807,NO
0.373140412044374,NO
0.32950935023771794,YES
0.2465866877971474,YES
0.28217606973058634,YES
0.4865488114104596,YES
0.3728374009508716,NO
0.25512575277337557,NO
0.47812884310618065,YES
0.24935641838351824,NO
0.4930270206022187,YES
0.2741850237717908,NO
0.39259128367670365,NO
0.3857430269413629,NO
0.31405657686212357,NO
0.27119968304278924,NO
0.3550821711568938,YES
0.24407789223454834,NO
0.247762440570523,YES
0.16258328050713156,NO
0.31081133122028526,YES
0.31804619651347066,NO
0.3604914421553089,NO
0.3427110142630745,NO
0.3532240095087163,NO
0.4514893819334389,YES
0.46316172741679873,NO
0.37964825673534075,YES
0.43340475435816167,NO
0.3873093502377179,NO
0.4800940570522979,YES
0.30444009508716324,YES
0.37362654516640253,YES
0.5400496830427892,YES
0.5087679873217116,NO
0.33063510301109356,NO
0.40591006339144214,YES
0.2828895404120444,NO
0.5197133122028526,YES
0.2861749603803486,NO
0.39604096671949285,NO
0.4406658478605388,NO
0.33660570522979394,NO
0.3075030110935023,NO
0.4414912836767036,YES
0.30291537242472266,NO
0.23300134706814585,YES
0.23607828843106182,NO
0.3357324881141046,YES
0.36977448494453247,NO
0.4130210776545166,NO
0.36919762282091917,NO
0.43931711568938203,NO
0.5295252773375594,YES
0.4910595087163233,NO
0.3411011885895404,YES
0.28461188589540415,NO
0.28177250396196507,NO
0.43801980982567357,YES
0.19733462757527737,YES
0.26035863708399365,YES
0.4203967511885895,YES
0.35161410459587955,NO
0.21887733755942945,NO
0.2945904912836767,YES
0.16900649762282094,NO
0.41949532488114105,YES
0.20413090332805073,NO
0.2285675911251981,NO
0.2552632329635499,NO
0.1945839144215531,NO
0.26830063391442155,NO
0.3016118858954041,YES
0.2533656893819335,NO
0.2352838351822504,YES
0.15739009508716326,NO
0.2827919175911252,YES
0.2340946117274168,NO
0.26394064976228204,NO
0.3273446117274168,NO
0.2893950079239303,NO
0.4219066561014263,YES
0.41572337559429473,NO
0.24538272583201265,YES
0.3093208399366085,NO
0.32829968304278917,NO
0.2957459587955626,YES
0.20391608557844693,YES
0.23065491283676706,YES
