NONETRACED_SUM_RAW_LSA_SUM.csv,Associated
0.5561092832089263,NO
0.5287846912188359,NO
0.42334764743076075,NO
0.528629526338781,NO
0.4663786879044113,NO
0.6405263633092045,NO
0.5960496235196533,NO
0.3336118610927631,NO
0.40556536337532656,NO
0.5067219263370828,YES
0.550923160036837,NO
0.5835578564484608,YES
0.5430928427801235,NO
0.6693351370400673,NO
0.48796139096912006,NO
0.4370554333949758,NO
0.6405937367946944,NO
0.39076897628316476,NO
0.21434513679759298,NO
0.28155297708752924,NO
0.47833550716145656,NO
0.4577337059009102,YES
0.5760455818123312,YES
0.407720376828794,YES
0.6615815460186697,YES
0.6356505043952252,NO
0.629474327853861,YES
0.35199969008196685,NO
0.35038770224283416,YES
0.46587786195343595,YES
0.4607222884461737,NO
0.32531392739896375,NO
0.3120544254244702,NO
0.40773058578333155,NO
0.6176367386119188,YES
0.22463365287119302,YES
0.2692888622165786,NO
0.2796738580571431,NO
0.3689587567009277,NO
0.2824936302521828,NO
0.34550131154303265,NO
0.37446477292509467,NO
0.28617632345299227,NO
0.40745575576774645,YES
0.3715228909663187,NO
0.2412210728401772,YES
0.08877198757384955,NO
0.33635433624934596,YES
0.24371428013659002,NO
0.33208302804235357,NO
0.34228219704889407,NO
0.26274252451701846,NO
0.335243008266832,NO
0.45880617014333935,NO
0.4140966011562063,NO
0.23497181244255638,NO
0.641149521262844,NO
0.6652502522031686,NO
0.45560468504457063,NO
0.6134122292444134,NO
0.6002068085281685,NO
0.7465169270677224,NO
0.7204532579308622,NO
0.4023169788447138,NO
0.4412642760877476,NO
0.7185413691857283,YES
0.685620178723844,NO
0.49781558667573766,YES
0.5123695110976354,NO
0.6925616712732314,NO
0.49638132915558475,NO
0.5307130864679149,NO
0.7648596555907191,NO
0.45190521865310274,NO
0.31989038053187935,NO
0.25781611911342156,NO
0.5916211105131844,NO
0.837276074541884,YES
0.9314034939211163,YES
0.5920483496461192,YES
0.6790826299890403,YES
0.6728125165619175,NO
0.782852385874667,YES
0.3533175107794359,NO
0.4720268130564622,YES
0.5038128070749834,YES
0.5331111544490017,NO
0.40199810809170416,NO
0.41765295737493635,NO
0.5431198249253193,NO
0.6776466951498216,YES
0.322025221708771,YES
0.3786454497579602,NO
0.34575175142112735,NO
0.4975867250278567,NO
0.342542703180741,NO
0.4693446605629643,NO
0.5213804293803466,NO
0.40570541132957444,NO
0.4060972255774128,YES
0.48929581642353404,NO
0.2884405170433105,YES
0.12882077580264428,NO
0.35518017711109123,YES
0.3203841696965923,NO
0.41699481199598487,NO
0.45396432548210386,NO
0.3239986963698431,NO
0.44629329973143145,NO
0.582427013548726,NO
0.5401809139501048,NO
0.3332901269666201,NO
0.5674145704496407,NO
0.5077799590853456,NO
0.4958257505508631,YES
0.5902933522266055,YES
0.6313154042585168,YES
0.7137946638398187,YES
0.6356617169339736,NO
0.3044064633957924,NO
0.4599552623680846,YES
0.38238651225864656,NO
0.6450666788718727,YES
0.4021861011704354,NO
0.5175881840849019,NO
0.6326218346260953,NO
0.4488068477381335,NO
0.41386498842433456,NO
0.758571662457013,YES
0.3674453680863239,NO
0.4574698965967886,YES
0.2135176359982054,NO
0.5836976798244238,YES
0.4295292068328927,NO
0.5502588785241203,NO
0.4195775277750996,NO
0.5125177421231418,NO
0.6735731257833849,YES
0.6838173320934897,NO
0.3864934595726862,YES
0.8002470899186773,NO
0.6842571499497396,NO
0.6128716272040707,NO
0.6944330025837148,NO
0.7098856144426202,NO
0.8678975950624968,NO
0.8542870351201721,NO
0.5189329869275672,NO
0.4796134769101299,NO
0.7889002814281725,YES
0.7784114672573108,NO
0.6911187932220355,YES
0.6200117475497252,NO
0.7749899211722033,NO
0.5467923536193768,NO
0.5142215567478975,NO
0.875449058609353,NO
0.4822221151056584,NO
0.30989766447122297,NO
0.3615848176096231,NO
0.6176826508350517,NO
0.8692602144491026,YES
0.9911019229480561,YES
0.6301540865533835,YES
0.8605892866356165,YES
0.8463872646894756,NO
0.8925998308668186,YES
0.43327853428233726,NO
0.5352770459131472,NO
0.5033841432735534,NO
0.3804237775861818,YES
0.5885250766159931,YES
0.5791512819332045,YES
0.6273953762582832,YES
0.5732024698511549,NO
0.3132393940302391,NO
0.38660159635625474,YES
0.4569599377955581,NO
0.5527019229854858,YES
0.3577684839537588,NO
0.4666972171112793,NO
0.6360262940466882,NO
0.44868946113645286,NO
0.42256613605329146,NO
0.7100107887642034,YES
0.3821004439713849,NO
0.33159267773262907,YES
0.17109466462467304,NO
0.5386320817355476,YES
0.5356924783106211,NO
0.6474866525931722,NO
0.41923319545903176,NO
0.5113302329755244,NO
0.5700776875941307,YES
0.6201108169850383,NO
0.31225845947507663,YES
0.7502471934352305,NO
0.6588689327559161,NO
0.6345071389167465,NO
0.6039971004604054,NO
0.6348207203832739,NO
0.8668532498928312,NO
0.8172652791105128,NO
0.5197547820349022,NO
0.5436836053161564,NO
0.5866767552222903,YES
0.7972660026736746,NO
0.626370728475695,YES
0.6639595937813946,NO
0.7732720844407802,NO
0.5702964923456879,NO
0.49235730035519754,NO
0.7933824475905342,NO
0.45586306470078164,NO
