DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_73,Associated
0.0737,0.5946,NO
0.0652,0.5451,NO
0.1144,0.4046,NO
0.2164,0.8049,NO
0.0671,0.6819,NO
0.0906,0.38299999999999995,NO
0.0589,0.8095,NO
0.0679,0.2914,NO
0.1689,0.8493,NO
0.2469,2.5079,YES
0.0616,0.6154,NO
0.33799999999999997,1.9217,YES
0.2427,0.4339,NO
0.2231,0.9052,NO
0.2223,0.5422,NO
0.1142,0.1774,NO
0.0706,0.8824,NO
0.1109,0.4528,NO
0.0747,0.7587,NO
0.2179,0.9088,NO
0.1147,0.7356,NO
0.0779,2.0207,YES
0.0804,2.1972,YES
0.1668,2.5765,YES
0.24,2.6851,YES
0.1573,0.5049,NO
0.0716,1.827,YES
0.1205,0.48,NO
0.1072,2.5469,YES
0.2444,2.7129,YES
0.3362,0.8033,NO
0.1579,1.1775,NO
0.1148,1.0097,NO
0.1112,0.5473,NO
0.3947,1.6139,YES
0.0957,1.4488,YES
0.1364,0.6396,NO
0.1056,0.7458,NO
0.0981,0.7081,NO
0.1058,0.5118,NO
0.1797,0.5845,NO
0.1526,1.0572,NO
0.1551,0.6809,NO
0.2811,1.3447,YES
0.0766,1.0986,NO
0.1126,2.4737,YES
0.0341,1.1898,NO
0.3399,2.8609,YES
0.0412,0.7429,NO
0.1212,0.584,NO
0.0769,0.5714,NO
0.1235,0.8495,NO
0.0802,0.7,NO
0.1903,0.733,NO
0.1119,0.7333,NO
0.1008,0.6173,NO
0.0886,0.7873,NO
0.1534,0.645,NO
0.1331,0.7685,NO
0.2865,1.093,NO
0.1512,0.7878,NO
0.1666,0.9559,NO
0.1465,1.3195,NO
0.0509,0.2413,NO
0.2187,1.5362,NO
0.4574,3.5945,YES
0.1603,1.7749,NO
0.2015,2.5727,YES
0.205,0.4142,NO
0.2168,1.0312,NO
0.2136,0.5881,NO
0.1919,0.5723,NO
0.1533,1.3375,NO
0.1268,0.7185,NO
0.1947,1.236,NO
0.1755,0.7727,NO
0.2202,0.8170000000000001,NO
0.4465,2.9688,YES
0.4252,3.1396,YES
0.3653,3.9939999999999998,YES
0.1771,3.9225,YES
0.1659,0.7949,NO
0.1927,3.1785,YES
0.1251,0.7754,NO
0.1303,3.1115,YES
0.1814,3.4293,YES
0.3356,2.9522,NO
0.1662,1.7573,NO
0.1507,1.2464,NO
0.1441,2.3632,NO
0.3435,2.0572,YES
0.1243,1.7664,YES
0.1731,2.4878,NO
0.0952,0.4004,NO
0.1364,2.1218,NO
0.0887,0.225,NO
0.2289,1.8734,NO
0.2088,2.2833,NO
0.2075,2.073,NO
0.1923,1.3879,YES
0.0927,1.8169,NO
0.0821,2.6536,YES
0.0311,1.6204,NO
0.3081,3.8974,YES
0.0406,0.9035,NO
0.1251,0.6665,NO
0.091,0.6243,NO
0.11800000000000001,0.6379,NO
0.1053,0.8594,NO
0.2201,2.4327,NO
0.1351,1.229,NO
0.1328,2.9453,NO
0.0724,0.598,NO
0.0244,0.6851,NO
0.1404,1.8716,YES
0.3348,4.5793,YES
0.2937,3.7354,YES
0.14300000000000002,1.7841,YES
0.0826,0.7535,NO
0.013000000000000001,0.2038,NO
0.2103,1.7924,YES
0.1395,0.39799999999999996,NO
0.1325,2.0982,YES
0.1443,0.4218,NO
0.2165,0.2654,NO
0.1934,0.9507,NO
0.1934,0.6353,NO
0.0572,0.1799,NO
0.2318,4.495,YES
0.0556,0.2681,NO
0.3609,4.3378,YES
0.1417,0.6067,NO
0.255,3.5346,YES
0.0522,0.8714,NO
0.0677,0.9284,NO
0.1439,1.2361,NO
0.0494,0.4378,NO
0.1715,2.0358,YES
0.0964,1.2901,NO
0.1343,1.8785,YES
0.1544,0.6291,NO
0.0732,0.4883,NO
0.1975,0.4448,NO
0.2582,0.6331,NO
0.1977,0.5598,NO
0.1701,0.7833,NO
0.1684,1.0526,NO
0.1225,0.3752,NO
0.1458,1.2094,NO
0.4028,3.8638,YES
0.1577,1.6103,NO
0.2904,2.8253,YES
0.1987,0.41100000000000003,NO
0.1756,0.9924,NO
0.1689,0.5758,NO
0.054000000000000006,0.3717,NO
0.1469,0.8379,NO
0.0547,0.6597,NO
0.1082,0.8249,NO
0.2019,0.7916,NO
0.1293,0.6068,NO
0.3897,3.0684,YES
0.3612,3.2043,YES
0.2791,4.1087,YES
0.2894,4.0668,YES
0.2226,0.6664,NO
0.1753,3.1612,YES
0.0979,0.4028,NO
0.0985,0.5873,NO
0.0774,0.831,NO
0.1069,1.3241,YES
0.3647,4.7117,YES
0.2531,3.8257,YES
0.1331,1.3011,YES
0.0885,0.9817,NO
0.0604,0.1608,NO
0.2068,1.5963,YES
0.2598,1.0437,NO
0.106,1.4927,YES
0.1459,1.0611,NO
0.2252,0.5807,NO
0.2571,1.3318,NO
0.2375,0.956,NO
0.1453,0.1465,NO
0.2245,4.612,YES
0.141,0.1713,NO
0.2623,4.298,YES
0.142,0.9776,NO
0.2555,3.4988,YES
0.2049,1.297,NO
0.2206,1.4283,NO
0.2228,1.4241,NO
0.1032,1.0342,NO
0.1461,1.5392,YES
0.1116,1.2546,NO
0.1326,1.5501,YES
0.1415,0.5781,NO
0.0745,0.3489,NO
0.2381,0.9629,NO
0.19,0.5379999999999999,NO
0.1547,0.4635,NO
0.1997,1.1948,NO
0.1653,1.0575,NO
0.1536,0.2113,NO
0.1999,1.6301,NO
0.1989,3.3515,YES
0.2045,2.0481,NO
0.2447,2.5449,YES
0.2519,0.3318,NO
0.2036,0.7776,NO
0.2033,0.3278,NO
