DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_44,Associated
0.0737,0.2574,NO
0.0652,0.2574,NO
0.1144,0.1134,NO
0.2164,0.3822,NO
0.0671,0.3069,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.2574,NO
0.1689,0.3138,NO
0.2469,1.0,YES
0.0616,0.4964,NO
0.33799999999999997,1.0,YES
0.2427,0.2582,NO
0.2231,0.3824,NO
0.2223,0.3353,NO
0.1142,0.2574,NO
0.0706,0.3984,NO
0.1109,0.318,NO
0.0747,0.2383,NO
0.2179,0.1656,NO
0.1147,0.4378,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.314,NO
0.0716,1.0,YES
0.1205,0.2458,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.3034,NO
0.1579,0.2796,NO
0.1148,0.1563,NO
0.1112,0.2796,NO
0.3947,0.5234,YES
0.0957,1.0,YES
0.1364,0.3034,NO
0.1056,0.1683,NO
0.0981,0.3034,NO
0.1058,0.1443,NO
0.1797,0.1793,NO
0.1526,0.0985,NO
0.1551,0.0756,NO
0.2811,1.0,YES
0.0766,0.1922,NO
0.1126,1.0,YES
0.0341,0.1687,NO
0.3399,0.5838,YES
0.0412,0.1652,NO
0.1212,0.1095,NO
0.0769,0.2425,NO
0.1235,0.2425,NO
0.0802,0.126,NO
0.1903,0.3034,NO
0.1119,0.1724,NO
0.1008,0.2069,NO
0.0886,0.3071,NO
0.1534,0.294,NO
0.1331,0.2866,NO
0.2865,0.271,NO
0.1512,0.2961,NO
0.1666,0.4016,NO
0.1465,0.2948,NO
0.0509,0.294,NO
0.2187,0.3028,NO
0.4574,0.9462,YES
0.1603,0.2687,NO
0.2015,1.0,YES
0.205,0.2522,NO
0.2168,0.3388,NO
0.2136,0.0793,NO
0.1919,0.2431,NO
0.1533,0.36,NO
0.1268,0.3069,NO
0.1947,0.271,NO
0.1755,0.1656,NO
0.2202,0.4224,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.965,YES
0.1659,0.303,NO
0.1927,1.0,YES
0.1251,0.2866,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.2893,NO
0.1662,0.2576,NO
0.1507,0.1325,NO
0.1441,0.2455,NO
0.3435,0.7571,YES
0.1243,1.0,YES
0.1731,0.2479,NO
0.0952,0.2193,NO
0.1364,0.1594,NO
0.0887,0.2187,NO
0.2289,0.196,NO
0.2088,0.0052,NO
0.2075,0.0756,NO
0.1923,1.0,YES
0.0927,0.2044,NO
0.0821,1.0,YES
0.0311,0.1176,NO
0.3081,0.5838,YES
0.0406,0.1909,NO
0.1251,0.2187,NO
0.091,0.316,NO
0.11800000000000001,0.316,NO
0.1053,0.1641,NO
0.2201,0.2673,NO
0.1351,0.2187,NO
0.1328,0.2455,NO
0.0724,0.2011,NO
0.0244,0.2011,NO
0.1404,0.3701,YES
0.3348,0.7917,YES
0.2937,0.7917,YES
0.14300000000000002,0.6191,YES
0.0826,0.2525,NO
0.013000000000000001,0.2011,NO
0.2103,0.6191,YES
0.1395,0.2975,NO
0.1325,0.3413,YES
0.1443,0.254,NO
0.2165,0.2004,NO
0.1934,0.2312,NO
0.1934,0.1374,NO
0.0572,0.1663,NO
0.2318,0.4631,YES
0.0556,0.2011,NO
0.3609,0.7917,YES
0.1417,0.1013,NO
0.255,0.7797,YES
0.0522,0.254,NO
0.0677,0.4169,NO
0.1439,0.3006,NO
0.0494,0.1787,NO
0.1715,0.3603,YES
