DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_89,Associated
0.0737,0.8802,NO
0.0652,0.4611,NO
0.1144,1.1056,NO
0.2164,0.5245,NO
0.0671,0.8041,NO
0.0906,1.1699,NO
0.0589,0.9873,NO
0.0679,0.4831,NO
0.1689,1.1293,NO
0.2469,2.4415,YES
0.0616,1.1574,NO
0.33799999999999997,1.703,YES
0.2427,0.8018,NO
0.2231,1.2123,NO
0.2223,0.5032,NO
0.1142,1.2782,NO
0.0706,1.0192,NO
0.1109,0.7297,NO
0.0747,1.1481,NO
0.2179,0.6474,NO
0.1147,1.1377,NO
0.0779,2.1841,YES
0.0804,2.3716,YES
0.1668,1.8569,YES
0.24,2.5469999999999997,YES
0.1573,1.575,NO
0.0716,1.6856,YES
0.1205,1.1514,NO
0.1072,2.6123,YES
0.2444,0.6612,YES
0.3362,1.2521,NO
0.1579,0.6414,NO
0.1148,0.9695,NO
0.1112,1.1723,NO
0.3947,2.7891,YES
0.0957,1.1765,YES
0.1364,1.6199,NO
0.1056,1.0133,NO
0.0981,1.1320000000000001,NO
0.1058,0.7351,NO
0.1797,0.9134,NO
0.1526,1.8458,NO
0.1551,0.7096,NO
0.2811,2.5708,YES
0.0766,0.5903,NO
0.1126,1.6704,YES
0.0341,0.6607,NO
0.3399,1.9834,YES
0.0412,0.9102,NO
0.1212,0.9523,NO
0.0769,1.0407,NO
0.1235,0.8822,NO
0.0802,0.9799,NO
0.1903,1.57,NO
0.1119,0.6542,NO
0.1008,1.3247,NO
0.0886,0.9643,NO
0.1534,0.4257,NO
0.1331,1.0238,NO
0.2865,0.7224,NO
0.1512,1.2655,NO
0.1666,1.3769,NO
0.1465,0.6994,NO
0.0509,0.4321,NO
0.2187,1.2214,NO
0.4574,3.326,YES
0.1603,1.4669999999999999,NO
0.2015,2.6094,YES
0.205,0.5028,NO
0.2168,1.3466,NO
0.2136,0.2496,NO
0.1919,0.9747,NO
0.1533,1.4348,NO
0.1268,0.6207,NO
0.1947,1.3268,NO
0.1755,0.2899,NO
0.2202,1.5905,NO
0.4465,3.4024,YES
0.4252,3.44,YES
0.3653,2.57,YES
0.1771,3.6728,YES
0.1659,1.7543,NO
0.1927,2.5933,YES
0.1251,1.4627,NO
0.1303,2.0278,YES
0.1814,0.3854,YES
0.3356,0.9229,NO
0.1662,0.564,NO
0.1507,0.8633,NO
0.1441,0.7892,NO
0.3435,2.2126,YES
0.1243,1.0916,YES
0.1731,1.3183,NO
0.0952,0.7443,NO
0.1364,0.6519,NO
0.0887,0.433,NO
0.2289,0.7836,NO
0.2088,1.5588,NO
0.2075,0.7512,NO
0.1923,2.0427,YES
0.0927,0.6677,NO
0.0821,1.4824,YES
0.0311,0.7511,NO
0.3081,1.4666,YES
0.0406,0.778,NO
0.1251,0.4634,NO
0.091,0.9994,NO
0.11800000000000001,0.8143,NO
0.1053,0.5232,NO
0.2201,0.9592,NO
0.1351,0.4923,NO
0.1328,0.8906,NO
0.0724,1.0411,NO
0.0244,0.4504,NO
0.1404,1.3841,YES
0.3348,2.7969999999999997,YES
0.2937,3.1639,YES
0.14300000000000002,1.2189,YES
0.0826,1.1427,NO
0.013000000000000001,0.3178,NO
0.2103,2.1264,YES
0.1395,0.8681,NO
0.1325,1.4354,YES
0.1443,0.6156,NO
0.2165,0.6851,NO
0.1934,1.6627,NO
0.1934,0.594,NO
0.0572,0.9708,NO
0.2318,3.262,YES
0.0556,0.6679999999999999,NO
0.3609,3.4535,YES
0.1417,0.7355,NO
