DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_53,Associated
0.0737,0.5076,NO
0.0652,0.6567,NO
0.1144,0.629,NO
0.2164,0.5912,NO
0.0671,0.2208,NO
0.0906,0.4788,NO
0.0589,0.6586,NO
0.0679,0.2487,NO
0.1689,0.3415,NO
0.2469,2.1021,YES
0.0616,0.3942,NO
0.33799999999999997,1.8023,YES
0.2427,0.0977,NO
0.2231,0.2945,NO
0.2223,0.0884,NO
0.1142,0.7581,NO
0.0706,1.0636,NO
0.1109,0.7456,NO
0.0747,0.3034,NO
0.2179,0.5356,NO
0.1147,0.4857,NO
0.0779,2.0457,YES
0.0804,2.1956,YES
0.1668,2.0076,YES
0.24,2.5734,YES
0.1573,0.4148,NO
0.0716,1.7816,YES
0.1205,0.3101,NO
0.1072,1.5975,YES
0.2444,2.5201,YES
0.3362,1.3921,NO
0.1579,0.7309,NO
0.1148,0.7795,NO
0.1112,0.8815,NO
0.3947,2.2859,YES
0.0957,1.3367,YES
0.1364,0.6229,NO
0.1056,0.4546,NO
0.0981,0.7905,NO
0.1058,0.5723,NO
0.1797,0.5147,NO
0.1526,0.7091,NO
0.1551,0.8347,NO
0.2811,2.4479,YES
0.0766,1.0087,NO
0.1126,2.5154,YES
0.0341,0.8624,NO
0.3399,2.8222,YES
0.0412,0.8073,NO
0.1212,0.4378,NO
0.0769,0.6619,NO
0.1235,0.7485,NO
0.0802,0.6201,NO
0.1903,0.9707,NO
0.1119,0.6713,NO
0.1008,1.0506,NO
0.0886,0.617,NO
0.1534,0.316,NO
0.1331,1.8162,NO
0.2865,1.5588,NO
0.1512,1.0679,NO
0.1666,1.2661,NO
0.1465,0.6138,NO
0.0509,0.1135,NO
0.2187,1.1337,NO
0.4574,3.1159,YES
0.1603,0.9339,NO
0.2015,2.3898,YES
0.205,0.1539,NO
0.2168,0.3121,NO
0.2136,0.2687,NO
0.1919,0.3425,NO
0.1533,2.2880000000000003,NO
0.1268,0.3665,NO
0.1947,1.0701,NO
0.1755,0.3392,NO
0.2202,1.6722,NO
0.4465,3.7306,YES
0.4252,3.9607,YES
0.3653,3.7686,YES
0.1771,4.166,YES
0.1659,1.0993,NO
0.1927,3.1103,YES
0.1251,0.9717,NO
0.1303,1.46,YES
0.1814,2.6059,YES
0.3356,2.333,NO
0.1662,0.9443,NO
0.1507,1.2309999999999999,NO
0.1441,2.1189,NO
0.3435,1.8192,YES
0.1243,1.2292,YES
0.1731,1.7345,NO
0.0952,0.0405,NO
0.1364,1.9543,NO
0.0887,0.1125,NO
0.2289,1.0791,NO
0.2088,1.2547,NO
0.2075,1.3569,NO
0.1923,2.1366,YES
0.0927,1.3353,NO
0.0821,2.2714,YES
0.0311,1.2364,NO
0.3081,2.9499,YES
0.0406,1.3839,NO
0.1251,0.3018,NO
0.091,0.6316,NO
0.11800000000000001,0.9965,NO
0.1053,0.503,NO
0.2201,2.1398,NO
0.1351,0.516,NO
0.1328,2.3357,NO
0.0724,0.424,NO
0.0244,0.645,NO
0.1404,2.0299,YES
0.3348,3.9137,YES
0.2937,4.6974,YES
0.14300000000000002,2.0764,YES
0.0826,0.7979999999999999,NO
0.013000000000000001,0.0905,NO
0.2103,1.5896,YES
0.1395,0.0965,NO
0.1325,1.6375,YES
0.1443,0.2607,NO
0.2165,0.8041,NO
0.1934,0.7976,NO
0.1934,1.0002,NO
0.0572,0.3539,NO
0.2318,4.5014,YES
0.0556,0.4988,NO
0.3609,4.0833,YES
0.1417,1.2608,NO
0.255,4.2138,YES
0.0522,0.6664,NO
0.0677,1.5432,NO
0.1439,1.8804,NO
0.0494,0.4889,NO
0.1715,1.9478,YES
0.0964,0.3707,NO
0.1343,2.4141,YES
0.1544,0.8529,NO
0.0732,0.7021,NO
0.1975,1.6728,NO
0.2582,1.3072,NO
0.1977,0.8574,NO
0.1701,1.1955,NO
0.1684,0.9646,NO
0.1225,0.4073,NO
0.1458,1.0107,NO
0.4028,2.7971,YES
0.1577,0.7676,NO
0.2904,2.1837,YES
0.1987,0.4318,NO
0.1756,0.6202,NO
0.1689,0.5366,NO
0.054000000000000006,0.7762,NO
0.1469,2.0786,NO
0.0547,0.8073,NO
0.1082,0.7751,NO
0.2019,0.8694,NO
0.1293,1.3808,NO
0.3897,3.3023,YES
0.3612,3.6055,YES
0.2791,3.431,YES
0.2894,3.7974,YES
