DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_69,Associated
0.0737,0.3071,NO
0.0652,0.2852,NO
0.1144,0.2323,NO
0.2164,0.4029,NO
0.0671,0.31,NO
0.0906,0.1844,NO
0.0589,0.2831,NO
0.0679,0.1133,NO
0.1689,0.1898,NO
0.2469,1.0,YES
0.0616,0.2289,NO
0.33799999999999997,0.5949,YES
0.2427,0.3555,NO
0.2231,0.3555,NO
0.2223,0.3555,NO
0.1142,0.2852,NO
0.0706,0.3104,NO
0.1109,0.2852,NO
0.0747,0.2804,NO
0.2179,0.2852,NO
0.1147,0.3078,NO
0.0779,0.83,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2502,NO
0.0716,1.0,YES
0.1205,0.1701,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2796,NO
0.1579,0.2304,NO
0.1148,0.1563,NO
0.1112,0.2444,NO
0.3947,0.7571,YES
0.0957,1.0,YES
0.1364,0.1471,NO
0.1056,0.2425,NO
0.0981,0.3034,NO
0.1058,0.1443,NO
0.1797,0.172,NO
0.1526,0.3082,NO
0.1551,0.0261,NO
0.2811,1.0,YES
0.0766,0.2044,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,1.0,YES
0.0412,0.127,NO
0.1212,0.1484,NO
0.0769,0.2289,NO
0.1235,0.1789,NO
0.0802,0.2425,NO
0.1903,0.2268,NO
0.1119,0.1789,NO
0.1008,0.1342,NO
0.0886,0.32,NO
0.1534,0.1493,NO
0.1331,0.3753,NO
0.2865,0.4329,NO
0.1512,0.3765,NO
0.1666,0.2422,NO
0.1465,0.2155,NO
0.0509,0.0995,NO
0.2187,0.2866,NO
0.4574,1.0,YES
0.1603,0.2866,NO
0.2015,0.5412,YES
0.205,0.2522,NO
0.2168,0.35200000000000004,NO
0.2136,0.08199999999999999,NO
0.1919,0.14800000000000002,NO
0.1533,0.4327,NO
0.1268,0.1431,NO
0.1947,0.3765,NO
0.1755,0.126,NO
0.2202,0.3078,NO
0.4465,1.0,YES
