DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_96,Associated
0.0737,0.7657,NO
0.0652,0.9549,NO
0.1144,0.596,NO
0.2164,0.7653,NO
0.0671,0.5072,NO
0.0906,0.8669,NO
0.0589,0.9328,NO
0.0679,0.5668,NO
0.1689,0.6472,NO
0.2469,1.9389,YES
0.0616,0.6431,NO
0.33799999999999997,1.8181,YES
0.2427,0.5859,NO
0.2231,0.4991,NO
0.2223,0.5891,NO
0.1142,0.4495,NO
0.0706,1.0083,NO
0.1109,0.7829,NO
0.0747,0.7986,NO
0.2179,0.8939,NO
0.1147,0.6531,NO
0.0779,2.0669,YES
0.0804,1.4597,YES
0.1668,2.1134,YES
0.24,1.7901,YES
0.1573,0.8383,NO
0.0716,1.8838,YES
0.1205,1.0138,NO
0.1072,2.1655,YES
0.2444,2.2436,YES
0.3362,1.4514,NO
0.1579,1.1649,NO
0.1148,0.882,NO
0.1112,1.1709,NO
0.3947,2.2433,YES
0.0957,1.8319999999999999,YES
0.1364,0.9182,NO
0.1056,0.6426,NO
0.0981,0.8997,NO
0.1058,0.5443,NO
0.1797,1.0876,NO
0.1526,1.0116,NO
0.1551,1.0995,NO
0.2811,1.3101,YES
0.0766,1.2665,NO
0.1126,1.8759,YES
0.0341,1.3084,NO
0.3399,2.314,YES
0.0412,1.3626,NO
0.1212,0.8678,NO
0.0769,0.7334,NO
0.1235,0.9319,NO
0.0802,0.6706,NO
0.1903,1.0299,NO
0.1119,1.1026,NO
0.1008,1.1527,NO
0.0886,0.6869,NO
0.1534,1.015,NO
0.1331,0.5291,NO
0.2865,1.4921,NO
0.1512,0.6946,NO
0.1666,0.93,NO
0.1465,1.1272,NO
0.0509,0.3798,NO
0.2187,0.6575,NO
0.4574,3.6003,YES
0.1603,0.7925,NO
0.2015,3.0791,YES
0.205,0.7085,NO
0.2168,0.6408,NO
0.2136,0.6318,NO
0.1919,0.5624,NO
0.1533,1.1094,NO
0.1268,0.7254,NO
0.1947,1.1478,NO
0.1755,0.6619,NO
0.2202,0.8971,NO
0.4465,3.7310000000000003,YES
0.4252,3.0431,YES
0.3653,3.8072,YES
0.1771,3.2022,YES
0.1659,0.9172,NO
0.1927,2.7765,YES
0.1251,1.0199,NO
0.1303,2.9197,YES
0.1814,3.1751,YES
0.3356,1.7781,NO
0.1662,1.1904,NO
0.1507,0.6947,NO
0.1441,2.3222,NO
0.3435,2.8117,YES
0.1243,2.6841,YES
0.1731,1.4461,NO
0.0952,1.7196,NO
0.1364,1.9085,NO
0.0887,1.3518,NO
0.2289,1.1311,NO
0.2088,0.9219,NO
0.2075,1.065,NO
0.1923,1.4023,YES
0.0927,1.808,NO
0.0821,2.8278,YES
0.0311,1.4992,NO
0.3081,2.9771,YES
0.0406,1.0290000000000001,NO
0.1251,1.7811,NO
0.091,1.6764,NO
0.11800000000000001,2.1965,NO
0.1053,1.7444,NO
0.2201,1.9419,NO
0.1351,2.0388,NO
0.1328,1.8344,NO
0.0724,0.8536,NO
0.0244,0.8649,NO
0.1404,1.5489,YES
0.3348,3.9917,YES
0.2937,3.9159,YES
0.14300000000000002,1.3684,YES
0.0826,0.93,NO
0.013000000000000001,0.2503,NO
0.2103,1.3519,YES
0.1395,0.2796,NO
0.1325,1.4257,YES
0.1443,0.2607,NO
0.2165,0.6204,NO
0.1934,0.8544,NO
0.1934,1.1159,NO
0.0572,0.1969,NO
0.2318,4.3264,YES
0.0556,0.5072,NO
0.3609,4.3284,YES
0.1417,1.2487,NO
0.255,4.6068,YES
0.0522,0.9838,NO
0.0677,0.442,NO
0.1439,1.1448,NO
0.0494,0.4348,NO
0.1715,1.5804,YES
0.0964,1.1519,NO
0.1343,1.8259999999999998,YES
0.1544,1.0395,NO
0.0732,1.3482,NO
0.1975,0.7006,NO
0.2582,1.0613,NO
0.1977,0.0777,NO
0.1701,1.4542,NO
0.1684,1.3831,NO
0.1225,0.7107,NO
0.1458,0.685,NO
0.4028,4.0938,YES
0.1577,1.1691,NO
0.2904,3.6047,YES
0.1987,0.9544,NO
0.1756,0.6826,NO
0.1689,0.7533,NO
0.054000000000000006,0.6563,NO
0.1469,0.6767,NO
0.0547,1.0115,NO
0.1082,0.8663,NO
0.2019,0.8586,NO
0.1293,0.5337,NO
0.3897,4.0469,YES
0.3612,3.2801,YES
0.2791,4.2877,YES
0.2894,3.6972,YES
0.2226,1.1063,NO
0.1753,3.4277,YES
0.0979,1.167,NO
0.0985,0.5658,NO
0.0774,0.6586,NO
0.1069,1.4867,YES
0.3647,4.0106,YES
0.2531,3.6872,YES
0.1331,1.4711,YES
0.0885,0.7527,NO
0.0604,0.1222,NO
0.2068,1.5018,YES
0.2598,0.9286,NO
0.106,1.4723,YES
0.1459,0.6777,NO
0.2252,0.7898,NO
0.2571,0.8236,NO
0.2375,1.2411,NO
0.1453,0.1559,NO
0.2245,4.2654,YES
0.141,0.2532,NO
0.2623,4.2446,YES
0.142,0.8627,NO
0.2555,4.4026,YES
0.2049,1.6332,NO
0.2206,0.9755,NO
0.2228,1.626,NO
0.1032,0.6192,NO
0.1461,1.7216,YES
0.1116,1.3072,NO
0.1326,2.3523,YES
0.1415,0.4035,NO
0.0745,0.7563,NO
0.2381,0.7072,NO
0.19,0.8132,NO
0.1547,0.0589,NO
0.1997,1.3727,NO
0.1653,0.8347,NO
0.1536,0.1905,NO
0.1999,1.0769,NO
0.1989,3.5926,YES
0.2045,1.2224,NO
0.2447,3.1292,YES
0.2519,0.7868,NO
0.2036,0.5901,NO
0.2033,0.6545,NO
0.0533,0.3899,NO
0.105,0.7529,NO
0.055999999999999994,0.5157,NO
0.1113,0.8767,NO
0.2256,0.2945,NO
0.0989,0.298,NO
0.1879,3.5366,YES
0.1445,2.9558,YES
0.1901,3.8426,YES
0.3108,3.1133,YES
0.2405,1.3665,NO
0.1657,2.9484,YES
0.1331,1.6598,NO
0.0949,0.8194,NO
0.1339,1.1691,NO
0.22399999999999998,0.8948,NO
0.1967,1.6604,NO
0.1436,0.9853,NO
0.2079,1.7398,NO
0.1339,1.3152,NO
0.0967,0.5402,NO
0.2198,1.3953,NO
0.3428,3.9118,YES
0.2344,2.0262,NO
0.1736,3.5301,YES
0.1331,0.6417,NO
0.0735,0.3016,NO
0.0647,0.3969,NO
0.204,0.5937,NO
0.1327,1.3794,NO
0.1655,0.8594,NO
0.31,1.7287,NO
0.1309,0.6565,NO
0.2819,1.3546,NO
0.4042,4.0016,YES
0.3296,3.1061,YES
0.4941,4.4683,YES
0.1783,3.5552,YES
0.193,1.4943,NO
0.2673,3.531,YES
0.1726,1.6846,NO
0.1439,0.7996,NO
0.0769,1.0456,NO
0.1953,0.5831,NO
0.2342,0.9568,NO
0.2047,0.0506,NO
0.1823,1.401,NO
0.1684,1.2661,NO
0.1204,0.5492,NO
0.1751,0.7594,NO
0.3579,3.9449,YES
0.1828,1.2693,NO
0.2083,3.4648,YES
0.2252,0.6699,NO
0.2041,0.5176,NO
0.2007,0.4699,NO
0.0498,0.5439,NO
0.1415,0.5448,NO
0.0515,0.8320000000000001,NO
0.1207,0.9619,NO
0.1912,0.5592,NO
0.14,0.3295,NO
0.4038,3.9827,YES
0.3494,3.2078,YES
0.2799,4.0792,YES
0.2675,3.5041,YES
0.2206,1.0136,NO
0.2003,3.1011,YES
0.1168,1.2816,NO
0.0727,0.6702,NO
0.0714,0.9329999999999999,NO
0.10800000000000001,0.5731,NO
0.2886,1.2536,NO
0.1427,0.3609,NO
0.0855,1.1892,NO
0.0605,1.1804,NO
0.0532,0.3833,NO
0.1421,0.7159,NO
0.4397,3.7777,YES
0.0607,1.0452,NO
0.2347,3.3627,YES
0.2118,0.6643,NO
0.2048,0.5286,NO
0.2045,0.573,NO
0.0849,0.5907,NO
0.1035,0.7859999999999999,NO
0.0824,0.6547,NO
0.0975,1.1451,NO
0.1702,0.5225,NO
0.1518,0.8288,NO
0.3372,3.9193,YES
0.3303,3.0575,YES
0.314,3.7592,YES
0.1257,3.2566,YES
0.1375,0.8545,NO
0.1128,2.9868,YES
0.099,1.1458,NO
0.1069,1.3445,NO
0.0451,1.7657,NO
0.5095,4.9838,YES
0.1431,1.7281,YES
0.1227,1.7372,YES
0.2847,6.3637,YES
0.2237,1.9234,NO
0.1065,0.956,NO
0.3266,5.7954,YES
0.0974,1.1883,NO
0.3289,6.5760000000000005,YES
0.1059,1.2928,NO
0.2131,1.9226,NO
0.1496,1.4496,NO
0.1474,1.5742,NO
0.0902,0.6614,NO
0.0993,2.8809,YES
0.0875,1.0836,NO
0.2369,3.9243,YES
0.2129,1.6251,NO
0.1321,2.5011,YES
0.1271,1.4758,NO
0.08,1.0886,NO
0.3025,2.7695,NO
0.12,2.1529,NO
0.3399,5.6012,YES
0.2516,3.7960000000000003,NO
0.2081,6.4627,YES
0.1799,0.4765,NO
0.1547,0.8325,NO
0.3595,2.7655,YES
0.2156,0.4462,NO
0.1535,0.6948,NO
0.4159,4.343999999999999,YES
0.1827,0.7301,NO
0.1097,0.3821,NO
0.5448,3.7752,YES
0.191,0.8753,NO
0.4381,4.4243,YES
0.1528,0.9303,NO
0.3264,1.3583,NO
0.3203,0.5331,NO
0.2648,1.0146,NO
0.171,0.0758,NO
0.21899999999999997,1.5969,NO
0.1398,0.3226,NO
0.3673,1.589,NO
0.1451,0.1872,NO
0.2637,1.0685,NO
0.1991,0.7963,NO
0.1784,0.5747,NO
0.3767,1.969,NO
0.1917,1.3649,NO
0.3794,3.6125,YES
0.3359,2.133,NO
0.2874,4.4385,YES
0.0798,0.7605,NO
0.0364,0.7053,NO
0.2475,2.506,YES
0.2794,3.8333,YES
0.2232,3.5852,YES
0.2213,3.5439,YES
0.1233,1.1029,NO
0.0474,0.1456,NO
0.2799,2.8608,YES
0.2328,1.7069999999999999,NO
0.2608,3.9474,YES
0.1095,1.7817,NO
0.2365,0.7717,NO
0.2061,1.1456,NO
0.2048,1.016,NO
0.0456,0.1983,NO
0.1795,4.5146,YES
0.0442,0.4938,NO
0.27,5.4062,YES
0.1224,0.9115,NO
0.1913,4.0105,YES
0.2397,2.6666,NO
0.2111,1.3152,NO
0.2935,3.1508,NO
0.1155,2.1178,NO
0.243,3.0179,YES
0.1959,2.8372,NO
0.198,4.1121,YES
0.1636,0.6266,NO
0.1646,0.9494,NO
0.3881,3.236,YES
0.1762,1.5239,NO
0.1649,1.4980000000000002,NO
0.4197,4.5169,YES
0.1681,0.9086,NO
0.153,0.3074,NO
0.4738,4.0039,YES
0.159,0.9412,NO
0.493,4.9128,YES
0.1456,0.9773,NO
0.2244,1.256,NO
0.1542,0.9153,NO
0.1277,1.1206,NO
0.1775,0.1151,NO
0.2106,2.2053,NO
0.1654,0.4205,NO
0.3557,2.7966,NO
0.0902,0.5096,NO
0.2663,1.7191,NO
0.2218,1.2013,NO
0.1764,0.7634,NO
0.3901,2.3914,NO
0.21600000000000003,1.4775,NO
0.402,3.9235,YES
0.3584,2.4447,NO
0.3239,4.7929,YES
0.0467,1.4695,NO
0.0184,1.6706,NO
0.0544,2.2071,YES
0.1967,4.1388,YES
0.1251,4.0259,YES
0.0526,2.1724,YES
0.0389,1.6579,NO
0.0098,0.7506,NO
0.1204,2.0621,YES
0.1152,0.7179,NO
0.0434,2.131,YES
0.0994,0.6599,NO
0.171,1.1293,NO
0.1733,1.3008,NO
0.1785,1.5815,NO
0.0632,0.6489,NO
0.1652,4.7914,YES
0.0614,1.1365,NO
0.1533,4.648,YES
0.1347,1.8811,NO
0.1212,4.9219,YES
0.015,1.3309,NO
0.0714,0.9520000000000001,NO
0.0698,1.6643,NO
0.035,0.9709,NO
0.0672,2.4792,YES
0.0378,1.9779,NO
0.0637,2.575,YES
0.3024,3.1853,YES
0.0482,3.2011,YES
0.3634,1.2744,NO
0.1548,0.6269,NO
0.1459,0.3902,NO
0.1506,1.0057,NO
0.2394,2.5274,YES
0.3693,3.1092,YES
0.1404,0.6915,NO
0.0758,0.8201,NO
0.1517,0.9952,NO
0.067,0.6662,NO
0.2131,0.3157,NO
0.16,0.2062,NO
0.1446,0.1907,NO
0.0844,1.5051,YES
0.095,0.3983,NO
0.2419,3.0764,YES
0.026000000000000002,0.7208,NO
0.2985,3.0832,YES
0.0377,0.4778,NO
0.102,1.0097,NO
