DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_4,Associated
0.0737,0.2356,NO
0.0652,0.1819,NO
0.1144,0.2809,NO
0.2164,0.3093,NO
0.0671,0.1995,NO
0.0906,0.4162,NO
0.0589,0.4164,NO
0.0679,0.1819,NO
0.1689,0.3138,NO
0.2469,0.8204,YES
0.0616,0.4964,NO
0.33799999999999997,0.4567,YES
0.2427,0.3555,NO
0.2231,0.3824,NO
0.2223,0.3555,NO
0.1142,0.3282,NO
0.0706,0.4327,NO
0.1109,0.318,NO
0.0747,0.3844,NO
0.2179,0.2574,NO
0.1147,0.4378,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,0.8236,YES
0.24,1.0,YES
0.1573,0.4758,NO
0.0716,0.7756,YES
0.1205,0.3251,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.3034,NO
0.1579,0.2796,NO
0.1148,0.1563,NO
0.1112,0.2444,NO
0.3947,0.5234,YES
0.0957,1.0,YES
0.1364,0.1873,NO
0.1056,0.1616,NO
0.0981,0.3034,NO
0.1058,0.0762,NO
0.1797,0.0844,NO
0.1526,0.3144,NO
0.1551,0.0498,NO
0.2811,1.0,YES
0.0766,0.2796,NO
0.1126,1.0,YES
0.0341,0.1687,NO
0.3399,1.0,YES
0.0412,0.2796,NO
0.1212,0.053,NO
0.0769,0.2456,NO
0.1235,0.1358,NO
0.0802,0.0765,NO
0.1903,0.2796,NO
0.1119,0.1778,NO
0.1008,0.2069,NO
0.0886,0.2947,NO
0.1534,0.1493,NO
0.1331,0.2809,NO
0.2865,0.5644,NO
0.1512,0.3765,NO
0.1666,0.4162,NO
0.1465,0.3258,NO
0.0509,0.294,NO
0.2187,0.3138,NO
0.4574,1.0,YES
0.1603,0.2887,NO
0.2015,0.5949,YES
0.205,0.2445,NO
0.2168,0.35200000000000004,NO
0.2136,0.2445,NO
0.1919,0.3282,NO
0.1533,0.4327,NO
0.1268,0.318,NO
0.1947,0.3765,NO
0.1755,0.294,NO
0.2202,0.4378,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.5412,YES
0.1659,0.314,NO
0.1927,1.0,YES
0.1251,0.1759,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.3151,NO
0.1662,0.2576,NO
0.1507,0.1909,NO
0.1441,0.2455,NO
0.3435,0.7571,YES
0.1243,1.0,YES
0.1731,0.2344,NO
0.0952,0.316,NO
0.1364,0.2862,NO
0.0887,0.188,NO
0.2289,0.3845,NO
0.2088,0.3144,NO
0.2075,0.3845,NO
0.1923,1.0,YES
0.0927,0.2278,NO
0.0821,1.0,YES
0.0311,0.1909,NO
0.3081,1.0,YES
0.0406,0.1909,NO
0.1251,0.1815,NO
0.091,0.316,NO
0.11800000000000001,0.2187,NO
0.1053,0.1641,NO
0.2201,0.2528,NO
0.1351,0.316,NO
0.1328,0.2455,NO
0.0724,0.2522,NO
0.0244,0.0804,NO
0.1404,0.3433,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.5022,YES
0.0826,0.2784,NO
0.013000000000000001,0.0821,NO
0.2103,0.3413,YES
0.1395,0.3816,NO
0.1325,0.6191,YES
0.1443,0.1277,NO
0.2165,0.3553,NO
0.1934,0.3877,NO
0.1934,0.3553,NO
0.0572,0.1182,NO
0.2318,1.0,YES
0.0556,0.1103,NO
0.3609,1.0,YES
0.1417,0.1882,NO
0.255,1.0,YES
