DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_66,Associated
0.0737,0.2626,NO
0.0652,0.6755,NO
0.1144,0.4649,NO
0.2164,0.3423,NO
0.0671,1.0083,NO
0.0906,1.1432,NO
0.0589,0.8384,NO
0.0679,0.5056,NO
0.1689,0.7592,NO
0.2469,3.2242,YES
0.0616,0.8073,NO
0.33799999999999997,2.898,YES
0.2427,0.3298,NO
0.2231,0.5101,NO
0.2223,0.1202,NO
0.1142,0.6257,NO
0.0706,1.1502,NO
0.1109,0.7528,NO
0.0747,0.9377,NO
0.2179,0.743,NO
0.1147,0.7987,NO
0.0779,2.8606,YES
0.0804,3.3525,YES
0.1668,3.332,YES
0.24,2.847,YES
0.1573,1.1887,NO
0.0716,3.241,YES
0.1205,0.7284,NO
0.1072,1.6141,YES
0.2444,1.6244,YES
0.3362,1.0029,NO
0.1579,0.6227,NO
0.1148,0.6379,NO
0.1112,1.2063,NO
0.3947,1.8273,YES
0.0957,2.3814,YES
0.1364,1.1992,NO
0.1056,0.3383,NO
0.0981,1.0337,NO
0.1058,0.5479,NO
0.1797,0.7793,NO
0.1526,0.6072,NO
0.1551,0.6268,NO
0.2811,1.6828,YES
0.0766,0.7343,NO
0.1126,2.3804,YES
0.0341,0.7095,NO
0.3399,2.5995,YES
0.0412,0.5879,NO
0.1212,0.3495,NO
0.0769,0.7041,NO
0.1235,0.735,NO
0.0802,0.465,NO
0.1903,1.4078,NO
0.1119,0.8177,NO
0.1008,0.8012,NO
0.0886,0.2312,NO
0.1534,0.5467,NO
0.1331,0.5385,NO
0.2865,0.5427,NO
0.1512,1.4034,NO
0.1666,0.8728,NO
0.1465,0.6584,NO
0.0509,0.4426,NO
0.2187,0.7692,NO
0.4574,3.4393,YES
0.1603,0.799,NO
0.2015,3.1311,YES
0.205,0.4547,NO
0.2168,0.6797,NO
0.2136,0.272,NO
0.1919,0.5003,NO
0.1533,1.1673,NO
0.1268,0.631,NO
0.1947,1.0662,NO
0.1755,0.7649,NO
0.2202,0.8247,NO
0.4465,3.2642,YES
0.4252,3.6661,YES
0.3653,3.6653,YES
0.1771,3.0169,YES
0.1659,1.1298,NO
0.1927,3.4191,YES
0.1251,0.9366,NO
0.1303,1.7734,YES
0.1814,2.3019,YES
0.3356,1.0911,NO
0.1662,1.8598,NO
0.1507,1.7307,NO
0.1441,1.1383,NO
0.3435,2.2497,YES
0.1243,2.4981,YES
0.1731,1.6717,NO
0.0952,0.795,NO
0.1364,1.3406,NO
0.0887,0.7384,NO
0.2289,1.0122,NO
0.2088,0.9788,NO
0.2075,1.1132,NO
0.1923,2.2956,YES
0.0927,2.3947,NO
0.0821,2.6027,YES
0.0311,1.8023,NO
0.3081,3.0958,YES
0.0406,1.3013,NO
0.1251,0.8683,NO
0.091,1.1647,NO
0.11800000000000001,0.741,NO
0.1053,0.6665,NO
0.2201,1.3055,NO
0.1351,1.1053,NO
0.1328,1.6925,NO
0.0724,0.4045,NO
0.0244,0.4614,NO
0.1404,1.5087,YES
0.3348,3.7178,YES
0.2937,4.2636,YES
0.14300000000000002,1.7352,YES
0.0826,0.8538,NO
0.013000000000000001,0.1287,NO
0.2103,2.4969,YES
0.1395,0.6719,NO
0.1325,1.6268,YES
0.1443,0.4962,NO
0.2165,1.1606,NO
0.1934,0.9736,NO
0.1934,0.9511,NO
0.0572,0.2658,NO
0.2318,4.4215,YES
0.0556,0.1482,NO
0.3609,4.1261,YES
0.1417,0.902,NO
0.255,3.4381,YES
0.0522,0.97,NO
0.0677,1.3503,NO
0.1439,0.6594,NO
0.0494,0.9684,NO
0.1715,1.7831,YES
0.0964,1.2722,NO
0.1343,1.8741,YES
0.1544,0.5125,NO
0.0732,0.6114,NO
0.1975,1.0945,NO
0.2582,0.7905,NO
0.1977,1.5899,NO
0.1701,1.9905,NO
0.1684,0.8517,NO
0.1225,0.6732,NO
0.1458,1.7353,NO
0.4028,3.9334,YES
0.1577,1.5708,NO
0.2904,3.6669,YES
0.1987,0.7673,NO
0.1756,0.8937,NO
0.1689,0.5072,NO
0.054000000000000006,0.6243,NO
0.1469,1.7494,NO
0.0547,0.9392,NO
0.1082,1.2375,NO
0.2019,1.4173,NO
0.1293,1.0523,NO
0.3897,3.6857,YES
0.3612,4.1956,YES
0.2791,4.2982,YES
0.2894,3.3009,YES
0.2226,2.1068,NO
0.1753,4.3166,YES
0.0979,1.6434,NO
0.0985,0.3761,NO
0.0774,0.4334,NO
0.1069,1.0738,YES
0.3647,3.5766,YES
0.2531,4.4002,YES
0.1331,1.3576,YES
0.0885,0.6881,NO
0.0604,0.3256,NO
0.2068,1.8752,YES
0.2598,2.0059,NO
0.106,1.3958,YES
0.1459,1.5496,NO
0.2252,0.6503,NO
0.2571,0.8379,NO
0.2375,0.7742,NO
0.1453,0.2882,NO
0.2245,4.6631,YES
0.141,0.4578,NO
0.2623,4.2829,YES
0.142,1.0355,NO
0.2555,3.3562,YES
0.2049,2.0825,NO
0.2206,2.6896,NO
0.2228,1.8237,NO
0.1032,1.8981,NO
0.1461,1.8264,YES
0.1116,2.187,NO
0.1326,1.6446,YES
0.1415,0.4446,NO
0.0745,0.7732,NO
0.2381,1.0652,NO
0.19,0.7457,NO
0.1547,1.2615,NO
0.1997,1.9834,NO
0.1653,0.8504,NO
0.1536,0.4861,NO
0.1999,1.6772,NO
0.1989,3.3357,YES
0.2045,1.5324,NO
0.2447,3.2971,YES
0.2519,0.9420000000000001,NO
0.2036,0.9756,NO
0.2033,0.6885,NO
0.0533,0.613,NO
0.105,1.7425,NO
0.055999999999999994,0.6575,NO
0.1113,0.8812,NO
0.2256,1.2821,NO
0.0989,1.0411,NO
0.1879,3.1972,YES
0.1445,3.4530000000000003,YES
0.1901,3.7497,YES
0.3108,2.7173,YES
0.2405,2.0358,NO
0.1657,3.9058,YES
0.1331,1.8149,NO
0.0949,0.2382,NO
0.1339,0.4864,NO
0.22399999999999998,1.8278,NO
0.1967,0.9989,NO
0.1436,2.0726,NO
0.2079,2.5329,NO
0.1339,0.7946,NO
0.0967,0.2235,NO
0.2198,2.5862,NO
0.3428,3.5784,YES
0.2344,2.33,NO
0.1736,3.2217,YES
0.1331,0.6039,NO
0.0735,0.7178,NO
0.0647,0.2904,NO
0.204,0.3833,NO
0.1327,1.7777,NO
0.1655,0.4249,NO
0.31,1.6069,NO
0.1309,0.8665,NO
0.2819,1.4291,NO
0.4042,3.5392,YES
0.3296,3.9809,YES
0.4941,4.0975,YES
0.1783,3.3185,YES
0.193,2.6724,NO
0.2673,4.3401,YES
0.1726,2.1455,NO
0.1439,0.381,NO
0.0769,0.49,NO
0.1953,0.8171,NO
0.2342,0.1689,NO
0.2047,1.0742,NO
0.1823,1.3987,NO
0.1684,0.6028,NO
0.1204,0.4348,NO
0.1751,1.2028,NO
0.3579,3.4536,YES
0.1828,1.1465,NO
0.2083,3.2328,YES
0.2252,0.3419,NO
0.2041,0.5911,NO
0.2007,0.1608,NO
0.0498,0.5267,NO
0.1415,1.0021,NO
0.0515,0.6319,NO
0.1207,0.8778,NO
0.1912,0.8387,NO
0.14,0.5871,NO
0.4038,3.3094,YES
0.3494,3.6758,YES
0.2799,3.873,YES
0.2675,2.9795,YES
0.2206,1.4287,NO
0.2003,3.7225,YES
0.1168,1.0556,NO
0.0727,0.1444,NO
0.0714,0.3475,NO
0.10800000000000001,0.3498,NO
0.2886,0.5541,NO
0.1427,1.2658,NO
0.0855,0.6561,NO
0.0605,0.5132,NO
0.0532,0.3454,NO
0.1421,0.4513,NO
0.4397,2.9271,YES
0.0607,0.4677,NO
0.2347,2.6411,YES
0.2118,0.2071,NO
0.2048,0.4441,NO
0.2045,0.0518,NO
0.0849,0.4218,NO
0.1035,1.2163,NO
0.0824,0.5189,NO
0.0975,0.9677,NO
0.1702,0.5622,NO
0.1518,0.7726,NO
0.3372,2.6886,YES
0.3303,3.1065,YES
0.314,2.9767,YES
0.1257,2.3404,YES
0.1375,0.7464,NO
0.1128,2.8142,YES
0.099,0.5941,NO
0.1069,0.5573,NO
0.0451,1.4911,NO
0.5095,4.0917,YES
0.1431,1.419,YES
0.1227,1.7541,YES
0.2847,5.5092,YES
0.2237,1.3029,NO
0.1065,0.5676,NO
0.3266,6.2466,YES
0.0974,1.1098,NO
0.3289,5.8052,YES
0.1059,1.3962,NO
0.2131,2.3587,NO
0.1496,1.6206,NO
0.1474,1.6099,NO
0.0902,0.5556,NO
0.0993,2.0627,YES
0.0875,0.6016,NO
0.2369,1.6946,YES
0.2129,1.8297,NO
0.1321,1.6209,YES
0.1271,1.7919999999999998,NO
0.08,1.7882,NO
0.3025,3.2298,NO
0.12,2.1790000000000003,NO
0.3399,6.1952,YES
0.2516,3.7571,NO
0.2081,5.0360000000000005,YES
0.1799,0.1801,NO
0.1547,0.8121,NO
0.3595,2.2199,YES
0.2156,0.6709999999999999,NO
0.1535,1.3103,NO
0.4159,3.0678,YES
0.1827,0.8805,NO
0.1097,0.136,NO
0.5448,3.7439999999999998,YES
0.191,0.4299,NO
0.4381,3.2043,YES
0.1528,0.5485,NO
0.3264,1.4932,NO
0.3203,0.971,NO
0.2648,0.8584,NO
0.171,0.3505,NO
0.21899999999999997,1.3187,NO
0.1398,0.2676,NO
0.3673,1.7054,NO
0.1451,0.4054,NO
0.2637,0.8589,NO
0.1991,1.2725,NO
0.1784,0.6692,NO
0.3767,1.8122,NO
0.1917,1.5438,NO
0.3794,3.0619,YES
0.3359,2.4884,NO
0.2874,3.2797,YES
0.0798,0.6045,NO
0.0364,1.1633,NO
0.2475,3.1652,YES
0.2794,3.4619999999999997,YES
0.2232,4.5415,YES
0.2213,3.6357,YES
0.1233,1.4416,NO
0.0474,0.4107,NO
0.2799,4.3283,YES
0.2328,2.8856,NO
0.2608,3.7501,YES
0.1095,2.5254,NO
0.2365,1.8132,NO
0.2061,1.8971,NO
0.2048,1.5219999999999998,NO
0.0456,0.5244,NO
0.1795,4.6992,YES
0.0442,0.6049,NO
0.27,4.0148,YES
0.1224,1.5506,NO
0.1913,3.8425,YES
0.2397,3.0959,NO
0.2111,3.5668,NO
0.2935,3.5763,NO
0.1155,2.8566,NO
0.243,4.2425,YES
0.1959,4.0438,NO
0.198,3.8361,YES
0.1636,0.1872,NO
0.1646,1.1508,NO
0.3881,2.6271,YES
0.1762,0.6716,NO
0.1649,1.1437,NO
0.4197,3.9797,YES
0.1681,1.0466,NO
0.153,0.2387,NO
0.4738,4.4357,YES
0.159,1.1257,NO
0.493,4.246,YES
0.1456,1.2082,NO
0.2244,1.6158,NO
0.1542,0.9548,NO
0.1277,1.0236,NO
