DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_5,Associated
0.0737,0.4986,NO
0.0652,0.2793,NO
0.1144,0.5538,NO
0.2164,0.6982,NO
0.0671,0.3566,NO
0.0906,0.5608,NO
0.0589,0.3058,NO
0.0679,0.2386,NO
0.1689,0.5014,NO
0.2469,2.3928,YES
0.0616,0.6482,NO
0.33799999999999997,1.7353,YES
0.2427,0.2394,NO
0.2231,0.6198,NO
0.2223,0.183,NO
0.1142,0.21899999999999997,NO
0.0706,0.3932,NO
0.1109,0.6603,NO
0.0747,0.3777,NO
0.2179,0.2988,NO
0.1147,0.36,NO
0.0779,1.8595,YES
0.0804,1.9951,YES
0.1668,2.5385,YES
0.24,3.1569,YES
0.1573,0.4509,NO
0.0716,2.3246,YES
0.1205,0.4768,NO
0.1072,1.4129,YES
0.2444,0.4232,YES
0.3362,0.5552,NO
0.1579,0.3418,NO
0.1148,0.1292,NO
0.1112,0.5943,NO
0.3947,0.6752,YES
0.0957,1.5361,YES
0.1364,0.7152,NO
0.1056,0.2308,NO
0.0981,0.6167,NO
0.1058,0.272,NO
0.1797,0.1972,NO
0.1526,0.4461,NO
0.1551,0.1421,NO
0.2811,0.5678,YES
0.0766,0.3641,NO
0.1126,2.2476,YES
0.0341,0.2591,NO
0.3399,1.3592,YES
0.0412,0.3832,NO
0.1212,0.25,NO
0.0769,0.3761,NO
0.1235,0.3167,NO
0.0802,0.2414,NO
0.1903,0.6611,NO
0.1119,0.1274,NO
0.1008,0.4928,NO
0.0886,0.2913,NO
0.1534,0.2301,NO
0.1331,0.7148,NO
0.2865,0.7976,NO
0.1512,0.4554,NO
0.1666,0.7276,NO
0.1465,0.2585,NO
0.0509,0.195,NO
0.2187,0.8962,NO
0.4574,2.1595,YES
0.1603,0.8925,NO
0.2015,1.8654,YES
0.205,0.1897,NO
0.2168,0.3383,NO
0.2136,0.1647,NO
0.1919,0.2282,NO
0.1533,0.4231,NO
0.1268,0.5121,NO
0.1947,0.4898,NO
0.1755,0.1667,NO
0.2202,0.5088,NO
0.4465,1.8181,YES
