DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_6,Associated
0.0737,0.7851,NO
0.0652,0.426,NO
0.1144,1.1505,NO
0.2164,0.9775,NO
0.0671,1.0819,NO
0.0906,1.8137,NO
0.0589,0.8244,NO
0.0679,0.4893,NO
0.1689,1.0022,NO
0.2469,2.1676,YES
0.0616,1.1340000000000001,NO
0.33799999999999997,1.6046,YES
0.2427,0.9836,NO
0.2231,1.1017,NO
0.2223,0.5392,NO
0.1142,0.7594,NO
0.0706,1.1166,NO
0.1109,0.6745,NO
0.0747,1.2726,NO
0.2179,0.6568,NO
0.1147,0.8303,NO
0.0779,2.0878,YES
0.0804,2.634,YES
0.1668,1.7143,YES
0.24,0.9944,YES
0.1573,1.2408,NO
0.0716,2.0222,YES
0.1205,1.3486,NO
0.1072,0.8825,YES
0.2444,0.6494,YES
0.3362,0.8363,NO
0.1579,0.7791,NO
0.1148,0.9675,NO
0.1112,0.9287,NO
0.3947,0.938,YES
0.0957,1.2249,YES
0.1364,0.5963,NO
0.1056,0.5257,NO
0.0981,0.7352,NO
0.1058,0.2108,NO
0.1797,0.5065,NO
0.1526,0.4187,NO
0.1551,0.1229,NO
0.2811,1.0016,YES
0.0766,0.8006,NO
0.1126,1.239,YES
0.0341,0.7343,NO
0.3399,0.9375,YES
0.0412,0.4684,NO
0.1212,0.4603,NO
0.0769,0.4317,NO
0.1235,0.4227,NO
0.0802,0.2083,NO
0.1903,0.6542,NO
0.1119,0.5244,NO
0.1008,0.7478,NO
0.0886,1.4271,NO
0.1534,0.3439,NO
0.1331,1.3804,NO
0.2865,1.9425,NO
0.1512,1.819,NO
0.1666,1.7817,NO
0.1465,0.9235,NO
0.0509,0.623,NO
0.2187,1.4853,NO
0.4574,3.3424,YES
0.1603,1.6280000000000001,NO
0.2015,2.6647,YES
0.205,1.2084,NO
0.2168,1.5698,NO
0.2136,0.7579,NO
0.1919,0.8009999999999999,NO
0.1533,1.5648,NO
0.1268,0.6902,NO
0.1947,1.9897,NO
0.1755,0.8490000000000001,NO
0.2202,1.2097,NO
0.4465,3.4547,YES
0.4252,4.1463,YES
0.3653,2.9946,YES
0.1771,1.4055,YES
0.1659,1.3417,NO
0.1927,2.9698,YES
0.1251,1.5075,NO
0.1303,2.0913,YES
0.1814,1.4875,YES
0.3356,1.4437,NO
0.1662,1.026,NO
0.1507,1.226,NO
0.1441,1.3638,NO
0.3435,2.105,YES
0.1243,2.0678,YES
0.1731,0.883,NO
0.0952,1.1873,NO
0.1364,1.0765,NO
0.0887,0.8425,NO
0.2289,1.4394,NO
0.2088,1.2669,NO
0.2075,0.7271,NO
0.1923,2.1469,YES
0.0927,1.1666,NO
0.0821,2.3724,YES
0.0311,1.0482,NO
0.3081,1.6174,YES
0.0406,0.8408,NO
0.1251,1.0390000000000001,NO
0.091,1.3318,NO
0.11800000000000001,0.9737,NO
0.1053,0.4558,NO
0.2201,0.8722,NO
0.1351,1.2373,NO
0.1328,1.0887,NO
0.0724,1.1933,NO
0.0244,0.4834,NO
0.1404,2.6262,YES
0.3348,3.2426,YES
0.2937,3.5604,YES
0.14300000000000002,2.5789,YES
0.0826,1.0098,NO
0.013000000000000001,0.6742,NO
0.2103,2.2271,YES
0.1395,1.2847,NO
0.1325,2.4258,YES
0.1443,0.5283,NO
0.2165,1.6618,NO
0.1934,2.0456,NO
0.1934,0.9973,NO
0.0572,0.9173,NO
0.2318,3.3371,YES
0.0556,0.7211,NO
0.3609,3.8508,YES
0.1417,0.9512,NO
0.255,3.1976,YES
0.0522,0.7941,NO
0.0677,1.1691,NO
0.1439,1.216,NO
0.0494,0.5292,NO
0.1715,2.0675,YES
0.0964,1.7467,NO
0.1343,2.1079,YES
0.1544,1.4671,NO
0.0732,0.3,NO
0.1975,0.8328,NO
0.2582,1.6659,NO
0.1977,1.6049,NO
0.1701,0.9359999999999999,NO
0.1684,0.9805,NO
0.1225,0.3395,NO
0.1458,0.8754,NO
0.4028,3.4774,YES
0.1577,0.8817,NO
0.2904,2.7797,YES
0.1987,0.6442,NO
0.1756,1.4061,NO
0.1689,0.4982,NO
0.054000000000000006,0.6585,NO
0.1469,1.3530000000000002,NO
0.0547,0.4746,NO
0.1082,2.0327,NO
0.2019,0.4816,NO
0.1293,1.1913,NO
0.3897,3.3593,YES
0.3612,4.19,YES
0.2791,2.9648,YES
0.2894,1.443,YES
0.2226,0.7736,NO
0.1753,3.0592,YES
0.0979,1.0448,NO
0.0985,0.7522,NO
0.0774,0.1913,NO
0.1069,1.5389,YES
0.3647,2.9184,YES
0.2531,2.7806,YES
0.1331,1.5894,YES
0.0885,0.6404,NO
0.0604,0.3848,NO
0.2068,1.4617,YES
0.2598,1.5631,NO
0.106,1.4699,YES
0.1459,0.9392,NO
0.2252,0.9006,NO
0.2571,1.5746,NO
0.2375,0.6912,NO
0.1453,0.6414,NO
0.2245,2.6608,YES
0.141,0.4609,NO
0.2623,3.3086,YES
0.142,0.6291,NO
0.2555,2.9164,YES
0.2049,1.1415,NO
0.2206,1.4702,NO
0.2228,1.6593,NO
0.1032,0.6393,NO
0.1461,1.5695,YES
0.1116,1.4685,NO
0.1326,1.2375,YES
0.1415,1.4015,NO
0.0745,0.1263,NO
0.2381,1.7997,NO
0.19,1.831,NO
0.1547,1.5973,NO
0.1997,1.5167,NO
0.1653,0.8195,NO
0.1536,0.1267,NO
0.1999,1.7648,NO
0.1989,2.6614,YES
0.2045,2.0374,NO
0.2447,2.6814,YES
0.2519,0.8647,NO
0.2036,1.0275,NO
0.2033,0.5919,NO
0.0533,0.5581,NO
0.105,1.5472,NO
0.055999999999999994,0.188,NO
0.1113,1.7128,NO
0.2256,0.6081,NO
0.0989,1.3988,NO
0.1879,2.9759,YES
0.1445,3.9135,YES
0.1901,2.4873,YES
0.3108,1.3049,YES
