DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_42,Associated
0.0737,1.2267,NO
0.0652,0.5762,NO
0.1144,1.0175,NO
0.2164,1.1132,NO
0.0671,1.1807,NO
0.0906,1.4212,NO
0.0589,1.1937,NO
0.0679,0.5346,NO
0.1689,0.8743,NO
0.2469,2.2969,YES
0.0616,0.6197,NO
0.33799999999999997,2.3192,YES
0.2427,0.9244,NO
0.2231,1.2452,NO
0.2223,0.6607,NO
0.1142,0.7091,NO
0.0706,0.7596,NO
0.1109,0.777,NO
0.0747,0.9533,NO
0.2179,0.8490000000000001,NO
0.1147,1.1393,NO
0.0779,2.1466,YES
0.0804,2.8029,YES
0.1668,2.2946,YES
0.24,1.4239,YES
0.1573,1.0086,NO
0.0716,1.4465,YES
0.1205,0.6308,NO
0.1072,2.3335,YES
0.2444,1.7268,YES
0.3362,0.6072,NO
0.1579,0.7077,NO
0.1148,0.7416,NO
0.1112,0.9295,NO
0.3947,1.2897,YES
0.0957,1.4167,YES
0.1364,0.5804,NO
0.1056,0.7074,NO
0.0981,0.2769,NO
0.1058,0.4558,NO
0.1797,0.3163,NO
0.1526,0.5608,NO
0.1551,0.085,NO
0.2811,2.1991,YES
0.0766,0.4043,NO
0.1126,1.6518,YES
0.0341,0.4896,NO
0.3399,2.1996,YES
0.0412,0.8340000000000001,NO
0.1212,0.5559,NO
0.0769,0.5987,NO
0.1235,0.755,NO
0.0802,0.4766,NO
0.1903,0.3722,NO
0.1119,0.4465,NO
0.1008,0.4809,NO
0.0886,1.3297,NO
0.1534,0.4,NO
0.1331,1.03,NO
0.2865,1.7806,NO
0.1512,1.5903,NO
0.1666,1.1840000000000002,NO
0.1465,1.2704,NO
0.0509,0.48700000000000004,NO
0.2187,0.43799999999999994,NO
0.4574,3.0729,YES
0.1603,0.8173,NO
0.2015,3.6797,YES
0.205,0.5966,NO
0.2168,0.8872,NO
0.2136,0.27699999999999997,NO
0.1919,0.428,NO
0.1533,1.6559,NO
0.1268,0.8355,NO
0.1947,1.5981,NO
0.1755,0.5107,NO
0.2202,1.6619,NO
0.4465,3.1843,YES
0.4252,3.9355,YES
0.3653,3.4301,YES
0.1771,2.3519,YES
0.1659,1.4569999999999999,NO
0.1927,2.2263,YES
0.1251,0.3594,NO
0.1303,2.7414,YES
0.1814,2.3621,YES
0.3356,1.1579,NO
0.1662,0.5857,NO
0.1507,0.903,NO
0.1441,1.5986,NO
