DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_89,Associated
0.0737,0.2574,NO
0.0652,0.2852,NO
0.1144,0.2323,NO
0.2164,0.1775,NO
0.0671,0.1389,NO
0.0906,0.2524,NO
0.0589,0.2852,NO
0.0679,0.2574,NO
0.1689,0.2323,NO
0.2469,1.0,YES
0.0616,0.2323,NO
0.33799999999999997,0.5949,YES
0.2427,0.3555,NO
0.2231,0.3673,NO
0.2223,0.3555,NO
0.1142,0.2574,NO
0.0706,0.3104,NO
0.1109,0.2852,NO
0.0747,0.2383,NO
0.2179,0.2852,NO
0.1147,0.2418,NO
0.0779,1.0,YES
0.0804,0.6533,YES
0.1668,0.3698,YES
0.24,0.5193,YES
0.1573,0.1782,NO
0.0716,1.0,YES
0.1205,0.1782,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2287,NO
0.1579,0.2304,NO
0.1148,0.1149,NO
0.1112,0.2004,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2287,NO
0.1056,0.2425,NO
0.0981,0.1364,NO
0.1058,0.1443,NO
0.1797,0.3148,NO
0.1526,0.3148,NO
0.1551,0.3148,NO
0.2811,1.0,YES
0.0766,0.2044,NO
0.1126,1.0,YES
0.0341,0.1542,NO
0.3399,1.0,YES
0.0412,0.1652,NO
0.1212,0.2425,NO
0.0769,0.2289,NO
0.1235,0.1522,NO
0.0802,0.126,NO
0.1903,0.228,NO
0.1119,0.2425,NO
0.1008,0.2287,NO
0.0886,0.1892,NO
0.1534,0.0724,NO
0.1331,0.3097,NO
0.2865,0.4329,NO
0.1512,0.2613,NO
0.1666,0.3427,NO
0.1465,0.1117,NO
0.0509,0.1133,NO
0.2187,0.2594,NO
0.4574,1.0,YES
0.1603,0.2887,NO
0.2015,0.5949,YES
0.205,0.2728,NO
0.2168,0.3673,NO
0.2136,0.2728,NO
0.1919,0.1944,NO
0.1533,0.4327,NO
0.1268,0.1542,NO
0.1947,0.271,NO
0.1755,0.1656,NO
0.2202,0.4378,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.5412,YES
0.1659,0.2866,NO
0.1927,1.0,YES
0.1251,0.2866,NO
0.1303,0.9589,YES
0.1814,1.0,YES
