DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_61,Associated
0.0737,1.4487,NO
0.0652,0.6411,NO
0.1144,0.8011,NO
0.2164,1.5997,NO
0.0671,0.8006,NO
0.0906,1.0731,NO
0.0589,0.9614,NO
0.0679,0.639,NO
0.1689,1.5445,NO
0.2469,2.5346,YES
0.0616,1.1236,NO
0.33799999999999997,2.5277,YES
0.2427,0.9189,NO
0.2231,1.5382,NO
0.2223,0.4281,NO
0.1142,0.4833,NO
0.0706,1.2624,NO
0.1109,0.7242,NO
0.0747,0.9709,NO
0.2179,0.7559,NO
0.1147,0.8325,NO
0.0779,2.1185,YES
0.0804,2.5867,YES
0.1668,2.8218,YES
0.24,1.5325,YES
0.1573,1.6022,NO
0.0716,2.3739,YES
0.1205,0.6175,NO
0.1072,2.785,YES
0.2444,2.7878,YES
0.3362,1.3881,NO
0.1579,1.1946,NO
0.1148,0.8977,NO
0.1112,1.4223,NO
0.3947,1.5011,YES
0.0957,1.7489,YES
0.1364,1.3843,NO
0.1056,0.8208,NO
0.0981,0.7455,NO
0.1058,0.4361,NO
0.1797,0.3586,NO
0.1526,1.0652,NO
0.1551,0.2739,NO
0.2811,2.0345,YES
0.0766,0.9616,NO
0.1126,2.7079,YES
0.0341,0.7622,NO
0.3399,2.5603,YES
0.0412,1.149,NO
0.1212,0.4559,NO
0.0769,0.9992,NO
0.1235,0.9294,NO
0.0802,0.1638,NO
0.1903,1.4267,NO
0.1119,0.7445,NO
0.1008,0.8058,NO
0.0886,1.2773,NO
0.1534,0.5099,NO
0.1331,0.8755,NO
0.2865,2.1569,NO
0.1512,1.0553,NO
0.1666,0.9737,NO
0.1465,1.0791,NO
0.0509,0.3215,NO
0.2187,1.219,NO
0.4574,3.471,YES
0.1603,1.2228,NO
0.2015,2.9486,YES
0.205,0.8546,NO
0.2168,1.0972,NO
0.2136,0.425,NO
0.1919,0.2403,NO
0.1533,1.351,NO
0.1268,0.5893,NO
0.1947,1.3595,NO
0.1755,0.5529,NO
0.2202,1.7107,NO
0.4465,2.9252,YES
0.4252,3.6255,YES
0.3653,3.7496,YES
0.1771,1.8525,YES
0.1659,1.6124,NO
0.1927,2.5816,YES
0.1251,1.0725,NO
0.1303,1.7812,YES
0.1814,1.7181,YES
0.3356,0.7170000000000001,NO
0.1662,1.0434,NO
0.1507,0.7342,NO
0.1441,1.1841,NO
0.3435,1.3187,YES
0.1243,0.7047,YES
0.1731,1.1171,NO
0.0952,0.8502,NO
0.1364,0.6514,NO
0.0887,0.4095,NO
0.2289,0.6079,NO
0.2088,1.1388,NO
0.2075,0.5002,NO
0.1923,1.5119,YES
0.0927,0.9538,NO
0.0821,1.6593,YES
0.0311,0.7906,NO
0.3081,1.3259999999999998,YES
0.0406,0.9623,NO
0.1251,0.2065,NO
0.091,0.7559,NO
0.11800000000000001,0.9499,NO
0.1053,0.1049,NO
0.2201,1.121,NO
0.1351,0.6940000000000001,NO
0.1328,0.5775,NO
0.0724,1.5174,NO
0.0244,0.9644,NO
0.1404,1.9497,YES
0.3348,4.1762,YES
0.2937,4.4761,YES
0.14300000000000002,2.2552,YES
0.0826,1.124,NO
0.013000000000000001,0.5118,NO
0.2103,2.5889,YES
0.1395,1.5724,NO
0.1325,1.4673,YES
0.1443,0.9026,NO
0.2165,0.7488,NO
0.1934,1.4186,NO
0.1934,0.5023,NO
0.0572,0.8632,NO
0.2318,3.7629,YES
0.0556,0.9009,NO
0.3609,4.0043,YES
0.1417,1.0882,NO
0.255,4.4277,YES
0.0522,1.1455,NO
0.0677,2.1019,NO
0.1439,2.1242,NO
0.0494,0.8546,NO
0.1715,2.5686,YES
0.0964,1.536,NO
0.1343,1.1809,YES
0.1544,2.447,NO
0.0732,1.284,NO
0.1975,1.2326,NO
0.2582,2.5171,NO
0.1977,1.4718,NO
0.1701,1.3834,NO
0.1684,1.6264,NO
0.1225,0.7824,NO
0.1458,1.7719,NO
0.4028,3.9192,YES
0.1577,1.538,NO
0.2904,3.5415,YES
0.1987,1.1463,NO
0.1756,1.6737,NO
0.1689,0.5306,NO
0.054000000000000006,0.9161,NO
0.1469,1.9643,NO
0.0547,1.4121,NO
0.1082,1.796,NO
0.2019,1.2521,NO
0.1293,1.9057,NO
0.3897,3.2952,YES
0.3612,4.0654,YES
0.2791,4.0225,YES
0.2894,2.0137,YES
0.2226,2.2609,NO
0.1753,3.2259,YES
0.0979,1.0889,NO
0.0985,0.7425,NO
0.0774,0.2845,NO
0.1069,1.5876,YES
0.3647,3.0853,YES
0.2531,3.3733,YES
0.1331,1.8088,YES
0.0885,0.6934,NO
0.0604,0.0937,NO
0.2068,1.7489,YES
0.2598,1.3980000000000001,NO
0.106,1.082,YES
0.1459,0.6662,NO
0.2252,0.5088,NO
0.2571,0.909,NO
0.2375,0.4805,NO
0.1453,0.2372,NO
0.2245,2.8841,YES
0.141,0.3106,NO
0.2623,2.7382,YES
0.142,0.4219,NO
0.2555,3.5955,YES
0.2049,1.1958,NO
0.2206,1.8844,NO
0.2228,1.9781,NO
0.1032,0.9943,NO
0.1461,1.7939,YES
0.1116,1.6158,NO
0.1326,0.9077,YES
0.1415,2.4937,NO
0.0745,1.3626,NO
0.2381,2.0373,NO
0.19,2.5756,NO
0.1547,1.3228,NO
0.1997,2.3945,NO
0.1653,1.9824,NO
0.1536,0.8857,NO
0.1999,2.6824,NO
0.1989,4.1009,YES
0.2045,1.9047,NO
0.2447,3.4736,YES
0.2519,1.5595,NO
0.2036,2.194,NO
0.2033,1.0986,NO
0.0533,0.9441,NO
0.105,2.1199,NO
0.055999999999999994,1.4638,NO
0.1113,1.8343,NO
0.2256,1.5247,NO
0.0989,1.9185,NO
0.1879,3.3435,YES
0.1445,4.4447,YES
0.1901,4.7067,YES
0.3108,2.0208,YES
0.2405,3.0894,NO
0.1657,3.5471,YES
0.1331,1.6986,NO
0.0949,1.4864,NO
0.1339,0.5509,NO
0.22399999999999998,1.6508,NO
0.1967,1.9171,NO
0.1436,1.1652,NO
0.2079,1.8754,NO
0.1339,1.2665,NO
0.0967,0.3834,NO
0.2198,1.9880000000000002,NO
0.3428,3.4294,YES
0.2344,1.9223,NO
0.1736,2.9172,YES
0.1331,0.9072,NO
0.0735,1.1172,NO
0.0647,0.5101,NO
0.204,0.3524,NO
0.1327,1.4132,NO
0.1655,0.62,NO
0.31,1.4821,NO
0.1309,0.7691,NO
0.2819,1.6718,NO
0.4042,2.8673,YES
0.3296,3.5682,YES
0.4941,3.7473,YES
0.1783,1.8371,YES
0.193,2.4368,NO
0.2673,2.9244,YES
0.1726,1.6864,NO
0.1439,1.5616,NO
0.0769,0.5872,NO
0.1953,0.6556,NO
0.2342,2.2424,NO
0.2047,1.2169,NO
0.1823,0.9001,NO
0.1684,1.1686,NO
0.1204,0.469,NO
0.1751,1.4189,NO
0.3579,3.5213,YES
0.1828,1.1889,NO
0.2083,3.1762,YES
0.2252,0.9745,NO
0.2041,1.5372,NO
0.2007,0.4369,NO
0.0498,0.3086,NO
0.1415,1.6601,NO
0.0515,0.6382,NO
0.1207,1.4148,NO
0.1912,0.7061,NO
0.14,1.5667,NO
0.4038,2.748,YES
0.3494,3.699,YES
0.2799,3.7808,YES
0.2675,1.8481,YES
0.2206,1.7568,NO
0.2003,2.6985,YES
0.1168,0.6918,NO
0.0727,1.7063,NO
0.0714,0.758,NO
0.10800000000000001,1.0563,NO
0.2886,1.6603,NO
0.1427,0.7102,NO
0.0855,1.1997,NO
0.0605,1.2979,NO
0.0532,0.3852,NO
0.1421,1.1422,NO
0.4397,3.1809,YES
0.0607,1.0779,NO
0.2347,2.8487,YES
0.2118,0.5919,NO
0.2048,0.9670000000000001,NO
0.2045,0.255,NO
0.0849,0.5806,NO
0.1035,1.2173,NO
0.0824,0.8165,NO
0.0975,1.0641,NO
0.1702,0.8082,NO
0.1518,1.3555,NO
0.3372,2.8715,YES
0.3303,3.3149,YES
0.314,3.5299,YES
0.1257,1.8141,YES
0.1375,1.714,NO
0.1128,2.6877,YES
0.099,0.9248,NO
0.1069,1.194,NO
0.0451,0.3988,NO
0.5095,5.853,YES
0.1431,2.5798,YES
0.1227,2.5774,YES
0.2847,5.9145,YES
0.2237,2.0353,NO
0.1065,0.3636,NO
0.3266,6.6922,YES
0.0974,1.5945,NO
