DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_8,Associated
0.0737,0.731,NO
0.0652,0.8279,NO
0.1144,0.5771,NO
0.2164,0.5161,NO
0.0671,1.2429,NO
0.0906,0.8842,NO
0.0589,1.0659999999999998,NO
0.0679,0.1861,NO
0.1689,0.6865,NO
0.2469,3.5129,YES
0.0616,1.4956,NO
0.33799999999999997,2.4976,YES
0.2427,0.9901,NO
0.2231,1.1624,NO
0.2223,0.9053,NO
0.1142,0.6544,NO
0.0706,1.4052,NO
0.1109,0.2386,NO
0.0747,1.1134,NO
0.2179,0.6345,NO
0.1147,1.0388,NO
0.0779,3.4855,YES
0.0804,3.1703,YES
0.1668,3.8399,YES
0.24,3.3057,YES
0.1573,0.5231,NO
0.0716,3.3173,YES
0.1205,1.1777,NO
0.1072,3.0786,YES
0.2444,2.1261,YES
0.3362,1.2939,NO
0.1579,0.9065,NO
0.1148,0.9946,NO
0.1112,0.8486,NO
0.3947,2.3793,YES
0.0957,2.1157,YES
0.1364,0.7881,NO
0.1056,0.4655,NO
0.0981,0.8859999999999999,NO
0.1058,0.5834,NO
0.1797,0.6219,NO
0.1526,0.8533,NO
0.1551,0.6725,NO
0.2811,2.3336,YES
0.0766,1.2732,NO
0.1126,2.2947,YES
0.0341,0.9454,NO
0.3399,3.284,YES
0.0412,0.7208,NO
0.1212,0.6284,NO
0.0769,0.7262,NO
0.1235,0.7957,NO
0.0802,0.6171,NO
0.1903,0.7123,NO
0.1119,0.5720000000000001,NO
0.1008,0.6924,NO
0.0886,0.4786,NO
0.1534,0.4458,NO
0.1331,0.45799999999999996,NO
0.2865,0.5846,NO
0.1512,1.2615,NO
0.1666,0.8432,NO
0.1465,0.5728,NO
0.0509,0.2001,NO
0.2187,0.465,NO
0.4574,3.2546,YES
0.1603,1.2198,NO
0.2015,2.2373,YES
0.205,0.1665,NO
0.2168,0.486,NO
0.2136,0.2578,NO
0.1919,0.3994,NO
0.1533,1.1739,NO
0.1268,0.147,NO
0.1947,1.1425,NO
0.1755,0.4892,NO
0.2202,0.8588,NO
