DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_LSA_5,Associated
0.0737,0.1671,NO
0.0652,0.0216,NO
0.1144,0.1901,NO
0.2164,0.3384,NO
0.0671,0.1965,NO
0.0906,0.0969,NO
0.0589,0.1963,NO
0.0679,0.1058,NO
0.1689,0.2452,NO
0.2469,1.0,YES
0.0616,0.015,NO
0.33799999999999997,1.0,YES
0.2427,0.0808,NO
0.2231,0.2085,NO
0.2223,0.0424,NO
0.1142,0.1438,NO
0.0706,0.5985,NO
0.1109,0.2886,NO
0.0747,0.2553,NO
0.2179,0.2508,NO
0.1147,0.2553,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2322,NO
0.0716,0.6631,YES
0.1205,0.0683,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2853,NO
0.1579,0.1038,NO
0.1148,0.0602,NO
0.1112,0.2515,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2853,NO
0.1056,0.3066,NO
0.0981,0.2302,NO
0.1058,0.3066,NO
0.1797,0.1044,NO
0.1526,0.1013,NO
0.1551,0.1215,NO
0.2811,1.0,YES
0.0766,0.1309,NO
0.1126,1.0,YES
0.0341,0.0403,NO
0.3399,1.0,YES
0.0412,0.0978,NO
0.1212,0.3066,NO
0.0769,0.3066,NO
0.1235,0.1439,NO
0.0802,0.3066,NO
0.1903,0.2245,NO
0.1119,0.1619,NO
0.1008,0.2853,NO
0.0886,0.1671,NO
0.1534,0.21600000000000003,NO
0.1331,0.3233,NO
0.2865,0.6139,NO
0.1512,0.3369,NO
0.1666,0.2097,NO
0.1465,0.2687,NO
0.0509,0.1058,NO
0.2187,0.2452,NO
0.4574,1.0,YES
0.1603,0.1924,NO
0.2015,1.0,YES
0.205,0.1924,NO
0.2168,0.2085,NO
0.2136,0.1924,NO
0.1919,0.21600000000000003,NO
0.1533,0.5985,NO
0.1268,0.2886,NO
0.1947,0.2253,NO
0.1755,0.2508,NO
0.2202,0.2752,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.3063,NO
0.1927,1.0,YES
0.1251,0.3063,NO
0.1303,0.6166,YES
0.1814,1.0,YES
0.3356,0.3542,NO
0.1662,0.3514,NO
0.1507,0.3514,NO
0.1441,0.2611,NO
0.3435,1.0,YES
0.1243,0.6166,YES
0.1731,0.4416,NO
0.0952,0.4069,NO
0.1364,0.2858,NO
0.0887,0.2121,NO
0.2289,0.7376,NO
0.2088,0.7124,NO
0.2075,0.7376,NO
0.1923,1.0,YES
0.0927,0.3514,NO
0.0821,0.6166,YES
0.0311,0.3514,NO
0.3081,1.0,YES
0.0406,0.3514,NO
0.1251,0.4069,NO
0.091,0.4069,NO
0.11800000000000001,0.4069,NO
0.1053,0.1897,NO
0.2201,0.2568,NO
0.1351,0.4069,NO
0.1328,0.3542,NO
0.0724,0.1425,NO
0.0244,0.2248,NO
0.1404,1.0,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6847,YES
0.0826,0.2995,NO
0.013000000000000001,0.0527,NO
0.2103,0.5022,YES
0.1395,0.1552,NO
0.1325,0.6283,YES
0.1443,0.22399999999999998,NO
0.2165,0.379,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.1146,NO
0.2318,1.0,YES
0.0556,0.0718,NO
0.3609,1.0,YES
0.1417,0.4988,NO
0.255,1.0,YES
0.0522,0.3725,NO
0.0677,0.457,NO
0.1439,0.5265,NO
0.0494,0.1733,NO
0.1715,1.0,YES
0.0964,0.2265,NO
0.1343,1.0,YES
0.1544,0.2719,NO
0.0732,0.2719,NO
0.1975,0.4056,NO
0.2582,0.6139,NO
0.1977,0.3369,NO
0.1701,0.3573,NO
0.1684,0.2719,NO
0.1225,0.2502,NO
0.1458,0.3573,NO
0.4028,1.0,YES
0.1577,0.3573,NO
0.2904,1.0,YES
0.1987,0.2451,NO
0.1756,0.2368,NO
0.1689,0.2451,NO
0.054000000000000006,0.1438,NO
0.1469,0.4176,NO
0.0547,0.2719,NO
0.1082,0.2485,NO
0.2019,0.2719,NO
0.1293,0.2752,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.3573,NO
0.1753,1.0,YES
0.0979,0.2054,NO
0.0985,0.1219,NO
0.0774,0.1858,NO
0.1069,0.8266,YES
0.3647,1.0,YES
