DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_23,Associated
0.0737,0.2898,NO
0.0652,0.0906,NO
0.1144,0.4072,NO
0.2164,0.6484,NO
0.0671,0.5763,NO
0.0906,0.4005,NO
0.0589,0.2745,NO
0.0679,0.0764,NO
0.1689,0.7798,NO
0.2469,2.4781,YES
0.0616,0.4021,NO
0.33799999999999997,1.6969999999999998,YES
0.2427,0.3878,NO
0.2231,0.7219,NO
0.2223,0.0935,NO
0.1142,0.2843,NO
0.0706,0.8927,NO
0.1109,0.1052,NO
0.0747,0.7445,NO
0.2179,0.2366,NO
0.1147,0.7672,NO
0.0779,1.6104,YES
0.0804,2.4681,YES
0.1668,2.6171,YES
0.24,0.6506,YES
0.1573,0.6405,NO
0.0716,2.3843,YES
0.1205,0.2252,NO
0.1072,0.6207,YES
0.2444,0.3307,YES
0.3362,0.3562,NO
0.1579,0.1267,NO
0.1148,0.2521,NO
0.1112,0.5896,NO
0.3947,0.4022,YES
0.0957,1.4469,YES
0.1364,0.5173,NO
0.1056,0.1739,NO
0.0981,0.3256,NO
0.1058,0.1718,NO
0.1797,0.1679,NO
0.1526,0.3157,NO
0.1551,0.1509,NO
0.2811,0.4701,YES
0.0766,0.2856,NO
0.1126,0.8711,YES
0.0341,0.1951,NO
0.3399,0.6105,YES
0.0412,0.289,NO
0.1212,0.1266,NO
0.0769,0.2639,NO
0.1235,0.1383,NO
0.0802,0.1792,NO
0.1903,0.4602,NO
0.1119,0.1986,NO
0.1008,0.312,NO
0.0886,0.3014,NO
0.1534,0.0847,NO
0.1331,0.5315,NO
0.2865,0.642,NO
0.1512,0.4595,NO
0.1666,0.5821,NO
0.1465,0.215,NO
0.0509,0.051,NO
0.2187,0.7442,NO
0.4574,2.6173,YES
0.1603,0.5026,NO
0.2015,1.6917,YES
0.205,0.3098,NO
0.2168,0.6259,NO
0.2136,0.091,NO
0.1919,0.2104,NO
0.1533,0.4133,NO
0.1268,0.049,NO
0.1947,0.3474,NO
0.1755,0.2621,NO
0.2202,0.8274,NO
0.4465,1.2572,YES
0.4252,1.5917,YES
0.3653,2.681,YES
0.1771,0.6063,YES
0.1659,0.7871,NO
0.1927,1.7077,YES
0.1251,0.5344,NO
0.1303,0.3593,YES
0.1814,0.4114,YES
0.3356,0.461,NO
0.1662,0.253,NO
0.1507,0.5679,NO
