DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_5,Associated
0.0737,0.2036,NO
0.0652,0.0847,NO
0.1144,0.3784,NO
0.2164,0.3104,NO
0.0671,0.3509,NO
0.0906,0.4408,NO
0.0589,0.4314,NO
0.0679,0.1978,NO
0.1689,0.6853,NO
0.2469,0.8663,YES
0.0616,0.4788,NO
0.33799999999999997,1.6797,YES
0.2427,0.2969,NO
0.2231,0.3735,NO
0.2223,0.2903,NO
0.1142,0.1981,NO
0.0706,0.4547,NO
0.1109,0.3156,NO
0.0747,0.096,NO
0.2179,0.1213,NO
0.1147,0.0807,NO
0.0779,2.2864,YES
0.0804,0.888,YES
0.1668,2.1539,YES
0.24,2.4345,YES
0.1573,0.3604,NO
0.0716,2.4916,YES
0.1205,0.3366,NO
0.1072,1.0313,YES
0.2444,1.4098,YES
0.3362,0.4824,NO
0.1579,0.264,NO
0.1148,0.2599,NO
0.1112,0.32299999999999995,NO
0.3947,1.4101,YES
0.0957,0.9284,YES
0.1364,0.4359,NO
0.1056,0.2769,NO
0.0981,0.1407,NO
0.1058,0.2404,NO
0.1797,0.0166,NO
0.1526,0.1319,NO
0.1551,0.0892,NO
0.2811,1.5739,YES
0.0766,0.3627,NO
0.1126,1.0044,YES
0.0341,0.064,NO
0.3399,0.7467,YES
0.0412,0.2493,NO
0.1212,0.3507,NO
0.0769,0.3303,NO
0.1235,0.366,NO
0.0802,0.3498,NO
0.1903,0.4025,NO
0.1119,0.3918,NO
0.1008,0.0863,NO
0.0886,0.2822,NO
0.1534,0.3462,NO
0.1331,0.5293,NO
0.2865,0.1882,NO
0.1512,0.3004,NO
0.1666,0.4564,NO
0.1465,0.3856,NO
0.0509,0.2786,NO
0.2187,0.495,NO
0.4574,0.9964,YES
0.1603,0.3281,NO
0.2015,1.4743,YES
0.205,0.19,NO
0.2168,0.4319,NO
0.2136,0.2683,NO
0.1919,0.3192,NO
0.1533,0.3197,NO
0.1268,0.3942,NO
0.1947,0.0467,NO
0.1755,0.2533,NO
0.2202,0.0937,NO
0.4465,1.4318,YES
0.4252,0.7743,YES
0.3653,1.0846,YES
0.1771,1.7802,YES
0.1659,0.2253,NO
0.1927,1.8236,YES
0.1251,0.2949,NO
0.1303,1.7499,YES
0.1814,1.3262,YES
0.3356,0.2951,NO
0.1662,0.3969,NO
0.1507,0.3658,NO
0.1441,0.2418,NO
0.3435,2.1778,YES
0.1243,1.6555,YES
0.1731,0.3063,NO
0.0952,0.2996,NO
0.1364,0.1324,NO
0.0887,0.087,NO
0.2289,0.1627,NO
0.2088,0.3445,NO
0.2075,0.1544,NO
0.1923,2.3082,YES
0.0927,0.4718,NO
0.0821,1.7277,YES
0.0311,0.2722,NO
0.3081,0.8382,YES
0.0406,0.4223,NO
0.1251,0.2609,NO
0.091,0.3981,NO
