DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_38,Associated
0.0737,0.6503,NO
0.0652,0.3555,NO
0.1144,0.9929,NO
0.2164,1.4163,NO
0.0671,0.3883,NO
0.0906,0.9421,NO
0.0589,1.0482,NO
0.0679,0.6622,NO
0.1689,1.7812,NO
0.2469,2.1682,YES
0.0616,1.6325,NO
0.33799999999999997,2.2811,YES
0.2427,0.6755,NO
0.2231,0.7390000000000001,NO
0.2223,0.1896,NO
0.1142,0.7958,NO
0.0706,1.0732,NO
0.1109,0.6509999999999999,NO
0.0747,1.0207,NO
0.2179,0.5318,NO
0.1147,1.3963,NO
0.0779,2.3615,YES
0.0804,2.7353,YES
0.1668,3.1195,YES
0.24,1.4742,YES
0.1573,1.5111,NO
0.0716,2.6786,YES
0.1205,1.0106,NO
0.1072,1.4651,YES
0.2444,0.3959,YES
0.3362,0.9041,NO
0.1579,0.773,NO
0.1148,0.6202,NO
0.1112,1.0414,NO
0.3947,2.0262,YES
0.0957,1.9795,YES
0.1364,0.9625,NO
0.1056,0.1789,NO
0.0981,0.9214,NO
0.1058,0.38299999999999995,NO
0.1797,0.4388,NO
0.1526,0.758,NO
0.1551,0.0763,NO
0.2811,1.9803,YES
0.0766,0.7042,NO
0.1126,1.4466,YES
0.0341,0.5067,NO
0.3399,1.5002,YES
0.0412,0.4759,NO
0.1212,0.3794,NO
0.0769,0.7621,NO
0.1235,0.2615,NO
0.0802,0.1488,NO
0.1903,0.8101,NO
0.1119,0.8290000000000001,NO
0.1008,0.6311,NO
0.0886,0.6443,NO
0.1534,0.3613,NO
0.1331,0.9007,NO
0.2865,2.1279,NO
0.1512,0.4246,NO
0.1666,0.9638,NO
0.1465,1.2468,NO
0.0509,0.4397,NO
0.2187,2.0229,NO
0.4574,2.975,YES
0.1603,1.8187,NO
0.2015,3.1111,YES
0.205,0.8561,NO
0.2168,1.1516,NO
0.2136,0.4716,NO
0.1919,0.6226,NO
0.1533,1.3186,NO
0.1268,0.6436,NO
0.1947,1.0577,NO
0.1755,0.3073,NO
0.2202,1.7632,NO
0.4465,3.0188,YES
0.4252,3.2654,YES
0.3653,3.9296,YES
0.1771,2.1993,YES
0.1659,1.5973,NO
0.1927,3.4505,YES
0.1251,0.9413,NO
0.1303,1.4661,YES
0.1814,0.3381,YES
0.3356,0.5015,NO
0.1662,0.4542,NO
0.1507,0.4657,NO
0.1441,0.6247,NO
0.3435,2.0179,YES
0.1243,1.6229,YES
0.1731,0.6623,NO
0.0952,0.5742,NO
0.1364,0.5539,NO
0.0887,0.5213,NO
0.2289,0.5602,NO
0.2088,1.1343,NO
0.2075,0.5192,NO
0.1923,1.8424,YES
0.0927,0.5254,NO
0.0821,1.4815,YES
0.0311,0.136,NO
0.3081,1.3055,YES
0.0406,0.4684,NO
0.1251,0.6455,NO
0.091,0.8728,NO
0.11800000000000001,0.5895,NO
0.1053,0.4043,NO
0.2201,0.8079,NO
0.1351,0.7896,NO
0.1328,0.1728,NO
0.0724,0.4774,NO
0.0244,0.402,NO
0.1404,1.7706,YES
0.3348,3.7904,YES
0.2937,2.7901,YES
0.14300000000000002,1.7302,YES
0.0826,1.5428,NO
0.013000000000000001,0.8078,NO
0.2103,2.5142,YES
0.1395,0.3331,NO
0.1325,1.9719,YES
0.1443,0.4308,NO
0.2165,1.1101,NO
0.1934,0.9586,NO
0.1934,0.8118,NO
0.0572,0.8402,NO
0.2318,3.5346,YES
0.0556,0.8225,NO
0.3609,3.5774,YES
0.1417,0.47700000000000004,NO
0.255,3.0748,YES
0.0522,0.5815,NO
0.0677,1.4213,NO
0.1439,0.8608,NO
0.0494,0.4557,NO
0.1715,1.9599,YES
0.0964,1.9857,NO
0.1343,1.6265,YES
0.1544,0.6443,NO
0.0732,0.322,NO
0.1975,1.2261,NO
0.2582,2.206,NO
0.1977,0.5278,NO
0.1701,1.1667,NO
0.1684,1.2211,NO
0.1225,0.46299999999999997,NO
0.1458,2.0161,NO
0.4028,2.9288,YES
0.1577,1.8678,NO
0.2904,3.048,YES
0.1987,0.7246,NO
0.1756,0.9284,NO
0.1689,0.2957,NO
0.054000000000000006,0.6569,NO
0.1469,1.5777,NO
0.0547,0.6431,NO
0.1082,1.1413,NO
0.2019,0.3154,NO
0.1293,1.6772,NO
0.3897,3.0663,YES
0.3612,3.5302,YES
0.2791,4.1545,YES
0.2894,2.2109,YES
0.2226,1.7373,NO
0.1753,3.4133,YES
0.0979,0.9071,NO
0.0985,0.3135,NO
0.0774,0.3113,NO
0.1069,1.0509,YES
0.3647,3.1221,YES
0.2531,2.239,YES
0.1331,1.0046,YES
0.0885,1.0209,NO
0.0604,0.4579,NO
0.2068,2.077,YES
0.2598,0.34600000000000003,NO
0.106,1.3788,YES
0.1459,0.2843,NO
0.2252,1.2132,NO
0.2571,0.9058,NO
0.2375,1.0251,NO
0.1453,0.44,NO
0.2245,2.7615,YES
0.141,0.7086,NO
0.2623,3.1243,YES
0.142,0.2013,NO
0.2555,2.6026,YES
0.2049,0.24,NO
0.2206,1.0308,NO
0.2228,0.4845,NO
0.1032,0.3006,NO
0.1461,1.4947,YES
0.1116,1.395,NO
0.1326,1.2028,YES
0.1415,0.91,NO
0.0745,0.2412,NO
0.2381,0.9792,NO
0.19,1.7003,NO
0.1547,0.5995,NO
0.1997,0.5831,NO
0.1653,1.2505,NO
0.1536,0.7240000000000001,NO
