DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_40,Associated
0.0737,0.2262,NO
0.0652,0.1819,NO
0.1144,0.5722,NO
0.2164,0.4329,NO
0.0671,0.2813,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.1334,NO
0.1689,0.1782,NO
0.2469,1.0,YES
0.0616,0.4964,NO
0.33799999999999997,1.0,YES
0.2427,0.1876,NO
0.2231,0.3824,NO
0.2223,0.0399,NO
0.1142,0.3282,NO
0.0706,0.3984,NO
0.1109,0.318,NO
0.0747,0.2323,NO
0.2179,0.1033,NO
0.1147,0.4378,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.3987,YES
0.1573,0.314,NO
0.0716,1.0,YES
0.1205,0.3251,NO
0.1072,0.9153,YES
0.2444,1.0,YES
0.3362,0.2113,NO
0.1579,0.2796,NO
0.1148,0.1563,NO
0.1112,0.2069,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2069,NO
0.1056,0.1939,NO
0.0981,0.2113,NO
0.1058,0.1189,NO
0.1797,0.2584,NO
0.1526,0.3148,NO
0.1551,0.1953,NO
0.2811,0.6914,YES
0.0766,0.2796,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,1.0,YES
0.0412,0.1542,NO
0.1212,0.1939,NO
0.0769,0.1939,NO
0.1235,0.1789,NO
0.0802,0.0623,NO
0.1903,0.1627,NO
0.1119,0.1939,NO
0.1008,0.2113,NO
0.0886,0.3071,NO
0.1534,0.0724,NO
0.1331,0.5722,NO
0.2865,0.5644,NO
0.1512,0.3765,NO
0.1666,0.6333,NO
0.1465,0.4164,NO
0.0509,0.1187,NO
0.2187,0.2088,NO
0.4574,1.0,YES
0.1603,0.4964,NO
0.2015,1.0,YES
0.205,0.2522,NO
0.2168,0.3824,NO
0.2136,0.1517,NO
0.1919,0.3282,NO
0.1533,0.3984,NO
0.1268,0.318,NO
0.1947,0.3765,NO
0.1755,0.08,NO
0.2202,0.4378,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.5193,YES
0.1659,0.314,NO
0.1927,1.0,YES
0.1251,0.3251,NO
0.1303,0.9153,YES
0.1814,1.0,YES
0.3356,0.2455,NO
0.1662,0.2304,NO
0.1507,0.1466,NO
0.1441,0.2455,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2455,NO
0.0952,0.2251,NO
0.1364,0.2455,NO
0.0887,0.1189,NO
0.2289,0.3667,NO
0.2088,0.3845,NO
0.2075,0.2386,NO
0.1923,0.5161,YES
0.0927,0.2013,NO
0.0821,1.0,YES
0.0311,0.2013,NO
0.3081,1.0,YES
0.0406,0.2013,NO
0.1251,0.2251,NO
0.091,0.2251,NO
0.11800000000000001,0.2187,NO
0.1053,0.0719,NO
0.2201,0.1923,NO
0.1351,0.2251,NO
0.1328,0.184,NO
0.0724,0.27,NO
0.0244,0.2493,NO
0.1404,0.3701,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.3951,YES
0.0826,0.2784,NO
0.013000000000000001,0.2493,NO
0.2103,0.3701,YES
0.1395,0.1787,NO
0.1325,0.3701,YES
0.1443,0.1787,NO
0.2165,0.3877,NO
0.1934,0.42,NO
0.1934,0.2412,NO
0.0572,0.1493,NO
0.2318,1.0,YES
0.0556,0.2493,NO
0.3609,1.0,YES
0.1417,0.2493,NO
0.255,1.0,YES
0.0522,0.2431,NO
0.0677,0.4291,NO
0.1439,0.4471,NO
0.0494,0.1856,NO
0.1715,0.3603,YES
0.0964,0.4382,NO
0.1343,0.3189,YES
0.1544,0.3071,NO
0.0732,0.2866,NO
0.1975,0.3565,NO
0.2582,0.5644,NO
0.1977,0.3613,NO
0.1701,0.3946,NO
0.1684,0.3258,NO
0.1225,0.2102,NO
0.1458,0.2367,NO
0.4028,1.0,YES
0.1577,0.3093,NO
0.2904,0.9187,YES
0.1987,0.3166,NO
0.1756,0.35200000000000004,NO
0.1689,0.19699999999999998,NO
0.054000000000000006,0.2225,NO
0.1469,0.4528,NO
0.0547,0.2866,NO
0.1082,0.4528,NO
0.2019,0.1628,NO
0.1293,0.3132,NO
0.3897,0.83,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,0.4771,YES
0.2226,0.2635,NO
0.1753,1.0,YES
0.0979,0.2756,NO
0.0985,0.27,NO
0.0774,0.174,NO
0.1069,0.2644,YES
0.3647,1.0,YES
0.2531,0.6115,YES
0.1331,0.3353,YES
0.0885,0.2784,NO
0.0604,0.174,NO
0.2068,0.2746,YES
0.2598,0.4608,NO
0.106,0.2359,YES
0.1459,0.4608,NO
0.2252,0.1592,NO
0.2571,0.42,NO
0.2375,0.0901,NO
0.1453,0.1513,NO
0.2245,1.0,YES
0.141,0.174,NO
0.2623,1.0,YES
0.142,0.174,NO
0.2555,1.0,YES
0.2049,0.4608,NO
0.2206,0.4608,NO
0.2228,0.4608,NO
0.1032,0.2111,NO
0.1461,0.3057,YES
0.1116,0.4608,NO
0.1326,0.3189,YES
0.1415,0.2947,NO
0.0745,0.2988,NO
0.2381,0.3327,NO
0.19,0.42700000000000005,NO
0.1547,0.2386,NO
0.1997,0.4218,NO
0.1653,0.2988,NO
0.1536,0.2988,NO
0.1999,0.4218,NO
0.1989,0.6940000000000001,YES
0.2045,0.3327,NO
0.2447,1.0,YES
0.2519,0.1294,NO
0.2036,0.3673,NO
0.2033,0.0733,NO
0.0533,0.0991,NO
0.105,0.42700000000000005,NO
0.055999999999999994,0.2988,NO
0.1113,0.42700000000000005,NO
0.2256,0.2988,NO
0.0989,0.19399999999999998,NO
0.1879,0.4757,YES
0.1445,0.6533,YES
0.1901,1.0,YES
0.3108,0.5193,YES
0.2405,0.3153,NO
0.1657,0.4757,YES
0.1331,0.1865,NO
0.0949,0.3071,NO
0.1339,0.1069,NO
0.22399999999999998,0.4128,NO
0.1967,0.5644,NO
0.1436,0.31,NO
0.2079,0.4569,NO
0.1339,0.3258,NO
