DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_VSM_59,Associated
0.0737,0.1687,NO
0.0652,0.0329,NO
0.1144,0.0829,NO
0.2164,0.1663,NO
0.0671,0.1663,NO
0.0906,0.0425,NO
0.0589,0.1171,NO
0.0679,0.049,NO
0.1689,0.1423,NO
0.2469,0.187,YES
0.0616,0.0829,NO
0.33799999999999997,0.4096,YES
0.2427,0.1937,NO
0.2231,0.2038,NO
0.2223,0.0592,NO
0.1142,0.1687,NO
0.0706,0.1663,NO
0.1109,0.1687,NO
0.0747,0.1663,NO
0.2179,0.1548,NO
0.1147,0.1663,NO
0.0779,0.4096,YES
0.0804,0.1464,YES
0.1668,0.0728,YES
0.24,0.1916,YES
0.1573,0.048,NO
0.0716,0.4096,YES
0.1205,0.1423,NO
0.1072,1.0,YES
0.2444,0.0724,YES
0.3362,0.1415,NO
0.1579,0.115,NO
0.1148,0.0776,NO
0.1112,0.1405,NO
0.3947,1.0,YES
0.0957,0.3413,YES
0.1364,0.1659,NO
0.1056,0.084,NO
0.0981,0.1778,NO
0.1058,0.1474,NO
0.1797,0.1766,NO
0.1526,0.1766,NO
0.1551,0.0514,NO
0.2811,1.0,YES
0.0766,0.1344,NO
0.1126,1.0,YES
0.0341,0.0583,NO
0.3399,1.0,YES
0.0412,0.1659,NO
0.1212,0.1474,NO
0.0769,0.106,NO
0.1235,0.0683,NO
0.0802,0.0602,NO
0.1903,0.1316,NO
0.1119,0.1474,NO
0.1008,0.1659,NO
0.0886,0.1686,NO
0.1534,0.0115,NO
0.1331,0.1694,NO
0.2865,0.2061,NO
0.1512,0.1508,NO
0.1666,0.1986,NO
0.1465,0.1488,NO
0.0509,0.061,NO
0.2187,0.1694,NO
0.4574,1.0,YES
0.1603,0.2347,NO
0.2015,1.0,YES
0.205,0.1248,NO
0.2168,0.1697,NO
0.2136,0.0431,NO
0.1919,0.092,NO
0.1533,0.2143,NO
0.1268,0.1544,NO
0.1947,0.1843,NO
0.1755,0.092,NO
0.2202,0.2083,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.3819,YES
0.1771,1.0,YES
0.1659,0.2254,NO
0.1927,1.0,YES
0.1251,0.1452,NO
0.1303,1.0,YES
0.1814,0.1949,YES
0.3356,0.1531,NO
0.1662,0.0995,NO
0.1507,0.0995,NO
0.1441,0.1223,NO
0.3435,0.35200000000000004,YES
0.1243,0.0642,YES
0.1731,0.204,NO
0.0952,0.0596,NO
0.1364,0.0977,NO
0.0887,0.1841,NO
0.2289,0.0831,NO
0.2088,0.2183,NO
0.2075,0.0634,NO
0.1923,1.0,YES
0.0927,0.0995,NO
0.0821,1.0,YES
0.0311,0.0995,NO
0.3081,0.2381,YES
0.0406,0.204,NO
0.1251,0.1841,NO
0.091,0.1387,NO
0.11800000000000001,0.0798,NO
0.1053,0.1387,NO
0.2201,0.1098,NO
0.1351,0.1841,NO
0.1328,0.204,NO
0.0724,0.1468,NO
0.0244,0.0635,NO
0.1404,0.2378,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.2985,YES
0.0826,0.0866,NO
0.013000000000000001,0.0303,NO
0.2103,1.0,YES
0.1395,0.1475,NO
0.1325,0.2134,YES
0.1443,0.1531,NO
0.2165,0.1049,NO
0.1934,0.1719,NO
0.1934,0.0885,NO
0.0572,0.1267,NO
0.2318,1.0,YES
0.0556,0.1267,NO
0.3609,1.0,YES
0.1417,0.0352,NO
0.255,1.0,YES
0.0522,0.0968,NO
0.0677,0.1531,NO
0.1439,0.2298,NO
0.0494,0.1531,NO
0.1715,0.2732,YES
0.0964,0.2085,NO
0.1343,1.0,YES
0.1544,0.1694,NO
0.0732,0.0316,NO
0.1975,0.1377,NO
0.2582,0.2061,NO
0.1977,0.1494,NO
0.1701,0.1986,NO
0.1684,0.1694,NO
0.1225,0.0623,NO
0.1458,0.1525,NO
0.4028,1.0,YES
0.1577,0.2347,NO
0.2904,1.0,YES
0.1987,0.1844,NO
0.1756,0.1844,NO
0.1689,0.0537,NO
0.054000000000000006,0.1621,NO
0.1469,0.2067,NO
0.0547,0.1621,NO
0.1082,0.1843,NO
0.2019,0.0473,NO
0.1293,0.2083,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,0.3819,YES
0.2894,1.0,YES
0.2226,0.2254,NO
0.1753,1.0,YES
0.0979,0.1639,NO
0.0985,0.1468,NO
0.0774,0.0635,NO
0.1069,0.2378,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.2985,YES
0.0885,0.1548,NO
0.0604,0.0358,NO
0.2068,1.0,YES
0.2598,0.2564,NO
0.106,0.2134,YES
0.1459,0.2564,NO
0.2252,0.1049,NO
0.2571,0.1719,NO
0.2375,0.0906,NO
0.1453,0.1132,NO
0.2245,1.0,YES
0.141,0.1132,NO
0.2623,1.0,YES
0.142,0.1132,NO
0.2555,1.0,YES
0.2049,0.2548,NO
0.2206,0.2044,NO
0.2228,0.2298,NO
0.1032,0.2548,NO
0.1461,0.2732,YES
0.1116,0.2548,NO
0.1326,1.0,YES
0.1415,0.1686,NO
0.0745,0.0153,NO
0.2381,0.1453,NO
0.19,0.1833,NO
0.1547,0.1508,NO
0.1997,0.1453,NO
0.1653,0.1387,NO
0.1536,0.0623,NO
0.1999,0.1453,NO
0.1989,0.4371,YES
0.2045,0.2347,NO
0.2447,1.0,YES
0.2519,0.1248,NO
0.2036,0.1697,NO
0.2033,0.0136,NO
0.0533,0.1755,NO
0.105,0.1906,NO
0.055999999999999994,0.1755,NO
0.1113,0.1843,NO
0.2256,0.1755,NO
0.0989,0.1464,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,0.3819,YES
0.3108,1.0,YES
0.2405,0.2254,NO
0.1657,1.0,YES
0.1331,0.2199,NO
0.0949,0.1439,NO
0.1339,0.0173,NO
0.22399999999999998,0.2188,NO
0.1967,0.2338,NO
0.1436,0.2338,NO
0.2079,0.2133,NO
0.1339,0.1387,NO
0.0967,0.0623,NO
0.2198,0.2133,NO
0.3428,0.4856,YES
0.2344,0.2188,NO
0.1736,1.0,YES
0.1331,0.1248,NO
0.0735,0.1697,NO
0.0647,0.0232,NO
0.204,0.0254,NO
0.1327,0.1733,NO
0.1655,0.0959,NO
0.31,0.2338,NO
0.1309,0.0687,NO
0.2819,0.1201,NO
0.4042,1.0,YES
0.3296,0.4613,YES
0.4941,0.3023,YES
0.1783,1.0,YES
0.193,0.2133,NO
0.2673,1.0,YES
0.1726,0.2188,NO
0.1439,0.0629,NO
0.0769,0.0202,NO
0.1953,0.1743,NO
0.2342,0.0798,NO
0.2047,0.1508,NO
0.1823,0.1743,NO
0.1684,0.0607,NO
0.1204,0.0544,NO
0.1751,0.1743,NO
0.3579,0.4371,YES
0.1828,0.2171,NO
0.2083,0.4373,YES
0.2252,0.2085,NO
0.2041,0.2085,NO
0.2007,0.0607,NO
0.0498,0.0212,NO
0.1415,0.2174,NO
0.0515,0.0532,NO
0.1207,0.0627,NO
0.1912,0.0687,NO
0.14,0.0717,NO
0.4038,1.0,YES
0.3494,0.4613,YES
0.2799,0.3023,YES
0.2675,1.0,YES
0.2206,0.1743,NO
0.2003,1.0,YES
0.1168,0.1083,NO
0.0727,0.1553,NO
0.0714,0.0301,NO
0.10800000000000001,0.1377,NO
0.2886,0.2061,NO
0.1427,0.1576,NO
0.0855,0.1986,NO
0.0605,0.1488,NO
0.0532,0.0623,NO
0.1421,0.2085,NO
0.4397,1.0,YES
0.0607,0.1412,NO
0.2347,1.0,YES
0.2118,0.1123,NO
0.2048,0.0847,NO
0.2045,0.0198,NO
0.0849,0.1542,NO
0.1035,0.2184,NO
0.0824,0.1544,NO
0.0975,0.1576,NO
0.1702,0.1348,NO
0.1518,0.2085,NO
0.3372,1.0,YES
0.3303,0.4206,YES
0.314,0.3527,YES
0.1257,0.4994,YES
0.1375,0.1171,NO
0.1128,1.0,YES
0.099,0.2085,NO
0.1069,0.153,NO
0.0451,0.079,NO
0.5095,1.0,YES
0.1431,0.2996,YES
0.1227,0.2628,YES
0.2847,0.3738,YES
0.2237,0.153,NO
0.1065,0.0522,NO
0.3266,1.0,YES
0.0974,0.1475,NO
0.3289,1.0,YES
0.1059,0.1253,NO
0.2131,0.2203,NO
0.1496,0.2203,NO
0.1474,0.0885,NO
0.0902,0.1494,NO
0.0993,0.2337,YES
0.0875,0.1494,NO
0.2369,0.2829,YES
0.2129,0.0441,NO
0.1321,1.0,YES
0.1271,0.1253,NO
0.08,0.1285,NO
0.3025,0.2493,NO
0.12,0.1202,NO
0.3399,0.3477,YES
0.2516,0.1253,NO
0.2081,1.0,YES
0.1799,0.0811,NO
0.1547,0.0315,NO
0.3595,0.47700000000000004,YES
0.2156,0.3456,NO
0.1535,0.3456,NO
0.4159,0.47700000000000004,YES
0.1827,0.0681,NO
0.1097,0.0339,NO
0.5448,0.47700000000000004,YES
0.191,0.1732,NO
0.4381,0.47700000000000004,YES
0.1528,0.2742,NO
0.3264,0.2875,NO
0.3203,0.2875,NO
0.2648,0.0837,NO
0.171,0.0727,NO
0.21899999999999997,0.141,NO
0.1398,0.0727,NO
0.3673,0.3456,NO
0.1451,0.0727,NO
0.2637,0.141,NO
0.1991,0.0896,NO
0.1784,0.2742,NO
0.3767,0.1166,NO
0.1917,0.2742,NO
0.3794,0.47700000000000004,YES
0.3359,0.2742,NO
0.2874,0.3985,YES
0.0798,0.1468,NO
0.0364,0.0635,NO
0.2475,0.3174,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,0.3174,YES
0.1233,0.0623,NO
0.0474,0.0485,NO
0.2799,1.0,YES
0.2328,0.1475,NO
0.2608,0.3189,YES
0.1095,0.0609,NO
0.2365,0.2585,NO
0.2061,0.2585,NO
0.2048,0.0885,NO
0.0456,0.1533,NO
0.1795,0.3292,YES
0.0442,0.1533,NO
0.27,1.0,YES
0.1224,0.1533,NO
0.1913,1.0,YES
0.2397,0.33,NO
0.2111,0.1522,NO
0.2935,0.2298,NO
0.1155,0.33,NO
0.243,0.3189,YES
0.1959,0.33,NO
0.198,1.0,YES
0.1636,0.1372,NO
0.1646,0.079,NO
0.3881,1.0,YES
0.1762,0.3036,NO
0.1649,0.3036,NO
0.4197,0.3677,YES
0.1681,0.147,NO
0.153,0.0131,NO
0.4738,0.3677,YES
0.159,0.2147,NO
0.493,1.0,YES
0.1456,0.2147,NO
0.2244,0.20199999999999999,NO
0.1542,0.171,NO
0.1277,0.0498,NO
0.1775,0.0642,NO
0.2106,0.096,NO
0.1654,0.0331,NO
0.3557,0.3036,NO
0.0902,0.0444,NO
0.2663,0.24600000000000002,NO
0.2218,0.0686,NO
0.1764,0.1285,NO
0.3901,0.2493,NO
0.21600000000000003,0.1202,NO
0.402,0.2553,YES
0.3584,0.1001,NO
0.3239,1.0,YES
0.0467,0.1468,NO
0.0184,0.0635,NO
0.0544,0.2378,YES
0.1967,1.0,YES
0.1251,1.0,YES
0.0526,0.2985,YES
0.0389,0.0866,NO
0.0098,0.0303,NO
0.1204,1.0,YES
0.1152,0.1475,NO
0.0434,0.2134,YES
0.0994,0.1027,NO
0.171,0.1049,NO
0.1733,0.1719,NO
0.1785,0.0885,NO
0.0632,0.0891,NO
0.1652,1.0,YES
0.0614,0.0855,NO
0.1533,1.0,YES
0.1347,0.0855,NO
0.1212,1.0,YES
0.015,0.0328,NO
0.0714,0.13699999999999998,NO
0.0698,0.2298,NO
0.035,0.1116,NO
0.0672,0.2732,YES
0.0378,0.2085,NO
0.0637,1.0,YES
0.3024,0.3626,YES
0.0482,0.0284,YES
0.3634,0.1371,NO
0.1548,0.0922,NO
0.1459,0.0922,NO
0.1506,0.1371,NO
0.2394,0.3626,YES
0.3693,0.1238,YES
0.1404,0.14800000000000002,NO
0.0758,0.0539,NO
0.1517,0.1636,NO
0.067,0.1665,NO
0.2131,0.0334,NO
0.16,0.0554,NO
0.1446,0.0142,NO
0.0844,0.3331,YES
0.095,0.11,NO
0.2419,0.3331,YES
0.026000000000000002,0.0922,NO
0.2985,0.3331,YES
0.0377,0.11,NO
0.102,0.1665,NO
0.0927,0.0508,NO
0.1259,0.0335,NO
0.1193,0.0408,NO
0.2177,0.14800000000000002,NO
0.15,0.1665,NO
0.0996,0.14800000000000002,NO
0.0839,0.1468,NO
0.0672,0.0635,NO
0.3068,1.0,YES
0.1154,0.2996,YES
0.0802,0.2628,YES
0.3166,1.0,YES
0.0868,0.1924,NO
0.0677,0.0319,NO
0.5456,1.0,YES
0.0938,0.1475,NO
0.3771,0.4778,YES
0.0765,0.0928,NO
0.3042,0.096,NO
0.1867,0.23600000000000002,NO
0.2024,0.0885,NO
0.084,0.0695,NO
0.1127,0.2337,YES
0.0773,0.0806,NO
0.3002,0.2829,YES
0.0821,0.1208,NO
0.1969,1.0,YES
0.1353,0.0928,NO
0.0942,0.1426,NO
0.3023,0.2298,NO
0.1177,0.1116,NO
0.2966,0.4483,YES
0.2621,0.2714,NO
0.3631,1.0,YES
0.1178,0.1931,NO
0.0474,0.0694,NO
0.4277,0.284,YES
0.2214,0.2996,YES
0.2007,0.2628,YES
0.2467,0.3738,YES
0.2192,0.1931,NO
0.1165,0.0659,NO
0.3035,1.0,YES
0.1886,0.2145,NO
0.2922,1.0,YES
0.1088,0.2145,NO
0.2277,0.1183,NO
0.1763,0.1884,NO
0.1744,0.0885,NO
0.0948,0.0973,NO
0.152,0.2337,YES
0.0882,0.0806,NO
0.2267,0.2829,YES
0.1968,0.0698,NO
0.1574,1.0,YES
0.2134,0.0686,NO
0.1846,0.1329,NO
0.3004,0.2298,NO
0.1322,0.1165,NO
0.3039,0.3477,YES
0.2341,0.24100000000000002,NO
0.2137,1.0,YES
0.1342,0.1467,NO
0.1099,0.077,NO
0.526,1.0,YES
0.1623,0.2879,YES
0.1996,0.2879,YES
0.3297,1.0,YES
0.22699999999999998,0.1955,NO
0.1622,0.0303,NO
0.3372,1.0,YES
0.1102,0.0802,NO
0.3901,1.0,YES
0.1022,0.2904,NO
0.1483,0.2149,NO
0.0862,0.1848,NO
0.0629,0.0295,NO
0.2034,0.0958,NO
0.1682,0.1662,YES
0.1975,0.0958,NO
0.3422,0.2879,YES
0.1773,0.1208,NO
0.2514,0.2509,YES
0.1754,0.0692,NO
0.1301,0.2904,NO
0.3619,0.1109,NO
0.1715,0.2904,NO
0.3452,1.0,YES
0.3259,0.2904,NO
0.258,1.0,YES
0.0709,0.17,NO
0.0732,0.0635,NO
0.3094,1.0,YES
0.1091,0.2996,YES
0.0665,0.2628,YES
0.2941,1.0,YES
0.0664,0.1924,NO
0.0556,0.0711,NO
0.5229,1.0,YES
0.1003,0.1475,NO
0.3604,1.0,YES
0.08800000000000001,0.2491,NO
0.2859,0.2099,NO
0.1263,0.1698,NO
0.1497,0.0923,NO
0.1047,0.0973,NO
0.1031,0.2337,YES
0.1016,0.0806,NO
0.3066,0.2829,YES
0.0639,0.1208,NO
0.2147,1.0,YES
0.1277,0.0598,NO
0.0813,0.2491,NO
0.3135,0.2444,NO
0.1095,0.2491,NO
0.302,1.0,YES
0.2369,0.2714,NO
0.4263,1.0,YES
0.1151,0.1248,NO
