DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_84,Associated
0.0737,0.9724,NO
0.0652,0.5864,NO
0.1144,0.9773,NO
0.2164,0.8744,NO
0.0671,0.6672,NO
0.0906,1.3297,NO
0.0589,1.1439,NO
0.0679,0.17300000000000001,NO
0.1689,1.3912,NO
0.2469,3.2587,YES
0.0616,0.5351,NO
0.33799999999999997,2.1599,YES
0.2427,1.3323,NO
0.2231,1.9393,NO
0.2223,0.7106,NO
0.1142,0.8911,NO
0.0706,1.4202,NO
0.1109,0.2263,NO
0.0747,0.5182,NO
0.2179,0.2475,NO
0.1147,0.9043,NO
0.0779,2.885,YES
0.0804,3.0634,YES
0.1668,3.241,YES
0.24,2.4942,YES
0.1573,1.4709,NO
0.0716,3.2934,YES
0.1205,1.1261,NO
0.1072,3.1435,YES
0.2444,2.1107,YES
0.3362,0.7406,NO
0.1579,1.0289,NO
0.1148,0.5568,NO
0.1112,0.5882,NO
0.3947,2.9187,YES
0.0957,1.7983,YES
0.1364,0.5862,NO
0.1056,0.8982,NO
0.0981,0.3163,NO
0.1058,0.4726,NO
0.1797,0.6184,NO
0.1526,0.5045,NO
0.1551,0.2183,NO
0.2811,3.1871,YES
0.0766,1.0004,NO
0.1126,2.4481,YES
0.0341,0.634,NO
0.3399,1.6887,YES
0.0412,0.9485,NO
0.1212,0.5888,NO
0.0769,0.9855,NO
0.1235,0.7752,NO
0.0802,0.4196,NO
0.1903,1.0408,NO
0.1119,0.8429,NO
0.1008,0.6337,NO
0.0886,1.1740000000000002,NO
0.1534,0.6255,NO
0.1331,1.4471,NO
0.2865,1.1694,NO
0.1512,0.9265,NO
0.1666,1.4734,NO
0.1465,1.1484,NO
0.0509,0.154,NO
0.2187,1.7877,NO
0.4574,3.8568,YES
0.1603,0.7915,NO
0.2015,2.1997,YES
0.205,1.3254,NO
0.2168,1.996,NO
0.2136,0.5071,NO
0.1919,0.9909,NO
0.1533,1.7037,NO
0.1268,0.2846,NO
0.1947,0.7768,NO
0.1755,0.2623,NO
0.2202,0.9694,NO
0.4465,3.426,YES
0.4252,3.8489,YES
0.3653,3.8362,YES
0.1771,2.3877,YES
0.1659,1.9466,NO
0.1927,3.4968,YES
0.1251,1.0147,NO
0.1303,2.012,YES
0.1814,1.472,YES
0.3356,1.1377,NO
0.1662,0.6841,NO
0.1507,0.4828,NO
0.1441,1.3646,NO
0.3435,1.7407,YES
0.1243,0.6666,YES
0.1731,1.6635,NO
0.0952,1.1735,NO
0.1364,1.0063,NO
0.0887,0.6727,NO
0.2289,1.0541,NO
0.2088,1.2302,NO
0.2075,0.5098,NO
0.1923,1.8637,YES
0.0927,1.3130000000000002,NO
0.0821,1.0797,YES
0.0311,0.6551,NO
0.3081,0.9609,YES
0.0406,0.7514,NO
0.1251,0.7328,NO
0.091,1.137,NO
0.11800000000000001,1.2984,NO
0.1053,0.5805,NO
0.2201,1.6064,NO
0.1351,1.0683,NO
0.1328,1.0226,NO
0.0724,1.5815,NO
0.0244,0.4521,NO
0.1404,1.1631,YES
0.3348,3.565,YES
0.2937,2.6425,YES
0.14300000000000002,1.365,YES
0.0826,1.4068,NO
0.013000000000000001,0.4564,NO
0.2103,1.4958,YES
0.1395,0.8933,NO
0.1325,1.6092,YES
0.1443,0.3266,NO
0.2165,0.7002,NO
0.1934,0.5997,NO
0.1934,0.4434,NO
0.0572,1.0133,NO
0.2318,3.3195,YES
0.0556,0.8773,NO
0.3609,3.5917,YES
0.1417,0.8044,NO
0.255,3.0351,YES
0.0522,0.4158,NO
0.0677,1.2105,NO
0.1439,0.8731,NO
0.0494,0.2769,NO
0.1715,1.4368,YES
