DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_55,Associated
0.0737,0.32,NO
0.0652,0.0731,NO
0.1144,0.2809,NO
0.2164,0.5644,NO
0.0671,0.3069,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.1133,NO
0.1689,0.3138,NO
0.2469,1.0,YES
0.0616,0.2887,NO
0.33799999999999997,1.0,YES
0.2427,0.3353,NO
0.2231,0.3824,NO
0.2223,0.2085,NO
0.1142,0.1944,NO
0.0706,0.4327,NO
0.1109,0.1542,NO
0.0747,0.3529,NO
0.2179,0.08,NO
0.1147,0.3438,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.4758,NO
0.0716,1.0,YES
0.1205,0.2458,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.3151,NO
0.1579,0.2796,NO
0.1148,0.2165,NO
0.1112,0.2387,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.1893,NO
0.1056,0.2425,NO
0.0981,0.1256,NO
0.1058,0.2425,NO
0.1797,0.3148,NO
0.1526,0.3413,NO
0.1551,0.3148,NO
0.2811,1.0,YES
0.0766,0.2796,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,0.568,YES
0.0412,0.127,NO
0.1212,0.2425,NO
0.0769,0.2289,NO
0.1235,0.0897,NO
0.0802,0.126,NO
0.1903,0.2673,NO
0.1119,0.1778,NO
0.1008,0.2796,NO
0.0886,0.32,NO
0.1534,0.294,NO
0.1331,0.2866,NO
0.2865,0.5644,NO
0.1512,0.3765,NO
0.1666,0.4162,NO
0.1465,0.3258,NO
0.0509,0.294,NO
0.2187,0.3138,NO
0.4574,1.0,YES
0.1603,0.2887,NO
0.2015,1.0,YES
0.205,0.1227,NO
0.2168,0.35200000000000004,NO
0.2136,0.0664,NO
0.1919,0.294,NO
0.1533,0.4327,NO
0.1268,0.294,NO
0.1947,0.3765,NO
0.1755,0.1482,NO
0.2202,0.3078,NO
0.4465,0.83,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.314,NO
0.1927,1.0,YES
0.1251,0.2866,NO
0.1303,0.9589,YES
0.1814,0.5161,YES
0.3356,0.2528,NO
0.1662,0.2044,NO
0.1507,0.1909,NO
0.1441,0.2862,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2344,NO
0.0952,0.316,NO
0.1364,0.2862,NO
0.0887,0.316,NO
0.2289,0.3845,NO
0.2088,0.285,NO
0.2075,0.3845,NO
0.1923,1.0,YES
0.0927,0.2278,NO
0.0821,0.904,YES
0.0311,0.1909,NO
0.3081,0.5838,YES
0.0406,0.1466,NO
0.1251,0.316,NO
0.091,0.2104,NO
0.11800000000000001,0.1297,NO
0.1053,0.1641,NO
0.2201,0.2862,NO
0.1351,0.1778,NO
0.1328,0.2528,NO
0.0724,0.2522,NO
0.0244,0.1089,NO
0.1404,0.3413,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.5022,YES
0.0826,0.213,NO
0.013000000000000001,0.0727,NO
0.2103,0.3236,YES
0.1395,0.2147,NO
0.1325,0.4224,YES
0.1443,0.2147,NO
0.2165,0.20800000000000002,NO
0.1934,0.3569,NO
0.1934,0.1762,NO
0.0572,0.1182,NO
0.2318,1.0,YES
0.0556,0.1669,NO
0.3609,1.0,YES
0.1417,0.1301,NO
0.255,0.6802,YES
0.0522,0.3118,NO
0.0677,0.5347,NO
0.1439,0.1944,NO
0.0494,0.1856,NO
0.1715,0.4224,YES
0.0964,0.2751,NO
0.1343,0.6191,YES
0.1544,0.32,NO
0.0732,0.0724,NO
0.1975,0.2809,NO
0.2582,0.5644,NO
0.1977,0.3132,NO
0.1701,0.4162,NO
0.1684,0.3331,NO
0.1225,0.3331,NO
0.1458,0.3138,NO
0.4028,1.0,YES
0.1577,0.2887,NO
0.2904,1.0,YES
0.1987,0.3166,NO
0.1756,0.35200000000000004,NO
0.1689,0.19699999999999998,NO
0.054000000000000006,0.1944,NO
0.1469,0.4327,NO
0.0547,0.3011,NO
0.1082,0.3529,NO
0.2019,0.1944,NO
0.1293,0.3078,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.314,NO
0.1753,1.0,YES
0.0979,0.2458,NO
0.0985,0.1676,NO
0.0774,0.1676,NO
0.1069,0.2644,YES
0.3647,0.7449,YES
0.2531,1.0,YES
0.1331,0.5022,YES
0.0885,0.1807,NO
0.0604,0.1676,NO
0.2068,0.2746,YES
0.2598,0.0912,NO
0.106,0.2359,YES
0.1459,0.1729,NO
0.2252,0.3335,NO
0.2571,0.42,NO
0.2375,0.3108,NO
0.1453,0.1676,NO
0.2245,1.0,YES
0.141,0.1676,NO
0.2623,1.0,YES
0.142,0.0845,NO
0.2555,0.6089,YES
0.2049,0.1982,NO
0.2206,0.3269,NO
0.2228,0.2456,NO
0.1032,0.1856,NO
0.1461,0.3891,YES
0.1116,0.2335,NO
0.1326,0.5253,YES
0.1415,0.32,NO
0.0745,0.0724,NO
0.2381,0.3327,NO
0.19,0.4329,NO
0.1547,0.3069,NO
0.1997,0.4162,NO
0.1653,0.3056,NO
0.1536,0.1133,NO
0.1999,0.3138,NO
0.1989,1.0,YES
0.2045,0.2887,NO
0.2447,1.0,YES
0.2519,0.4316,NO
0.2036,0.3272,NO
0.2033,0.2685,NO
0.0533,0.1944,NO
0.105,0.4327,NO
0.055999999999999994,0.0688,NO
0.1113,0.42700000000000005,NO
0.2256,0.0381,NO
0.0989,0.19399999999999998,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,0.5193,YES
0.2405,0.314,NO
0.1657,1.0,YES
0.1331,0.42700000000000005,NO
0.0949,0.32,NO
0.1339,0.0731,NO
0.22399999999999998,0.3745,NO
0.1967,0.5644,NO
0.1436,0.4156,NO
0.2079,0.6333,NO
0.1339,0.4164,NO
0.0967,0.1133,NO
0.2198,0.33899999999999997,NO
0.3428,1.0,YES
0.2344,0.2887,NO
0.1736,1.0,YES
0.1331,0.0864,NO
0.0735,0.3824,NO
0.0647,0.0674,NO
0.204,0.1944,NO
0.1327,0.4327,NO
0.1655,0.1542,NO
0.31,0.4156,NO
0.1309,0.08,NO
0.2819,0.3438,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.4758,NO
0.2673,1.0,YES
0.1726,0.3745,NO
0.1439,0.32,NO
0.0769,0.2435,NO
0.1953,0.2964,NO
0.2342,0.5077,NO
