DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_67,Associated
0.0737,1.3037,NO
0.0652,0.5362,NO
0.1144,0.9351,NO
0.2164,0.4046,NO
0.0671,0.3597,NO
0.0906,1.0188,NO
0.0589,1.2261,NO
0.0679,0.541,NO
0.1689,0.9376,NO
0.2469,2.2186,YES
0.0616,0.6046,NO
0.33799999999999997,2.0375,YES
0.2427,1.4351,NO
0.2231,1.899,NO
0.2223,0.7465,NO
0.1142,0.5571,NO
0.0706,0.5537,NO
0.1109,1.1575,NO
0.0747,0.5262,NO
0.2179,0.5521,NO
0.1147,1.1424,NO
0.0779,1.7725,YES
0.0804,2.8946,YES
0.1668,1.8244,YES
0.24,2.1125,YES
0.1573,0.7013,NO
0.0716,1.4538,YES
0.1205,0.6818,NO
0.1072,2.2347,YES
0.2444,1.4205,YES
0.3362,1.6548,NO
0.1579,0.244,NO
0.1148,0.3398,NO
0.1112,1.4927,NO
0.3947,1.7227,YES
0.0957,1.5231,YES
0.1364,1.3165,NO
0.1056,0.5596,NO
0.0981,1.1586,NO
0.1058,0.1612,NO
0.1797,0.7961,NO
0.1526,0.7763,NO
0.1551,0.4807,NO
0.2811,1.2373,YES
0.0766,0.17300000000000001,NO
0.1126,2.135,YES
0.0341,0.419,NO
0.3399,1.9827,YES
0.0412,0.5089,NO
0.1212,0.4132,NO
0.0769,0.7339,NO
0.1235,0.3175,NO
0.0802,0.4975,NO
0.1903,0.9997,NO
0.1119,0.3476,NO
0.1008,1.3214,NO
0.0886,1.3419,NO
0.1534,0.424,NO
0.1331,1.2489,NO
0.2865,0.3995,NO
0.1512,0.7463,NO
0.1666,1.2107,NO
0.1465,1.2111,NO
0.0509,0.4706,NO
0.2187,0.7778,NO
0.4574,3.5763,YES
0.1603,1.1520000000000001,NO
0.2015,2.8212,YES
0.205,1.1713,NO
0.2168,2.0033,NO
0.2136,0.252,NO
0.1919,0.4647,NO
0.1533,1.0392,NO
0.1268,0.9591,NO
0.1947,1.3059,NO
0.1755,0.4127,NO
0.2202,1.3947,NO
0.4465,2.7607,YES
0.4252,4.3471,YES
0.3653,3.092,YES
0.1771,2.9561,YES
0.1659,0.7053,NO
0.1927,2.9094,YES
0.1251,1.1,NO
0.1303,2.4826,YES
0.1814,1.3744,YES
0.3356,1.9037,NO
0.1662,0.5921,NO
0.1507,0.7424,NO
0.1441,1.5759,NO
0.3435,1.7337,YES
0.1243,1.5536,YES
0.1731,1.2607,NO
0.0952,1.0823,NO
0.1364,1.325,NO
0.0887,0.4316,NO
0.2289,1.0594,NO
0.2088,0.9724,NO
0.2075,0.4957,NO
0.1923,1.2675,YES
0.0927,0.5747,NO
0.0821,2.1397,YES
0.0311,0.8068,NO
0.3081,1.9434,YES
0.0406,0.9503,NO
0.1251,0.7453,NO
0.091,1.2452,NO
0.11800000000000001,0.5295,NO
0.1053,0.6731,NO
0.2201,0.951,NO
0.1351,0.8242,NO
0.1328,1.2898,NO
0.0724,1.4395,NO
0.0244,0.4156,NO
0.1404,2.6359,YES
0.3348,2.8384,YES
0.2937,2.9696,YES
0.14300000000000002,2.3798,YES
0.0826,1.3935,NO
0.013000000000000001,0.7262,NO
0.2103,2.1737,YES
0.1395,1.2785,NO
0.1325,2.4357,YES
0.1443,0.2336,NO
0.2165,1.2094,NO
0.1934,1.4021,NO
0.1934,0.4199,NO
0.0572,0.7146,NO
0.2318,2.5222,YES
0.0556,0.6526,NO
0.3609,3.4046,YES
0.1417,0.6064,NO
0.255,3.5218,YES
0.0522,1.1851,NO
0.0677,1.3807,NO
0.1439,0.623,NO
0.0494,0.6273,NO
0.1715,1.9403,YES
0.0964,0.556,NO
0.1343,1.9445,YES
0.1544,1.4125,NO
0.0732,0.6729999999999999,NO
0.1975,1.8806,NO
0.2582,0.6629999999999999,NO
0.1977,0.8288,NO
0.1701,1.969,NO
0.1684,1.3372,NO
0.1225,0.5826,NO
0.1458,1.6113,NO
0.4028,3.3048,YES
0.1577,1.7985,NO
0.2904,2.6653,YES
0.1987,1.3559,NO
0.1756,2.1546,NO
0.1689,0.7017,NO
0.054000000000000006,0.7167,NO
0.1469,1.0402,NO
0.0547,1.1668,NO
0.1082,1.0584,NO
0.2019,0.573,NO
0.1293,1.6771,NO
0.3897,2.7635,YES
0.3612,3.775,YES
0.2791,2.6968,YES
0.2894,2.8596,YES
0.2226,1.3615,NO
0.1753,2.4444,YES
0.0979,1.5886,NO
0.0985,1.1073,NO
0.0774,0.3282,NO
0.1069,1.6036,YES
0.3647,2.8019,YES
0.2531,2.7531,YES
0.1331,1.9509,YES
0.0885,1.3323,NO
0.0604,0.4833,NO
0.2068,1.7619,YES
0.2598,1.5182,NO
0.106,1.8053,YES
0.1459,0.787,NO
0.2252,1.2727,NO
0.2571,1.551,NO
0.2375,0.4522,NO
0.1453,0.64,NO
0.2245,2.7506,YES
0.141,0.5717,NO
0.2623,3.0436,YES
0.142,0.4148,NO
0.2555,3.7542,YES
0.2049,1.5301,NO
0.2206,1.8712,NO
0.2228,1.3975,NO
0.1032,1.0452,NO
0.1461,1.2217,YES
0.1116,0.7567,NO
0.1326,1.0591,YES
0.1415,1.3892,NO
0.0745,0.4205,NO
0.2381,2.1658,NO
0.19,0.516,NO
0.1547,0.851,NO
0.1997,2.0634,NO
0.1653,1.5405,NO
0.1536,0.3726,NO
0.1999,1.778,NO
0.1989,3.7058,YES
0.2045,2.1017,NO
0.2447,2.9519,YES
0.2519,0.9990000000000001,NO
0.2036,1.8311,NO
0.2033,0.0593,NO
0.0533,0.7078,NO
0.105,1.1624,NO
0.055999999999999994,0.8928,NO
0.1113,1.2432,NO
0.2256,0.4449,NO
0.0989,1.7549,NO
0.1879,3.0585,YES
0.1445,4.2542,YES
0.1901,3.2076,YES
0.3108,3.1784,YES
0.2405,1.6817,NO
