DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_25,Associated
0.0737,0.6967,NO
0.0652,0.3112,NO
0.1144,1.1646,NO
0.2164,1.9424,NO
0.0671,0.7542,NO
0.0906,1.7733,NO
0.0589,0.9806,NO
0.0679,0.3077,NO
0.1689,1.2469,NO
0.2469,2.3638,YES
0.0616,1.1458,NO
0.33799999999999997,2.1849,YES
0.2427,1.1861,NO
0.2231,0.8879,NO
0.2223,0.4033,NO
0.1142,0.5382,NO
0.0706,1.4454,NO
0.1109,0.6457,NO
0.0747,0.7135,NO
0.2179,0.3594,NO
0.1147,0.8605,NO
0.0779,2.1374,YES
0.0804,2.9597,YES
0.1668,1.8917,YES
0.24,1.6282,YES
0.1573,0.6958,NO
0.0716,2.0601,YES
0.1205,0.8513,NO
0.1072,2.086,YES
0.2444,1.1051,YES
0.3362,0.9631,NO
0.1579,0.385,NO
0.1148,0.2679,NO
0.1112,0.6791,NO
0.3947,2.1836,YES
0.0957,1.6429,YES
0.1364,0.6114,NO
0.1056,0.0399,NO
0.0981,0.6193,NO
0.1058,0.1389,NO
0.1797,0.6685,NO
0.1526,0.7265,NO
0.1551,0.4669,NO
0.2811,1.0585,YES
0.0766,0.462,NO
0.1126,1.9142,YES
0.0341,0.1958,NO
0.3399,1.6176,YES
0.0412,0.3898,NO
0.1212,0.1065,NO
0.0769,0.5323,NO
0.1235,0.1685,NO
0.0802,0.2203,NO
0.1903,0.4183,NO
0.1119,0.2486,NO
0.1008,0.593,NO
0.0886,0.7509999999999999,NO
0.1534,0.7483,NO
0.1331,1.2284,NO
0.2865,1.9886,NO
0.1512,0.3277,NO
0.1666,1.9959,NO
0.1465,1.0957,NO
0.0509,0.565,NO
0.2187,1.1401,NO
0.4574,3.5538,YES
0.1603,1.3062,NO
0.2015,3.0208,YES
0.205,1.3687,NO
0.2168,0.7435,NO
0.2136,0.1869,NO
0.1919,0.8879,NO
0.1533,1.3352,NO
0.1268,0.8535,NO
0.1947,0.1244,NO
0.1755,0.4948,NO
0.2202,0.6646,NO
0.4465,3.2683,YES
0.4252,4.2317,YES
0.3653,3.1496,YES
0.1771,2.9482,YES
0.1659,1.1859,NO
0.1927,3.0172,YES
0.1251,1.2174,NO
0.1303,2.0816,YES
0.1814,1.6969,YES
0.3356,0.9019,NO
0.1662,1.2447,NO
0.1507,0.8286,NO
0.1441,1.0397,NO
0.3435,2.448,YES
0.1243,1.7658,YES
0.1731,0.7311,NO
0.0952,0.4047,NO
0.1364,0.8340000000000001,NO
0.0887,0.5061,NO
0.2289,1.1648,NO
0.2088,1.6076,NO
0.2075,0.778,NO
0.1923,0.9894,YES
0.0927,0.9811,NO
0.0821,1.9765,YES
0.0311,0.6199,NO
0.3081,1.7898,YES
0.0406,0.7959999999999999,NO
0.1251,0.3661,NO
0.091,1.1692,NO
0.11800000000000001,0.4976,NO
0.1053,0.6011,NO
0.2201,0.7856,NO
0.1351,0.4705,NO
0.1328,0.6937,NO
0.0724,0.8454,NO
0.0244,0.4778,NO
0.1404,1.5785,YES
0.3348,3.8834,YES
0.2937,2.7581,YES
0.14300000000000002,1.9349,YES
0.0826,0.9716,NO
0.013000000000000001,0.3936,NO
0.2103,1.3425,YES
0.1395,0.6224,NO
0.1325,1.1171,YES
0.1443,0.3347,NO
0.2165,0.8887,NO
0.1934,1.3741,NO
0.1934,0.4896,NO
0.0572,0.4822,NO
0.2318,3.1269,YES
0.0556,0.5811,NO
0.3609,3.3159,YES
0.1417,0.7907,NO
0.255,2.5229,YES
0.0522,0.6253,NO
0.0677,0.9976,NO
0.1439,0.6187,NO
0.0494,0.4044,NO
0.1715,1.2861,YES
0.0964,1.1497,NO
0.1343,1.0378,YES
0.1544,1.1226,NO
0.0732,0.6557,NO
0.1975,1.8302,NO
0.2582,2.5927,NO
0.1977,0.7482,NO
0.1701,2.719,NO
0.1684,1.5337,NO
0.1225,0.7083,NO
0.1458,1.9312,NO
0.4028,3.2676,YES
0.1577,1.8034,NO
0.2904,2.6942,YES
0.1987,1.5848,NO
0.1756,1.1006,NO
0.1689,0.3758,NO
0.054000000000000006,0.8577,NO
0.1469,1.6157,NO
0.0547,1.122,NO
0.1082,0.6004,NO
0.2019,0.7977,NO
0.1293,1.1021,NO
0.3897,3.0394,YES
0.3612,4.1136,YES
0.2791,2.8572,YES
0.2894,3.0624,YES
0.2226,1.8784,NO
0.1753,3.1539,YES
0.0979,1.6269999999999998,NO
0.0985,0.4209,NO
0.0774,0.2248,NO
0.1069,1.4391,YES
0.3647,3.8748,YES
0.2531,2.8569999999999998,YES
0.1331,1.7568,YES
0.0885,0.9378,NO
0.0604,0.2016,NO
0.2068,1.264,YES
0.2598,0.8679,NO
0.106,0.8971,YES
0.1459,0.3766,NO
0.2252,1.1446,NO
0.2571,1.7268,NO
0.2375,0.6363,NO
0.1453,0.1721,NO
0.2245,3.1432,YES
0.141,0.4382,NO
0.2623,3.0653,YES
0.142,0.5627,NO
0.2555,2.3503,YES
0.2049,0.9358,NO
0.2206,1.2613,NO
0.2228,0.7545,NO
0.1032,0.7673,NO
0.1461,1.2393,YES
0.1116,1.6596,NO
0.1326,0.9706,YES
0.1415,1.1505,NO
0.0745,0.8501,NO
0.2381,2.3705,NO
0.19,2.7609,NO
0.1547,0.8496,NO
0.1997,3.4007,NO
0.1653,1.6164,NO
0.1536,0.6426,NO
0.1999,2.7166,NO
0.1989,3.5403,YES
0.2045,2.5402,NO
0.2447,3.0129,YES
0.2519,1.7842,NO
0.2036,1.1083,NO
0.2033,0.6332,NO
0.0533,0.9732,NO
0.105,2.031,NO
0.055999999999999994,1.0899,NO
0.1113,0.7292,NO
0.2256,0.8824,NO
0.0989,1.3491,NO
0.1879,3.2593,YES
0.1445,4.4495,YES
0.1901,3.2344,YES
0.3108,3.1686,YES
0.2405,1.9146,NO
0.1657,3.2783,YES
0.1331,2.025,NO
0.0949,0.5802,NO
0.1339,0.4936,NO
0.22399999999999998,1.0505,NO
0.1967,2.0506,NO
0.1436,0.5647,NO
0.2079,2.1630000000000003,NO
0.1339,0.8761,NO
0.0967,0.2719,NO
0.2198,1.4009,NO
0.3428,3.1241,YES
0.2344,1.4377,NO
0.1736,2.6209,YES
0.1331,1.0606,NO
0.0735,0.7361,NO
0.0647,0.2516,NO
0.204,0.6749,NO
0.1327,1.2648,NO
0.1655,0.5504,NO
0.31,0.4989,NO
0.1309,0.2623,NO
0.2819,0.9164,NO
0.4042,2.7865,YES
0.3296,3.7877,YES
0.4941,2.5836,YES
0.1783,2.6033,YES
0.193,1.2009999999999998,NO
0.2673,2.4878,YES
0.1726,1.2494,NO
0.1439,1.065,NO
0.0769,0.7043,NO
0.1953,2.0471,NO
0.2342,2.5357,NO
0.2047,0.8493,NO
0.1823,2.8372,NO
0.1684,1.5985,NO
0.1204,0.685,NO
0.1751,2.1695,NO
0.3579,3.2239,YES
0.1828,1.9874,NO
0.2083,2.5945,YES
0.2252,1.7019,NO
0.2041,1.171,NO
0.2007,0.4092,NO
