DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_10,Associated
0.0737,1.683,NO
0.0652,0.3587,NO
0.1144,1.4228,NO
0.2164,1.7587,NO
0.0671,1.3465,NO
0.0906,0.6186,NO
0.0589,1.9851,NO
0.0679,0.775,NO
0.1689,0.9193,NO
0.2469,2.6248,YES
0.0616,0.932,NO
0.33799999999999997,2.0912,YES
0.2427,1.3015,NO
0.2231,1.079,NO
0.2223,0.6434,NO
0.1142,0.9961,NO
0.0706,1.2396,NO
0.1109,1.061,NO
0.0747,1.3467,NO
0.2179,0.7809999999999999,NO
0.1147,0.7102,NO
0.0779,2.6726,YES
0.0804,3.0409,YES
0.1668,3.2363,YES
0.24,1.8949,YES
0.1573,1.4326,NO
0.0716,2.3379,YES
0.1205,0.5264,NO
0.1072,1.7153,YES
0.2444,0.805,YES
0.3362,1.1898,NO
0.1579,0.9218,NO
0.1148,0.6052,NO
0.1112,0.9103,NO
0.3947,2.6011,YES
0.0957,2.3032,YES
0.1364,1.205,NO
0.1056,0.4667,NO
0.0981,0.4628,NO
0.1058,0.3554,NO
0.1797,0.8722,NO
0.1526,0.5868,NO
0.1551,0.2749,NO
0.2811,1.5749,YES
0.0766,0.7206,NO
0.1126,2.4322,YES
0.0341,0.4609,NO
0.3399,1.8767,YES
0.0412,0.6894,NO
0.1212,0.5331,NO
0.0769,0.6615,NO
0.1235,0.3512,NO
0.0802,0.5309,NO
0.1903,0.8185,NO
0.1119,0.3064,NO
0.1008,0.9476,NO
0.0886,1.4837,NO
0.1534,0.2738,NO
0.1331,1.5504,NO
0.2865,1.9468,NO
0.1512,1.2727,NO
0.1666,1.4319,NO
0.1465,1.0467,NO
0.0509,0.392,NO
0.2187,1.2629,NO
0.4574,2.9578,YES
0.1603,1.3848,NO
0.2015,2.6144,YES
0.205,0.5035,NO
0.2168,0.6432,NO
0.2136,0.0644,NO
0.1919,1.0112,NO
0.1533,0.9376,NO
0.1268,0.7099,NO
0.1947,1.3777,NO
0.1755,0.5104,NO
0.2202,1.2503,NO
0.4465,2.4523,YES
0.4252,3.4436,YES
0.3653,3.6031,YES
0.1771,2.5183,YES
0.1659,1.6056,NO
0.1927,2.6425,YES
0.1251,1.1249,NO
0.1303,2.5714,YES
0.1814,1.3595,YES
0.3356,1.5165,NO
0.1662,0.9783,NO
0.1507,0.7168,NO
0.1441,1.0706,NO
0.3435,3.241,YES
0.1243,2.5548,YES
0.1731,1.3153,NO
0.0952,0.5944,NO
0.1364,0.963,NO
0.0887,0.4866,NO
0.2289,1.2225,NO
0.2088,1.2976,NO
0.2075,0.6904,NO
0.1923,1.9175,YES
0.0927,1.1863,NO
0.0821,2.5582,YES
0.0311,0.696,NO
0.3081,1.9431,YES
0.0406,0.5059,NO
0.1251,0.8377,NO
0.091,0.843,NO
0.11800000000000001,0.9152,NO
0.1053,0.5634,NO
0.2201,1.2084,NO
0.1351,0.8701,NO
0.1328,0.654,NO
0.0724,1.6599,NO
0.0244,0.6589,NO
0.1404,2.2111,YES
0.3348,4.7239,YES
0.2937,3.5979,YES
0.14300000000000002,2.247,YES
0.0826,1.6908,NO
0.013000000000000001,0.4222,NO
0.2103,3.3019,YES
0.1395,0.7032,NO
0.1325,1.7526,YES
0.1443,0.4959,NO
0.2165,0.8889,NO
0.1934,1.5258,NO
0.1934,1.0108,NO
0.0572,1.0457,NO
0.2318,4.5833,YES
0.0556,0.8902,NO
0.3609,3.7329,YES
0.1417,0.7154,NO
0.255,4.5505,YES
0.0522,0.9033,NO
0.0677,1.1996,NO
0.1439,0.9704,NO
0.0494,0.9677,NO
0.1715,2.648,YES
0.0964,1.2511,NO
0.1343,2.4472,YES
0.1544,1.7358,NO
0.0732,0.4955,NO
0.1975,2.1618,NO
0.2582,2.3924,NO
0.1977,1.825,NO
0.1701,1.9517,NO
0.1684,1.4692,NO
0.1225,0.6061,NO
0.1458,1.9765,NO
0.4028,3.273,YES
0.1577,1.8333,NO
0.2904,2.813,YES
0.1987,0.782,NO
0.1756,0.8522,NO
0.1689,0.1365,NO
0.054000000000000006,1.3636,NO
0.1469,1.3893,NO
0.0547,0.975,NO
0.1082,1.5765,NO
0.2019,0.6895,NO
0.1293,1.5315,NO
0.3897,2.7986,YES
0.3612,3.7232,YES
0.2791,3.9023,YES
0.2894,2.8856,YES
0.2226,2.0638,NO
0.1753,2.9578,YES
0.0979,1.6087,NO
0.0985,1.3301,NO
0.0774,0.4794,NO
0.1069,1.2002,YES
0.3647,3.4594,YES
0.2531,2.4217,YES
0.1331,1.3532,YES
0.0885,1.2976,NO
0.0604,0.5022,NO
0.2068,1.821,YES
0.2598,0.6932,NO
0.106,0.7963,YES
0.1459,0.7352,NO
0.2252,0.7012,NO
0.2571,0.9963,NO
0.2375,0.7927,NO
0.1453,0.7686,NO
0.2245,2.6813,YES
0.141,0.7954,NO
0.2623,2.3857,YES
0.142,0.7201,NO
0.2555,2.6473,YES
0.2049,0.8743,NO
0.2206,1.1698,NO
0.2228,0.9447,NO
0.1032,0.7633,NO
0.1461,1.4376,YES
0.1116,1.0975,NO
0.1326,1.3266,YES
0.1415,1.9258,NO
0.0745,0.3633,NO
0.2381,2.31,NO
0.19,1.9025,NO
0.1547,1.6333,NO
0.1997,1.8582,NO
0.1653,1.8244,NO
0.1536,0.8728,NO
0.1999,1.8635,NO
0.1989,3.2207,YES
0.2045,1.8014,NO
0.2447,2.7532,YES
0.2519,1.2762,NO
0.2036,0.9567,NO
0.2033,0.3378,NO
0.0533,1.3305,NO
0.105,1.2025,NO
0.055999999999999994,1.3219999999999998,NO
0.1113,1.5232,NO
0.2256,1.0091,NO
0.0989,1.2734,NO
0.1879,3.07,YES
0.1445,4.0236,YES
0.1901,4.0025,YES
0.3108,2.6997,YES
0.2405,2.0058,NO
0.1657,2.9474,YES
0.1331,1.4571,NO
0.0949,1.6535,NO
0.1339,0.3895,NO
0.22399999999999998,2.0108,NO
0.1967,2.3285,NO
0.1436,1.6669999999999998,NO
0.2079,1.3295,NO
0.1339,1.4406,NO
0.0967,0.5511,NO
0.2198,1.3348,NO
0.3428,3.0905,YES
0.2344,1.6423,NO
0.1736,2.6561,YES
0.1331,0.5886,NO
0.0735,0.5274,NO
0.0647,0.1562,NO
0.204,1.0806,NO
0.1327,1.2358,NO
0.1655,0.9999,NO
0.31,1.6634,NO
0.1309,0.557,NO
0.2819,1.4286,NO
0.4042,2.9258,YES
0.3296,3.7316,YES
0.4941,3.7722,YES
0.1783,2.7902,YES
0.193,1.962,NO
0.2673,2.8474,YES
0.1726,0.9663,NO
0.1439,1.7571,NO
0.0769,0.1839,NO
0.1953,1.6148,NO
0.2342,2.194,NO
0.2047,1.5566,NO
0.1823,1.6208,NO
0.1684,1.2883,NO
0.1204,0.5734,NO
0.1751,1.5113,NO
0.3579,3.1778,YES
0.1828,1.3969,NO
0.2083,2.6454,YES
0.2252,0.7918,NO
0.2041,0.8907,NO
0.2007,0.4589,NO
0.0498,1.0978,NO
0.1415,1.0951,NO
0.0515,0.9962,NO
0.1207,1.5066,NO
0.1912,0.7722,NO
0.14,1.2856,NO
0.4038,2.5955,YES
0.3494,3.5314,YES
0.2799,3.7902,YES
0.2675,2.7873,YES
0.2206,1.5358,NO
0.2003,2.7258,YES
0.1168,1.0415,NO
0.0727,1.6387,NO
0.0714,0.273,NO
0.10800000000000001,1.2229,NO
0.2886,2.1462,NO
0.1427,1.5718,NO
0.0855,1.0729,NO
0.0605,1.4018,NO
0.0532,0.2555,NO
0.1421,1.1083,NO
0.4397,2.8489,YES
0.0607,1.1354,NO
0.2347,2.44,YES
0.2118,1.1738,NO
0.2048,1.1996,NO
0.2045,0.6656,NO
0.0849,0.7882,NO
0.1035,1.2245,NO
0.0824,0.6963,NO
0.0975,1.5526,NO
0.1702,0.4528,NO
0.1518,1.1391,NO
0.3372,2.799,YES
0.3303,3.5339,YES
0.314,3.6178,YES
0.1257,2.3325,YES
0.1375,1.5101,NO
0.1128,2.7026,YES
0.099,0.6897,NO
0.1069,0.9969,NO
0.0451,0.431,NO
0.5095,3.6942,YES
0.1431,1.4480000000000002,YES
0.1227,1.1259,YES
0.2847,4.3221,YES
0.2237,1.2021,NO
0.1065,0.3802,NO
0.3266,4.6373,YES
0.0974,1.0725,NO
