DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_95,Associated
0.0737,0.2574,NO
0.0652,0.1164,NO
0.1144,0.2323,NO
0.2164,0.5644,NO
0.0671,0.31,NO
0.0906,0.4162,NO
0.0589,0.3056,NO
0.0679,0.2852,NO
0.1689,0.3138,NO
0.2469,1.0,YES
0.0616,0.2887,NO
0.33799999999999997,1.0,YES
0.2427,0.3555,NO
0.2231,0.35200000000000004,NO
0.2223,0.3555,NO
0.1142,0.2852,NO
0.0706,0.2804,NO
0.1109,0.318,NO
0.0747,0.3529,NO
0.2179,0.2574,NO
0.1147,0.4378,NO
0.0779,0.83,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.7677,YES
0.1573,0.2502,NO
0.0716,0.7677,YES
0.1205,0.2323,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.3151,NO
0.1579,0.2044,NO
0.1148,0.1542,NO
0.1112,0.2387,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.1922,NO
0.1056,0.1939,NO
0.0981,0.1865,NO
0.1058,0.1789,NO
0.1797,0.3148,NO
0.1526,0.3413,NO
0.1551,0.3148,NO
0.2811,1.0,YES
0.0766,0.2278,NO
0.1126,1.0,YES
0.0341,0.0848,NO
0.3399,1.0,YES
0.0412,0.1607,NO
0.1212,0.1484,NO
0.0769,0.2456,NO
0.1235,0.1939,NO
0.0802,0.1939,NO
0.1903,0.2673,NO
0.1119,0.1504,NO
0.1008,0.1865,NO
0.0886,0.3496,NO
0.1534,0.0724,NO
0.1331,0.2487,NO
0.2865,0.5644,NO
0.1512,0.31,NO
0.1666,0.6333,NO
0.1465,0.2948,NO
0.0509,0.1187,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.2785,NO
0.2015,1.0,YES
0.205,0.2244,NO
0.2168,0.3824,NO
0.2136,0.1078,NO
0.1919,0.1596,NO
0.1533,0.3984,NO
0.1268,0.3069,NO
0.1947,0.3405,NO
0.1755,0.1276,NO
0.2202,0.4224,NO
0.4465,0.83,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.4758,NO
0.1927,1.0,YES
0.1251,0.2381,NO
0.1303,0.9589,YES
0.1814,0.2106,YES
0.3356,0.3559,NO
0.1662,0.228,NO
