DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_75,Associated
0.0737,0.5808,NO
0.0652,0.8781,NO
0.1144,0.5659,NO
0.2164,1.5677,NO
0.0671,0.6817,NO
0.0906,1.0037,NO
0.0589,0.7943,NO
0.0679,0.4951,NO
0.1689,0.5445,NO
0.2469,2.4451,YES
0.0616,0.9622,NO
0.33799999999999997,2.1266,YES
0.2427,0.4357,NO
0.2231,0.5142,NO
0.2223,0.4866,NO
0.1142,0.4954,NO
0.0706,1.2277,NO
0.1109,0.5352,NO
0.0747,1.1341,NO
0.2179,0.7611,NO
0.1147,1.1896,NO
0.0779,1.8780000000000001,YES
0.0804,2.5504,YES
0.1668,2.0548,YES
0.24,2.4344,YES
0.1573,0.5695,NO
0.0716,2.4653,YES
0.1205,0.9507,NO
0.1072,1.7135,YES
0.2444,2.548,YES
0.3362,1.4196,NO
0.1579,0.7246,NO
0.1148,0.93,NO
0.1112,1.8605,NO
0.3947,2.7787,YES
0.0957,2.4471,YES
0.1364,1.9512,NO
0.1056,0.4677,NO
0.0981,1.7819,NO
0.1058,0.5309,NO
0.1797,0.9664,NO
0.1526,1.042,NO
0.1551,1.1255,NO
0.2811,1.6008,YES
0.0766,0.986,NO
0.1126,1.7584,YES
0.0341,1.1536,NO
0.3399,2.8503,YES
0.0412,1.0846,NO
0.1212,0.4845,NO
0.0769,0.6663,NO
0.1235,0.9934,NO
0.0802,0.7537,NO
0.1903,1.8011,NO
0.1119,1.341,NO
0.1008,2.1229,NO
0.0886,0.2646,NO
0.1534,0.7356,NO
0.1331,1.3419,NO
0.2865,2.28,NO
0.1512,1.0536,NO
0.1666,2.0156,NO
0.1465,1.0986,NO
0.0509,0.2822,NO
0.2187,0.9811,NO
0.4574,3.9186,YES
0.1603,1.3319999999999999,NO
0.2015,3.5905,YES
0.205,0.3113,NO
0.2168,0.5912,NO
0.2136,0.513,NO
0.1919,0.4414,NO
0.1533,1.2506,NO
0.1268,0.3454,NO
0.1947,1.7367,NO
0.1755,0.632,NO
0.2202,1.5337,NO
0.4465,3.1362,YES
0.4252,3.6242,YES
0.3653,3.6106,YES
0.1771,3.2477,YES
0.1659,1.0212,NO
0.1927,4.0998,YES
