DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_99,Associated
0.0737,1.32,NO
0.0652,0.7249,NO
0.1144,0.7788,NO
0.2164,0.8368,NO
0.0671,1.035,NO
0.0906,0.7746,NO
0.0589,0.8099,NO
0.0679,0.5273,NO
0.1689,1.0271,NO
0.2469,2.6932,YES
0.0616,0.7232,NO
0.33799999999999997,2.64,YES
0.2427,0.6236,NO
0.2231,0.7267,NO
0.2223,0.061,NO
0.1142,0.764,NO
0.0706,1.0665,NO
0.1109,0.7312,NO
0.0747,0.5856,NO
0.2179,0.4982,NO
0.1147,1.0403,NO
0.0779,3.1408,YES
0.0804,3.2458,YES
0.1668,2.1295,YES
0.24,1.7632,YES
0.1573,0.6167,NO
0.0716,2.6134,YES
0.1205,0.7512,NO
0.1072,2.8016,YES
0.2444,1.8151,YES
0.3362,0.5393,NO
0.1579,0.8125,NO
0.1148,1.1167,NO
0.1112,1.1415,NO
0.3947,2.7168,YES
0.0957,1.8085,YES
0.1364,0.8645,NO
0.1056,0.4445,NO
0.0981,0.7098,NO
0.1058,0.3558,NO
0.1797,0.4981,NO
0.1526,1.0635,NO
0.1551,0.099,NO
0.2811,2.1522,YES
0.0766,0.9285,NO
0.1126,2.6046,YES
0.0341,0.7493,NO
0.3399,2.0169,YES
0.0412,0.9633,NO
0.1212,0.4459,NO
0.0769,0.8005,NO
0.1235,0.5729,NO
0.0802,0.3563,NO
0.1903,0.7998,NO
0.1119,0.4588,NO
0.1008,0.7146,NO
0.0886,1.5414,NO
0.1534,0.5341,NO
0.1331,1.3397,NO
0.2865,1.2223,NO
0.1512,1.9687,NO
0.1666,1.5356,NO
0.1465,0.8211,NO
0.0509,0.5709,NO
0.2187,2.026,NO
0.4574,3.0665,YES
0.1603,1.7606,NO
0.2015,3.3941,YES
0.205,1.239,NO
0.2168,1.6651,NO
0.2136,0.4676,NO
0.1919,0.6016,NO
0.1533,1.709,NO
0.1268,0.6112,NO
0.1947,1.3033,NO
0.1755,0.4146,NO
0.2202,1.5579,NO
0.4465,3.9319,YES
0.4252,3.9498,YES
0.3653,2.9541,YES
0.1771,2.064,YES
0.1659,1.4923,NO
0.1927,3.5934,YES
0.1251,1.3909,NO
0.1303,1.6528,YES
0.1814,0.9919,YES
0.3356,0.6137,NO
0.1662,1.0593,NO
0.1507,1.0964,NO
0.1441,0.7813,NO
0.3435,1.3631,YES
0.1243,0.6617,YES
0.1731,1.176,NO
0.0952,0.8759999999999999,NO
0.1364,0.6659,NO
0.0887,0.8089,NO
0.2289,1.2276,NO
0.2088,1.4095,NO
0.2075,0.8464,NO
0.1923,1.1536,YES
0.0927,0.8982,NO
0.0821,1.266,YES
0.0311,0.8888,NO
0.3081,0.8989,YES
0.0406,0.7546,NO
0.1251,0.8383,NO
0.091,1.3384,NO
0.11800000000000001,0.8324,NO
0.1053,0.63,NO
0.2201,0.7626,NO
0.1351,0.8569,NO
0.1328,1.1372,NO
0.0724,1.3316,NO
0.0244,0.5796,NO
0.1404,1.0148,YES
0.3348,3.5425,YES
0.2937,4.8886,YES
0.14300000000000002,1.9733,YES
0.0826,1.0127,NO
0.013000000000000001,0.2396,NO
0.2103,1.3723,YES
0.1395,0.6243,NO
0.1325,1.8354,YES
0.1443,0.198,NO
0.2165,0.5859,NO
0.1934,1.4976,NO
0.1934,0.4559,NO
0.0572,1.0091,NO
0.2318,4.0931,YES
0.0556,0.8678,NO
0.3609,4.039,YES
0.1417,0.5904,NO
0.255,4.048,YES
0.0522,0.3734,NO
0.0677,0.9976,NO
0.1439,0.8158,NO
0.0494,0.6438,NO
0.1715,1.5789,YES
0.0964,1.0352,NO
0.1343,1.7451,YES
0.1544,1.1712,NO
0.0732,0.3272,NO
0.1975,0.8753,NO
0.2582,1.2135,NO
0.1977,1.6963,NO
0.1701,0.9023,NO
0.1684,0.6161,NO
0.1225,0.4353,NO
0.1458,1.6294,NO
0.4028,2.9315,YES
0.1577,0.9121,NO
0.2904,3.1972,YES
0.1987,1.2774,NO
0.1756,1.3196,NO
0.1689,0.5118,NO
0.054000000000000006,0.3959,NO
0.1469,1.8252,NO
0.0547,0.4228,NO
0.1082,1.1143,NO
0.2019,0.2705,NO
0.1293,1.4035,NO
0.3897,3.5298,YES
0.3612,3.5152,YES
0.2791,2.3243,YES
0.2894,1.8896,YES
0.2226,1.0012,NO
0.1753,3.1698,YES
0.0979,0.8356,NO
0.0985,1.4008,NO
0.0774,0.6214,NO
0.1069,1.3064,YES
0.3647,3.214,YES
0.2531,4.8887,YES
0.1331,2.287,YES
0.0885,1.1053,NO
0.0604,0.2048,NO
0.2068,1.7934,YES
0.2598,1.1487,NO
0.106,1.6434,YES
0.1459,0.27,NO
0.2252,1.1904,NO
0.2571,1.8843,NO
0.2375,1.1245,NO
0.1453,0.8801,NO
0.2245,4.3019,YES
0.141,0.8576,NO
0.2623,3.7562,YES
0.142,0.375,NO
0.2555,4.1385,YES
0.2049,0.8836,NO
0.2206,1.4340000000000002,NO
0.2228,0.8813,NO
0.1032,0.6601,NO
0.1461,1.4722,YES
0.1116,1.3556,NO
0.1326,1.6479,YES
0.1415,1.4073,NO
0.0745,0.2596,NO
0.2381,1.0481,NO
0.19,1.2538,NO
0.1547,1.5351,NO
0.1997,1.1996,NO
0.1653,0.7915,NO
0.1536,0.67,NO
0.1999,1.7979,NO
0.1989,2.4738,YES
0.2045,1.7588,NO
0.2447,2.9746,YES
0.2519,1.0912,NO
0.2036,1.6145,NO
0.2033,0.4925,NO
0.0533,0.4815,NO
0.105,1.2765,NO
0.055999999999999994,0.7846,NO
0.1113,0.97,NO
0.2256,0.6673,NO
0.0989,0.995,NO
0.1879,3.0399,YES
0.1445,2.9268,YES
0.1901,2.3791,YES
0.3108,1.5654,YES
0.2405,1.5938,NO
0.1657,3.0639999999999996,YES
0.1331,1.6201,NO
0.0949,1.4873,NO
0.1339,0.5764,NO
0.22399999999999998,1.8954,NO
0.1967,1.5608,NO
0.1436,2.2072,NO
0.2079,2.2847,NO
0.1339,0.8781,NO
0.0967,0.5725,NO
0.2198,2.6429,NO
0.3428,2.8339,YES
0.2344,2.6092,NO
0.1736,3.2155,YES
0.1331,1.2448,NO
0.0735,1.7932,NO
0.0647,0.3908,NO
0.204,0.7599,NO
0.1327,1.9541,NO
0.1655,0.7136,NO
0.31,1.651,NO
0.1309,0.4214,NO
0.2819,2.036,NO
0.4042,3.8145,YES
0.3296,3.8038,YES
0.4941,2.9391,YES
