DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_VSM_20,Associated
0.0737,0.1553,NO
0.0652,0.0785,NO
0.1144,0.2688,NO
0.2164,0.2061,NO
0.0671,0.1494,NO
0.0906,0.2963,NO
0.0589,0.1387,NO
0.0679,0.0647,NO
0.1689,0.2252,NO
0.2469,1.0,YES
0.0616,0.2347,NO
0.33799999999999997,1.0,YES
0.2427,0.1123,NO
0.2231,0.1937,NO
0.2223,0.2038,NO
0.1142,0.1171,NO
0.0706,0.1663,NO
0.1109,0.0959,NO
0.0747,0.0949,NO
0.2179,0.1171,NO
0.1147,0.2083,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1526,NO
0.0716,1.0,YES
0.1205,0.1576,NO
0.1072,0.1615,YES
0.2444,1.0,YES
0.3362,0.1296,NO
0.1579,0.1272,NO
0.1148,0.0368,NO
0.1112,0.1778,NO
0.3947,0.35200000000000004,YES
0.0957,0.1792,YES
0.1364,0.1778,NO
0.1056,0.1474,NO
0.0981,0.0944,NO
0.1058,0.0609,NO
0.1797,0.0699,NO
0.1526,0.1649,NO
0.1551,0.1835,NO
0.2811,1.0,YES
0.0766,0.1033,NO
0.1126,1.0,YES
0.0341,0.1344,NO
0.3399,0.2381,YES
0.0412,0.1344,NO
0.1212,0.1474,NO
0.0769,0.1143,NO
0.1235,0.1474,NO
0.0802,0.1474,NO
0.1903,0.0618,NO
0.1119,0.1474,NO
0.1008,0.0313,NO
0.0886,0.0789,NO
0.1534,0.0399,NO
0.1331,0.2688,NO
0.2865,0.2653,NO
0.1512,0.2137,NO
0.1666,0.2963,NO
0.1465,0.1579,NO
0.0509,0.092,NO
0.2187,0.2252,NO
0.4574,1.0,YES
0.1603,0.2347,NO
0.2015,1.0,YES
0.205,0.0581,NO
0.2168,0.1834,NO
0.2136,0.0473,NO
0.1919,0.092,NO
0.1533,0.1733,NO
0.1268,0.039,NO
0.1947,0.2137,NO
0.1755,0.076,NO
0.2202,0.166,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.1239,NO
0.1927,1.0,YES
0.1251,0.2137,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.1489,NO
0.1662,0.1272,NO
0.1507,0.063,NO
0.1441,0.1692,NO
0.3435,0.35200000000000004,YES
0.1243,1.0,YES
0.1731,0.1692,NO
0.0952,0.1387,NO
0.1364,0.0977,NO
0.0887,0.1387,NO
0.2289,0.0831,NO
0.2088,0.2094,NO
0.2075,0.2183,NO
0.1923,1.0,YES
0.0927,0.1138,NO
0.0821,1.0,YES
0.0311,0.0553,NO
0.3081,1.0,YES
0.0406,0.0678,NO
0.1251,0.1387,NO
0.091,0.1387,NO
0.11800000000000001,0.1387,NO
0.1053,0.1387,NO
0.2201,0.1316,NO
0.1351,0.1387,NO
0.1328,0.0546,NO
0.0724,0.1248,NO
0.0244,0.1267,NO
0.1404,0.2111,YES
0.3348,0.3672,YES
0.2937,0.3497,YES
0.14300000000000002,0.2372,YES
0.0826,0.1548,NO
0.013000000000000001,0.044000000000000004,NO
0.2103,0.2372,YES
0.1395,0.1296,NO
0.1325,0.3354,YES
0.1443,0.1155,NO
0.2165,0.1217,NO
0.1934,0.0477,NO
0.1934,0.0906,NO
0.0572,0.1267,NO
0.2318,0.3659,YES
0.0556,0.1267,NO
0.3609,1.0,YES
0.1417,0.1088,NO
0.255,1.0,YES
0.0522,0.073,NO
0.0677,0.0968,NO
0.1439,0.1488,NO
0.0494,0.0827,NO
0.1715,0.1379,YES
0.0964,0.1155,NO
0.1343,0.3354,YES
0.1544,0.1553,NO
0.0732,0.0785,NO
0.1975,0.2688,NO
0.2582,0.2524,NO
0.1977,0.2524,NO
0.1701,0.2963,NO
0.1684,0.0789,NO
0.1225,0.0647,NO
0.1458,0.2286,NO
0.4028,1.0,YES
