DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_67,Associated
0.0737,0.5999,NO
0.0652,0.5983,NO
0.1144,0.4249,NO
0.2164,0.3964,NO
0.0671,0.6705,NO
0.0906,0.4983,NO
0.0589,0.4146,NO
0.0679,0.3634,NO
0.1689,0.4859,NO
0.2469,2.3875,YES
0.0616,0.4516,NO
0.33799999999999997,2.5886,YES
0.2427,0.5283,NO
0.2231,0.7672,NO
0.2223,0.4488,NO
0.1142,0.429,NO
0.0706,0.6990000000000001,NO
0.1109,0.8175,NO
0.0747,0.9453,NO
0.2179,0.7088,NO
0.1147,0.4891,NO
0.0779,1.8683,YES
0.0804,2.6999,YES
0.1668,2.4259,YES
0.24,1.8292,YES
0.1573,0.7116,NO
0.0716,2.4468,YES
0.1205,0.8856,NO
0.1072,1.5826,YES
0.2444,2.2123,YES
0.3362,0.6784,NO
0.1579,0.1788,NO
0.1148,0.071,NO
0.1112,0.5433,NO
0.3947,2.2319,YES
0.0957,1.431,YES
0.1364,0.3941,NO
0.1056,0.3972,NO
0.0981,0.627,NO
0.1058,0.4988,NO
0.1797,0.5255,NO
0.1526,0.6423,NO
0.1551,0.6364,NO
0.2811,1.361,YES
0.0766,0.1309,NO
0.1126,2.4114,YES
0.0341,0.4345,NO
0.3399,2.5377,YES
0.0412,0.2812,NO
0.1212,0.2773,NO
0.0769,0.5776,NO
0.1235,0.5758,NO
0.0802,0.405,NO
0.1903,0.3955,NO
0.1119,0.4024,NO
0.1008,0.3696,NO
0.0886,0.2337,NO
0.1534,0.5228,NO
0.1331,0.8661,NO
0.2865,0.3362,NO
0.1512,0.7521,NO
0.1666,1.0532,NO
0.1465,0.3335,NO
0.0509,0.1219,NO
0.2187,0.6595,NO
0.4574,2.8587,YES
0.1603,0.9059999999999999,NO
0.2015,3.2863,YES
0.205,0.3272,NO
0.2168,0.6801,NO
0.2136,0.0461,NO
0.1919,0.4237,NO
0.1533,1.2335,NO
0.1268,0.5616,NO
0.1947,1.3022,NO
0.1755,0.1843,NO
0.2202,0.7321,NO
0.4465,2.7135,YES
0.4252,3.1955,YES
0.3653,3.062,YES
0.1771,2.0933,YES
0.1659,1.1915,NO
0.1927,2.8356,YES
0.1251,1.1895,NO
0.1303,2.5212,YES
0.1814,2.6256,YES
0.3356,1.4664,NO
0.1662,1.162,NO
0.1507,0.6076,NO
0.1441,1.5727,NO
0.3435,2.502,YES
0.1243,1.9612,YES
0.1731,1.9009,NO
0.0952,0.2344,NO
0.1364,1.9340000000000002,NO
0.0887,0.3295,NO
0.2289,1.8857,NO
0.2088,2.0799,NO
