DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_11,Associated
0.0737,0.1819,NO
0.0652,0.1493,NO
0.1144,0.2809,NO
0.2164,0.5644,NO
0.0671,0.31,NO
0.0906,0.2323,NO
0.0589,0.3258,NO
0.0679,0.1819,NO
0.1689,0.3138,NO
0.2469,1.0,YES
0.0616,0.2323,NO
0.33799999999999997,1.0,YES
0.2427,0.3555,NO
0.2231,0.3673,NO
0.2223,0.2206,NO
0.1142,0.3282,NO
0.0706,0.4327,NO
0.1109,0.318,NO
0.0747,0.2804,NO
0.2179,0.1819,NO
0.1147,0.4378,NO
0.0779,0.83,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1782,NO
0.0716,0.5682,YES
0.1205,0.2458,NO
0.1072,0.6914,YES
0.2444,0.6914,YES
0.3362,0.2179,NO
0.1579,0.1781,NO
0.1148,0.1652,NO
0.1112,0.2444,NO
0.3947,0.5234,YES
0.0957,0.2708,YES
0.1364,0.2113,NO
0.1056,0.1092,NO
0.0981,0.3034,NO
0.1058,0.0409,NO
0.1797,0.027999999999999997,NO
0.1526,0.0558,NO
0.1551,0.0498,NO
0.2811,0.6914,YES
0.0766,0.1413,NO
0.1126,0.3062,YES
0.0341,0.1652,NO
0.3399,0.6914,YES
0.0412,0.1652,NO
0.1212,0.0515,NO
0.0769,0.1582,NO
0.1235,0.1375,NO
0.0802,0.0538,NO
0.1903,0.3034,NO
0.1119,0.1079,NO
0.1008,0.3034,NO
0.0886,0.0814,NO
0.1534,0.1493,NO
0.1331,0.5722,NO
0.2865,0.5644,NO
0.1512,0.3765,NO
0.1666,0.2297,NO
0.1465,0.3258,NO
0.0509,0.1133,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.4964,NO
0.2015,1.0,YES
0.205,0.3104,NO
0.2168,0.3824,NO
0.2136,0.1517,NO
0.1919,0.3282,NO
0.1533,0.4327,NO
0.1268,0.318,NO
0.1947,0.3844,NO
0.1755,0.1276,NO
0.2202,0.4378,NO
0.4465,0.83,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2297,NO
0.1927,0.7756,YES
0.1251,0.2458,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.3559,NO
0.1662,0.2576,NO
0.1507,0.1989,NO
0.1441,0.3559,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2479,NO
0.0952,0.2193,NO
0.1364,0.3559,NO
0.0887,0.188,NO
0.2289,0.1084,NO
0.2088,0.1254,NO
0.2075,0.0756,NO
0.1923,1.0,YES
0.0927,0.3559,NO
0.0821,1.0,YES
0.0311,0.2148,NO
0.3081,1.0,YES
0.0406,0.1617,NO
0.1251,0.1426,NO
0.091,0.2456,NO
0.11800000000000001,0.1728,NO
0.1053,0.316,NO
0.2201,0.2673,NO
0.1351,0.1778,NO
0.1328,0.3559,NO
0.0724,0.2493,NO
0.0244,0.2493,NO
0.1404,0.6191,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6191,YES
0.0826,0.2651,NO
0.013000000000000001,0.1691,NO
0.2103,0.3603,YES
0.1395,0.3816,NO
0.1325,0.6191,YES
0.1443,0.254,NO
0.2165,0.3553,NO
0.1934,0.3553,NO
0.1934,0.2204,NO
0.0572,0.2493,NO
0.2318,1.0,YES
0.0556,0.2493,NO
0.3609,1.0,YES
0.1417,0.2011,NO
0.255,1.0,YES
0.0522,0.3118,NO
0.0677,0.4291,NO
0.1439,0.3056,NO
0.0494,0.1587,NO
0.1715,0.3603,YES
0.0964,0.2838,NO
0.1343,0.6191,YES
0.1544,0.1154,NO
0.0732,0.1493,NO
0.1975,0.4528,NO
0.2582,0.5352,NO
0.1977,0.3613,NO
0.1701,0.4528,NO
0.1684,0.3089,NO
0.1225,0.1104,NO
0.1458,0.3138,NO
0.4028,0.9481,YES
0.1577,0.4528,NO
0.2904,0.9481,YES
0.1987,0.2062,NO
0.1756,0.3375,NO
0.1689,0.099,NO
0.054000000000000006,0.3282,NO
0.1469,0.4528,NO
0.0547,0.318,NO
0.1082,0.3613,NO
0.2019,0.1377,NO
0.1293,0.4378,NO
0.3897,0.7869,YES
0.3612,0.9481,YES
0.2791,1.0,YES
0.2894,0.9481,YES
0.2226,0.4052,NO
0.1753,0.5682,YES
0.0979,0.4528,NO
0.0985,0.0803,NO
0.0774,0.0324,NO
0.1069,0.5253,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.5253,YES
0.0885,0.1807,NO
0.0604,0.0697,NO
0.2068,0.2746,YES
0.2598,0.4576,NO
0.106,0.5253,YES
0.1459,0.4576,NO
0.2252,0.2531,NO
0.2571,0.2064,NO
0.2375,0.146,NO
0.1453,0.0823,NO
0.2245,1.0,YES
0.141,0.1393,NO
0.2623,1.0,YES
0.142,0.1597,NO
0.2555,1.0,YES
0.2049,0.3798,NO
0.2206,0.4576,NO
0.2228,0.2959,NO
0.1032,0.4576,NO
0.1461,0.3057,YES
0.1116,0.2335,NO
0.1326,0.5253,YES
0.1415,0.3096,NO
0.0745,0.2988,NO
0.2381,0.42700000000000005,NO
0.19,0.4329,NO
0.1547,0.2386,NO
0.1997,0.42700000000000005,NO
0.1653,0.2988,NO
0.1536,0.3096,NO
0.1999,0.3877,NO
0.1989,0.8204,YES
0.2045,0.42700000000000005,NO
0.2447,0.5949,YES
0.2519,0.4316,NO
0.2036,0.4018,NO
0.2033,0.2685,NO
0.0533,0.3282,NO
0.105,0.4327,NO
0.055999999999999994,0.318,NO
0.1113,0.2577,NO
0.2256,0.3096,NO
0.0989,0.4378,NO
0.1879,0.6851,YES
0.1445,0.9096,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.3877,NO
0.1657,0.5682,YES
0.1331,0.42700000000000005,NO
0.0949,0.1871,NO
0.1339,0.1871,NO
0.22399999999999998,0.5722,NO
0.1967,0.4329,NO
0.1436,0.2335,NO
0.2079,0.3905,NO
0.1339,0.2376,NO
0.0967,0.1133,NO
0.2198,0.4753,NO
0.3428,1.0,YES
0.2344,0.4964,NO
0.1736,1.0,YES
0.1331,0.3104,NO
0.0735,0.3824,NO
0.0647,0.1078,NO
0.204,0.3282,NO
0.1327,0.4327,NO
0.1655,0.318,NO
0.31,0.3844,NO
0.1309,0.1871,NO
0.2819,0.4378,NO
0.4042,0.6851,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.3855,NO
0.2673,0.7756,YES
0.1726,0.3905,NO
0.1439,0.307,NO
0.0769,0.2636,NO
0.1953,0.4809,NO
0.2342,0.5644,NO
0.2047,0.3827,NO
0.1823,0.4809,NO
0.1684,0.3258,NO
0.1204,0.307,NO
0.1751,0.2964,NO
0.3579,1.0,YES
0.1828,0.4809,NO
0.2083,1.0,YES
0.2252,0.2244,NO
0.2041,0.3673,NO
0.2007,0.1078,NO
0.0498,0.307,NO
0.1415,0.4809,NO
0.0515,0.307,NO
0.1207,0.3827,NO
0.1912,0.307,NO
0.14,0.3827,NO
0.4038,0.83,YES
0.3494,1.0,YES
0.2799,0.6467,YES
0.2675,1.0,YES
0.2206,0.2964,NO
0.2003,0.4616,YES
0.1168,0.4809,NO
0.0727,0.2562,NO
0.0714,0.2562,NO
0.10800000000000001,0.2809,NO
0.2886,0.5348,NO
0.1427,0.3847,NO
0.0855,0.1636,NO
0.0605,0.3087,NO
0.0532,0.1133,NO
0.1421,0.3138,NO
0.4397,0.9475,YES
0.0607,0.2354,NO
0.2347,0.9475,YES
0.2118,0.2244,NO
0.2048,0.3673,NO
0.2045,0.1078,NO
0.0849,0.3282,NO
0.1035,0.4327,NO
0.0824,0.318,NO
0.0975,0.3847,NO
0.1702,0.2562,NO
0.1518,0.4378,NO
0.3372,0.7864,YES
0.3303,0.9475,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.2031,NO
0.1128,0.5682,YES
0.099,0.2458,NO
