DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_94,Associated
0.0737,0.4268,NO
0.0652,0.1832,NO
0.1144,1.4338,NO
0.2164,1.9202,NO
0.0671,1.4017,NO
0.0906,1.2325,NO
0.0589,0.5154,NO
0.0679,0.0823,NO
0.1689,1.6635,NO
0.2469,2.5238,YES
0.0616,1.2889,NO
0.33799999999999997,2.2395,YES
0.2427,0.9944,NO
0.2231,1.0617,NO
0.2223,0.6594,NO
0.1142,0.4878,NO
0.0706,1.2746,NO
0.1109,0.2404,NO
0.0747,1.1797,NO
0.2179,0.5547,NO
0.1147,1.1429,NO
0.0779,2.3080000000000003,YES
0.0804,2.5028,YES
0.1668,2.622,YES
0.24,2.3702,YES
0.1573,1.0192,NO
0.0716,1.4669,YES
0.1205,1.4352,NO
0.1072,1.7052,YES
0.2444,2.1714,YES
0.3362,1.6281,NO
0.1579,0.7957,NO
0.1148,0.6578,NO
0.1112,1.219,NO
0.3947,1.5127,YES
0.0957,1.1184,YES
0.1364,1.4453,NO
0.1056,0.4522,NO
0.0981,1.1178,NO
0.1058,0.3877,NO
0.1797,0.7559,NO
0.1526,0.523,NO
0.1551,0.33299999999999996,NO
0.2811,2.0669,YES
0.0766,1.0927,NO
0.1126,1.5274,YES
0.0341,0.3739,NO
0.3399,2.0649,YES
0.0412,0.4596,NO
0.1212,0.4762,NO
0.0769,0.7996,NO
0.1235,0.6123,NO
0.0802,0.455,NO
0.1903,1.2811,NO
0.1119,1.0142,NO
0.1008,1.3779,NO
0.0886,0.5364,NO
0.1534,0.3003,NO
0.1331,2.2513,NO
0.2865,2.7882,NO
0.1512,1.9994,NO
0.1666,1.6966,NO
0.1465,0.8165,NO
0.0509,0.3211,NO
0.2187,2.2122,NO
0.4574,3.7125,YES
0.1603,1.9462,NO
0.2015,3.2395,YES
0.205,1.0358,NO
0.2168,1.0251,NO
0.2136,0.6313,NO
0.1919,0.8002,NO
0.1533,1.8371,NO
0.1268,0.6397,NO
0.1947,1.7734,NO
0.1755,0.7873,NO
0.2202,1.337,NO
0.4465,3.4329,YES
0.4252,3.5001,YES
0.3653,3.7533,YES
0.1771,3.2177,YES
0.1659,1.4662,NO
0.1927,3.0628,YES
0.1251,1.6726,NO
0.1303,1.7919999999999998,YES
0.1814,2.4886,YES
0.3356,1.7298,NO
0.1662,0.9207,NO
0.1507,0.9506,NO
0.1441,1.3761,NO
0.3435,1.7039,YES
0.1243,1.1496,YES
0.1731,1.3893,NO
0.0952,0.4666,NO
0.1364,1.2923,NO
0.0887,0.3878,NO
0.2289,0.838,NO
0.2088,0.5478,NO
0.2075,0.4456,NO
0.1923,2.2267,YES
0.0927,1.4273,NO
0.0821,1.5692,YES
0.0311,0.6604,NO
0.3081,2.4703,YES
0.0406,0.6314,NO
0.1251,0.4324,NO
0.091,0.8423,NO
0.11800000000000001,0.6004,NO
0.1053,0.373,NO
0.2201,1.5114,NO
0.1351,1.0692,NO
0.1328,1.314,NO
0.0724,1.369,NO
0.0244,0.7885,NO
0.1404,2.2719,YES
0.3348,2.9769,YES
0.2937,3.5876,YES
0.14300000000000002,1.7808,YES
0.0826,0.8482,NO
0.013000000000000001,0.5838,NO
0.2103,2.4273,YES
0.1395,1.4297,NO
0.1325,1.5648,YES
