DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_47,Associated
0.0737,0.8747,NO
0.0652,0.8252,NO
0.1144,1.3391,NO
0.2164,0.9736,NO
0.0671,0.8996,NO
0.0906,0.9272,NO
0.0589,0.9248,NO
0.0679,0.638,NO
0.1689,1.3686,NO
0.2469,2.262,YES
0.0616,1.2985,NO
0.33799999999999997,1.3162,YES
0.2427,0.3111,NO
0.2231,0.3176,NO
0.2223,0.1867,NO
0.1142,1.248,NO
0.0706,1.1767,NO
0.1109,0.8174,NO
0.0747,0.5702,NO
0.2179,0.8313,NO
0.1147,1.2613,NO
0.0779,1.9541,YES
0.0804,2.3125,YES
0.1668,1.7385,YES
0.24,1.6705,YES
0.1573,1.4586,NO
0.0716,1.6951,YES
0.1205,1.1856,NO
0.1072,2.1008,YES
0.2444,2.036,YES
0.3362,0.9283,NO
0.1579,0.9378,NO
0.1148,0.6884,NO
0.1112,0.7287,NO
0.3947,1.9123,YES
0.0957,1.6385,YES
0.1364,0.8229,NO
0.1056,0.6005,NO
0.0981,0.8461,NO
0.1058,0.1871,NO
0.1797,0.3833,NO
0.1526,0.4453,NO
0.1551,0.1562,NO
0.2811,2.0856,YES
0.0766,0.7573,NO
0.1126,2.1032,YES
0.0341,0.7275,NO
0.3399,1.5931,YES
0.0412,0.9266,NO
0.1212,0.2435,NO
0.0769,0.7267,NO
0.1235,0.4351,NO
0.0802,0.1989,NO
0.1903,0.9745,NO
0.1119,0.5171,NO
0.1008,0.4487,NO
0.0886,0.5713,NO
0.1534,0.4189,NO
0.1331,1.6058,NO
0.2865,1.8558,NO
0.1512,1.2505,NO
0.1666,1.0665,NO
0.1465,1.4706,NO
0.0509,0.3853,NO
0.2187,1.1598,NO
0.4574,3.7865,YES
0.1603,1.5323,NO
0.2015,2.307,YES
0.205,0.6351,NO
0.2168,0.8672,NO
0.2136,0.4055,NO
0.1919,1.0239,NO
0.1533,1.9849,NO
0.1268,0.5703,NO
0.1947,0.8861,NO
0.1755,0.5445,NO
0.2202,1.4409,NO
0.4465,3.1007,YES
0.4252,3.9311,YES
0.3653,3.0589,YES
0.1771,2.7742,YES
0.1659,1.329,NO
0.1927,2.8398,YES
0.1251,1.0846,NO
0.1303,1.755,YES
0.1814,1.7497,YES
0.3356,1.1237,NO
0.1662,0.8489,NO
0.1507,0.7895,NO
0.1441,0.8575,NO
0.3435,1.6936,YES
0.1243,1.4991,YES
0.1731,0.9055,NO
0.0952,0.8439,NO
0.1364,0.8235,NO
0.0887,0.516,NO
0.2289,0.5593,NO
0.2088,0.8269,NO
0.2075,0.5191,NO
0.1923,1.8432,YES
0.0927,0.8622,NO
0.0821,1.7568,YES
0.0311,0.6391,NO
0.3081,1.6001,YES
0.0406,0.924,NO
0.1251,0.496,NO
0.091,0.9304,NO
0.11800000000000001,0.4519,NO
0.1053,0.4578,NO
0.2201,1.1707,NO
0.1351,0.9514,NO
0.1328,0.5905,NO
0.0724,0.9656,NO
0.0244,0.3859,NO
0.1404,1.3682,YES
0.3348,3.8474,YES
0.2937,3.2609,YES
0.14300000000000002,2.1291,YES
0.0826,1.455,NO
0.013000000000000001,0.3757,NO
0.2103,2.3015,YES
0.1395,1.1197,NO
0.1325,1.9908,YES
0.1443,0.7165,NO
0.2165,1.2657,NO
0.1934,1.2601,NO
0.1934,0.4308,NO
0.0572,0.8204,NO
0.2318,3.1814,YES
0.0556,0.8828,NO
0.3609,3.7884,YES
0.1417,0.4018,NO
0.255,3.2874,YES
0.0522,0.9117,NO
