DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_30,Associated
0.0737,0.3707,NO
0.0652,0.0675,NO
0.1144,0.4632,NO
0.2164,0.6134,NO
0.0671,0.8555,NO
0.0906,1.2109,NO
0.0589,0.5896,NO
0.0679,0.5009,NO
0.1689,0.9731,NO
0.2469,1.7782,YES
0.0616,0.446,NO
0.33799999999999997,1.893,YES
0.2427,0.5136,NO
0.2231,0.9647,NO
0.2223,0.6876,NO
0.1142,0.3332,NO
0.0706,1.3013,NO
0.1109,0.4066,NO
0.0747,0.5529,NO
0.2179,0.5048,NO
0.1147,1.2431,NO
0.0779,1.8751,YES
0.0804,2.3072,YES
0.1668,2.9228,YES
0.24,2.1246,YES
0.1573,1.0848,NO
0.0716,2.4592,YES
0.1205,0.5328,NO
0.1072,1.9419,YES
0.2444,1.2382,YES
0.3362,1.2211,NO
0.1579,0.4336,NO
0.1148,0.4621,NO
0.1112,0.7968,NO
0.3947,1.8355,YES
0.0957,1.7482,YES
0.1364,0.9555,NO
0.1056,0.3103,NO
0.0981,0.745,NO
0.1058,0.3753,NO
0.1797,1.0308,NO
0.1526,1.1207,NO
0.1551,1.1134,NO
0.2811,1.3245,YES
0.0766,0.7363,NO
0.1126,1.1792,YES
0.0341,0.6159,NO
0.3399,2.019,YES
0.0412,0.2233,NO
0.1212,0.4645,NO
0.0769,0.3169,NO
0.1235,0.7327,NO
0.0802,0.4829,NO
0.1903,0.7394,NO
0.1119,0.3089,NO
0.1008,0.7514,NO
0.0886,0.7025,NO
0.1534,0.4373,NO
0.1331,0.4562,NO
0.2865,1.2199,NO
0.1512,1.0877,NO
0.1666,1.6440000000000001,NO
0.1465,1.0851,NO
0.0509,0.5697,NO
0.2187,1.1669,NO
0.4574,2.8551,YES
0.1603,0.5946,NO
0.2015,2.64,YES
0.205,0.4116,NO
0.2168,0.8447,NO
0.2136,0.3916,NO
0.1919,0.7529,NO
0.1533,1.7781,NO
0.1268,0.5321,NO
0.1947,0.9596,NO
0.1755,0.6486,NO
0.2202,1.5595,NO
0.4465,3.1759,YES
0.4252,3.4898,YES
0.3653,4.1303,YES
0.1771,2.9783,YES
0.1659,1.3584,NO
0.1927,2.9301,YES
0.1251,0.8477,NO
0.1303,2.8571,YES
0.1814,1.0624,YES
0.3356,2.3854,NO
0.1662,0.6535,NO
0.1507,1.2267,NO
0.1441,2.4873,NO
0.3435,1.6355,YES
0.1243,2.7869,YES
0.1731,2.2934,NO
0.0952,0.4012,NO
0.1364,1.9552,NO
0.0887,0.5069,NO
0.2289,0.9740000000000001,NO
0.2088,1.2582,NO
0.2075,1.1789,NO
0.1923,1.651,YES
0.0927,1.5942,NO
0.0821,2.1034,YES
0.0311,0.7929,NO
0.3081,3.2188,YES
0.0406,1.1067,NO
0.1251,0.7577,NO
0.091,0.5246,NO
0.11800000000000001,1.7151,NO
0.1053,0.9382,NO
0.2201,2.4293,NO
0.1351,1.0153,NO
0.1328,2.1726,NO
0.0724,0.7857,NO
0.0244,0.5814,NO
0.1404,1.6698,YES
0.3348,4.2484,YES
0.2937,4.1034,YES
0.14300000000000002,2.275,YES
0.0826,1.2096,NO
0.013000000000000001,0.381,NO
0.2103,2.489,YES
0.1395,0.769,NO
0.1325,2.345,YES
0.1443,0.8368,NO
0.2165,1.2367,NO
0.1934,1.2933,NO
0.1934,1.2698,NO
0.0572,0.4722,NO
0.2318,5.2419,YES
0.0556,0.597,NO
0.3609,4.7946,YES
0.1417,1.11,NO
0.255,4.7712,YES
0.0522,1.1952,NO
0.0677,0.7485,NO
0.1439,1.7280000000000002,NO
0.0494,0.9038,NO
0.1715,2.6272,YES
0.0964,1.2637,NO
0.1343,2.0784,YES
0.1544,0.8913,NO
0.0732,0.4905,NO
0.1975,0.5905,NO
0.2582,1.1735,NO
0.1977,1.104,NO
0.1701,1.1639,NO
0.1684,1.1515,NO
0.1225,0.6908,NO
0.1458,1.0813,NO
0.4028,2.6277,YES
0.1577,0.4837,NO
0.2904,2.4787,YES
0.1987,0.5107,NO
0.1756,0.845,NO
0.1689,0.659,NO
0.054000000000000006,0.7279,NO
0.1469,1.4152,NO
0.0547,0.6746,NO
0.1082,0.7385,NO
0.2019,0.7577,NO
0.1293,1.1807,NO
0.3897,2.6875,YES
0.3612,3.0763,YES
0.2791,3.5966,YES
0.2894,2.6953,YES
0.2226,1.0789,NO
0.1753,2.6948,YES
0.0979,0.6598,NO
0.0985,0.7091,NO
0.0774,0.5964,NO
0.1069,0.6467,YES
0.3647,4.1466,YES
0.2531,3.6721,YES
0.1331,1.4919,YES
0.0885,1.0406,NO
0.0604,0.321,NO
0.2068,1.3299,YES
0.2598,1.8367,NO
0.106,1.5163,YES
0.1459,1.5174,NO
0.2252,0.3974,NO
0.2571,0.4677,NO
0.2375,0.4226,NO
0.1453,0.6111,NO
0.2245,4.6366,YES
0.141,0.4854,NO
0.2623,4.0058,YES
0.142,0.7644,NO
0.2555,4.3802,YES
0.2049,2.3718,NO
0.2206,1.8173,NO
0.2228,2.3548,NO
0.1032,1.6706,NO
0.1461,1.8263,YES
0.1116,1.3991,NO
0.1326,1.1989,YES
0.1415,0.6017,NO
0.0745,0.3267,NO
0.2381,0.8009999999999999,NO
0.19,0.8936,NO
0.1547,0.9902,NO
0.1997,1.5601,NO
0.1653,1.022,NO
0.1536,0.5136,NO
0.1999,1.6007,NO
0.1989,2.4348,YES
0.2045,0.8973,NO
0.2447,2.2954,YES
0.2519,1.044,NO
