DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_8,Associated
0.0737,0.5073,NO
0.0652,0.1546,NO
0.1144,0.6298,NO
0.2164,0.4778,NO
0.0671,0.5167,NO
0.0906,0.5767,NO
0.0589,0.6441,NO
0.0679,0.23800000000000002,NO
0.1689,0.7755,NO
0.2469,2.3065,YES
0.0616,0.4918,NO
0.33799999999999997,1.5076,YES
0.2427,0.2604,NO
0.2231,0.133,NO
0.2223,0.0749,NO
0.1142,0.2108,NO
0.0706,0.3422,NO
0.1109,0.3005,NO
0.0747,0.606,NO
0.2179,0.2804,NO
0.1147,0.4651,NO
0.0779,1.7085,YES
0.0804,1.1625,YES
0.1668,2.2771,YES
0.24,0.6477,YES
0.1573,0.7306,NO
0.0716,1.7337,YES
0.1205,0.7240000000000001,NO
0.1072,0.7546,YES
0.2444,0.2673,YES
0.3362,0.6388,NO
0.1579,0.2852,NO
0.1148,0.452,NO
0.1112,0.5781,NO
0.3947,0.8303,YES
0.0957,0.1608,YES
0.1364,0.5099,NO
0.1056,0.2911,NO
0.0981,0.3058,NO
0.1058,0.1548,NO
0.1797,0.3353,NO
0.1526,0.2737,NO
0.1551,0.2519,NO
0.2811,0.6069,YES
0.0766,0.3452,NO
0.1126,0.42,YES
0.0341,0.5198,NO
0.3399,0.3464,YES
0.0412,0.3416,NO
0.1212,0.2447,NO
0.0769,0.1342,NO
0.1235,0.2478,NO
0.0802,0.1108,NO
0.1903,0.6239,NO
0.1119,0.2734,NO
0.1008,0.4745,NO
0.0886,0.24600000000000002,NO
0.1534,0.1065,NO
0.1331,0.7639,NO
0.2865,0.5769,NO
0.1512,0.5858,NO
0.1666,0.6901,NO
0.1465,0.4958,NO
0.0509,0.1407,NO
0.2187,0.6282,NO
0.4574,2.2887,YES
0.1603,0.4069,NO
0.2015,1.2886,YES
0.205,0.4793,NO
0.2168,0.3096,NO
0.2136,0.2556,NO
0.1919,0.1327,NO
0.1533,0.2582,NO
0.1268,0.0871,NO
0.1947,0.4951,NO
0.1755,0.2185,NO
0.2202,0.4514,NO
0.4465,2.4904,YES
0.4252,1.8643,YES
0.3653,2.6893,YES
0.1771,1.4199,YES
0.1659,0.7502,NO
0.1927,2.5147,YES
0.1251,0.4844,NO
0.1303,2.403,YES
0.1814,1.1054,YES
0.3356,0.9487,NO
0.1662,0.2395,NO
0.1507,0.3652,NO
0.1441,0.6306,NO
0.3435,2.3987,YES
0.1243,0.7087,YES
0.1731,0.6753,NO
0.0952,0.502,NO
0.1364,0.546,NO
0.0887,0.3948,NO
0.2289,0.4831,NO
0.2088,0.527,NO
0.2075,0.5259,NO
0.1923,1.4327,YES
0.0927,0.2128,NO
0.0821,2.0849,YES
0.0311,0.2861,NO
0.3081,1.3985,YES
0.0406,0.1022,NO
0.1251,0.4418,NO
0.091,0.5237,NO
0.11800000000000001,0.3451,NO
0.1053,0.1435,NO
0.2201,0.62,NO
0.1351,0.535,NO
0.1328,0.5682,NO
0.0724,0.3317,NO
0.0244,0.1613,NO
0.1404,1.6333,YES
0.3348,1.9513,YES
0.2937,3.0326,YES
0.14300000000000002,1.2975,YES
0.0826,0.5421,NO
0.013000000000000001,0.1003,NO
0.2103,1.6049,YES
0.1395,0.3663,NO
0.1325,1.3908,YES
0.1443,0.1896,NO
0.2165,0.5819,NO
0.1934,0.5637,NO
0.1934,0.6547,NO
0.0572,0.2391,NO
0.2318,2.249,YES
0.0556,0.1143,NO
0.3609,3.1534,YES
0.1417,0.1152,NO
0.255,2.9225,YES
0.0522,0.1635,NO
0.0677,0.2878,NO
0.1439,0.3129,NO
0.0494,0.1771,NO
0.1715,1.5337,YES
0.0964,0.5414,NO
0.1343,1.6092,YES
0.1544,0.3258,NO
0.0732,0.203,NO
0.1975,0.8974,NO
0.2582,0.5575,NO
0.1977,0.6965,NO
0.1701,0.6232,NO
0.1684,0.5482,NO
0.1225,0.1401,NO
0.1458,0.6876,NO
0.4028,1.719,YES
0.1577,0.4561,NO
0.2904,1.0514,YES
0.1987,0.4756,NO
0.1756,0.3468,NO
0.1689,0.2996,NO
0.054000000000000006,0.1543,NO
0.1469,0.5710000000000001,NO
0.0547,0.1928,NO
0.1082,0.7252,NO
0.2019,0.2739,NO
0.1293,0.6526,NO
0.3897,1.9754,YES
0.3612,1.7075,YES
0.2791,2.0176,YES
0.2894,1.2908,YES
0.2226,0.8384,NO
0.1753,1.9824,YES
0.0979,0.5992,NO
0.0985,0.4357,NO
0.0774,0.1834,NO
0.1069,1.4837,YES
0.3647,1.2212,YES
0.2531,2.4511,YES
0.1331,1.0025,YES
