DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_36,Associated
0.0737,0.4156,NO
0.0652,0.4117,NO
0.1144,0.3599,NO
0.2164,0.8113,NO
0.0671,0.619,NO
0.0906,0.3624,NO
0.0589,0.5662,NO
0.0679,0.4744,NO
0.1689,0.7392,NO
0.2469,0.8258,YES
0.0616,0.4653,NO
0.33799999999999997,0.5233,YES
0.2427,0.413,NO
0.2231,0.509,NO
0.2223,0.3095,NO
0.1142,0.3285,NO
0.0706,0.4146,NO
0.1109,0.3693,NO
0.0747,0.546,NO
0.2179,0.442,NO
0.1147,0.3642,NO
0.0779,1.7494,YES
0.0804,1.0581,YES
0.1668,0.9434,YES
0.24,0.5233,YES
0.1573,0.2101,NO
0.0716,1.1351,YES
0.1205,0.3892,NO
0.1072,0.8983,YES
0.2444,1.3873,YES
0.3362,0.349,NO
0.1579,0.4435,NO
0.1148,0.2733,NO
0.1112,0.2719,NO
0.3947,0.5945,YES
0.0957,1.5330000000000001,YES
0.1364,0.4197,NO
0.1056,0.1416,NO
0.0981,0.2174,NO
0.1058,0.1259,NO
0.1797,0.0842,NO
0.1526,0.3011,NO
0.1551,0.0309,NO
0.2811,0.5757,YES
0.0766,0.2451,NO
0.1126,0.6658,YES
0.0341,0.2759,NO
0.3399,1.2709,YES
0.0412,0.1059,NO
0.1212,0.3934,NO
0.0769,0.2826,NO
0.1235,0.172,NO
0.0802,0.1729,NO
0.1903,0.3071,NO
0.1119,0.307,NO
0.1008,0.1511,NO
0.0886,0.4317,NO
0.1534,0.3216,NO
0.1331,0.1648,NO
0.2865,0.7479,NO
0.1512,0.73,NO
0.1666,0.5053,NO
0.1465,0.6722,NO
0.0509,0.2758,NO
0.2187,1.0616,NO
0.4574,2.4254,YES
0.1603,0.7466,NO
0.2015,1.4528,YES
0.205,0.3362,NO
0.2168,0.7201,NO
0.2136,0.2231,NO
0.1919,0.3818,NO
0.1533,0.2639,NO
0.1268,0.3561,NO
0.1947,0.4095,NO
0.1755,0.2651,NO
0.2202,0.2036,NO
0.4465,2.8442,YES
0.4252,1.6883,YES
0.3653,2.5416,YES
0.1771,1.4519,YES
0.1659,0.4485,NO
0.1927,2.0719,YES
0.1251,0.4659,NO
0.1303,1.524,YES
0.1814,1.2208,YES
0.3356,0.198,NO
0.1662,0.3505,NO
0.1507,0.1884,NO
0.1441,0.431,NO
0.3435,1.2371,YES
0.1243,2.1859,YES
0.1731,0.4425,NO
0.0952,0.157,NO
0.1364,0.41700000000000004,NO
0.0887,0.1448,NO
0.2289,0.2116,NO
0.2088,0.3175,NO
0.2075,0.1258,NO
0.1923,1.2058,YES
0.0927,0.2412,NO
0.0821,1.237,YES
0.0311,0.1226,NO
0.3081,1.4545,YES
0.0406,0.1538,NO
0.1251,0.1827,NO
0.091,0.2174,NO
0.11800000000000001,0.1068,NO
0.1053,0.1078,NO
0.2201,0.33899999999999997,NO
0.1351,0.2884,NO
0.1328,0.4432,NO
0.0724,0.4628,NO
0.0244,0.0431,NO
0.1404,1.3642,YES
0.3348,3.6867,YES
0.2937,3.4389,YES
0.14300000000000002,0.8244,YES
0.0826,0.307,NO
0.013000000000000001,0.0256,NO
0.2103,2.0035,YES
0.1395,0.21100000000000002,NO
0.1325,0.8155,YES
0.1443,0.2057,NO
0.2165,0.4522,NO
0.1934,0.4318,NO
0.1934,0.2051,NO
0.0572,0.3012,NO
0.2318,1.9732,YES
0.0556,0.2702,NO
0.3609,4.1325,YES
0.1417,0.0845,NO
0.255,2.0885,YES
0.0522,0.6105,NO
0.0677,0.6025,NO
0.1439,0.6497,NO
0.0494,0.28300000000000003,NO
0.1715,1.0148,YES
0.0964,0.5639,NO
0.1343,0.758,YES
0.1544,0.2621,NO
0.0732,0.2912,NO
0.1975,0.6093,NO
0.2582,1.0834,NO
0.1977,0.7706,NO
0.1701,0.6324,NO
0.1684,0.4179,NO
0.1225,0.2271,NO
0.1458,1.3379,NO
0.4028,1.3115,YES
0.1577,0.9631,NO
0.2904,0.7673,YES
0.1987,0.2389,NO
0.1756,0.4508,NO
0.1689,0.131,NO
0.054000000000000006,0.2127,NO
0.1469,0.5709,NO
0.0547,0.2757,NO
0.1082,0.7308,NO
0.2019,0.3738,NO
0.1293,0.4773,NO
0.3897,2.1313,YES
0.3612,1.3632,YES
0.2791,1.5301,YES
0.2894,0.8199,YES
0.2226,0.5533,NO
0.1753,1.4147,YES
0.0979,0.7647,NO
0.0985,0.452,NO
0.0774,0.2627,NO
0.1069,0.426,YES
0.3647,2.0598,YES
0.2531,1.7234,YES
0.1331,0.5134,YES
0.0885,0.4021,NO
0.0604,0.3252,NO
0.2068,0.9631,YES
0.2598,0.16899999999999998,NO
0.106,0.4113,YES
0.1459,0.0691,NO
0.2252,0.3058,NO
0.2571,0.2619,NO
