DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_15,Associated
0.0737,0.2574,NO
0.0652,0.0731,NO
0.1144,0.125,NO
0.2164,0.3822,NO
0.0671,0.2813,NO
0.0906,0.2707,NO
0.0589,0.4164,NO
0.0679,0.1819,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.2289,NO
0.33799999999999997,1.0,YES
0.2427,0.3104,NO
0.2231,0.3824,NO
0.2223,0.0793,NO
0.1142,0.1056,NO
0.0706,0.1393,NO
0.1109,0.2327,NO
0.0747,0.3844,NO
0.2179,0.1819,NO
0.1147,0.3078,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2502,NO
0.0716,1.0,YES
0.1205,0.2323,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.2856,NO
0.1579,0.2576,NO
0.1148,0.2165,NO
0.1112,0.2004,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.1893,NO
0.1056,0.2425,NO
0.0981,0.1364,NO
0.1058,0.2425,NO
0.1797,0.3148,NO
0.1526,0.3148,NO
0.1551,0.1953,NO
0.2811,0.8269,YES
0.0766,0.2278,NO
0.1126,1.0,YES
0.0341,0.1359,NO
0.3399,1.0,YES
0.0412,0.1607,NO
0.1212,0.2425,NO
0.0769,0.2425,NO
0.1235,0.2425,NO
0.0802,0.2425,NO
0.1903,0.228,NO
0.1119,0.2425,NO
0.1008,0.1506,NO
0.0886,0.294,NO
0.1534,0.1441,NO
0.1331,0.2866,NO
0.2865,0.4177,NO
0.1512,0.2961,NO
0.1666,0.2866,NO
0.1465,0.4164,NO
0.0509,0.294,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.2487,NO
0.2015,1.0,YES
0.205,0.3104,NO
0.2168,0.3824,NO
0.2136,0.0793,NO
0.1919,0.3167,NO
0.1533,0.4175,NO
0.1268,0.3069,NO
0.1947,0.3844,NO
0.1755,0.1656,NO
0.2202,0.3078,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2502,NO
0.1927,1.0,YES
0.1251,0.2866,NO
0.1303,0.5161,YES
0.1814,0.2106,YES
0.3356,0.1791,NO
0.1662,0.228,NO
0.1507,0.3559,NO
0.1441,0.3559,NO
0.3435,0.3908,YES
0.1243,0.5161,YES
0.1731,0.2528,NO
0.0952,0.316,NO
0.1364,0.2528,NO
0.0887,0.316,NO
0.2289,0.2824,NO
0.2088,0.3667,NO
0.2075,0.3667,NO
0.1923,0.4268,YES
0.0927,0.2013,NO
0.0821,0.3239,YES
0.0311,0.2148,NO
0.3081,0.3239,YES
0.0406,0.1909,NO
0.1251,0.316,NO
0.091,0.316,NO
0.11800000000000001,0.316,NO
0.1053,0.316,NO
0.2201,0.3559,NO
0.1351,0.316,NO
0.1328,0.3559,NO
0.0724,0.2522,NO
0.0244,0.1089,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,1.0,YES
0.0826,0.2784,NO
0.013000000000000001,0.2011,NO
0.2103,0.5227,YES
0.1395,0.3027,NO
0.1325,0.4491,YES
0.1443,0.1702,NO
0.2165,0.3553,NO
0.1934,0.42,NO
0.1934,0.2204,NO
0.0572,0.1663,NO
0.2318,1.0,YES
0.0556,0.154,NO
0.3609,1.0,YES
0.1417,0.1064,NO
0.255,1.0,YES
0.0522,0.3118,NO
0.0677,0.5347,NO
0.1439,0.4471,NO
0.0494,0.1587,NO
0.1715,1.0,YES
0.0964,0.4444,NO
0.1343,1.0,YES
0.1544,0.128,NO
0.0732,0.1012,NO
0.1975,0.2756,NO
0.2582,0.4029,NO
0.1977,0.3132,NO
0.1701,0.2566,NO
0.1684,0.3089,NO
0.1225,0.1133,NO
0.1458,0.2962,NO
0.4028,1.0,YES
0.1577,0.2101,NO
0.2904,1.0,YES
0.1987,0.3104,NO
0.1756,0.3673,NO
0.1689,0.3166,NO
0.054000000000000006,0.2225,NO
0.1469,0.3132,NO
0.0547,0.2156,NO
0.1082,0.2395,NO
0.2019,0.1656,NO
0.1293,0.2918,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.2372,NO
0.1753,1.0,YES
0.0979,0.2333,NO
0.0985,0.1918,NO
0.0774,0.0684,NO
0.1069,0.2644,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.5253,YES
0.0885,0.174,NO
0.0604,0.1676,NO
0.2068,0.2746,YES
0.2598,0.4576,NO
0.106,0.2359,YES
0.1459,0.4576,NO
0.2252,0.3108,NO
0.2571,0.42,NO
0.2375,0.1929,NO
0.1453,0.1386,NO
0.2245,1.0,YES
0.141,0.1573,NO
0.2623,0.6276,YES
0.142,0.1064,NO
0.2555,0.7878,YES
0.2049,0.3798,NO
0.2206,0.4576,NO
0.2228,0.4576,NO
0.1032,0.1295,NO
0.1461,0.5253,YES
0.1116,0.4576,NO
0.1326,0.5253,YES
0.1415,0.0717,NO
0.0745,0.1493,NO
0.2381,0.2149,NO
0.19,0.4329,NO
0.1547,0.42700000000000005,NO
0.1997,0.42700000000000005,NO
0.1653,0.4164,NO
0.1536,0.1187,NO
0.1999,0.4753,NO
0.1989,0.8204,YES
0.2045,0.2383,NO
0.2447,0.7607,YES
0.2519,0.3104,NO
0.2036,0.3824,NO
0.2033,0.0733,NO
0.0533,0.3282,NO
0.105,0.4327,NO
0.055999999999999994,0.318,NO
0.1113,0.3844,NO
0.2256,0.1259,NO
0.0989,0.2489,NO
0.1879,1.0,YES
0.1445,0.9096,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.42700000000000005,NO
0.1657,0.7756,YES
0.1331,0.42700000000000005,NO
0.0949,0.0215,NO
0.1339,0.1374,NO
0.22399999999999998,0.3271,NO
0.1967,0.4156,NO
0.1436,0.2823,NO
0.2079,0.3263,NO
0.1339,0.3258,NO
0.0967,0.1016,NO
0.2198,0.3429,NO
0.3428,1.0,YES
0.2344,0.3855,NO
0.1736,1.0,YES
0.1331,0.22399999999999998,NO
0.0735,0.32299999999999995,NO
0.0647,0.0793,NO
0.204,0.3019,NO
0.1327,0.4156,NO
0.1655,0.2925,NO
0.31,0.4156,NO
0.1309,0.1005,NO
0.2819,0.4156,NO
0.4042,0.9199,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,0.9199,YES
0.193,0.2502,NO
0.2673,1.0,YES
0.1726,0.3263,NO
0.1439,0.2435,NO
0.0769,0.0994,NO
0.1953,0.1341,NO
0.2342,0.3827,NO
0.2047,0.3827,NO
0.1823,0.2798,NO
0.1684,0.293,NO
0.1204,0.2435,NO
0.1751,0.2829,NO
0.3579,0.8995,YES
0.1828,0.2798,NO
0.2083,0.8995,YES
0.2252,0.3547,NO
0.2041,0.3649,NO
0.2007,0.3649,NO
0.0498,0.2091,NO
0.1415,0.3827,NO
0.0515,0.2026,NO
0.1207,0.3827,NO
0.1912,0.1363,NO
0.14,0.3827,NO
0.4038,0.8232,YES
0.3494,0.8995,YES
0.2799,0.8995,YES
0.2675,0.8232,YES
0.2206,0.2798,NO
0.2003,0.8995,YES
